II,aVR,PLETH
865,2674,2649
1098,2417,2647
1298,2199,2649
1456,2048,2630
1586,1941,2616
1693,1845,2612
1802,1768,2616
1913,1718,2600
2019,1682,2583
2108,1617,2576
2199,1509,2583
2299,1366,2573
2415,1208,2551
2537,1036,2525
2668,863,2518
2789,686,2516
2884,518,2518
2942,366,2505
2992,259,2485
3037,197,2460
3064,173,2453
3051,164,2452
3028,173,2453
3016,194,2435
3028,216,2420
3040,211,2403
3064,173,2387
3095,109,2363
3136,43,2355
3167,-20,2354
3208,-86,2355
3267,-168,2335
3353,-259,2322
3431,-348,2318
3497,-431,2322
3546,-516,2306
3605,-604,2289
3662,-682,2281
3713,-733,2289
3735,-758,2290
3749,-776,2289
3752,-801,2285
3749,-819,2289
3718,-813,2287
3677,-776,2289
3632,-730,2288
3605,-690,2289
3573,-654,2283
3533,-604,2289
3476,-539,2302
3425,-474,2322
3371,-427,2326
3316,-388,2322
3245,-337,2313
3172,-259,2322
3097,-169,2336
3028,-86,2355
2952,-19,2357
2884,43,2355
2822,107,2347
2776,173,2355
2722,236,2368
2668,302,2387
2607,370,2390
2559,431,2387
2508,489,2379
2451,561,2387
2376,661,2401
2307,776,2420
2245,877,2423
2199,949,2420
2143,997,2413
2091,1035,2420
2042,1076,2423
2019,1121,2420
2010,1157,2400
2019,1164,2387
2030,1146,2381
2055,1121,2387
2083,1093,2387
2127,1035,2387
2174,934,2384
2235,819,2387
2291,733,2385
2343,690,2387
2379,669,2384
2415,647,2387
2450,610,2385
2487,561,2387
2513,506,2385
2523,474,2387
2513,478,2384
2487,518,2387
2459,552,2386
2451,561,2387
2474,528,2382
2523,474,2387
2590,396,2388
2668,302,2387
2738,175,2368
2776,43,2355
2754,-62,2347
2668,-86,2355
2502,-24,2353
2235,129,2355
1846,375,2348
1370,733,2355
863,1164,2361
397,1596,2387
-4,1975,2415
-324,2329,2453
-586,2679,2477
-793,3019,2518
-962,3326,2584
-1081,3623,2714
-1160,3906,2891
-1190,4140,3107
-1172,4295,3293
-1081,4399,3434
-919,4453,3538
-685,4399,3695
-412,4191,3936
-108,3881,4251
190,3564,4560
469,3278,4840
700,3020,5067
901,2803,5265
1081,2640,5428
1262,2501,5592
1439,2341,5753
1622,2156,5919
1802,1963,6049
1983,1768,6148
2159,1547,6204
2343,1294,6246
2529,1014,6273
2704,733,6311
2846,470,6335
2956,259,6344
3037,104,6322
3100,0,6311
3142,-79,6307
3172,-129,6311
3192,-161,6283
3208,-173,6246
3211,-178,6202
3208,-173,6181
3201,-168,6148
3208,-173,6115
3222,-195,6062
3244,-216,6017
3260,-235,5963
3280,-259,5919
3297,-289,5855
3316,-302,5788
3329,-297,5700
3353,-302,5625
3374,-342,5551
3389,-388,5494
3384,-404,5416
3389,-388,5330
3393,-365,5222
3389,-345,5134
3352,-325,5056
3316,-302,5003
3282,-269,4938
3244,-216,4873
3174,-146,4795
3100,-86,4742
3037,-44,4698
2992,0,4676
2936,52,4642
2884,86,4611
2839,88,4568
2812,86,4546
2784,107,4523
2776,129,4513
2786,119,4491
2812,86,4480
2819,70,4461
2812,86,4447
2790,113,4414
2776,129,4382
2756,131,4343
2740,129,4317
2719,138,4281
2704,173,4251
2674,232,4212
2632,302,4186
2572,366,4152
2523,431,4120
2483,498,4070
2451,561,4022
2401,608,3968
2343,647,3924
2290,687,3872
2271,733,3826
2270,777,3772
2271,819,3728
2254,862,3676
2235,906,3630
2215,936,3575
2199,949,3532
2175,946,3482
2163,949,3434
2159,964,3376
2163,992,3336
2149,1016,3300
2127,1035,3270
2102,1052,3220
2091,1078,3172
2075,1116,3128
2055,1164,3107
2019,1211,3078
1983,1251,3041
1942,1288,2987
1911,1337,2943
1883,1389,2904
1875,1423,2878
1872,1429,2842
1875,1423,2812
1870,1409,2777
1875,1380,2747
1886,1333,2709
1911,1294,2682
1938,1261,2659
1983,1208,2649
2036,1117,2631
2091,1035,2616
2128,999,2596
2163,992,2583
2197,962,2563
2235,906,2551
2258,849,2543
2271,819,2551
2273,809,2552
2271,819,2551
2255,839,2542
2235,863,2551
2212,881,2566
2199,906,2583
2193,932,2582
2199,949,2583
2202,946,2592
2199,949,2616
2180,965,2632
2163,992,2649
2144,1012,2660
2127,1035,2682
2102,1060,2697
2091,1078,2714
2088,1077,2725
2091,1078,2747
2076,1094,2773
2055,1121,2812
2032,1142,2846
2019,1164,2878
2003,1188,2902
1983,1208,2943
1961,1218,2990
1947,1251,3041
1931,1300,3074
1911,1337,3107
1904,1328,3136
1947,1294,3172
2033,1231,3201
2127,1121,3237
2202,949,3271
2271,776,3303
2324,644,3318
2307,561,3336
2164,515,3351
1911,561,3368
1588,738,3369
1226,1035,3368
818,1378,3356
397,1725,3336
2,2058,3297
-324,2372,3270
-579,2636,3253
-757,2846,3237
-874,3020,3192
-937,3191,3139
-962,3353,3095
-937,3493,3074
-869,3606,3046
-757,3709,3009
-618,3776,2956
-433,3752,2910
-203,3612,2861
72,3407,2812
360,3194,2755
649,2976,2714
904,2736,2679
1118,2501,2649
1276,2318,2599
1406,2199,2551
1517,2122,2507
1622,2070,2485
1723,2018,2466
1838,1941,2453
1965,1819,2434
2091,1682,2420
2209,1541,2399
2343,1380,2387
2492,1173,2379
2632,949,2387
2732,749,2389
2812,604,2387
2877,500,2377
2920,431,2387
2923,381,2404
2920,345,2420
2930,315,2416
2956,302,2420
2972,291,2433
2992,259,2453
3020,196,2452
3064,129,2453
3107,71,2462
3172,0,2485
3256,-115,2492
3353,-259,2485
3428,-388,2474
3497,-474,2485
3564,-537,2502
3641,-604,2518
3700,-690,2517
3749,-776,2518
3784,-838,2517
3821,-863,2518
3834,-863,2502
3821,-863,2485
3781,-867,2475
3749,-863,2485
3727,-843,2491
3713,-819,2485
3681,-801,2462
3641,-776,2453
3588,-738,2452
3533,-690,2453
3469,-646,2435
3425,-604,2420
3390,-562,2414
3353,-518,2420
3274,-453,2409
3172,-345,2387
3068,-205,2361
2992,-86,2355
2931,-26,2353
2884,0,2355
2830,45,2340
2776,129,2322
2705,236,2300
2632,345,2289
2541,454,2274
2451,561,2256
2363,654,2232
2307,733,2224
2269,813,2224
2235,906,2224
2170,1002,2206
2091,1078,2191
2016,1127,2185
1983,1164,2191
1974,1198,2180
1983,1208,2158
1991,1176,2132
2019,1121,2126
2053,1073,2125
2091,1035,2126
2117,983,2110
2163,906,2093
2228,814,2072
2307,733,2060
2367,676,2053
2415,647,2060
2443,628,2064
2451,604,2060
2431,574,2040
2415,561,2027
2421,561,2023
2451,561,2027
2465,551,2023
2451,561,2027
2413,598,2040
2379,647,2060
2354,674,2062
2343,690,2060
2337,709,2055
2343,733,2060
2346,740,2058
2343,733,2060
2324,725,2058
2307,733,2060
2289,752,2053
2271,776,2060
2244,798,2071
2235,819,2093
2237,838,2112
2235,863,2158
2201,898,2218
2163,949,2289
2135,1001,2354
2127,1035,2453
2110,1039,2585
2091,1035,2747
2058,1056,2902
2019,1121,3074
1960,1213,3253
1911,1294,3434
1878,1336,3589
1875,1337,3761
1880,1306,3960
1911,1251,4186
1965,1175,4388
2055,1078,4578
2146,961,4757
2235,819,4938
2313,668,5092
2415,518,5232
2542,374,5350
2704,216,5461
2867,43,5545
3028,-129,5625
3161,-272,5691
3280,-388,5755
3384,-495,5792
3497,-604,5821
3607,-701,5835
3713,-776,5854
3791,-838,5855
3857,-906,5854
3910,-998,5835
3965,-1121,5821
4033,-1300,5798
4146,-1553,5788
4299,-1885,5770
4470,-2243,5755
4615,-2577,5721
4722,-2846,5690
4774,-3044,5650
4758,-3148,5625
4669,-3156,5581
4542,-3062,5527
4410,-2884,5450
4290,-2631,5396
4157,-2336,5346
4001,-2027,5298
3799,-1712,5215
3533,-1337,5134
3174,-843,5058
2740,-216,5003
2271,481,4935
1838,1164,4873
1465,1771,4802
1154,2286,4742
878,2702,4669
649,3019,4611
472,3233,4554
360,3364,4513
290,3430,4458
252,3450,4415
227,3445,4373
216,3450,4349
200,3475,4314
180,3493,4284
163,3470,4244
180,3407,4218
229,3333,4193
288,3278,4186
320,3245,4171
324,3234,4153
308,3232,4114
288,3234,4088
266,3230,4066
252,3234,4055
249,3234,4023
252,3234,3990
234,3235,3950
180,3278,3924
103,3354,3890
36,3450,3859
-7,3521,3820
-36,3579,3793
-62,3613,3761
-72,3623,3728
-69,3596,3678
-72,3579,3630
-94,3589,3576
-108,3623,3532
-96,3631,3480
-72,3623,3434
-67,3610,3381
-72,3623,3336
-65,3644,3284
-36,3666,3237
-2,3658,3185
36,3623,3139
82,3558,3087
144,3493,3041
212,3429,2989
288,3364,2943
363,3278,2892
433,3191,2845
487,3114,2791
541,3062,2747
604,3006,2706
685,2933,2682
763,2840,2650
829,2760,2616
879,2682,2574
937,2588,2551
1014,2458,2534
1118,2329,2518
1236,2204,2482
1370,2070,2453
1513,1899,2432
1658,1725,2420
1781,1578,2389
1875,1466,2355
1945,1357,2326
2019,1251,2322
2104,1144,2321
2199,1035,2322
2280,905,2308
2343,776,2289
2384,669,2264
2415,604,2256
2434,568,2256
2451,561,2256
2467,561,2239
2487,561,2224
2496,553,2216
2487,561,2224
2462,581,2224
2451,604,2224
2461,608,2219
2487,604,2224
2506,590,2224
2523,561,2224
2538,512,2218
2559,474,2224
2577,465,2227
2596,474,2224
2601,476,2204
2596,474,2191
2572,486,2186
2559,518,2191
2556,547,2189
2559,561,2191
2544,560,2191
2523,561,2191
2499,573,2174
2487,604,2158
2469,646,2150
2451,690,2158
2429,733,2160
2415,776,2158
2396,810,2151
2379,819,2158
2365,802,2162
2379,776,2158
2411,744,2137
2451,690,2126
2481,606,2121
2523,518,2126
2574,446,2120
2632,388,2126
2669,335,2137
2704,302,2158
2737,285,2168
2776,259,2191
2798,211,2228
2812,173,2289
2813,166,2349
2812,173,2420
2795,168,2494
2776,173,2583
2753,207,2674
2740,259,2780
2721,290,2890
2704,302,3009
2681,316,3109
2668,345,3205
2650,370,3295
2632,388,3401
2606,405,3502
2596,431,3597
2593,457,3677
2596,474,3761
2580,489,3834
2559,518,3891
2535,549,3922
2523,561,3957
2506,552,3994
2487,561,4022
2463,602,4012
2451,647,3990
2436,669,3967
2415,690,3957
2377,742,3929
2343,819,3891
2306,891,3840
2271,949,3793
2226,998,3740
2199,1035,3695
2190,1046,3647
2199,1035,3597
2198,1016,3529
2199,992,3466
2207,955,3409
2235,906,3368
2266,846,3320
2307,776,3270
2353,692,3205
2415,604,3139
2473,527,3066
2523,474,3009
2558,433,2955
2596,388,2910
2632,337,2856
2668,302,2812
2678,292,2773
2668,302,2747
2633,318,2712
2596,345,2682
2554,385,2654
2523,431,2649
2499,473,2646
2487,518,2649
2470,564,2643
2451,604,2649
2426,627,2659
2415,647,2682
2412,670,2697
2415,690,2714
2400,694,2726
2379,690,2747
2364,689,2762
2379,690,2780
2402,687,2791
2415,690,2812
2398,706,2830
2379,733,2845
2361,757,2844
2343,776,2845
2307,796,2842
2271,819,2845
2247,839,2841
2235,863,2845
2218,896,2846
2199,949,2845
2188,991,2828
2199,992,2812
2235,928,2795
2307,819,2780
2411,677,2747
2523,518,2714
2604,350,2687
2632,216,2682
2593,137,2671
2487,129,2649
2287,190,2610
1983,345,2583
1586,602,2565
1154,949,2551
723,1324,2517
324,1682,2485
-36,2000,2461
-324,2286,2453
-529,2527,2437
-649,2717,2420
-712,2866,2398
-721,3019,2387
-697,3180,2371
-649,3321,2355
-585,3407,2332
-469,3450,2322
-286,3447,2318
-36,3364,2322
243,3178,2310
541,2933,2289
826,2686,2263
1081,2458,2256
1279,2246,2257
1442,2070,2256
1577,1957,2238
1694,1898,2224
1785,1856,2218
1875,1811,2224
1975,1742,2213
2091,1639,2191
2200,1505,2164
2307,1380,2158
2413,1275,2159
2523,1164,2158
2620,1007,2140
2704,819,2126
2776,644,2120
2848,518,2126
2908,425,2115
2956,345,2093
2978,270,2067
2992,216,2060
3002,175,2060
3028,129,2060
3059,66,2043
3100,0,2027
3144,-62,2018
3208,-129,2027
3279,-214,2032
3353,-302,2027
3416,-385,2007
3497,-474,1995
3587,-583,1990
3677,-690,1995
3737,-770,1992
3785,-819,1995
3823,-862,1995
3857,-906,1995
3864,-940,1987
3857,-949,1995
3837,-933,2011
3821,-906,2027
3799,-881,2025
3785,-863,2027
3768,-844,2040
3749,-819,2060
3712,-795,2062
3677,-776,2060
3641,-762,2067
3605,-733,2093
3551,-679,2114
3497,-604,2126
3441,-532,2123
3389,-474,2126
3318,-420,2134
3244,-345,2158
3167,-254,2179
3100,-173,2191
3026,-109,2187
2956,-43,2191
2880,41,2204
2812,129,2224
2736,212,2226
2668,302,2224
2594,411,2219
2523,518,2224
2435,605,2223
2343,690,2224
2254,796,2221
2199,906,2224
2170,977,2222
2163,992,2224
2145,971,2221
2127,949,2224
2111,942,2221
2127,949,2224
2158,945,2222
2199,906,2224
2230,838,2221
2271,776,2224
2320,730,2223
2379,690,2224
2422,640,2220
2451,604,2224
2467,589,2225
2487,604,2224
2496,628,2206
2487,690,2191
2462,811,2183
2451,992,2191
2470,1133,2194
2523,1164,2191
2599,1088,2172
2704,992,2158
2840,869,2150
2992,690,2158
3096,532,2162
3100,647,2158
2989,1154,2138
2812,1898,2126
2613,2586,2118
2415,3105,2126
2195,3512,2125
1947,3881,2126
1664,4207,2119
1370,4485,2126
1070,4732,2125
793,4959,2126
559,5154,2116
397,5304,2126
287,5382,2146
216,5348,2191
171,5179,2241
180,4916,2322
246,4629,2422
360,4356,2551
481,4078,2683
613,3752,2845
759,3372,3034
937,2976,3270
1111,2609,3522
1262,2286,3793
1374,1994,4055
1478,1725,4317
1582,1455,4552
1694,1164,4774
1800,851,4970
1911,561,5167
2021,321,5357
2127,129,5559
2208,-60,5745
2271,-259,5919
2324,-463,6057
2379,-647,6181
2423,-812,6281
2451,-949,6377
2457,-1056,6447
2451,-1121,6508
2435,-1153,6542
2415,-1164,6573
2392,-1180,6587
2379,-1208,6606
2375,-1248,6607
2379,-1294,6606
2378,-1340,6585
2379,-1380,6573
2377,-1408,6553
2379,-1423,6540
2377,-1439,6508
2379,-1466,6475
2379,-1497,6423
2379,-1509,6377
2363,-1494,6320
2343,-1466,6279
2329,-1444,6228
2343,-1423,6181
2365,-1387,6110
2379,-1337,6050
2373,-1288,5981
2379,-1251,5919
2397,-1203,5834
2415,-1121,5755
2403,-1010,5668
2379,-906,5592
2355,-822,5501
2343,-733,5428
2323,-612,5356
2307,-474,5298
2299,-352,5224
2307,-259,5167
2308,-185,5111
2307,-129,5069
2310,-85,5011
2343,-43,4971
2394,-8,4931
2451,0,4905
2490,-10,4864
2523,0,4840
2555,44,4819
2596,86,4807
2621,105,4771
2632,129,4742
2617,188,4716
2596,259,4709
2570,308,4679
2559,345,4644
2557,400,4600
2559,474,4578
2537,544,4548
2487,604,4513
2420,666,4456
2379,733,4415
2369,786,4378
2379,819,4349
2380,839,4299
2379,863,4251
2367,898,4198
2343,949,4153
2299,999,4088
2271,1035,4022
2275,1044,3959
2307,1035,3924
2320,1025,3891
2307,1035,3859
2269,1069,3807
2235,1121,3761
2207,1172,3710
2199,1208,3663
2196,1215,3596
2199,1208,3532
2185,1210,3470
2163,1251,3434
2126,1317,3399
2091,1380,3368
2049,1424,3319
2019,1466,3270
2003,1503,3214
2019,1509,3172
2041,1470,3133
2055,1423,3107
2047,1398,3072
2055,1380,3041
2093,1329,3003
2163,1251,2976
2224,1175,2952
2271,1121,2943
2305,1076,2927
2343,1035,2910
2369,1004,2885
2379,992,2878
2373,979,2876
2379,949,2878
2396,899,2859
2415,863,2845
2407,861,2837
2379,906,2845
2338,971,2845
2307,1035,2845
2282,1072,2840
2271,1078,2845
2266,1056,2843
2271,1035,2845
2272,1026,2841
2271,1035,2845
2257,1051,2842
2235,1078,2845
2207,1105,2842
2199,1121,2845
2210,1119,2842
2235,1121,2845
2244,1138,2842
2235,1164,2845
2200,1185,2842
2163,1208,2845
2131,1233,2843
2127,1251,2845
2130,1249,2841
2127,1251,2845
2094,1279,2844
2055,1337,2845
2014,1404,2839
1983,1466,2845
1952,1507,2848
1947,1509,2845
1961,1470,2824
1983,1423,2812
1984,1392,2809
1983,1380,2812
1992,1364,2797
2019,1337,2780
2060,1272,2761
2127,1164,2747
2216,1023,2724
2307,906,2714
2391,819,2712
2487,733,2714
2599,596,2698
2704,431,2682
2792,267,2665
2884,129,2649
2955,10,2614
2920,-43,2583
2707,13,2560
2343,216,2551
1894,538,2533
1406,949,2518
890,1399,2500
397,1854,2485
-37,2268,2462
-397,2631,2453
-703,2944,2451
-937,3234,2453
-1079,3493,2435
-1118,3709,2420
-1098,3873,2412
-1045,4011,2420
-977,4121,2420
-865,4183,2420
-701,4172,2416
-469,4097,2420
-195,3961,2417
108,3752,2420
404,3478,2419
685,3191,2420
922,2948,2415
1118,2760,2420
1259,2611,2423
1370,2501,2420
1458,2429,2398
1550,2372,2387
1650,2295,2386
1766,2199,2387
1880,2092,2369
1983,1984,2355
2069,1862,2350
2163,1725,2355
2286,1543,2341
2451,1294,2322
2634,974,2301
2812,647,2289
2964,370,2270
3100,173,2256
3218,27,2240
3316,-86,2224
3380,-182,2200
3425,-259,2191
3467,-338,2191
3533,-431,2191
3597,-533,2172
3641,-604,2158
3645,-624,2155
3641,-604,2158
3637,-578,2143
3641,-561,2126
3636,-556,2117
3641,-561,2126
3653,-580,2127
3677,-604,2126
3691,-626,2120
3713,-647,2126
3742,-682,2126
3785,-733,2126
3812,-788,2121
3821,-819,2126
3806,-815,2127
3785,-776,2126
3751,-717,2117
3713,-647,2126
3659,-577,2142
3605,-518,2158
3544,-471,2156
3497,-431,2158
3455,-389,2170
3425,-345,2191
3378,-304,2194
3316,-259,2191
3228,-190,2186
3136,-86,2191
3031,43,2191
2920,173,2191
2789,286,2188
2668,388,2191
2571,482,2190
2523,561,2191
2489,615,2188
2451,647,2191
2400,659,2189
2379,647,2191
2388,609,2189
2415,561,2191
2429,525,2189
2451,518,2191
2474,535,2189
2487,561,2191
2467,574,2189
2451,561,2191
2460,520,2189
2487,474,2191
2484,464,2189
2451,518,2191
2406,610,2188
2379,690,2191
2357,724,2190
2343,733,2191
2332,737,2187
2343,733,2191
2361,711,2191
2379,690,2191
2380,685,2184
2379,690,2191
2376,687,2206
2379,690,2224
2366,709,2225
2343,733,2224
2314,750,2220
2307,776,2224
2307,820,2220
2307,863,2224
2287,887,2235
2271,906,2256
2262,931,2262
2271,949,2256
2272,946,2245
2271,949,2256
2263,980,2275
2271,1035,2289
2284,1082,2274
2307,1121,2256
2332,1151,2245
2379,1164,2256
2451,1138,2259
2559,1078,2256
2700,985,2243
2884,863,2256
3102,703,2290
3353,518,2355
3620,302,2423
3893,86,2518
4129,-54,2629
4290,0,2780
4346,267,2954
4326,647,3172
4256,992,3408
4146,1251,3663
3957,1439,3895
3677,1596,4120
3323,1728,4335
2956,1854,4578
2603,1984,4833
2271,2113,5101
1957,2225,5349
1694,2329,5592
1491,2435,5811
1334,2544,6017
1192,2631,6187
1081,2674,6344
1017,2659,6478
1009,2588,6606
1032,2459,6698
1081,2286,6769
1137,2089,6815
1190,1898,6867
1215,1731,6905
1226,1596,6933
1225,1480,6930
1226,1380,6933
1211,1287,6930
1190,1208,6933
1165,1137,6903
1154,1078,6867
1140,1027,6823
1118,992,6802
1070,966,6770
1009,949,6736
947,938,6682
901,949,6638
864,971,6586
829,992,6540
780,1005,6472
721,1035,6409
659,1070,6337
613,1078,6279
585,1039,6198
577,992,6115
573,955,6020
577,906,5952
596,821,5884
649,733,5821
721,667,5732
793,604,5657
846,516,5583
901,431,5527
969,380,5454
1045,345,5396
1105,286,5338
1154,216,5298
1200,172,5243
1262,173,5200
1321,193,5156
1370,216,5134
1404,235,5099
1442,259,5069
1490,280,5028
1550,302,5003
1606,322,4968
1658,345,4938
1707,364,4897
1766,388,4873
1824,423,4840
1875,474,4807
1910,525,4753
1947,561,4709
1983,578,4659
2019,604,4611
2049,645,4540
2091,690,4480
2133,717,4425
2163,733,4382
2164,762,4318
2163,819,4251
2175,888,4170
2199,949,4088
2205,994,3984
2199,1035,3891
2192,1077,3812
2199,1121,3761
2192,1163,3707
2163,1208,3663
2116,1254,3611
2091,1294,3564
2086,1320,3508
2091,1337,3466
2084,1345,3430
2091,1337,3401
2119,1302,3352
2163,1251,3303
2195,1190,3257
2235,1121,3237
2295,1037,3219
2379,949,3205
2447,872,3172
2487,819,3139
2502,777,3099
2523,733,3074
2554,684,3052
2596,647,3041
2621,633,3023
2632,647,3009
2618,669,2988
2596,690,2976
2558,707,2958
2523,733,2943
2494,759,2922
2487,776,2910
2487,787,2894
2487,819,2878
2470,868,2853
2451,906,2845
2441,908,2843
2451,906,2845
2458,922,2827
2451,949,2812
2427,954,2804
2415,949,2812
2414,958,2812
2415,992,2812
2398,1022,2807
2379,1035,2812
2360,1032,2811
2343,1035,2812
2308,1062,2808
2271,1121,2812
2232,1193,2810
2199,1251,2812
2158,1290,2808
2127,1337,2812
2104,1390,2811
2091,1423,2812
2068,1411,2805
2055,1380,2812
2059,1355,2824
2091,1337,2845
2126,1302,2858
2163,1251,2878
2194,1190,2893
2235,1121,2910
2281,1037,2919
2343,949,2943
2400,874,2974
2451,819,3009
2486,773,3022
2523,733,3041
2551,703,3067
2559,690,3107
2539,687,3137
2523,690,3172
2522,687,3205
2523,690,3237
2507,701,3251
2487,733,3270
2480,764,3297
2487,776,3336
2508,747,3357
2559,690,3368
2646,596,3366
2740,474,3368
2808,332,3365
2848,216,3368
2857,143,3367
2812,129,3368
2669,170,3353
2415,302,3336
2047,548,3313
1586,906,3303
1070,1313,3287
577,1725,3270
146,2119,3237
-216,2501,3205
-536,2840,3168
-793,3105,3139
-977,3302,3103
-1081,3493,3074
-1139,3710,3039
-1154,3924,3009
-1129,4083,2971
-1045,4183,2943
-914,4236,2910
-721,4226,2878
-478,4110,2836
-180,3881,2812
139,3586,2795
469,3278,2780
782,2974,2744
1081,2674,2714
1340,2401,2692
1550,2199,2682
1704,2076,2660
1838,1984,2649
1976,1867,2645
2127,1725,2649
2274,1575,2633
2415,1423,2616
2545,1255,2606
2668,1078,2616
2777,890,2620
2884,690,2616
2992,479,2597
3100,302,2583
3186,176,2575
3244,86,2583
3279,-6,2588
3316,-86,2583
3356,-143,2562
3389,-173,2551
3393,-199,2548
3389,-216,2551
3393,-220,2535
3425,-216,2518
3452,-216,2508
3461,-216,2518
3450,-213,2522
3461,-216,2518
3492,-234,2498
3533,-259,2485
3551,-281,2478
3569,-302,2485
3586,-327,2488
3605,-345,2485
3593,-337,2467
3569,-302,2453
3541,-267,2444
3533,-259,2453
3518,-266,2456
3497,-259,2453
3467,-231,2433
3461,-216,2420
3461,-231,2405
3461,-259,2387
3439,-279,2352
3425,-302,2322
3419,-343,2300
3425,-388,2289
3420,-416,2262
3425,-431,2224
3429,-453,2181
3425,-474,2158
3388,-470,2143
3353,-431,2126
3319,-383,2091
3280,-345,2060
3210,-312,2037
3136,-259,2027
3064,-179,2011
2992,-86,1995
2897,1,1975
2812,86,1962
2748,174,1944
2704,259,1929
2646,328,1912
2596,388,1897
2555,449,1877
2523,518,1864
2470,585,1849
2415,647,1831
2369,698,1799
2343,733,1766
2318,755,1732
2307,776,1700
2304,799,1663
2307,819,1635
2291,835,1616
2271,863,1602
2248,905,1574
2235,949,1537
2214,974,1497
2199,992,1472
2181,1024,1452
2163,1078,1439
2127,1131,1421
2091,1164,1406
2061,1182,1388
2055,1208,1373
2053,1237,1356
2055,1251,1341
2050,1234,1323
2055,1208,1308
2065,1187,1290
2091,1164,1275
2120,1113,1257
2163,1035,1243
2213,946,1224
2271,863,1210
2314,787,1192
2343,733,1177
2356,702,1157
2379,690,1145
2412,673,1127
2451,647,1112
2466,617,1088
2451,604,1079
2411,613,1082
2379,647,1112
2357,691,1150
2343,733,1210
2322,759,1280
2307,776,1373
2292,791,1474
2271,819,1602
2231,860,1757
2199,906,1962
2187,937,2195
2199,949,2453
2204,946,2707
2199,949,2976
2180,965,3247
2163,992,3532
2141,1017,3808
2127,1035,4088
2121,1038,4354
2127,1035,4611
2120,1040,4834
2091,1078,5036
2047,1130,5206
2019,1164,5363
2015,1163,5496
2019,1164,5625
2014,1184,5731
2019,1208,5821
2055,1185,5875
2127,1121,5919
2205,1024,5950
2271,906,5984
2309,752,6000
2307,604,6017
2232,517,6028
2055,561,6050
1749,740,6053
1334,1035,6050
857,1390,6028
397,1768,6017
-13,2141,5999
-360,2501,5984
-653,2814,5948
-865,3062,5919
-1003,3257,5882
-1081,3450,5854
-1127,3641,5803
-1118,3795,5755
-1041,3891,5699
-901,3968,5657
-735,4028,5603
-541,4011,5559
-313,3862,5505
-36,3623,5461
265,3364,5406
577,3105,5363
865,2826,5310
1118,2544,5265
1307,2311,5207
1442,2156,5167
1534,2069,5127
1622,2027,5101
1730,1984,5062
1875,1898,5036
