III,V,PLETH,RESP
7675,12936,5671,1657
7670,12716,5603,1712
7786,12696,5542,1770
8137,12974,5473,1818
8676,13415,5414,1866
9115,13939,5336,1912
9232,14852,5254,1963
8977,15687,5153,2008
8565,15571,5062,2059
8138,14633,4962,2112
7786,14493,4870,2172
7557,15689,4765,2226
7564,16768,4677,2285
7709,16271,4590,2340
7786,14972,4517,2397
7682,14192,4432,2444
7675,13894,4357,2494
7873,13097,4273,2541
8120,12097,4197,2590
8045,11960,4109,2628
7675,12936,4037,2671
7173,13854,3966,2715
6785,13894,3908,2767
6610,13363,3838,2808
6674,13295,3780,2848
6601,14135,3725,2883
6118,15571,3684,2928
5538,16678,3632,2968
5562,16768,3588,3009
5950,15628,3547,3038
5673,13774,3524,3073
4486,11918,3492,3108
4004,11019,3460,3153
5999,11743,3419,3192
10345,13894,3396,3234
14980,15765,3376,3269
18020,15930,3364,3314
19034,15086,3333,3354
18798,15451,3300,3395
18070,17212,3260,3423
17130,18086,3236,3459
15823,16552,3214,3490
14127,14253,3204,3524
12261,13226,3187,3543
10678,13295,3172,3572
9638,13140,3140,3600
9121,12936,3108,3636
8777,13338,3069,3658
8343,13894,3043,3684
7817,13698,3005,3710
7453,13415,2947,3749
7256,14073,2862,3779
7008,15211,2787,3813
6569,15177,2729,3836
6229,13774,2691,3861
6257,12619,2651,3878
6563,13295,2627,3910
6730,15298,2609,3940
6674,16768,2595,3974
6569,16294,2561,3988
6674,14612,2531,4006
6809,13637,2509,4024
6785,14373,2499,4054
6625,15467,2479,4071
6674,15211,2467,4087
6914,13816,2462,4092
7008,13295,2467,4103
6679,14352,2454,4101
6229,15451,2435,4103
6024,14901,2413,4098
6118,13415,2403,4103
6246,12785,2386,4099
6340,13534,2371,4103
6438,14268,2351,4098
6563,14014,2339,4103
6651,13356,2321,4099
6785,13534,2307,4103
6984,14396,2287,4098
7119,14852,2275,4103
6954,14425,2258,4099
6563,14014,2243,4103
6229,14196,2222,4099
6229,14612,2211,4103
6459,14715,2195,4099
6674,14852,2179,4103
6707,15221,2154,4098
6674,15451,2146,4103
6639,15383,2147,4098
6563,16050,2146,4103
6347,18016,2128,4098
6118,20002,2114,4103
5971,19724,2111,4098
5895,17008,2114,4103
5771,14289,2101,4098
5673,14014,2082,4103
5697,15469,2063,4098
5895,16169,2050,4103
6168,15349,2031,4098
6452,14972,2018,4103
6603,16064,2013,4098
6563,17008,2018,4103
6390,16080,2008,4098
6340,14373,1986,4103
6456,13649,1960,4098
6563,13774,1954,4103
6468,13524,1956,4098
6340,13295,1954,4103
6398,14120,1935,4098
6674,15690,1922,4103
6918,16441,1919,4098
7008,15930,1922,4103
6956,15046,1907,4098
6896,14852,1890,4103
6836,15440,1881,4098
6785,16529,1890,4103
6705,17533,1894,4098
6674,17846,1890,4103
6759,16910,1872,4098
7008,15211,1858,4103
7224,14134,1850,4098
7230,14852,1858,4103
7049,16541,1863,4098
7008,17367,1858,4103
7231,16749,1838,4098
7564,16289,1826,4103
7739,17012,1824,4098
7786,17727,1826,4103
7788,16581,1811,4098
7786,14014,1794,4103
7744,12078,1785,4098
7786,12097,1794,4103
7938,13408,1799,4098
8120,14852,1794,4103
8216,15706,1775,4098
8343,16050,1762,4103
8512,16093,1757,4098
8565,16050,1762,4103
8300,15685,1762,4098
7898,14972,1762,4103
7666,14339,1758,4098
7786,14612,1762,4103
8086,15710,1762,4098
8343,16649,1762,4103
8342,16460,1756,4098
8120,15571,1762,4103
7849,15116,1765,4098
7786,15690,1762,4103
7877,16376,1742,4098
7898,16169,1730,4103
7676,15296,1725,4098
7453,15211,1730,4103
7513,16406,1724,4098
7898,17846,1730,4103
8202,18237,1751,4099
8120,17727,1794,4103
7697,17082,1836,4099
7341,16649,1890,4103
7216,16129,1956,4099
7230,15571,2050,4103
7230,14998,2153,4098
7341,14373,2275,4103
7575,13811,2407,4099
7786,14014,2563,4103
7831,15050,2720,4098
7898,16050,2883,4103
8048,16079,3037,4099
8120,15571,3204,4103
7945,15415,3373,4098
7786,15930,3556,4103
7869,16540,3732,4100
8120,16768,3908,4103
8273,16276,4070,4092
8343,15211,4229,4087
8345,14201,4372,4070
8231,14253,4517,4054
8012,15376,4648,4021
8009,16529,4773,3990
8291,16564,4873,3952
8565,15690,4966,3926
8517,14773,5043,3892
8343,14373,5126,3861
8264,14231,5193,3822
8231,14253,5254,3797
8049,14634,5288,3770
7898,15571,5318,3749
7975,16476,5340,3713
8231,16649,5382,3684
8366,15950,5417,3654
8343,15211,5446,3636
8233,15006,5444,3609
8120,15211,5446,3588
7972,15234,5451,3559
7898,15092,5478,3540
7920,15028,5494,3515
8009,15211,5510,3507
8076,15423,5516,3498
8231,15571,5542,3491
8501,15402,5560,3469
8787,14852,5574,3459
8854,14269,5566,3454
8676,14493,5574,3459
8329,15469,5586,3449
8009,16289,5606,3443
7826,16285,5602,3437
7898,16050,5606,3443
8123,16167,5605,3440
8343,16529,5606,3443
8387,16791,5583,3440
8343,17247,5574,3443
8306,17816,5571,3437
8343,17846,5574,3443
8360,16964,5543,3448
8343,16050,5510,3459
8247,15781,5483,3456
8120,15690,5478,3459
7998,14908,5452,3462
8009,14014,5414,3475
8138,14318,5359,3475
8343,16050,5318,3475
8542,17497,5270,3470
8787,17128,5222,3475
8985,15283,5154,3474
9010,13894,5094,3475
8797,13914,5027,3465
8565,14493,4966,3459
8431,14250,4886,3447
8343,13415,4806,3443
8137,13241,4708,3433
7898,14373,4613,3427
7755,15758,4508,3410
7786,16169,4421,3395
7889,15402,4337,3369
8009,14373,4261,3347
8082,13641,4164,3317
8120,13175,4069,3298
8111,12789,3975,3274
8231,12936,3908,3250
8414,13846,3842,3213
8454,15092,3780,3186
8090,15793,3708,3159
7564,15690,3652,3137
7230,14885,3599,3102
7341,13774,3556,3073
7694,12946,3501,3044
7898,13295,3460,3025
7452,14823,3422,2997
6452,16529,3396,2976
5690,17256,3359,2951
5784,16768,3332,2928
5847,15154,3308,2892
4672,12936,3300,2864
3120,11431,3282,2837
4116,12337,3268,2816
8904,15307,3247,2781
15017,17727,3236,2751
18821,17270,3217,2722
19466,14852,3204,2703
18725,13285,3184,2676
18242,14014,3172,2655
17994,15550,3152,2634
17352,15930,3140,2623
15959,15033,3121,2605
13904,14373,3108,2590
11516,14454,3085,2571
9455,14373,3076,2558
8207,13480,3070,2539
7786,12816,3076,2526
7726,13314,3065,2508
7675,14373,3043,2494
7508,14591,3006,2473
7341,14014,2979,2462
7244,13710,2958,2451
7230,14253,2947,2446
7191,14933,2929,2428
7119,15092,2915,2413
7060,14700,2896,2399
7119,14253,2883,2397
7193,13930,2864,2389
7230,13774,2851,2381
7133,13615,2833,2367
7008,13534,2819,2365
6861,13695,2798,2364
6785,14373,2787,2365
6827,15429,2772,2356
7119,16529,2755,2349
7493,17137,2730,2339
7675,17008,2723,2333
7508,16090,2724,2321
7230,14852,2723,2317
7030,13951,2702,2314
6896,14014,2691,2317
6703,14894,2690,2308
6563,15930,2691,2301
6535,16359,2672,2290
6563,16169,2659,2285
6555,15775,2656,2273
6674,15690,2659,2269
6958,15881,2641,2266
7230,16050,2627,2269
7276,15700,2623,2261
7230,14852,2627,2252
7222,13967,2610,2240
7230,13774,2595,2236
7148,14333,2589,2227
7119,15092,2595,2220
7193,15270,2581,2208
7230,14852,2563,2204
7041,14359,2552,2196
6785,14373,2563,2188
6648,14672,2568,2170
6674,14852,2563,2156
6748,14850,2542,2144
6896,15092,2531,2140
7038,15424,2525,2131
7008,15451,2531,2124
6713,15329,2530,2108
6452,16050,2531,2092
6482,17648,2527,2070
6785,18805,2531,2059
7070,18233,2530,2051
7230,16529,2531,2043
7256,15076,2526,2024
7230,14493,2531,2011
7216,14222,2533,2001
7341,14014,2531,1995
7488,14081,2513,1978
7453,14612,2499,1963
7186,15103,2491,1951
7008,15211,2499,1947
7072,15141,2500,1932
7230,15571,2499,1915
7237,16508,2492,1895
7230,17247,2499,1882
7387,16987,2502,1866
7675,15930,2499,1850
7816,14823,2479,1831
7786,14373,2467,1818
7729,14657,2461,1802
7786,15451,2467,1786
7834,16091,2465,1765
7786,16169,2467,1754
7672,15921,2466,1745
7675,16169,2467,1738
7764,16850,2451,1720
7786,17128,2435,1705
7617,16585,2424,1690
7453,16050,2435,1673
7494,15953,2441,1646
7786,15571,2435,1625
8116,14061,2412,1608
8343,12217,2403,1593
8359,11438,2402,1567
8231,12097,2403,1545
8117,13058,2384,1527
8231,13415,2371,1512
8411,13210,2366,1487
8343,13175,2371,1464
7979,13516,2356,1445
7786,14014,2339,1432
7999,14307,2328,1408
8343,14493,2339,1384
8363,14656,2343,1363
8120,14852,2339,1351
7878,14894,2318,1336
7786,14852,2307,1319
7769,14798,2299,1301
7898,14852,2307,1287
8153,14864,2306,1271
8343,14852,2307,1255
8180,14852,2299,1237
7786,14972,2307,1223
7501,14976,2317,1206
7564,14852,2339,1191
7752,14922,2358,1172
7786,15571,2403,1158
7592,16236,2467,1148
7453,16169,2563,1142
7540,15648,2665,1129
7786,16050,2787,1110
7920,17524,2917,1089
7898,18445,3076,1078
7808,17337,3243,1071
7786,15092,3428,1062
7784,13537,3612,1043
7786,13295,3812,1030
7762,13402,4006,1021
7786,13295,4197,1014
7893,13265,4360,996
8120,13774,4517,981
8288,14461,4658,973
8231,14852,4806,965
7935,14770,4945,948
7675,14612,5094,933
7544,14661,5227,924
7453,14972,5350,917
7319,15191,5445,901
7341,15211,5542,885
7550,15195,5635,875
7786,15451,5735,869
7916,15681,5805,854
8120,15571,5863,837
8356,15286,5903,824
8343,15451,5959,821
7967,15814,6007,814
7675,15690,6055,804
7709,15184,6082,794
7786,15571,6119,788
7529,17109,6148,781
7230,18325,6183,772
7330,17720,6196,761
7786,15930,6215,756
8041,14469,6227,755
7898,13894,6247,756
7660,13580,6245,751
7786,13415,6247,740
8266,13716,6239,728
8787,14493,6247,724
9002,14997,6242,725
8899,14852,6247,724
8607,14271,6241,715
8343,13894,6247,708
8193,13923,6241,706
8231,14253,6247,708
8328,14505,6242,702
8343,14612,6247,692
8180,14649,6231,681
8009,14852,6215,676
7923,15176,6188,674
7898,15571,6183,676
7787,15887,6171,672
7675,16169,6151,660
7696,16365,6098,640
7898,16529,6055,627
8046,16559,6016,622
8009,16529,5991,611
7866,16525,5942,587
7898,16768,5895,563
8089,17118,5841,547
8231,17247,5799,531
8164,16733,5734,506
8120,15690,5671,483
8276,14545,5600,466
8565,13894,5542,450
8709,13800,5465,421
8676,14014,5382,386
8528,14067,5281,358
8343,13894,5190,338
8103,13553,5090,311
7898,13295,4998,274
7724,13238,4895,231
7564,13534,4806,193
7442,13982,4706,151
7564,14373,4613,97
7945,14623,4509,38
8343,14972,4421,0
8376,15227,4325,-8
8120,15092,4229,0
7786,14728,4119,4
7564,14972,4037,0
7362,15895,3968,-3
7230,16768,3908,0
7150,17127,3823,1
7119,17607,3748,0
7044,18315,3688,-1
6896,18325,3652,0
6455,17021,3602,0
5784,15451,3556,0
5462,14628,3514,-1
5895,14253,3492,0
6061,13549,3459,0
4783,12936,3428,0
3198,12971,3390,0
4449,13295,3364,0
9506,13111,3330,0
15350,12696,3300,0
18370,12615,3262,0
18465,12936,3236,0
17916,13309,3202,0
17909,13894,3172,0
17627,14617,3132,0
16351,14852,3108,0
14322,13994,3087,0
12124,12696,3076,0
10108,12045,3046,0
8676,12456,3011,0
7988,13168,2971,0
7786,13534,2947,0
7628,13614,2927,0
7453,14014,2915,0
7304,14748,2897,0
7119,15451,2883,0
6782,15967,2864,0
6452,16768,2851,0
6287,17790,2833,0
6340,18206,2819,0
6542,17244,2799,0
6896,15451,2787,0
7192,13900,2770,0
7230,13295,2755,0
6937,13583,2734,0
6674,14493,2723,0
6644,15194,2707,0
6785,14852,2691,0
6851,13441,2666,0
6896,12217,2659,0
6967,12077,2659,0
7008,12696,2659,0
6922,13121,2640,0
6896,13295,2627,0
7059,13633,2623,0
7341,14253,2627,0
7518,14623,2612,0
7564,14612,2595,0
7442,14583,2585,0
7119,14972,2595,0
6645,15347,2599,0
6340,15211,2595,0
6337,14790,2575,0
6452,15092,2563,0
6391,16166,2556,0
6229,17008,2563,0
6150,16824,2565,0
6229,16169,2563,0
6336,15646,2545,0
6452,15211,2531,0
6560,14766,2522,0
6674,14972,2531,0
6784,15843,2535,0
7008,16289,2531,0
7320,15495,2510,0
7564,14612,2499,0
7516,15185,2496,0
7230,17008,2499,0
6886,18066,2485,0
6674,17367,2467,0
6549,16079,2445,0
6452,16050,2435,0
6351,17055,2428,0
6340,17247,2435,0
6386,15547,2439,0
6452,13295,2435,0
6548,12278,2413,0
6785,12816,2403,0
7009,13799,2401,0
7008,14612,2403,0
6826,15248,2385,0
6896,15690,2371,0
7311,15504,2366,0
7675,14852,2371,0
7570,14379,2357,0
7230,14612,2339,0
7085,15184,2327,0
7230,15571,2339,0
7318,15607,2345,0
7230,15690,2339,0
7133,15897,2315,0
7230,16050,2307,0
7361,15971,2306,0
7341,16050,2307,0
7205,16434,2287,0
7230,16649,2275,0
7417,15840,2288,0
7564,14253,2339,0
7561,13236,2393,0
7675,14014,2435,0
7989,15931,2452,0
8231,17128,2467,0
8085,16386,2480,0
7786,14493,2499,0
7735,12849,2503,0
8009,12217,2499,0
8214,12433,2480,0
8120,13295,2467,0
7803,14254,2459,0
7564,14612,2467,0
7522,14039,2470,0
7675,13295,2467,0
7859,13026,2447,0
8009,13175,2435,0
8133,13291,2430,0
8343,13534,2435,0
8542,14035,2422,0
8565,14493,2403,0
8294,14385,2378,0
7898,14014,2371,0
7514,14003,2367,0
7230,14612,2371,0
7060,15255,2365,0
7119,15451,2371,0
7334,15219,2379,0
7564,15092,2403,0
7738,15235,2417,0
8009,15690,2435,0
8268,16597,2451,0
8231,18086,2499,0
7811,19175,2567,0
7453,18445,2659,0
7438,15685,2748,0
7564,12816,2851,0
7449,11711,2964,0
7230,12456,3108,0
7193,13681,3260,0
7341,14612,3428,0
7333,15193,3595,0
7119,15451,3780,0
6917,15072,3958,0
7008,14253,4133,0
7356,13530,4287,0
7786,13415,4453,0
8001,13791,4616,0
7898,14373,4773,0
7600,14810,4892,0
7453,15092,4998,0
7528,15280,5091,0
7675,15571,5190,0
7718,15892,5269,0
7786,16169,5350,0
7922,16225,5426,0
8009,16169,5510,0
7877,16075,5576,0
7675,16050,5638,0
7556,15870,5685,0
7564,15451,5735,0
7624,14948,5766,0
7786,14852,5799,0
7935,15191,5823,-1
7898,15571,5863,0
7685,15425,5894,1
7675,14852,5927,0
7961,14241,5939,-2
8231,13894,5959,0
8169,13579,5970,3
8009,13175,5991,0
8008,12817,6000,-6
8120,12936,6023,0
8115,13505,6037,26
8120,14253,6055,64
8273,14881,6050,99
8454,15571,6055,129
8312,16322,6053,159
7898,16768,6055,193
7553,16264,6033,225
7564,14972,6023,257
7730,13828,6016,290
7786,13894,6023,322
7706,15009,6006,348
7786,16050,5991,370
8069,15918,5967,392
8343,14852,5959,418
8408,13916,5939,444
8454,14014,5927,467
8589,14849,5896,483
8676,15571,5863,499
8517,15543,5808,515
8343,15092,5767,531
8436,14845,5728,546
8787,15092,5703,563
9034,15293,5646,581
9010,14972,5574,595
8753,14266,5493,603
8454,14014,5446,611
8230,14517,5403,622
8231,15211,5350,627
8393,15058,5263,626
8565,14014,5190,627
8594,13066,5125,637
8565,13295,5062,644
8527,14360,4963,637
8454,15092,4870,627
8228,14827,4784,624
7898,14253,4709,627
7507,13999,4609,623
7119,13894,4517,611
6802,13389,4433,600
6785,12816,4357,595
7061,12809,4255,589
7453,13534,4165,579
7613,14303,4091,567
7564,14612,4037,563
7514,14391,3956,564
7786,14014,3876,563
8264,13655,3811,554
8565,13534,3780,547
8238,13769,3738,545
7341,14373,3684,547
6322,14880,3619,541
5784,14972,3588,531
5856,14812,3571,525
6007,14972,3556,531
5289,15303,3518,540
3782,15211,3492,547
3275,14579,3473,547
5895,14373,3460,547
11255,15077,3424,551
16351,15930,3396,563
18582,15795,3375,573
18354,15092,3364,579
17667,15212,3330,582
17464,16649,3300,595
17055,17782,3277,613
15795,16768,3268,627
13785,13583,3237,632
11568,10420,3204,644
9656,9252,3176,665
8565,10181,3172,692
8306,11680,3159,709
8343,12696,3140,724
8102,13227,3103,743
7675,13774,3076,772
7394,14262,3052,802
7341,14493,3043,837
7307,14405,3028,870
7230,14373,3011,901
7093,14592,2986,922
6896,14972,2979,949
6690,15052,2978,986
6674,14852,2979,1030
6706,14961,2962,1065
6563,15930,2947,1094
6235,16991,2929,1122
6229,17008,2915,1158
6697,16041,2892,1192
7230,15571,2883,1223
7258,16030,2882,1245
6896,16169,2883,1271
6559,14985,2865,1299
6452,13774,2851,1335
6390,14353,2846,1369
6340,16529,2851,1400
6419,17953,2837,1423
6674,17008,2819,1448
6808,14224,2808,1475
6674,11618,2819,1512
6546,10579,2825,1547
6896,11259,2819,1577
7564,12684,2797,1598
7898,13894,2787,1625
7521,14411,2783,1656
6896,14493,2787,1689
6565,14402,2782,1713
6563,14373,2787,1738
6588,14464,2790,1765
6674,14852,2787,1802
6916,15400,2765,1834
7119,15930,2755,1866
6890,16197,2754,1894
6340,16169,2755,1931
5946,15640,2735,1967
6007,14852,2723,2011
6195,14645,2721,2050
6118,15930,2723,2092
5816,18012,2704,2128
5784,18924,2691,2172
6190,17339,2688,2216
6674,14493,2691,2269
6738,12795,2673,2315
6452,13415,2659,2365
6193,15079,2655,2410
6229,15930,2659,2462
6433,15390,2642,2508
6674,14493,2627,2558
6839,14107,2621,2603
6896,14373,2627,2655
6803,15144,2614,2701
6674,16529,2595,2751
6580,17763,2582,2794
6563,17607,2595,2848
6579,15892,2602,2901
6674,14253,2595,2960
6773,13792,2571,3007
6785,14014,2563,3057
6679,14226,2564,3106
6674,15092,2563,3170
6882,16779,2542,3227
7230,17846,2531,3282
7483,16807,2529,3324
7564,14612,2531,3379
7448,13237,2512,3434
7230,13295,2499,3491
7055,13681,2495,3530
7119,13894,2499,3572
7302,14555,2482,3614
7341,16169,2467,3668
7154,17604,2461,3714
7119,17367,2467,3765
7502,15363,2453,3810
8120,13295,2435,3861
8451,12522,2423,3904
8343,12936,2435,3958
8068,13525,2441,4008
8009,14014,2435,4054
8106,14502,2413,4074
8120,14852,2403,4087
7947,14661,2399,4091
7786,14373,2403,4103
7659,14821,2399,4101
7453,16169,2403,4103
7190,17218,2404,4097
7230,17008,2403,4103
7601,16015,2384,4100
7898,15690,2371,4103
7749,16177,2365,4098
7453,16169,2371,4103
7427,14738,2358,4099
7675,12936,2339,4103
7816,12185,2314,4098
7786,12696,2307,4103
7749,13586,2302,4099
7786,14493,2307,4103
7698,15307,2303,4099
7453,15690,2307,4103
7212,15192,2312,4099
7230,14253,2339,4103
7480,13586,2367,4098
7786,13415,2403,4103
7912,13214,2436,4098
7898,12936,2499,4103
7921,13040,2583,4098
8120,13894,2691,4103
8236,14827,2795,4098
8009,14972,2915,4103
7511,14213,3047,4098
7230,13534,3204,4103
7346,13565,3359,4098
7564,14014,3524,4103
7457,14177,3690,4098
7119,14253,3876,4103
6899,14792,4056,4098
7008,15690,4229,4103
7253,15872,4375,4098
7453,14972,4517,4103
7500,14089,4646,4098
7453,14852,4773,4103
7349,17086,4884,4098
7341,18805,4998,4103
7510,18109,5099,4098
7898,15451,5190,4103
8372,12849,5245,4098
8787,11858,5286,4103
8912,12151,5313,4098
8676,12696,5350,4103
8163,12967,5378,4098
7675,13295,5414,4103
7387,13737,5443,4098
7341,14014,5478,4103
7411,13918,5494,4098
7564,13894,5510,4103
7740,14192,5518,4098
7898,14493,5542,4103
7902,14181,5558,4098
7786,13534,5574,4103
7689,13399,5569,4098
7786,14373,5574,4103
7936,15847,5581,4098
7898,16768,5606,4103
7569,16401,5611,4098
7230,15092,5606,4103
7109,13714,5581,4098
7230,13175,5574,4103
7395,13585,5569,4098
7564,14493,5574,4103
7701,15163,5558,4098
7786,15211,5542,4103
7738,14534,5518,4098
7675,13534,5510,4103
7688,12782,5492,4098
7786,12816,5478,4103
7820,13483,5454,4098
7786,14373,5446,4103
7714,15233,5430,4098
7675,16289,5414,4103
7622,17314,5378,4098
7564,17607,5350,4103
7471,16633,5316,4098
7453,14972,5286,4103
7638,13530,5235,4098
8120,12816,5190,4103
8613,12629,5139,4098
8787,12816,5094,4103
8630,13111,5027,4098
8565,13295,4966,4103
8747,13226,4899,4098
8899,13175,4838,4103
8691,13188,4756,4098
8343,13175,4677,4103
8183,13135,4593,4098
8231,13534,4517,4103
8160,14333,4429,4098
7898,14852,4357,4103
7625,14382,4288,4098
7564,13295,4229,4103
7661,12431,4148,4098
7786,12337,4069,4103
7814,12791,3984,4098
7786,13534,3908,4103
7643,14304,3822,4098
7453,14972,3748,4103
7287,15248,3678,4098
7341,15092,3620,4103
7490,14618,3550,4098
7564,14253,3492,4103
7461,14282,3437,4098
7341,14852,3396,4103
7097,15627,3343,4098
6563,16169,3300,4103
5887,16060,3259,4098
5673,15451,3236,4103
5972,14758,3203,4098
6007,14373,3172,4103
5056,14042,3133,4098
3893,13415,3108,4103
4356,12535,3084,4098
7564,12217,3076,4103
12447,12951,3061,4098
16685,14373,3043,4103
18717,15374,3007,4098
18910,15451,2979,4103
18462,15050,2956,4098
18020,15092,2947,4103
17276,15629,2930,4098
15906,16050,2915,4103
14003,15851,2895,4098
12013,15451,2883,4103
10296,15259,2864,4098
9121,15211,2851,4103
8488,14911,2833,4098
8231,14493,2819,4103
8073,14180,2799,4098
7898,14253,2787,4103
7614,14966,2771,4098
7230,16529,2755,4103
6833,17989,2731,4098
6674,17846,2723,4103
6818,15776,2721,4098
7119,13534,2723,4103
7329,12711,2706,4098
7453,13175,2691,4103
7485,13799,2683,4098
7453,14373,2691,4103
7257,15025,2691,4098
7008,15451,2691,4103
6773,15153,2686,4098
6674,14612,2691,4103
6705,14484,2690,4098
6896,14852,2691,4103
7051,15260,2686,4098
7008,15690,2691,4103
6827,16056,2692,4098
6896,16050,2691,4103
7320,15454,2674,4098
7786,14852,2659,4103
7856,14683,2649,4098
7564,14852,2659,4103
7179,14973,2664,4099
6896,15211,2659,4103
6651,15526,2637,4098
6452,15571,2627,4103
6331,15082,2625,4099
6340,14612,2627,4103
6412,14588,2611,4098
6563,14852,2595,4103
6768,14901,2586,4100
7008,14852,2595,4103
7173,14922,2597,4097
7230,15092,2595,4103
7116,15052,2587,4101
6896,14972,2595,4103
6716,15117,2599,4095
6785,15571,2595,4103
7004,15969,2573,4106
7119,16289,2563,4103
6974,16777,2561,4065
6785,17607,2563,4022
6696,18165,2546,3976
6674,17846,2531,3942
6615,16816,2524,3894
6674,16169,2531,3845
6896,16362,2521,3791
7119,16768,2499,3749
7122,16433,2472,3699
7008,15571,2467,3652
6893,15022,2468,3598
6785,15211,2467,3556
6647,15525,2447,3513
6674,15451,2435,3475
6924,15078,2429,3425
7230,14972,2435,3379
7364,15117,2432,3326
7453,15092,2435,3282
7641,14513,2436,3231
7898,13774,2435,3186
8011,13431,2417,3134
8009,13774,2403,3089
7992,14374,2396,3038
8009,14852,2403,2993
7909,15034,2401,2941
7675,15092,2403,2896
7395,15001,2402,2845
7230,14852,2403,2800
7150,14767,2387,2748
7119,14972,2371,2703
7140,15216,2361,2653
7341,15211,2371,2606
7650,14940,2375,2554
7898,14972,2371,2510
7961,15496,2351,2462
