I,aVL,ABP,RESP
4316,4464,3721,1776
4637,4686,3710,1785
4772,4795,3692,1791
4740,4841,3677,1802
4610,4814,3651,1808
4429,4686,3644,1818
4192,4448,3642,1823
3910,4158,3644,1834
3612,3879,3624,1842
3322,3631,3611,1850
3002,3352,3604,1848
2630,3010,3611,1850
2260,2659,3598,1854
2007,2420,3578,1866
1886,2321,3551,1872
1799,2265,3545,1882
1645,2133,3541,1889
1453,1924,3545,1898
1283,1700,3531,1897
1142,1520,3511,1898
994,1378,3483,1901
865,1272,3478,1914
769,1179,3479,1924
692,1086,3478,1930
606,980,3456,1927
554,900,3445,1930
538,848,3442,1935
519,807,3445,1946
459,750,3426,1953
415,714,3412,1962
425,710,3406,1968
450,714,3412,1978
426,686,3397,1984
381,652,3379,1995
364,632,3366,2001
381,621,3379,2011
386,591,3385,2016
381,559,3379,2027
381,531,3354,2034
381,496,3346,2043
333,434,3344,2041
242,372,3346,2043
169,334,3326,2046
173,310,3313,2059
216,279,3305,2067
208,248,3313,2075
111,213,3309,2079
0,155,3313,2091
-57,76,3310,2105
-69,31,3313,2123
-86,39,3293,2132
-104,62,3280,2139
-109,49,3269,2142
-104,31,3280,2155
-93,62,3278,2170
-35,155,3280,2188
82,257,3270,2194
208,341,3280,2204
295,420,3288,2210
381,528,3313,2220
495,653,3334,2224
623,776,3379,2236
735,889,3438,2250
865,1024,3545,2268
1026,1182,3682,2275
1176,1334,3876,2284
1281,1449,4117,2290
1384,1552,4439,2300
1515,1661,4799,2300
1626,1769,5168,2300
1662,1843,5485,2302
1661,1893,5764,2316
1682,1937,5987,2326
1730,1986,6162,2332
1768,2031,6252,2328
1799,2079,6294,2332
1838,2122,6303,2338
1868,2141,6327,2348
1861,2125,6351,2348
1834,2110,6393,2348
1813,2120,6443,2346
1799,2141,6526,2348
1767,2127,6619,2345
1730,2079,6725,2348
1714,2038,6810,2353
1730,2048,6890,2365
1741,2078,6944,2365
1730,2079,6990,2365
1712,2039,7008,2361
1730,2017,7023,2365
1771,2030,7013,2363
1799,2048,6990,2365
1785,2024,6935,2361
1765,1986,6890,2365
1761,1961,6840,2363
1765,1955,6791,2365
1748,1945,6708,2360
1730,1955,6625,2365
1724,1977,6537,2370
1730,1986,6460,2381
1734,1960,6360,2381
1765,1955,6261,2381
1820,1996,6146,2375
1868,2048,6029,2381
1875,2047,5888,2386
1868,2017,5764,2397
1870,2002,5643,2397
1868,2017,5532,2397
1837,2031,5395,2392
1799,2048,5267,2397
1767,2064,5141,2402
1730,2079,5035,2413
1680,2084,4923,2413
1661,2110,4836,2413
1679,2150,4760,2408
1695,2172,4704,2413
1675,2153,4640,2418
1661,2141,4605,2429
1677,2156,4583,2430
1695,2172,4571,2429
1676,2153,4524,2423
1661,2141,4472,2429
1686,2164,4416,2436
1730,2203,4373,2445
1728,2202,4306,2443
1695,2172,4240,2445
1677,2144,4177,2444
1695,2141,4141,2445
1705,2137,4103,2435
1695,2141,4075,2429
1680,2151,4037,2424
1695,2172,4008,2429
1719,2167,3970,2424
1730,2141,3942,2413
1698,2098,3906,2392
1661,2079,3876,2381
1660,2090,3835,2371
1730,2141,3810,2365
1815,2185,3787,2347
1868,2203,3776,2332
1894,2184,3755,2316
1972,2172,3743,2300
2116,2181,3726,2274
2284,2234,3710,2252
2429,2332,3674,2233
2595,2513,3644,2220
2812,2782,3619,2196
3045,3103,3611,2171
3210,3368,3593,2145
3322,3537,3578,2123
3490,3695,3555,2097
3806,3972,3545,2075
4195,4318,3526,2051
4498,4561,3511,2027
4628,4637,3489,1992
4637,4686,3478,1962
4565,4767,3460,1936
4394,4748,3445,1914
4120,4517,3421,1882
3841,4220,3412,1850
3618,4023,3407,1820
3391,3879,3412,1802
3061,3621,3398,1778
2664,3258,3379,1753
2322,2924,3353,1724
2111,2700,3346,1705
1999,2559,3343,1687
1938,2482,3346,1673
1862,2420,3331,1649
1730,2296,3313,1625
1535,2076,3288,1601
1349,1862,3280,1592
1210,1727,3275,1586
1107,1645,3280,1576
1006,1536,3267,1555
934,1427,3246,1544
885,1353,3218,1542
830,1303,3213,1544
746,1234,3215,1534
692,1179,3213,1528
688,1157,3190,1526
692,1148,3180,1528
655,1104,3179,1518
623,1055,3180,1512
633,1031,3159,1515
657,1024,3147,1528
646,995,3144,1529
623,962,3147,1528
620,943,3127,1530
623,931,3114,1544
592,900,3110,1553
554,869,3114,1560
534,844,3095,1564
519,807,3081,1576
471,740,3076,1591
415,683,3081,1609
386,659,3063,1618
381,652,3048,1625
358,615,3039,1628
311,559,3048,1641
255,505,3045,1656
208,465,3048,1673
165,427,3046,1681
138,403,3048,1689
138,405,3027,1695
173,434,3015,1705
223,474,3006,1712
277,528,3015,1721
325,588,3010,1727
381,652,3015,1737
445,707,3020,1743
519,776,3048,1753
596,870,3072,1760
692,993,3114,1769
817,1119,3163,1774
969,1241,3246,1785
1119,1361,3351,1795
1246,1489,3511,1802
1339,1609,3724,1798
1419,1707,4008,1802
1500,1782,4327,1808
1592,1862,4671,1818
1664,1937,4995,1816
1695,1986,5300,1818
1702,2007,5555,1822
1730,2048,5764,1834
1778,2108,5894,1835
1799,2141,5963,1834
1768,2114,5977,1830
1730,2079,5996,1834
1723,2075,6020,1834
1730,2079,6062,1834
1714,2049,6099,1829
1695,2017,6162,1834
1702,2020,6245,1840
1730,2048,6360,1850
1739,2046,6464,1850
1730,2017,6559,1850
1712,1991,6628,1847
1695,1986,6692,1850
1672,1975,6729,1848
1661,1955,6758,1850
1661,1933,6760,1848
1661,1924,6758,1850
1640,1911,6728,1847
1626,1893,6692,1850
1634,1868,6636,1849
1661,1862,6592,1850
1679,1873,6541,1846
1695,1893,6493,1850
1713,1888,6414,1856
1730,1862,6327,1866
1721,1822,6221,1865
1695,1800,6128,1866
1687,1802,6027,1865
1730,1831,5930,1866
1786,1854,5811,1857
1799,1862,5698,1850
1759,1853,5574,1844
1730,1862,5466,1850
1743,1882,5346,1851
1765,1893,5234,1850
1742,1874,5109,1839
1695,1862,5002,1834
1655,1879,4893,1830
1626,1924,4803,1834
1596,1951,4719,1829
1592,1955,4671,1818
1613,1947,4631,1798
1626,1955,4605,1785
1604,1971,4562,1776
1592,1986,4538,1769
1610,1978,4518,1754
1626,1955,4505,1737
1595,1930,4459,1718
1557,1924,4406,1705
1548,1916,4345,1689
1557,1893,4306,1673
1540,1858,4257,1653
1522,1862,4207,1641
1530,1897,4146,1626
1557,1924,4108,1609
1562,1899,4071,1582
1557,1862,4041,1560
1553,1847,3999,1542
1557,1862,3975,1528
1538,1854,3956,1505
1522,1831,3942,1480
1524,1820,3905,1453
1557,1862,3876,1432
1589,1909,3853,1407
1626,1924,3843,1383
1677,1889,3811,1357
1765,1862,3776,1335
1874,1868,3745,1311
2007,1924,3743,1287
2160,2022,3742,1259
2353,2203,3743,1239
2576,2481,3725,1221
2803,2824,3710,1206
2989,3126,3688,1184
3149,3351,3677,1158
3351,3568,3658,1130
3668,3879,3644,1110
4056,4236,3622,1092
4394,4499,3611,1078
4584,4614,3592,1061
4637,4686,3578,1046
4583,4755,3554,1028
4429,4717,3545,1013
4182,4472,3539,1001
3910,4127,3545,997
3657,3842,3531,992
3391,3631,3511,981
3051,3374,3485,961
2664,3041,3478,949
2308,2705,3476,946
2041,2451,3478,949
1856,2292,3461,942
1730,2203,3445,933
1629,2121,3433,923
1522,1986,3445,917
1369,1774,3450,906
1176,1552,3445,901
980,1371,3421,899
830,1241,3412,901
728,1124,3411,898
657,1024,3412,901
594,938,3392,909
554,869,3379,917
522,798,3374,916
484,745,3379,917
424,709,3363,923
381,683,3346,933
371,637,3334,933
381,590,3346,933
370,560,3349,938
346,559,3346,949
325,554,3325,957
311,528,3313,965
293,479,3304,973
277,434,3313,981
263,399,3316,981
242,372,3313,981
205,342,3291,986
173,310,3280,997
156,270,3273,1005
138,217,3280,1013
93,151,3276,1020
35,93,3280,1029
-11,55,3278,1036
-35,31,3280,1046
-73,-8,3261,1054
-138,-62,3246,1062
-200,-102,3235,1066
-208,-93,3246,1078
-179,-64,3248,1094
-173,-62,3246,1110
-207,-86,3234,1116
-208,-62,3246,1126
-127,36,3262,1141
0,155,3280,1158
110,236,3272,1165
208,310,3280,1174
321,421,3299,1187
450,559,3346,1206
568,682,3393,1220
692,807,3478,1239
832,948,3608,1261
969,1086,3810,1287
1076,1196,4049,1303
1176,1303,4340,1319
1285,1421,4663,1338
1384,1520,5035,1367
1454,1580,5400,1392
1522,1645,5731,1415
1602,1733,5977,1435
1661,1800,6162,1464
1670,1806,6279,1495
1661,1800,6360,1528
1662,1826,6396,1552
1661,1862,6427,1576
1638,1856,6449,1598
1626,1831,6493,1625
1644,1824,6542,1648
1661,1831,6625,1673
1634,1818,6719,1694
1592,1800,6824,1721
1575,1794,6907,1750
1592,1800,6990,1785
1609,1795,7058,1817
1626,1800,7122,1850
1646,1818,7148,1878
1661,1831,7155,1914
1648,1807,7137,1947
1626,1769,7122,1978
1616,1743,7088,2000
1626,1738,7056,2027
1621,1724,7004,2056
1592,1707,6957,2091
1555,1695,6889,2116
1557,1707,6824,2139
1592,1723,6739,2160
1626,1738,6658,2188
1630,1738,6558,2210
1626,1738,6460,2236
1635,1734,6340,2257
1661,1738,6228,2284
1689,1746,6105,2306
1730,1769,5996,2332
1766,1789,5875,2354
1765,1800,5764,2381
1711,1794,5641,2403
1661,1800,5532,2429
1649,1823,5411,2445
1661,1862,5300,2461
1650,1894,5186,2472
1626,1924,5101,2493
1606,1945,5025,2510
1592,1955,4969,2525
1568,1941,4908,2529
1557,1924,4870,2541
1561,1917,4832,2556
1557,1924,4803,2574
1521,1917,4751,2579
1488,1893,4704,2590
1480,1864,4649,2602
1488,1862,4605,2622
1483,1878,4538,2630
1488,1893,4472,2638
1506,1880,4406,2642
1522,1862,4373,2654
1516,1859,4340,2660
1522,1893,4306,2670
1545,1923,4250,2677
1557,1924,4207,2686
1532,1886,4169,2684
1522,1862,4141,2686
1540,1855,4099,2688
1557,1862,4075,2702
1543,1863,4055,2710
1557,1893,4041,2718
1609,1932,4004,2716
1661,1955,3975,2718
1684,1942,3953,2715
1765,1955,3942,2718
1940,2007,3907,2716
2145,2079,3876,2718
2290,2149,3850,2716
2422,2296,3843,2718
2620,2579,3823,2711
2872,2948,3810,2702
3064,3251,3791,2688
3183,3444,3776,2686
3353,3637,3741,2686
3702,3972,3710,2686
4170,4392,3684,2670
4567,4717,3677,2654
4765,4860,3659,2639
4810,4934,3644,2638
4768,4999,3622,2632
4637,4965,3611,2622
4395,4740,3591,2601
4118,4437,3578,2590
3864,4197,3557,2580
3599,4003,3545,2574
3245,3733,3524,2555
2837,3382,3511,2541
2464,3036,3491,2529
2180,2762,3478,2525
1980,2562,3458,2510
1868,2451,3445,2493
1801,2392,3426,2472
1695,2296,3412,2461
1499,2096,3390,2445
1280,1862,3379,2429
1111,1683,3362,2407
1003,1583,3346,2397
909,1502,3320,2387
830,1427,3313,2381
762,1350,3311,2363
692,1272,3313,2348
605,1181,3295,2330
554,1117,3280,2316
558,1091,3261,2296
588,1086,3246,2284
582,1059,3221,2273
554,1024,3213,2268
529,990,3213,2252
519,962,3213,2236
511,933,3192,2217
519,931,3180,2204
532,944,3178,2186
519,931,3180,2171
465,869,3160,2153
415,807,3147,2139
396,773,3144,2120
381,745,3147,2107
331,683,3127,2091
277,621,3114,2075
261,593,3110,2049
277,590,3114,2027
255,556,3094,2007
173,496,3081,1995
96,447,3076,1977
104,434,3081,1962
152,417,3060,1945
138,372,3048,1930
47,326,3042,1906
0,341,3048,1882
56,407,3028,1855
138,465,3015,1834
169,486,3007,1808
208,528,3015,1785
316,625,3006,1761
450,745,3015,1737
536,835,3036,1705
623,931,3081,1673
767,1072,3117,1643
934,1241,3180,1625
1051,1372,3280,1603
1142,1458,3445,1576
1249,1531,3647,1540
1349,1614,3909,1512
1402,1691,4216,1488
1453,1769,4571,1464
1550,1857,4917,1430
1661,1955,5234,1399
1718,2033,5488,1374
1730,2079,5698,1351
1743,2088,5841,1318
1765,2079,5930,1287
1759,2068,5954,1259
1730,2079,5963,1239
1713,2107,5966,1214
1730,2141,5996,1190
1756,2154,6032,1165
1765,2141,6095,1142
1738,2099,6168,1114
1695,2048,6261,1094
1660,2010,6342,1082
1661,2017,6427,1078
1691,2051,6494,1063
1730,2079,6559,1046
1743,2071,6596,1026
1730,2048,6625,1013
1715,2028,6629,1001
1730,2017,6625,997
1747,1989,6593,996
1730,1955,6559,997
1678,1926,6508,995
1661,1924,6460,997
1693,1935,6392,1003
1730,1955,6327,1013
1728,1970,6244,1020
1730,1986,6162,1029
1762,1989,6058,1037
1799,1986,5963,1046
1799,1978,5860,1049
1799,1986,5764,1062
1830,2001,5646,1078
1868,2017,5532,1094
1863,2007,5409,1099
1834,1986,5300,1110
1812,1969,5180,1131
1799,1986,5068,1158
1775,2027,4945,1175
1765,2079,4836,1190
1781,2116,4725,1209
1799,2141,4638,1239
1776,2146,4558,1264
1730,2141,4505,1287
1687,2122,4459,1308
1661,2110,4439,1335
1645,2113,4419,1360
1661,2141,4406,1383
1700,2165,4372,1404
1730,2172,4340,1432
1707,2155,4290,1458
1661,2141,4240,1480
1637,2136,4170,1493
1661,2141,4108,1512
1690,2130,4047,1536
1695,2110,4008,1560
1672,2085,3969,1569
1661,2079,3942,1576
1660,2076,3906,1588
1661,2079,3876,1609
1650,2074,3835,1625
1661,2079,3810,1641
1683,2079,3786,1650
1695,2079,3776,1657
1671,2068,3757,1655
1661,2079,3743,1657
1692,2113,3721,1663
1765,2172,3710,1673
1841,2206,3691,1674
1938,2203,3677,1673
2053,2179,3655,1670
2180,2203,3644,1673
2291,2285,3625,1672
2422,2420,3611,1673
2608,2608,3587,1672
2837,2886,3578,1673
3026,3196,3573,1665
3149,3444,3578,1657
3286,3618,3564,1646
3564,3848,3545,1641
3962,4180,3518,1633
4325,4499,3511,1625
4519,4666,3508,1608
4567,4717,3511,1592
4535,4736,3496,1574
4429,4717,3478,1560
4225,4578,3453,1543
3979,4344,3445,1528
3751,4098,3440,1510
3529,3879,3445,1496
3248,3655,3443,1479
2906,3413,3445,1464
2553,3143,3431,1445
2249,2855,3412,1432
2024,2595,3384,1415
1903,2451,3379,1399
1844,2411,3380,1379
1765,2358,3379,1367
1598,2189,3356,1358
1384,1955,3346,1351
1196,1752,3344,1335
1073,1614,3346,1319
970,1487,3325,1302
865,1365,3313,1287
768,1267,3310,1267
727,1210,3313,1255
717,1155,3293,1246
692,1086,3280,1239
619,1009,3276,1221
554,962,3280,1206
534,941,3261,1197
554,931,3246,1190
560,904,3241,1174
554,869,3246,1158
549,833,3229,1147
554,807,3213,1142
544,776,3204,1128
519,745,3213,1110
485,712,3212,1090
450,683,3213,1078
411,643,3211,1063
381,590,3213,1046
351,524,3196,1026
311,465,3180,1013
255,415,3169,999
208,372,3180,981
174,325,3184,955
138,279,3180,933
84,239,3157,916
35,217,3147,901
8,202,3140,878
0,186,3147,853
-8,164,3143,832
0,155,3147,820
29,172,3143,807
69,217,3147,788
99,266,3139,762
138,310,3147,740
209,356,3157,722
311,434,3180,708
417,549,3190,691
519,683,3213,676
629,808,3244,660
761,931,3313,643
903,1054,3402,619
1038,1179,3545,595
1150,1292,3737,576
1246,1396,4008,563
1333,1492,4322,548
1419,1583,4671,531
1494,1662,5006,512
1557,1738,5333,499
1610,1806,5618,484
1661,1862,5863,466
1693,1896,6028,447
1695,1924,6128,434
1672,1946,6166,427
1661,1955,6195,418
1685,1941,6218,402
1730,1924,6261,386
1751,1919,6300,375
1730,1924,6360,370
1686,1915,6429,363
1661,1893,6526,354
1657,1867,6622,345
1661,1862,6725,338
1657,1874,6800,330
1661,1893,6857,322
1666,1890,6886,312
1661,1862,6923,306
1626,1820,6948,302
1592,1800,6957,306
1589,1799,6922,309
1626,1800,6890,306
1659,1773,6856,295
1661,1738,6824,290
1635,1720,6757,295
1626,1738,6692,306
1640,1752,6623,309
1661,1738,6559,306
1662,1706,6461,302
1661,1707,6360,306
1661,1731,6255,313
1661,1738,6162,322
1652,1710,6044,330
1661,1707,5930,338
1693,1741,5808,345
1730,1769,5698,354
1739,1749,5563,362
1730,1738,5433,370
1705,1766,5302,377
1661,1800,5201,386
1606,1794,5096,395
1592,1800,5002,402
1616,1847,4903,407
1626,1893,4836,418
1580,1874,4778,434
1522,1831,4737,450
1494,1817,4690,459
1488,1831,4671,466
1475,1829,4654,479
1488,1831,4638,499
1529,1849,4587,516
1557,1862,4538,531
1537,1833,4485,545
1522,1800,4439,563
1542,1792,4367,580
1557,1800,4306,595
1521,1784,4259,608
1488,1769,4240,627
1497,1774,4208,651
1522,1800,4174,676
1508,1805,4132,694
1488,1800,4108,708
1485,1793,4075,721
1488,1800,4041,740
1469,1788,3998,758
1488,1769,3975,772
1556,1761,3956,779
1626,1800,3942,788
1640,1837,3906,802
1661,1831,3876,820
1751,1787,3850,836
1903,1800,3843,853
2044,1888,3824,868
2180,2017,3810,885
2358,2179,3787,899
2595,2451,3776,917
2815,2813,3756,935
2976,3134,3743,949
3119,3343,3723,955
3356,3568,3710,965
3714,3918,3689,980
4118,4313,3677,997
4452,4585,3658,1005
4671,4717,3644,1013
4760,4777,3620,1026
4706,4779,3611,1046
4515,4661,3605,1057
4256,4437,3611,1062
3983,4171,3598,1065
3702,3910,3578,1078
3395,3657,3550,1094
3079,3413,3545,1110
2748,3137,3544,1117
2387,2793,3545,1126
2044,2443,3524,1138
1834,2234,3511,1158
1762,2184,3505,1176
1695,2141,3511,1190
1523,1970,3499,1197
1315,1738,3478,1206
1159,1555,3451,1219
1038,1427,3445,1239
879,1276,3443,1256
727,1117,3445,1271
645,999,3427,1277
623,931,3412,1287
568,862,3401,1299
484,807,3412,1319
431,780,3417,1335
450,776,3412,1351
485,749,3388,1364
484,714,3379,1383
434,681,3377,1405
381,652,3379,1432
361,613,3359,1449
381,590,3346,1464
397,580,3340,1475
381,559,3346,1496
340,499,3330,1519
311,434,3313,1544
298,395,3301,1560
277,372,3313,1576
227,332,3317,1591
173,279,3313,1609
143,237,3290,1621
138,217,3280,1641
120,193,3273,1663
69,155,3280,1689
6,114,3277,1705
-35,93,3280,1721
-63,72,3274,1740
-104,31,3280,1769
-147,-21,3276,1795
-138,-31,3280,1818
-81,10,3273,1832
-35,62,3280,1850
-39,89,3277,1869
-35,124,3280,1898
42,201,3270,1923
173,310,3280,1946
288,416,3290,1961
381,528,3313,1978
495,659,3329,1994
657,807,3379,2011
829,946,3455,2022
969,1086,3578,2043
1073,1230,3736,2066
1176,1365,3975,2091
1295,1476,4280,2106
1419,1583,4638,2123
1510,1689,4986,2139
1557,1769,5333,2155
1582,1803,5651,2161
1626,1831,5930,2171
1686,1885,6114,2184
1730,1955,6228,2204
1736,1999,6284,2217
1730,2017,6327,2236
1729,2021,6343,2252
1730,2017,6360,2268
1724,1998,6376,2273
1730,1986,6427,2284
1741,1985,6494,2298
1730,1986,6592,2316
1697,1978,6688,2322
1695,1986,6791,2332
1725,2008,6875,2346
1730,2017,6957,2365
1683,1995,7013,2371
1661,1986,7056,2381
1696,2003,7062,2393
1730,2017,7056,2413
1710,1990,7023,2420
1695,1955,6990,2429
1720,1934,6937,2440
1730,1924,6890,2461
1681,1907,6825,2471
1661,1924,6758,2477
1724,1976,6669,2479
1799,2017,6592,2493
1785,1993,6509,2508
1730,1955,6427,2525
1732,1961,6312,2532
1799,2017,6195,2541
1851,2053,6069,2547
1868,2048,5963,2558
1871,2023,5844,2563
1868,2017,5731,2574
1827,2017,5597,2580
1765,2017,5466,2590
1723,2027,5322,2594
1730,2079,5201,2606
1744,2143,5080,2614
1730,2172,4969,2622
1686,2150,4841,2619
1661,2141,4737,2622
1660,2170,4652,2627
1661,2203,4605,2638
1638,2191,4560,2638
1626,2172,4538,2638
1639,2179,4517,2634
1661,2203,4505,2638
1660,2205,4472,2636
1661,2203,4439,2638
1667,2207,4390,2636
1661,2203,4340,2638
1630,2167,4268,2629
1626,2141,4207,2622
1651,2140,4149,2610
1661,2141,4108,2606
1618,2105,4053,2597
1592,2079,4008,2590
1618,2094,3966,2573
1661,2141,3942,2558
1650,2153,3907,2533
1626,2141,3876,2509
1630,2129,3835,2481
1661,2141,3810,2461
1662,2133,3784,2437
1661,2110,3776,2413
1701,2098,3761,2379
1799,2141,3743,2348
1904,2193,3706,2315
2007,2203,3677,2284
2121,2159,3652,2248
2284,2172,3644,2220
2495,2351,3626,2190
2733,2700,3611,2155
2929,3057,3589,2105
3045,3289,3578,2059
3132,3415,3558,2018
3322,3600,3545,1978
3656,3908,3523,1922
4048,4251,3511,1866
4368,4491,3492,1814
4567,4624,3478,1769
4638,4696,3456,1713
4567,4717,3445,1657
4356,4637,3428,1604
4083,4468,3412,1560
3826,4263,3387,1512
3599,4065,3379,1464
3346,3860,3377,1414
3045,3631,3379,1367
2709,3352,3361,1316
2387,3041,3346,1271
2126,2762,3326,1229
1972,2607,3313,1190
1910,2561,3289,1142
1868,2513,3280,1094
1753,2361,3277,1048
1557,2141,3280,1013
1338,1939,3261,980
1176,1800,3246,949
1065,1675,3239,914
969,1552,3246,885
874,1446,3234,858
830,1396,3213,836
833,1362,3187,811
830,1303,3180,788
767,1211,3177,767
692,1148,3180,756
656,1126,3167,747
657,1117,3147,740
645,1082,3119,729
623,1055,3114,724
613,1054,3115,721
623,1055,3114,724
628,1015,3091,723
623,962,3081,724
599,933,3079,727
554,931,3081,740
500,912,3060,754
484,869,3048,772
508,816,3045,787
519,776,3048,804
475,740,3028,819
415,714,3015,836
385,686,3010,851
381,652,3015,869
346,602,2996,884
277,559,2981,901
216,533,2974,915
208,528,2981,933
220,515,2965,954
208,496,2948,981
172,489,2935,1006
173,528,2948,1029
231,592,2950,1049
311,652,2948,1078
376,689,2936,1110
450,745,2948,1142
561,841,2963,1166
692,962,2981,1190
792,1063,2985,1214
865,1148,3015,1239
949,1243,3072,1259
1073,1365,3180,1287
1204,1485,3318,1320
1315,1583,3511,1351
1401,1658,3749,1368
1488,1738,4041,1383
1569,1820,4347,1404
1626,1893,4671,1432
1647,1942,4979,1450
1661,1986,5267,1464
1691,2034,5483,1476
1730,2079,5632,1496
1744,2092,5709,1512
1730,2079,5764,1528
1716,2065,5796,1541
1730,2079,5830,1560
1756,2103,5854,1576
1765,2110,5897,1592
1746,2082,5950,1605
1730,2048,6029,1625
1726,2025,6106,1642
1730,2017,6195,1657
1726,2002,6276,1662
1730,1986,6360,1673
1736,1975,6418,1687
1730,1986,6460,1705
1703,2003,6475,1713
1695,2017,6493,1721
1724,2008,6495,1731
1765,1986,6493,1753
1764,1950,6461,1772
1730,1924,6427,1785
1696,1911,6375,1790
1695,1924,6327,1802
1712,1941,6260,1815
1730,1955,6195,1834
1733,1953,6112,1847
1730,1955,6029,1866
1724,1955,5926,1882
1730,1955,5830,1898
1753,1948,5727,1904
1799,1955,5632,1914
1844,1971,5514,1927
1868,1986,5400,1946
1856,1982,5276,1960
1834,1986,5168,1978
1814,2008,5048,1994
1799,2048,4936,2011
1769,2071,4820,2017
1730,2079,4737,2027
1688,2076,4662,2040
1661,2079,4605,2059
1649,2078,4541,2068
1661,2079,4505,2075
1671,2077,4481,2079
1661,2079,4472,2091
1631,2077,4439,2099
1626,2079,4406,2107
1647,2069,4367,2112
1661,2048,4340,2123
1641,2020,4292,2132
1626,2017,4240,2139
1628,2025,4179,2137
1626,2017,4141,2139
1598,1978,4103,2144
1592,1955,4075,2155
1615,1963,4036,2158
1626,1986,4008,2155
1586,1976,3974,2144
1557,1955,3942,2139
1579,1942,3899,2133
1626,1955,3876,2123
1621,1958,3857,2104
1592,1955,3843,2091
1595,1955,3806,2078
1661,1986,3776,2059
1735,2004,3752,2024
1799,1986,3743,1995
1865,1945,3724,1970
1972,1955,3710,1946
2104,2019,3691,1906
2249,2110,3677,1866
2403,2229,3652,1831
2595,2451,3644,1802
2799,2766,3642,1761
2976,3072,3644,1721
3122,3291,3615,1686
3322,3506,3578,1657
3623,3800,3545,1618
3979,4127,3545,1576
4287,4365,3546,1533
4498,4499,3545,1496
4596,4580,3524,1455
4567,4624,3511,1415
4410,4571,3494,1375
4187,4406,3478,1335
3948,4163,3452,1287
3702,3910,3445,1239
3432,3680,3445,1188
3149,3475,3445,1142
2840,3233,3423,1093
2491,2917,3412,1046
2151,2590,3410,1000
1938,2389,3412,965
1872,2334,3391,933
1834,2296,3379,901
1695,2148,3375,860
1488,1924,3379,820
1296,1714,3359,785
1142,1552,3346,756
989,1400,3341,724
865,1272,3346,692
794,1182,3328,658
761,1117,3313,627
710,1036,3306,595
657,962,3313,563
618,908,3298,529
588,869,3280,499
545,815,3267,472
519,776,3280,450
519,767,3285,427
519,776,3280,402
