I,V,PLETH,RESP
-5180,-6329,7644,788
334,1873,7824,783
7562,12275,8017,788
8338,13107,8194,799
4454,7097,8390,807
2828,4415,8570,805
4558,6809,8762,807
5516,8273,8923,814
4454,6809,9073,825
3777,5817,9187,826
4351,6713,9322,825
4606,7306,9447,824
4040,6713,9570,825
3693,6282,9639,823
3937,6617,9695,825
4112,6838,9723,833
4040,6617,9757,843
4044,6426,9754,845
4144,6521,9757,843
4083,6629,9746,841
3937,6617,9757,843
3891,6514,9748,843
3937,6425,9757,843
3952,6431,9752,842
3937,6521,9757,843
3915,6516,9724,842
3937,6425,9695,843
4007,6340,9650,843
4040,6425,9632,843
3972,6588,9596,841
4040,6521,9570,843
4158,6287,9526,845
3937,6425,9508,843
3627,6760,9475,833
4040,6521,9446,825
4634,5993,9379,823
4040,6425,9322,825
3105,7181,9250,824
4040,6425,9197,825
5484,5201,9125,826
4040,6425,9073,825
1739,8389,9007,815
4040,6521,8949,807
8082,3176,8850,805
4144,6425,8762,807
-6644,14843,8678,799
-9013,15344,8638,788
3822,2850,8581,782
17404,-9110,8514,788
16358,-7127,8407,793
5905,3452,8327,788
874,8798,8252,775
3522,6809,8203,770
5237,5297,8130,771
3108,7097,8079,770
1786,8129,8031,759
3004,6905,8017,752
3644,6154,7982,751
2590,6905,7955,752
1861,7345,7909,742
2175,6905,7892,733
2245,6664,7876,731
1761,6905,7892,733
1600,6896,7893,726
1968,6617,7892,715
2207,6497,7853,709
2072,6521,7830,715
1885,6363,7812,719
1968,6138,7830,715
2302,6006,7830,704
2590,5946,7830,697
2499,5852,7813,694
2175,5754,7830,697
1946,5707,7836,697
1968,5754,7830,697
2137,5823,7783,695
2383,5946,7768,697
2659,6135,7765,697
2901,6425,7768,697
3024,6752,7726,695
3108,7097,7706,697
3259,7352,7699,698
3522,7480,7706,697
3836,7476,7667,693
4144,7480,7644,697
4312,7521,7634,706
4247,7576,7644,715
4030,7567,7609,714
3937,7576,7582,715
4062,7646,7568,722
4247,7768,7582,733
4317,7807,7553,736
4351,7768,7520,733
4419,7719,7494,730
4454,7768,7520,733
4385,7841,7529,740
4351,7864,7520,752
4444,7799,7473,762
4558,7768,7457,770
4531,7800,7451,769
4454,7864,7457,770
4470,7840,7424,776
4558,7768,7395,788
4549,7718,7356,798
4454,7768,7333,807
4425,7804,7289,814
4558,7768,7271,825
4689,7673,7261,834
4662,7672,7271,843
4507,7734,7242,852
4454,7768,7209,862
4555,7699,7165,870
4662,7672,7147,880
4625,7718,7112,889
4558,7768,7085,898
4579,7711,7044,906
4662,7672,7022,917
4676,7711,6986,927
4662,7768,6960,935
4665,7691,6918,935
4662,7576,6898,935
4592,7530,6882,939
4558,7576,6898,953
4602,7586,6901,966
4662,7576,6898,972
4649,7564,6859,968
4662,7576,6836,972
4729,7562,6820,981
4765,7576,6836,990
4694,7590,6835,989
4662,7576,6836,990
4722,7501,6822,998
4765,7480,6836,1008
4692,7498,6839,1009
4662,7480,6836,1008
4761,7360,6796,1014
4869,7288,6774,1027
4829,7322,6761,1031
4765,7384,6774,1027
4799,7314,6767,1021
4869,7192,6774,1027
4828,7138,6771,1036
4765,7192,6774,1045
4792,7192,6740,1045
4869,7097,6712,1045
4816,6982,6691,1044
4662,7001,6712,1045
4572,7078,6718,1042
4662,7097,6712,1045
4776,7014,6670,1053
4765,7001,6650,1063
4660,7066,6637,1065
4662,7097,6650,1063
4756,6986,6645,1061
4765,6905,6650,1063
4625,6937,6642,1062
4558,7001,6650,1063
4635,6950,6642,1063
4662,6905,6650,1063
4488,6942,6645,1060
4351,7001,6650,1063
4427,6948,6638,1071
4558,6905,6650,1082
4493,6944,6652,1083
4351,7001,6650,1082
4316,6947,6609,1080
4351,6905,6587,1082
4296,6945,6578,1081
4247,7001,6587,1082
4295,6946,6558,1081
4351,6905,6525,1082
4290,6944,6501,1080
4247,7001,6525,1082
4305,6947,6537,1082
4351,6905,6525,1082
4275,6942,6477,1077
4247,7001,6463,1082
4329,6951,6462,1092
4351,6905,6463,1100
4207,6937,6422,1092
4144,7001,6401,1082
4267,6958,6395,1077
4351,6905,6401,1082
4219,6925,6364,1082
4144,7001,6339,1082
4300,6983,6329,1080
4454,6905,6339,1082
4332,6826,6307,1080
4144,6809,6277,1082
4148,6822,6257,1083
4247,6905,6277,1082
4205,6988,6276,1071
4144,7001,6277,1063
4249,6945,6266,1060
4351,6905,6277,1063
4230,6895,6271,1062
4144,7001,6277,1063
4244,7043,6269,1064
4247,6809,6277,1063
4091,6568,6266,1053
4247,6905,6277,1045
4545,7307,6290,1041
4247,6809,6339,1045
3738,6128,6386,1045
4247,6905,6463,1045
5049,7976,6540,1043
4247,6809,6650,1045
2938,5047,6757,1044
4247,6905,6898,1045
6640,10085,7039,1044
4454,6905,7209,1045
-2267,-2266,7376,1043
-5180,-5850,7582,1045
396,2264,7789,1045
7769,12467,8017,1045
8627,13252,8225,1042
4662,7288,8452,1045
2853,4547,8650,1052
4454,6809,8825,1063
5399,8233,8940,1066
4351,6809,9073,1063
3627,5801,9218,1058
4144,6617,9384,1063
4443,7176,9509,1073
4040,6617,9632,1082
3860,6209,9731,1082
4144,6521,9819,1082
4197,6722,9849,1081
3937,6521,9881,1082
3846,6350,9907,1079
4040,6425,9943,1082
4177,6532,9938,1089
4144,6617,9943,1100
4063,6661,9940,1102
4040,6617,9943,1100
4051,6524,9903,1097
4040,6521,9881,1100
3968,6544,9868,1100
3937,6521,9881,1100
3972,6443,9851,1097
4040,6425,9819,1100
4081,6448,9774,1101
4040,6521,9757,1100
3963,6567,9718,1096
4144,6425,9695,1100
4393,6249,9657,1109
4144,6521,9632,1118
3687,6864,9569,1118
4040,6425,9508,1118
4643,5802,9432,1119
3937,6521,9384,1118
2929,7527,9318,1108
4144,6425,9260,1100
5838,4817,9165,1097
3937,6617,9073,1100
1009,9385,8961,1099
3937,6617,8887,1100
9701,914,8815,1101
6526,3165,8762,1100
-5363,13118,8670,1089
-9013,15344,8576,1082
3759,2902,8465,1080
17404,-9110,8390,1082
15313,-5604,8314,1073
3833,6425,8265,1063
-639,10913,8197,1059
3419,6809,8141,1063
5646,4484,8065,1058
3108,6905,8017,1045
1626,8258,7968,1030
3108,6617,7955,1027
3741,5702,7939,1028
2383,6809,7955,1027
1581,7411,7954,1015
2072,6713,7955,1008
2250,6280,7916,1007
1865,6617,7892,1008
1895,6728,7873,1000
2279,6425,7892,990
2293,6241,7893,984
2175,6233,7892,990
2437,6040,7873,993
2797,5754,7892,990
2735,5612,7918,979
2383,5658,7955,972
2114,5714,7952,969
2072,5658,7955,972
2124,5526,7946,971
2279,5562,7955,972
2573,5831,7944,970
2901,6233,7955,972
3064,6585,7954,970
3108,6905,7955,972
3192,7186,7915,971
3419,7384,7892,972
3724,7410,7880,969
4040,7384,7892,972
4272,7402,7866,972
4351,7480,7830,972
4259,7524,7783,967
4144,7576,7768,972
4164,7632,7738,982
4351,7672,7706,990
4499,7650,7655,988
4454,7672,7644,990
4313,7736,7640,999
4351,7768,7644,1008
4557,7698,7607,1007
4662,7672,7582,1008
4541,7725,7564,1016
4454,7768,7582,1027
4556,7701,7580,1026
4662,7672,7582,1027
4566,7728,7570,1033
4454,7768,7582,1045
4523,7663,7579,1047
4662,7576,7582,1045
4640,7604,7551,1048
4558,7672,7520,1063
4580,7623,7472,1076
4662,7576,7457,1082
4628,7611,7449,1079
4558,7672,7457,1082
4578,7621,7429,1089
4662,7576,7395,1100
4674,7612,7348,1107
4662,7672,7333,1118
4667,7622,7305,1128
4662,7576,7271,1137
4614,7607,7199,1135
4662,7672,7147,1137
4801,7633,7102,1142
4869,7576,7085,1155
4757,7561,7046,1163
4662,7576,7022,1173
4701,7520,7004,1182
4765,7480,7022,1192
4705,7508,7026,1191
4662,7576,7022,1192
4748,7551,6983,1196
4869,7480,6960,1210
4843,7441,6943,1221
4765,7480,6960,1228
4779,7471,6962,1227
4869,7384,6960,1228
4859,7275,6923,1232
4765,7288,6898,1247
4738,7363,6878,1259
4869,7384,6898,1265
4993,7278,6904,1262
4972,7192,6898,1265
4860,7180,6855,1273
4869,7192,6836,1283
4970,7132,6828,1283
4972,7097,6836,1283
4821,7106,6804,1289
4765,7097,6774,1302
4886,6980,6752,1305
4972,6905,6774,1302
4855,6936,6781,1296
4765,7001,6774,1302
4864,6956,6732,1311
4972,6905,6712,1320
4849,6902,6699,1320
4662,6905,6712,1320
4621,6829,6707,1318
4662,6809,6712,1320
4605,6869,6703,1319
4558,6905,6712,1320
4617,6822,6705,1318
4662,6809,6712,1320
4548,6919,6705,1319
4454,7001,6712,1320
4504,6896,6704,1318
4558,6809,6712,1320
4449,6879,6706,1319
4351,7001,6712,1320
4397,6969,6702,1318
4454,6905,6712,1320
4349,6930,6711,1319
4247,7001,6712,1320
4285,6958,6677,1318
4351,6905,6650,1320
4288,6933,6629,1320
4247,7001,6650,1320
4317,6962,6657,1311
4351,6905,6650,1302
4220,6922,6606,1296
4144,7001,6587,1302
4249,6984,6580,1305
4351,6905,6587,1302
4250,6854,6557,1288
4144,6905,6525,1283
4220,6936,6501,1284
4351,6905,6525,1283
4286,6851,6536,1272
4144,6905,6525,1265
4166,6994,6477,1264
4351,7001,6463,1265
4406,6877,6463,1254
4247,6809,6463,1247
4081,6849,6420,1245
4144,6905,6401,1247
4316,6849,6397,1237
4351,6809,6401,1228
4225,6877,6358,1225
4144,6905,6339,1228
4203,6775,6353,1221
4351,6809,6401,1210
4358,6999,6403,1204
4144,6905,6401,1210
3990,6585,6407,1213
4247,6809,6463,1210
4499,7288,6515,1198
4144,6905,6587,1192
3717,6155,6646,1189
4247,6809,6712,1192
4921,7935,6752,1190
4144,6905,6836,1192
3059,5111,6945,1192
4351,6809,7085,1192
6425,9981,7195,1182
4247,7001,7333,1173
-1942,-2057,7497,1169
-4558,-5850,7706,1173
611,1902,7891,1173
7562,11987,8079,1173
8645,13052,8253,1171
5076,7480,8452,1173
3137,4854,8630,1173
4351,6905,8825,1173
5248,8107,9005,1172
4351,6713,9197,1173
3553,5871,9354,1172
3937,6713,9508,1173
4374,7138,9631,1172
4144,6521,9757,1173
3835,6220,9849,1172
3937,6617,9943,1173
4136,6764,10006,1172
4144,6521,10067,1173
4016,6452,10093,1173
3937,6617,10130,1173
3957,6592,10153,1171
4040,6425,10192,1173
4040,6394,10196,1173
3937,6521,10192,1173
3873,6586,10153,1169
3937,6521,10130,1173
3981,6406,10090,1181
3937,6425,10067,1192
3877,6514,10025,1193
3937,6521,10005,1192
4065,6371,9970,1190
4040,6329,9943,1192
3846,6491,9878,1190
3937,6521,9819,1192
4259,6321,9744,1192
4144,6425,9695,1192
3689,6751,9626,1183
3937,6521,9570,1173
4560,5981,9495,1167
4040,6425,9446,1173
3050,7220,9379,1177
3937,6425,9322,1173
5457,5128,9243,1160
4040,6425,9197,1155
1636,8514,9138,1155
3937,6521,9073,1155
8112,2948,8965,1144
4144,6329,8887,1137
-6802,15054,8817,1135
-9013,15344,8762,1137
4156,2373,8662,1128
17404,-9110,8576,1118
15258,-5569,8500,1114
4144,5946,8452,1118
-285,10404,8359,1113
3419,6809,8265,1100
5481,4704,8174,1085
3108,6905,8141,1082
1727,8145,8107,1082
3108,6617,8079,1082
3674,5713,8011,1072
2383,6713,7955,1063
1659,7353,7898,1054
2175,6809,7892,1045
2336,6402,7889,1032
1865,6617,7892,1027
1786,6634,7854,1027
2175,6329,7830,1027
2291,6183,7811,1016
2175,6233,7830,1008
2324,6082,7829,1007
2693,5754,7830,1008
2858,5494,7813,998
2693,5466,7830,990
2337,5557,7851,988
2072,5562,7892,990
2018,5438,7896,982
2175,5466,7892,972
2430,5753,7871,967
2693,6138,7892,972
2881,6391,7919,973
3004,6617,7955,972
3114,6910,7951,969
3315,7192,7955,972
3611,7284,7949,971
3937,7288,7955,972
4193,7321,7921,970
4351,7384,7892,972
4339,7372,7869,971
4144,7384,7892,972
3915,7472,7901,970
3937,7576,7892,972
4211,7576,7846,972
4454,7576,7830,972
4475,7627,7825,969
4454,7672,7830,972
4526,7613,7793,979
4558,7576,7768,990
4430,7620,7753,993
4351,7672,7768,990
4452,7616,7745,985
4558,7576,7706,990
4494,7615,7651,999
4454,7672,7644,1008
4572,7620,7642,1008
4662,7576,7644,1008
4545,7609,7607,1013
4454,7672,7582,1027
4556,7631,7546,1038
4662,7576,7520,1045
4556,7565,7472,1044
4454,7576,7457,1045
4545,7514,7452,1050
4662,7480,7457,1063
4570,7516,7421,1075
4454,7576,7395,1082
4521,7534,7380,1080
4662,7480,7395,1082
4636,7494,7372,1087
4558,7576,7333,1100
4617,7568,7280,1109
4765,7480,7271,1118
4770,7409,7268,1125
4662,7480,7271,1137
4633,7577,7237,1145
4765,7576,7209,1155
4851,7450,7170,1162
4765,7384,7147,1173
4622,7422,7106,1183
4662,7480,7085,1192
4823,7434,7052,1192
4869,7384,7022,1192
4726,7378,6973,1195
4662,7384,6960,1210
4777,7319,6958,1223
4869,7288,6960,1228
4758,7305,6919,1224
4662,7288,6898,1228
4748,7161,6891,1238
4869,7097,6898,1247
4819,7147,6862,1244
4765,7192,6836,1247
4862,7089,6824,1255
4972,7001,6836,1265
4888,7032,6807,1264
4765,7097,6774,1265
4786,7016,6750,1272
4869,6905,6774,1283
4827,6876,6783,1283
4765,6905,6774,1283
4807,6853,6730,1289
4869,6809,6712,1302
4782,6840,6701,1304
4662,6905,6712,1302
4667,6869,6704,1298
4765,6809,6712,1302
4762,6789,6709,1303
4662,6809,6712,1302
4569,6789,6678,1297
4558,6809,6650,1302
4561,6869,6629,1310
4558,6905,6650,1320
4521,6839,6657,1321
4454,6809,6650,1320
4366,6856,6607,1317
4351,6905,6587,1320
4404,6845,6577,1320
4454,6809,6587,1320
4413,6852,6579,1317
4351,6905,6587,1320
4327,6848,6588,1322
4351,6809,6587,1320
4352,6851,6549,1309
4351,6905,6525,1302
4348,6849,6512,1299
4351,6809,6525,1302
4336,6850,6519,1300
4351,6905,6525,1302
4369,6850,6524,1302
4351,6809,6525,1302
4275,6849,6489,1292
4247,6905,6463,1283
4295,6850,6447,1278
4351,6809,6463,1283
4310,6849,6461,1285
4247,6905,6463,1283
4256,6851,6453,1273
4351,6809,6463,1265
4398,6847,6458,1261
4351,6905,6463,1265
4260,6854,6455,1267
4247,6809,6463,1265
4301,6842,6457,1254
4351,6905,6463,1247
4317,6892,6455,1242
4247,6809,6463,1247
4199,6722,6457,1248
4144,6809,6463,1247
4065,6898,6454,1236
4144,6713,6463,1228
4306,6483,6458,1224
4247,6809,6463,1228
4054,7207,6451,1230
4247,6713,6463,1228
4571,6029,6463,1217
4247,6809,6463,1210
3714,7919,6439,1207
4247,6809,6463,1210
5107,5042,6529,1210
4351,6809,6650,1210
3046,9953,6761,1208
4351,6905,6898,1210
6830,-2135,7038,1209
4869,-5850,7209,1210
-1629,2002,7374,1208
-4558,12275,7582,1210
696,13577,7798,1209
7666,8056,8017,1210
8309,5205,8176,1209
4351,7001,8327,1210
2593,8124,8470,1209
4144,6713,8638,1210
4959,5793,8785,1209
3833,6617,8949,1210
3192,7165,9104,1209
3937,6617,9260,1210
4439,6208,9359,1209
4040,6521,9446,1210
3716,6767,9524,1208
3937,6617,9632,1210
4094,6456,9708,1209
3937,6521,9757,1210
3813,6606,9752,1207
3937,6617,9757,1210
4074,6565,9752,1211
4040,6521,9757,1210
3887,6513,9724,1205
3833,6521,9695,1210
3942,6455,9651,1220
4040,6425,9632,1228
3974,6469,9595,1221
3937,6521,9570,1210
4076,6450,9529,1204
4144,6425,9508,1210
3951,6535,9470,1212
3937,6521,9446,1210
4171,6321,9405,1205
4040,6425,9384,1210
3617,6706,9345,1213
3937,6425,9322,1210
4645,5901,9280,1197
4144,6425,9260,1192
3090,7295,9224,1192
3937,6521,9197,1192
5505,5190,9136,1181
4144,6425,9073,1173
1710,8477,8977,1172
3937,6521,8887,1173
8088,3024,8778,1164
4144,6425,8700,1155
-6789,15094,8609,1152
-9013,15344,8514,1155
4150,2385,8378,1149
17404,-9110,8265,1137
15257,-5636,8159,1123
4144,5850,8079,1118
-248,10365,7973,1111
3522,6809,7892,1100
5620,4654,7817,1086
3211,6809,7768,1082
1789,8095,7695,1081
3211,6617,7644,1082
3871,5648,7597,1073
2590,6521,7582,1063
1759,7112,7543,1053
2175,6617,7520,1045
2327,6274,7499,1034
1865,6521,7520,1027
1764,6548,7521,1024
2175,6233,7520,1027
2379,6066,7498,1021
2279,6138,7520,1008
2310,6078,7548,994
2590,5850,7582,990
2834,5596,7572,991
2797,5466,7582,990
2440,5457,7601,980
2072,5466,7644,972
1945,5416,7646,968
2072,5466,7644,972
2301,5668,7631,972
2590,5946,7644,972
2892,6165,7639,970
3108,6425,7644,972
3163,6765,7636,971
3211,7097,7644,972
3404,7246,7617,971
3729,7288,7582,972
4035,7323,7530,969
4247,7384,7520,972
4293,7386,7516,978
4144,7384,7520,990
3929,7413,7485,993
3937,7480,7457,990
4170,7516,7420,984
4351,7576,7395,990
4329,7642,7350,1000
4351,7672,7333,1008
4537,7611,7324,1006
4662,7576,7333,1008
4549,7611,7304,1016
4454,7672,7271,1027
4563,7640,7228,1026
4662,7576,7209,1027
4515,7543,7172,1032
4351,7576,7147,1045
4410,7583,7125,1054
4558,7576,7147,1063
4531,7561,7155,1072
4454,7576,7147,1082
4523,7545,7101,1082
4662,7480,7085,1082
4646,7424,7080,1085
4558,7480,7085,1100
4569,7563,7046,1112
4662,7576,7022,1118
4647,7493,7011,1116
4558,7480,7022,1118
4544,7545,6994,1125
4662,7576,6960,1137
4733,7467,6918,1145
4662,7384,6898,1155
4537,7413,6861,1164
4558,7480,6836,1173
4690,7435,6800,1174
4765,7384,6774,1173
4699,7412,6728,1177
4662,7480,6712,1192
4720,7445,6705,1205
4765,7384,6712,1210
4691,7366,6679,1206
4662,7384,6650,1210
4763,7334,6629,1219
4869,7288,6650,1228
4822,7280,6654,1226
4765,7288,6650,1228
4811,7230,6611,1236
4869,7192,6587,1247
4807,7193,6570,1246
4765,7192,6587,1247
4826,7123,6591,1253
4869,7097,6587,1265
4785,7114,6548,1266
4765,7097,6525,1265
4891,6971,6511,1263
4972,6905,6525,1265
4853,6949,6523,1262
4765,7001,6525,1265
4864,6908,6515,1272
4972,6809,6525,1283
4878,6819,6521,1285
4765,6905,6525,1283
4804,6888,6515,1281
4869,6809,6525,1283
4768,6764,6525,1283
4662,6809,6525,1283
4701,6828,6491,1282
4765,6809,6463,1283
4668,6779,6442,1282
4558,6809,6463,1283
4591,6826,6473,1282
4662,6809,6463,1283
4546,6768,6416,1281
4351,6809,6401,1283
4308,6881,6400,1283
4454,6905,6401,1283
4540,6833,6361,1280
4454,6809,6339,1283
4325,6859,6333,1291
4351,6905,6339,1302
4455,6847,6302,1303
4454,6809,6277,1302
4312,6848,6267,1299
4247,6905,6277,1302
4315,6856,6245,1301
4351,6809,6214,1302
4228,6838,6196,1300
4144,6905,6214,1302
4229,6872,6214,1300
4351,6809,6214,1302
4316,6784,6205,1301
4247,6809,6214,1302
4282,6801,6210,1299
4351,6809,6214,1302
4303,6824,6208,1303
4247,6809,6214,1302
4289,6727,6205,1291
4351,6713,6214,1283
4298,6774,6232,1281
4247,6809,6277,1283
4292,6735,6291,1282
4351,6713,6277,1283
4296,6778,6229,1284
4247,6809,6214,1283
4293,6692,6213,1272
4351,6617,6214,1265
4296,6666,6175,1263
4247,6713,6152,1265
4312,6633,6144,1256
4351,6521,6152,1247
4245,6488,6119,1241
4247,6617,6090,1247
4396,6666,6071,1249
4351,6425,6090,1247
4115,6220,6088,1236
4247,6617,6090,1228
4589,7042,6095,1223
4351,6521,6152,1228
3859,5823,6211,1231
4351,6617,6277,1228
5174,7733,6320,1216
4454,6617,6401,1210
3171,4882,6503,1209
4351,6713,6650,1210
6611,9839,6790,1200
4558,6617,6960,1192
-1813,-2606,7133,1188
-4558,-6329,7333,1192
779,1562,7514,1191
7769,11604,7706,1192
8438,12443,7884,1192
4454,6713,8079,1192
2606,4167,8256,1182
4144,6425,8452,1173
5082,7743,8634,1169
4040,6329,8825,1173
3311,5483,8980,1173
3937,6425,9135,1173
4460,6983,9263,1171
4144,6425,9384,1173
3799,6119,9453,1172
3937,6521,9508,1173
4105,6715,9532,1172
4040,6521,9570,1173
3930,6461,9594,1171
3937,6617,9632,1173
3960,6646,9639,1173
3937,6617,9632,1173
3867,6674,9589,1170
3833,6713,9570,1173
3879,6635,9559,1181
3937,6617,9570,1192
3887,6712,9543,1193
3833,6809,9508,1192
3891,6746,9459,1189
3937,6713,9446,1192
3848,6824,9419,1191
3937,6809,9384,1192
4146,6600,9309,1190
3937,6713,9260,1192
3498,7041,9217,1191
3833,6809,9197,1192
4526,6269,9137,1189
4040,6713,9073,1192
3064,7532,8995,1192
3937,6809,8949,1192
5433,5538,8885,1188
4040,6713,8825,1192
1681,8648,8745,1194
3937,6713,8700,1192
8007,3339,8643,1179
4040,6713,8576,1173
-6801,15181,8467,1173
-9013,15344,8390,1173
4055,2470,8322,1163
17404,-9110,8265,1155
15605,-6005,8162,1153
4662,5274,8079,1155
-2,10088,8007,1146
3419,7001,7955,1137
5489,4982,7856,1132
3211,7001,7768,1137
1763,8254,7690,1132
3108,6905,7644,1118
3856,5996,7571,1102
2693,6809,7520,1100
1822,7366,7475,1102
2175,6905,7457,1100
2372,6573,7414,1088
1865,6809,7395,1082
1512,6872,7385,1082
1761,6617,7395,1082
2111,6439,7363,1071
2175,6425,7333,1063
2056,6314,7308,1062
2072,6138,7333,1063
2337,5969,7358,1053
2590,5850,7395,1045
2448,5776,7398,1043
2072,5754,7395,1045
1837,5757,7375,1035
1865,5850,7395,1027
2017,5989,7423,1024
2279,6138,7457,1027
2622,6272,7450,1018
2901,6521,7457,1008
3002,6868,7475,1004
3108,7192,7520,1008
3377,7340,7526,1009
3729,7384,7520,1008
3980,7388,7501,1006
4144,7384,7520,1008
4256,7346,7525,1008
4247,7384,7520,1008
4071,7489,7477,1007
3937,7576,7457,1008
4050,7559,7447,1007
4351,7576,7457,1008
4527,7676,7430,1008
4454,7768,7395,1008
4311,7697,7348,1006
4351,7576,7333,1008
4512,7556,7304,1015
4558,7672,7271,1027
4424,7731,7219,1030
4351,7672,7209,1027
4450,7566,7209,1021
4558,7576,7209,1027
4510,7645,7167,1037
4454,7672,7147,1045
4506,7600,7139,1043
4558,7576,7147,1045
4484,7624,7111,1053
4454,7672,7085,1063
4568,7619,7070,1064
4662,7576,7085,1063
4561,7576,7060,1068
4454,7576,7022,1082
4521,7500,6974,1092
4662,7480,6960,1100
4676,7537,6931,1106
4662,7576,6898,1118
4727,7493,6848,1128
4765,7480,6836,1137
4592,7670,6832,1143
4351,7960,6836,1155
4289,8034,6802,1166
4454,7864,6774,1173
4618,7636,6736,1171
4662,7576,6712,1173
4634,7600,6668,1181
4662,7576,6650,1192
4722,7450,6641,1193
4765,7384,6650,1192
4755,7416,6619,1195
4765,7480,6587,1210
4810,7445,6563,1223
4869,7384,6587,1228
4876,7359,6598,1225
4869,7384,6587,1228
4862,7350,6540,1236
4869,7288,6525,1247
4855,7252,6522,1248
4869,7288,6525,1247
4913,7278,6487,1245
4972,7192,6463,1247
4982,7083,6453,1246
4972,7097,6463,1247
4966,7173,6434,1246
4972,7192,6401,1247
4933,7083,6378,1244
4869,7001,6401,1247
4828,6994,6410,1248
4869,7001,6401,1247
4906,6928,6357,1236
4869,6905,6339,1228
4773,6960,6329,1226
4765,7001,6339,1228
4839,6929,6331,1222
4869,6905,6339,1210
4764,6971,6339,1197
4662,7001,6339,1192
4646,6877,6302,1184
4662,6809,6277,1173
4605,6898,6263,1154
4558,7001,6277,1137
4565,6917,6256,1124
4558,6809,6214,1118
4445,6826,6160,1110
4351,6905,6152,1100
4372,6863,6155,1088
4454,6809,6152,1082
4435,6841,6111,1074
4351,6905,6090,1063
4308,6856,6084,1043
4351,6809,6090,1027
4373,6845,6056,1015
4351,6905,6028,1008
4322,6855,6015,993
4351,6809,6028,972
4376,6843,6005,949
4351,6905,5966,935
4273,6860,5916,925
4247,6809,5904,917
4292,6833,5898,901
4351,6905,5904,880
4321,6877,5877,857
4247,6809,5842,843
4204,6803,5792,835
4247,6905,5779,825
4311,6957,5778,806
4351,6905,5779,788
4318,6803,5744,776
4247,6809,5717,770
4196,6876,5702,761
4247,6905,5717,752
4334,6834,5716,741
4351,6809,5717,733
4273,6858,5707,723
4247,6905,5717,715
4328,6875,5714,705
4351,6809,5717,697
4229,6767,5707,685
4247,6905,5717,678
4414,7020,5714,676
4351,6809,5717,678
4089,6543,5703,672
4247,6905,5717,660
4630,7386,5737,646
4351,6905,5779,642
3797,6184,5802,643
4351,7001,5842,642
5266,8150,5884,632
4454,6905,5966,623
3056,5013,6047,621
4454,7001,6152,623
7001,10392,6255,623
4558,6905,6401,623
-2786,-3007,6566,624
-5905,-6809,6774,623
284,2011,6965,620
8391,12946,7147,623
9239,13644,7291,633
4662,7192,7457,642
2420,4359,7630,641
4040,6809,7830,642
5074,8163,8010,649
3937,6521,8203,660
3148,5576,8384,661
3833,6617,8576,660
4382,7190,8734,665
4040,6521,8887,678
3731,6173,9010,689
3937,6617,9135,697
4086,6791,9229,704
3937,6521,9322,715
3791,6439,9385,725
3833,6617,9446,733
3908,6619,9475,740
3937,6521,9508,752
3926,6551,9512,761
3937,6617,9508,770
3992,6562,9468,776
4040,6521,9446,788
3991,6561,9431,806
3937,6617,9446,825
3963,6545,9425,836
3937,6521,9384,843
