II,aVR,ABP,RESP
593,6454,2700,848
636,6381,2720,851
714,6296,2745,850
818,6242,2799,851
889,6193,2854,854
909,6172,2917,851
917,6136,2980,836
954,6103,3075,825
996,6070,3184,825
1000,6103,3311,825
969,6170,3427,813
954,6242,3548,799
966,6247,3662,796
954,6242,3784,799
875,6272,3897,791
773,6381,4021,774
731,6457,4139,757
773,6450,4257,748
812,6376,4355,737
773,6381,4454,722
694,6456,4548,706
682,6519,4652,696
741,6482,4745,694
773,6450,4849,696
727,6470,4948,690
682,6519,5046,671
685,6513,5111,641
682,6519,5164,619
638,6556,5201,606
636,6589,5243,593
713,6527,5266,569
773,6450,5282,542
743,6402,5279,515
727,6381,5282,490
824,6303,5278,463
954,6242,5282,438
964,6263,5277,416
864,6381,5282,387
792,6455,5281,347
818,6450,5282,309
864,6392,5262,282
864,6381,5243,258
856,6366,5216,222
909,6311,5203,181
976,6222,5182,148
954,6242,5164,129
843,6354,5127,110
773,6450,5085,77
810,6417,5023,36
864,6381,4967,0
833,6425,4903,-25
773,6519,4849,-52
788,6496,4785,-88
864,6381,4730,-129
887,6279,4669,-167
818,6311,4612,-206
712,6410,4535,-247
636,6519,4454,-284
612,6570,4366,-310
636,6589,4297,-335
677,6555,4220,-371
682,6519,4139,-413
620,6511,4047,-444
545,6589,3981,-464
516,6686,3924,-484
545,6727,3863,-516
537,6702,3775,-555
455,6727,3705,-593
362,6819,3658,-622
409,6866,3627,-645
575,6744,3567,-668
682,6589,3508,-696
608,6525,3459,-724
455,6589,3430,-748
384,6658,3375,-770
409,6727,3311,-799
450,6731,3253,-829
455,6658,3232,-851
415,6553,3217,-862
409,6519,3193,-877
705,6265,3146,-901
1591,5410,3114,-928
2951,4031,3092,-944
4272,2774,3075,-954
5205,1876,3033,-964
5863,1040,2996,-980
6369,273,2968,-993
6409,485,2956,-1006
5551,2308,2935,-1017
3863,5132,2917,-1032
1895,7608,2896,-1044
182,9085,2878,-1057
-1039,9717,2849,-1069
-1727,9848,2838,-1083
-1931,9576,2838,-1095
-1773,9085,2838,-1109
-1416,8581,2814,-1120
-1000,8184,2799,-1135
-628,7814,2796,-1147
-364,7490,2799,-1161
-203,7245,2778,-1171
-91,7143,2759,-1186
-12,7138,2753,-1200
0,7213,2759,-1212
-58,7280,2744,-1213
-91,7282,2720,-1212
-19,7163,2694,-1210
136,7005,2681,-1212
226,6925,2660,-1212
182,7005,2641,-1212
73,7105,2618,-1211
45,7074,2602,-1212
107,6927,2578,-1211
136,6935,2562,-1212
57,7125,2543,-1211
-45,7282,2523,-1212
-19,7164,2494,-1211
136,6935,2483,-1212
261,6812,2483,-1211
227,6866,2483,-1212
103,6979,2461,-1211
45,7143,2444,-1212
81,7280,2438,-1211
91,7282,2444,-1212
6,7129,2441,-1211
-91,7074,2444,-1212
-112,7208,2447,-1211
-91,7351,2444,-1212
-96,7263,2419,-1211
-91,7074,2405,-1212
-2,6978,2403,-1211
136,7005,2405,-1212
197,7006,2382,-1211
136,7005,2365,-1212
47,7016,2361,-1211
45,7005,2365,-1212
143,6875,2345,-1211
273,6727,2326,-1212
388,6615,2315,-1211
500,6519,2326,-1212
611,6359,2336,-1211
682,6242,2365,-1212
687,6219,2402,-1211
682,6242,2444,-1212
753,6163,2470,-1211
909,6034,2523,-1212
1052,5943,2608,-1211
1091,5964,2720,-1212
1030,6022,2817,-1211
954,6103,2917,-1212
918,6173,3025,-1211
909,6242,3154,-1212
891,6252,3270,-1211
864,6242,3390,-1212
840,6241,3516,-1211
818,6311,3666,-1212
789,6374,3808,-1211
773,6381,3942,-1212
787,6319,4056,-1211
818,6311,4179,-1212
828,6353,4297,-1211
818,6381,4415,-1212
810,6330,4512,-1211
818,6311,4612,-1212
825,6347,4707,-1211
818,6381,4809,-1212
794,6330,4891,-1211
773,6311,4967,-1212
764,6372,5026,-1211
773,6450,5085,-1212
778,6423,5126,-1211
773,6381,5164,-1212
761,6396,5185,-1211
773,6450,5203,-1212
811,6408,5203,-1211
864,6311,5203,-1212
908,6238,5197,-1211
954,6242,5203,-1212
1003,6246,5203,-1211
1045,6242,5203,-1212
1056,6230,5184,-1211
1045,6242,5164,-1212
1020,6242,5136,-1211
1000,6242,5125,-1212
1003,6210,5106,-1211
1045,6172,5085,-1212
1095,6138,5043,-1211
1091,6172,5006,-1212
1038,6223,4964,-1211
1000,6242,4927,-1212
1027,6173,4869,-1211
1091,6103,4809,-1212
1166,6038,4743,-1211
1273,5964,4691,-1212
1452,5807,4631,-1211
1682,5618,4573,-1212
1904,5398,4495,-1211
2136,5132,4415,-1212
2486,4733,4325,-1211
2954,4300,4257,-1212
3259,4000,4195,-1211
3045,4022,4139,-1212
2308,4316,4060,-1211
1364,4785,3981,-1212
375,5343,3896,-1211
-773,6034,3824,-1212
-2022,6757,3752,-1211
-2909,7351,3705,-1212
-3111,7675,3665,-1211
-2909,7837,3627,-1212
-2821,7934,3564,-1211
-2909,7976,3508,-1212
-2807,7853,3460,-1211
-2273,7629,3430,-1212
-1478,7417,3387,-1211
-773,7351,3351,-1212
-421,7450,3319,-1211
-500,7768,3311,-1212
-914,8258,3295,-1210
-1409,8808,3272,-1212
-1721,9175,3228,-1212
-1682,9224,3193,-1212
-1295,8916,3164,-1210
-682,8392,3154,-1212
-56,7810,3134,-1214
409,7351,3114,-1212
659,7060,3086,-1207
773,6935,3075,-1212
845,6879,3070,-1220
909,6866,3075,-1212
949,6851,3060,-1170
954,6866,3035,-1109
949,6867,3003,-1051
954,6866,2996,-1006
961,6847,2997,-959
954,6866,2996,-903
955,6880,2972,-839
1000,6866,2956,-774
1063,6805,2951,-701
1091,6797,2956,-619
1075,6835,2939,-536
1091,6866,2917,-464
1174,6802,2903,-403
1273,6727,2917,-335
1337,6678,2925,-257
1409,6658,2917,-181
1531,6590,2889,-116
1682,6519,2878,-52
1814,6451,2876,23
1954,6381,2878,103
2130,6243,2855,179
2318,6103,2838,258
2477,5985,2831,347
2636,5895,2838,438
2821,5760,2824,518
3000,5618,2799,593
3116,5488,2767,677
3182,5410,2759,774
3233,5328,2756,867
3272,5271,2759,954
3259,5239,2753,1032
3182,5271,2759,1109
3057,5306,2770,1183
2909,5340,2799,1264
2737,5353,2829,1343
2545,5410,2878,1418
2340,5497,2929,1482
2136,5618,2996,1547
1932,5718,3063,1620
1727,5826,3154,1702
1519,5924,3249,1781
1318,6034,3351,1857
1127,6127,3440,1923
954,6242,3548,1986
800,6351,3663,2046
682,6450,3784,2115
600,6488,3882,2182
545,6519,3981,2244
483,6566,4078,2291
409,6658,4179,2347
343,6717,4256,2410
318,6727,4336,2476
307,6699,4413,2520
273,6727,4494,2553
211,6796,4553,2585
182,6866,4612,2631
201,6870,4669,2672
227,6866,4730,2708
210,6864,4759,2732
182,6866,4770,2759
188,6824,4775,2784
227,6797,4809,2811
244,6790,4839,2825
227,6797,4849,2837
211,6756,4822,2844
227,6727,4809,2863
245,6738,4809,2877
227,6797,4809,2888
187,6814,4771,2885
182,6797,4730,2888
226,6747,4700,2897
273,6727,4691,2914
269,6733,4658,2917
227,6797,4612,2914
204,6853,4550,2907
227,6866,4494,2914
273,6798,4428,2918
318,6727,4376,2914
374,6655,4318,2895
455,6589,4257,2888
529,6511,4173,2888
545,6519,4100,2888
501,6591,4034,2871
455,6658,3981,2863
445,6626,3915,2860
455,6589,3863,2863
453,6600,3820,2847
455,6658,3784,2837
481,6643,3723,2833
500,6589,3666,2837
460,6565,3617,2822
364,6658,3587,2811
271,6780,3546,2806
227,6866,3508,2811
213,6867,3465,2798
182,6866,3430,2785
117,6863,3383,2777
45,6866,3351,2785
4,6844,3324,2786
0,6866,3311,2785
7,6906,3287,2780
0,6935,3272,2785
-22,6912,3252,2784
-45,6935,3232,2785
-66,7007,3190,2779
-91,7074,3154,2785
-119,7042,3124,2794
-136,7005,3114,2811
-153,7039,3095,2814
-182,7143,3075,2811
-234,7205,3049,2802
-273,7213,3035,2811
-286,7200,3015,2824
-273,7213,2996,2837
-266,7210,2971,2832
-273,7213,2956,2837
-277,7200,2937,2847
-273,7213,2917,2863
-268,7207,2889,2861
-273,7213,2878,2863
-269,7197,2874,2869
-273,7213,2878,2888
-324,7247,2861,2893
-409,7282,2838,2888
-354,7136,2812,2878
91,6658,2799,2888
1030,5750,2780,2902
2273,4577,2759,2914
3472,3370,2731,2910
4409,2358,2720,2914
5083,1580,2717,2923
5454,1248,2720,2940
5216,1813,2704,2942
4045,3676,2681,2940
2114,6380,2652,2934
136,8808,2641,2940
-1234,10058,2638,2940
-1909,10264,2641,2940
-2173,10023,2626,2934
-2227,9709,2602,2940
-2103,9280,2572,2942
-1863,8808,2562,2940
-1610,8422,2561,2923
-1364,8184,2562,2914
-1098,7961,2543,2911
-864,7768,2523,2914
-731,7647,2510,2901
-682,7629,2523,2888
-642,7604,2531,2879
-591,7560,2523,2888
-562,7506,2494,2892
-545,7490,2483,2888
-527,7484,2485,2871
-500,7490,2483,2863
-495,7485,2459,2858
-500,7490,2444,2863
-503,7480,2443,2852
-500,7490,2444,2837
-496,7481,2421,2815
-500,7490,2405,2811
-500,7481,2401,2810
-500,7490,2405,2811
-498,7482,2384,2797
-500,7490,2365,2785
-500,7483,2360,2770
-500,7490,2365,2759
-499,7482,2348,2742
-500,7490,2326,2734
-500,7484,2314,2730
-500,7490,2326,2734
-499,7480,2328,2723
-500,7490,2326,2708
-500,7487,2319,2688
-500,7490,2326,2682
-500,7476,2327,2679
-500,7490,2326,2682
-488,7497,2317,2672
-455,7490,2326,2656
-418,7422,2342,2634
-409,7351,2365,2631
-421,7293,2367,2631
-409,7282,2365,2631
-350,7255,2367,2613
-273,7213,2405,2605
-218,7135,2456,2602
-182,7074,2523,2605
-128,7003,2588,2590
-45,6935,2681,2579
49,6848,2788,2574
136,6797,2917,2579
213,6755,3043,2567
273,6727,3193,2553
307,6674,3358,2544
318,6658,3548,2553
318,6675,3725,2556
318,6727,3903,2553
320,6737,4072,2536
318,6727,4257,2527
303,6707,4435,2522
273,6727,4612,2527
242,6734,4768,2527
227,6727,4927,2527
229,6699,5080,2522
227,6727,5243,2527
208,6791,5387,2536
182,6866,5519,2553
170,6877,5630,2556
182,6866,5755,2553
192,6849,5866,2544
182,6866,5952,2553
167,6866,5991,2567
182,6866,6031,2579
217,6854,6072,2574
227,6866,6110,2579
197,6866,6110,2590
182,6866,6110,2605
228,6832,6120,2603
318,6797,6150,2605
399,6749,6153,2613
455,6727,6150,2631
502,6694,6140,2631
545,6658,6150,2631
561,6603,6136,2634
545,6589,6110,2656
530,6587,6062,2673
545,6589,6031,2682
580,6544,5993,2677
591,6519,5952,2682
556,6527,5885,2690
500,6589,5834,2708
460,6630,5798,2718
455,6658,5795,2734
474,6653,5778,2744
500,6658,5755,2759
501,6650,5710,2768
455,6658,5676,2785
389,6653,5635,2798
364,6658,5598,2811
390,6645,5537,2808
409,6658,5479,2811
373,6680,5414,2818
318,6727,5361,2837
301,6738,5288,2848
318,6727,5203,2863
315,6700,5096,2872
273,6727,5006,2888
203,6790,4922,2898
136,6866,4849,2914
76,6904,4750,2925
45,6935,4652,2940
37,6967,4557,2947
45,7005,4494,2966
43,7006,4422,2981
45,7005,4336,2992
55,6990,4225,2986
45,7005,4139,2992
26,7003,4072,3003
45,7005,4021,3017
87,6986,3943,3014
45,7005,3863,3017
-76,7019,3788,3026
-136,7005,3745,3043
-60,6878,3703,3042
182,6589,3666,3043
826,5935,3620,3049
2091,4855,3587,3069
3577,3564,3547,3073
4545,2497,3508,3069
4974,1720,3459,3059
5545,1179,3430,3069
6208,1229,3406,3081
5772,2635,3390,3095
3610,5333,3351,3093
864,8114,3311,3095
-889,9718,3278,3092
-1454,10126,3272,3095
-1667,10012,3258,3091
-1909,9779,3232,3095
-1918,9339,3186,3094
-1636,8808,3154,3095
-1346,8390,3129,3087
-1136,8114,3114,3095
-863,7793,3088,3107
-545,7490,3075,3121
-358,7338,3071,3109
-318,7351,3075,3095
-294,7342,3056,3085
-227,7282,3035,3095
-171,7222,3022,3096
-136,7213,3035,3095
-114,7189,3042,3088
-91,7143,3035,3095
-90,7087,3008,3096
-91,7074,2996,3095
-93,7091,2993,3077
-91,7143,2996,3069
-89,7155,2977,3064
-91,7143,2956,3069
-91,7113,2932,3066
-91,7143,2917,3069
-90,7166,2894,3068
-91,7143,2878,3069
-90,7067,2858,3054
-91,7074,2838,3043
-93,7153,2809,3035
-91,7213,2799,3043
-75,7147,2799,3045
-45,7074,2799,3043
-27,7077,2775,3027
-45,7143,2759,3017
-84,7134,2755,3010
-91,7074,2759,3017
-49,7033,2739,3019
0,7074,2720,3017
11,7100,2710,3001
0,7074,2720,2992
20,6990,2720,2986
91,6935,2720,2992
174,6897,2715,2990
227,6866,2720,2992
248,6793,2715,2988
273,6727,2720,2992
341,6656,2729,2989
455,6589,2759,2992
567,6479,2790,2988
636,6381,2838,2992
673,6294,2900,2989
727,6242,2996,2992
807,6186,3094,2988
864,6172,3193,2992
857,6190,3279,2989
818,6242,3390,2992
790,6269,3518,2988
773,6311,3666,2992
736,6365,3801,2988
682,6450,3942,2992
643,6498,4078,2989
636,6519,4218,2992
640,6508,4335,2988
636,6519,4454,2992
630,6520,4570,2989
636,6519,4691,2992
645,6501,4790,2988
636,6519,4888,2992
607,6532,4981,2989
591,6519,5085,2992
606,6461,5169,2987
636,6450,5243,2992
646,6483,5299,2990
636,6519,5361,2992
639,6486,5406,2985
682,6450,5440,2992
750,6420,5451,3001
818,6381,5479,3017
869,6286,5514,3018
909,6242,5558,3017
939,6285,5578,3012
954,6381,5598,3017
941,6403,5612,3017
909,6381,5637,3017
890,6358,5641,3011
909,6381,5637,3017
932,6385,5614,3027
909,6381,5598,3043
834,6368,5572,3044
773,6381,5558,3043
758,6380,5537,3036
773,6381,5519,3043
774,6370,5479,3053
773,6381,5440,3069
780,6380,5393,3071
773,6381,5361,3069
733,6362,5320,3061
682,6381,5282,3069
664,6412,5225,3080
682,6450,5164,3095
717,6432,5082,3093
773,6381,5006,3095
883,6260,4922,3092
1045,6103,4849,3095
1221,5936,4765,3089
1409,5826,4691,3095
1679,5645,4608,3103
2091,5271,4533,3121
2561,4734,4449,3122
2863,4369,4376,3121
2771,4359,4294,3114
2227,4647,4218,3121
1379,5015,4131,3120
409,5479,4060,3121
-626,6076,3993,3113
-1682,6727,3942,3121
-2533,7169,3881,3131
-2909,7351,3824,3146
-2905,7418,3757,3146
-2909,7560,3705,3146
-3033,7684,3657,3141
-2909,7629,3627,3146
-2289,7340,3588,3144
-1454,7074,3548,3146
-811,7060,3497,3142
-409,7351,3469,3146
-206,7756,3447,3144
-364,8184,3430,3146
-937,8645,3388,3143
-1500,9155,3351,3146
-1558,9441,3320,3144
-1091,9224,3311,3146
-466,8503,3292,3142
91,7698,3272,3146
545,7158,3245,3144
864,6935,3232,3146
1002,6816,3213,3141
1045,6727,3193,3146
1111,6665,3164,3147
1182,6658,3154,3146
1184,6643,3151,3130
1136,6658,3154,3121
1117,6692,3135,3114
1136,6727,3114,3121
1158,6692,3089,3120
1182,6658,3075,3121
1224,6667,3052,3108
1273,6727,3035,3095
1285,6744,3013,3074
1273,6727,2996,3069
1272,6682,2970,3068
1318,6658,2956,3069
1402,6618,2951,3053
1500,6589,2956,3043
1590,6549,2942,3038
1682,6519,2917,3043
1782,6459,2885,3032
1909,6381,2878,3017
2058,6250,2878,2999
2227,6103,2878,2992
2392,5962,2854,2977
2545,5895,2838,2966
2694,5846,2830,2950
2863,5756,2838,2940
3038,5576,2835,2924
3182,5410,2838,2914
3279,5306,2836,2899
3363,5271,2838,2888
3434,5229,2828,2871
3454,5202,2838,2863
3399,5169,2866,2851
3318,5132,2917,2837
3240,5066,2964,2807
3136,5063,3035,2785
2969,5140,3123,2769
2772,5271,3232,2759
2588,5352,3328,2734
2409,5410,3430,2708
2204,5464,3536,2686
2000,5548,3666,2682
1827,5612,3795,2673
1682,5687,3942,2656
1525,5775,4093,2626
1364,5895,4257,2605
1213,5980,4402,2588
1091,6034,4533,2579
995,6054,4634,2556
954,6103,4730,2527
954,6167,4819,2494
954,6242,4927,2476
915,6261,5031,2462
864,6242,5125,2450
815,6211,5184,2424
773,6242,5243,2398
744,6290,5298,2370
773,6311,5361,2347
822,6266,5401,2319
818,6242,5440,2295
749,6263,5473,2268
727,6311,5519,2244
796,6293,5544,2214
864,6242,5558,2192
832,6205,5552,2168
773,6242,5558,2141
788,6288,5558,2099
864,6311,5558,2063
895,6276,5537,2034
864,6242,5519,2012
836,6221,5483,1975
864,6242,5440,1934
904,6247,5373,1892
909,6242,5322,1857
879,6221,5278,1817
864,6242,5243,1779
888,6261,5171,1739
954,6242,5085,1702
1057,6137,4993,1661
1182,6034,4927,1625
1256,5990,4854,1587
1227,6034,4770,1547
1155,6060,4661,1502
1182,6034,4573,1470
1307,5964,4492,1445
1364,5964,4415,1418
1246,6028,4312,1377
1091,6103,4218,1341
1077,6089,4131,1314
1182,6034,4060,1289
1224,5994,3975,1250
1136,6034,3903,1212
1035,6082,3837,1183
1045,6103,3784,1161
1124,6062,3717,1125
1136,6034,3666,1083
1033,6059,3623,1048
909,6172,3587,1032
855,6257,3525,1020
864,6242,3469,1006
869,6135,3421,982
864,6103,3390,954
864,6165,3345,924
864,6242,3311,903
831,6232,3286,887
773,6242,3272,877
704,6327,3234,864
636,6450,3193,851
567,6501,3160,837
545,6519,3154,825
579,6532,3140,812
636,6519,3114,799
622,6458,3069,785
545,6450,3035,774
488,6520,3008,760
545,6589,2996,748
643,6549,2975,734
636,6519,2956,722
531,6547,2932,709
500,6589,2917,696
597,6538,2895,682
636,6519,2878,671
504,6589,2854,659
364,6658,2838,645
427,6512,2817,628
773,6103,2799,619
1504,5353,2774,611
2727,4231,2759,593
4156,2868,2740,564
5227,1664,2720,542
5820,807,2691,530
6363,347,2681,516
6881,549,2679,489
6590,1942,2681,464
4930,4389,2661,451
2500,6935,2641,438
410,8663,2620,414
-864,9571,2602,387
-1518,9962,2573,371
-1727,9848,2562,361
-1529,9149,2562,340
-1136,8322,2562,309
-836,7851,2539,281
-636,7698,2523,258
-369,7444,2520,234
-45,7074,2523,206
143,6860,2502,179
136,6935,2483,155
83,7063,2477,129
136,7074,2483,103
256,6965,2468,77
318,6866,2444,52
257,6830,2430,25
182,6866,2444,0
203,6890,2452,-25
318,6866,2444,-52
366,6819,2417,-79
273,6866,2405,-103
158,6956,2403,-127
182,7005,2405,-155
301,6930,2385,-185
318,6866,2365,-206
202,6872,2355,-218
136,6935,2365,-232
224,6924,2368,-257
318,6866,2365,-284
286,6820,2357,-300
227,6866,2365,-309
264,6939,2371,-321
318,7005,2365,-335
252,7014,2340,-348
136,7005,2326,-361
133,6961,2323,-375
227,6935,2326,-387
233,6958,2307,-397
91,7074,2286,-413
-40,7169,2274,-430
0,7143,2286,-438
149,6983,2292,-436
227,6866,2286,-438
177,6851,2262,-452
136,6866,2247,-464
216,6759,2238,-464
364,6589,2247,-464
469,6444,2258,-475
545,6381,2286,-490
669,6310,2318,-493
818,6242,2365,-490
873,6206,2412,-496
818,6242,2483,-516
801,6226,2570,-533
954,6103,2681,-542
1183,5928,2791,-541
1273,5895,2917,-542
1168,5998,3046,-549
1045,6103,3193,-567
1043,6076,3340,-585
1091,6034,3508,-593
1077,6052,3682,-590
1045,6103,3863,-593
1079,6072,4024,-606
1136,6034,4179,-619
1131,6046,4316,-620
1091,6103,4454,-619
1069,6107,4584,-627
1045,6103,4730,-645
1008,6106,4872,-659
1045,6103,5006,-671
1180,6043,5107,-681
1273,6034,5203,-696
1184,6119,5297,-709
1000,6242,5401,-722
905,6250,5472,-734
954,6172,5519,-748
1031,6093,5546,-760
1045,6103,5598,-774
1012,6159,5646,-785
1000,6242,5676,-799
1032,6276,5669,-812
1091,6242,5676,-825
1142,6127,5697,-837
1182,6034,5716,-851
1219,6002,5694,-864
1273,6034,5676,-877
1328,6041,5671,-888
1364,6034,5676,-903
1368,6017,5641,-916
1364,6034,5598,-928
1361,6041,5564,-938
1364,6034,5558,-954
1375,5970,5529,-978
1409,5895,5479,-1006
1433,5844,5409,-1023
1409,5895,5361,-1032
1347,5982,5317,-1040
1318,6034,5282,-1057
1341,5995,5226,-1074
1364,5964,5164,-1083
1340,5962,5082,-1081
1318,5964,5006,-1083
1340,5913,4922,-1094
1364,5895,4849,-1109
1305,5944,4766,-1112
1182,6034,4691,-1109
1087,6053,4607,-1105
1091,6034,4533,-1109
1149,6013,4452,-1111
1182,6034,4376,-1109
1149,6054,4277,-1105
1091,6103,4179,-1109
1035,6172,4082,-1113
1000,6242,4021,-1109
965,6256,3965,-1094
954,6242,3903,-1083
952,6230,3813,-1081
954,6242,3745,-1083
941,6240,3698,-1074
954,6242,3666,-1057
992,6231,3606,-1041
1000,6242,3548,-1032
964,6238,3498,-1021
954,6242,3469,-1006
983,6228,3428,-989
954,6242,3390,-980
854,6251,3347,-971
818,6242,3311,-954
936,6123,3264,-926
1227,5826,3232,-903
1864,5166,3209,-889
3045,4092,3193,-877
4478,2774,3153,-853
5545,1595,3114,-825
6134,708,3084,-798
6727,208,3075,-774
7292,424,3056,-745
6908,1873,3035,-722
5008,4353,3009,-708
2409,6866,2996,-696
414,8481,2976,-674
-591,9224,2956,-645
-1070,9500,2929,-617
-1318,9432,2917,-593
-1252,8902,2913,-568
-909,8184,2917,-542
-546,7662,2902,-515
-273,7421,2878,-490
-18,7197,2847,-463
227,6935,2838,-438
383,6749,2837,-415
455,6727,2838,-387
502,6741,2818,-349
545,6727,2799,-309
552,6682,2787,-279
545,6658,2799,-258
539,6627,2805,-237
545,6589,2799,-206
538,6557,2774,-168
545,6589,2759,-129
565,6638,2754,-98
591,6658,2759,-77
599,6605,2757,-57
591,6589,2759,-26
585,6617,2759,14
591,6658,2759,52
598,6620,2740,86
591,6589,2720,129
569,6603,2708,181
545,6658,2720,232
535,6661,2727,271
545,6658,2720,309
555,6676,2694,357
545,6727,2681,413
517,6734,2677,464
500,6727,2681,516
499,6716,2662,576
500,6727,2641,645
492,6719,2628,703
500,6727,2641,748
524,6732,2648,791
545,6727,2641,851
556,6661,2614,920
591,6589,2602,980
659,6533,2598,1020
727,6519,2602,1057
767,6472,2593,1104
818,6381,2602,1161
917,6234,2629,1213
1045,6103,2681,1264
1150,6002,2719,1314
1227,5964,2759,1367
1297,5932,2804,1416
1364,5895,2878,1470
1401,5836,2953,1523
1409,5826,3035,1573
1405,5850,3117,1610
1409,5895,3232,1651
1413,5897,3365,1698
1409,5895,3508,1754
1391,5885,3626,1797
1364,5895,3745,1831
1320,5906,3869,1863
1273,5964,4021,1908
1250,6020,4164,1951
1273,6034,4297,1986
1299,5977,4409,2007
1273,5964,4533,2037
1189,6022,4653,2076
1136,6103,4770,2115
1176,6091,4864,2138
1273,6034,4967,2166
1315,5998,5067,2202
1273,6034,5164,2244
1215,6071,5227,2271
1227,6103,5282,2295
1274,6106,5334,2318
1273,6103,5401,2347
1209,6065,5447,2369
1182,6034,5479,2398
1250,6014,5492,2425
1364,6034,5519,2450
1417,6042,5539,2459
1409,6034,5558,2476
1421,5972,5555,2499
1500,5895,5558,2527
1568,5825,5556,2540
1545,5826,5558,2553
1457,5859,5538,2572
1409,5895,5519,2605
1407,5885,5493,2623
1364,5895,5479,2631
1252,5944,5455,2633
1182,6034,5440,2656
1216,6066,5417,2685
1273,6034,5401,2708
1245,5967,5364,2707
1182,5964,5322,2708
1179,6001,5260,2715
1227,6034,5203,2734
1233,5998,5138,2744
1182,5964,5085,2759
1122,5970,5024,2773
1091,6034,4967,2785
1079,6058,4889,2782
1091,6034,4809,2785
1108,5993,4721,2795
1091,6034,4652,2811
1004,6137,4575,2810
909,6242,4494,2811
856,6267,4389,2818
864,6242,4297,2837
869,6220,4210,2841
864,6242,4139,2837
849,6252,4055,2828
864,6242,3981,2837
897,6210,3912,2848
909,6242,3863,2863
885,6292,3804,2863
864,6311,3745,2863
858,6253,3677,2858
818,6242,3627,2863
733,6307,3580,2862
682,6381,3548,2863
738,6271,3506,2857
1000,5895,3469,2863
1698,5158,3424,2864
2954,4092,3390,2863
4350,2868,3349,2846
5272,1803,3311,2837
5767,984,3264,2831
6409,485,3232,2837
7039,677,3206,2835
6545,2150,3193,2837
4407,4735,3171,2834
1727,7351,3154,2837
-37,8889,3130,2833
-682,9293,3114,2837
-946,9164,3092,2837
-1182,8947,3075,2837
-1183,8614,3051,2821
-909,8184,3035,2811
-610,7757,3012,2805
-364,7421,2996,2811
-69,7109,2973,2810
227,6866,2956,2811
365,6734,2933,2808
364,6727,2917,2811
375,6733,2896,2800
455,6727,2878,2785
521,6712,2852,2764
545,6727,2838,2759
541,6737,2820,2758
545,6727,2799,2759
542,6684,2768,2746
545,6658,2759,2734
545,6646,2761,2718
545,6658,2759,2708
546,6645,2734,2690
545,6658,2720,2682
546,6682,2718,2679
545,6727,2720,2682
545,6731,2697,2670
545,6727,2681,2656
546,6715,2677,2639
545,6727,2681,2631
543,6724,2660,2616
545,6727,2641,2605
547,6717,2634,2588
545,6727,2641,2579
541,6742,2625,2564
545,6797,2602,2553
