I,II,PLETH
1966,8921,5665
1339,5770,5657
784,3543,5625
446,2515,5590
295,2080,5547
307,1923,5523
445,2109,5489
642,2515,5456
777,2738,5404
837,2663,5356
883,2520,5299
977,2515,5255
1044,2556,5194
1005,2515,5121
862,2404,5026
725,2367,4954
618,2430,4888
558,2515,4820
702,2515,4717
1367,2515,4619
2588,2603,4529
3962,2811,4452
4934,3001,4350
5330,3107,4251
5364,3124,4158
5330,3107,4084
5324,3085,3996
5330,3107,3916
5325,3177,3839
5330,3255,3782
5334,3238,3723
5330,3107,3682
5318,2929,3643
5330,2811,3615
5344,2745,3574
5330,2663,3548
5300,2548,3527
5330,2515,3515
5391,2631,3480
5330,2811,3448
5018,2880,3419
4548,2811,3414
4113,2739,3400
3823,2811,3381
3610,2980,3353
3404,3107,3347
3171,3121,3347
2958,3107,3347
2773,3116,3327
2623,3107,3314
2468,2992,3298
2316,2811,3280
2190,2640,3242
2149,2515,3213
2168,2375,3193
2176,2219,3180
2073,2099,3145
1870,2071,3113
1657,2081,3089
1563,2071,3079
1591,2041,3051
1674,2071,3013
1725,2154,2969
1758,2219,2946
1804,2210,2926
1870,2219,2912
1901,2325,2892
1870,2515,2879
1767,2682,2860
1618,2811,2845
1430,2938,2823
1228,3107,2812
1037,3271,2796
893,3403,2778
802,3485,2742
753,3551,2711
711,3611,2687
642,3699,2678
529,3822,2660
391,3995,2644
265,4164,2623
195,4291,2611
210,4361,2592
307,4439,2577
441,4529,2558
558,4587,2544
622,4546,2524
642,4439,2510
645,4294,2501
642,4143,2510
606,4015,2515
502,3995,2510
323,4068,2488
84,4143,2477
-195,4141,2474
-502,4143,2477
-802,4203,2460
-1032,4291,2444
-1132,4308,2424
-1088,4291,2410
-967,4282,2385
-865,4291,2377
-813,4238,2375
-809,4143,2377
-911,4042,2354
-1200,3995,2343
-1569,3977,2348
-1786,3995,2377
-1796,4007,2399
-1786,3995,2444
-1825,3921,2510
-1786,3847,2611
-1695,3846,2716
-1786,3995,2845
-1977,4265,2986
-1786,4587,3146
-1060,4850,3300
-419,5031,3481
-491,5166,3684
-1116,5327,3916
-1639,5460,4144
-1786,5475,4385
-1767,5338,4621
-1786,5179,4854
-1805,5080,5055
-1786,5031,5255
-1770,4957,5444
-1786,4883,5623
-1793,4819,5764
-1786,4735,5891
-1779,4552,5998
-1786,4291,6092
-1786,3948,6146
-1786,3551,6192
-1792,3119,6227
-1786,2811,6259
-1776,2676,6260
-1786,2663,6259
-1807,2612,6254
-1786,2515,6259
-1754,2456,6242
-1786,2515,6226
-1837,2616,6202
-1786,2663,6192
-1707,2641,6170
-1786,2663,6159
-1909,2773,6139
-1786,2959,6126
-1584,3252,6089
-1786,3847,6059
-2144,4883,6027
-1591,6362,6025
284,8134,6021
2428,9913,6025
3611,11079,6006
3851,10949,5992
3877,9358,5967
3879,6954,5958
3570,4607,5939
3041,2811,5925
2661,1659,5890
2483,1184,5858
2293,1282,5815
2093,1628,5791
1990,1857,5757
1925,1923,5724
1829,1969,5668
1897,2071,5623
2292,2162,5572
2846,2219,5523
3254,2239,5442
3404,2219,5356
3301,2139,5262
2986,2071,5188
2684,2046,5104
2818,2071,5021
3538,2108,4918
4492,2219,4820
5134,2378,4712
5330,2515,4619
5316,2543,4526
5330,2515,4452
5322,2501,4367
5190,2515,4285
4982,2518,4190
4883,2515,4117
4935,2515,4056
4995,2515,4017
4882,2501,3964
4604,2515,3916
4253,2579,3868
3906,2663,3849
3566,2691,3832
3293,2663,3816
3129,2633,3778
3097,2663,3749
3167,2737,3724
3321,2811,3715
3437,2836,3696
3348,2811,3682
2970,2744,3660
2511,2663,3649
2258,2576,3628
2372,2515,3615
2726,2494,3595
3097,2515,3582
3287,2525,3559
3293,2515,3548
3238,2536,3531
3293,2663,3515
3454,2813,3479
3600,2811,3448
3591,2562,3422
3460,2219,3414
3320,1982,3398
3265,1923,3381
3273,1929,3356
3321,1923,3347
3406,1901,3334
3544,1923,3314
3639,1988,3273
3572,2071,3247
3303,2099,3228
2958,2071,3213
2644,2066,3177
2372,2219,3146
2086,2512,3124
1842,2811,3113
1737,2994,3081
1814,3107,3046
1963,3193,3017
2065,3255,3013
2063,3289,3001
2009,3403,2979
1946,3622,2939
1897,3847,2912
1834,3953,2891
1758,3995,2879
1672,4057,2858
1618,4143,2845
1621,4166,2828
1730,4143,2812
1948,4121,2786
2232,4143,2778
2439,4193,2779
2456,4291,2778
2259,4394,2747
1981,4439,2711
1774,4379,2683
1730,4291,2678
1800,4215,2664
1897,4143,2644
1946,4043,2618
1953,3995,2611
1947,4041,2608
1981,4143,2611
2061,4177,2595
2176,4143,2577
2271,4102,2552
2316,4143,2544
2312,4223,2537
2316,4291,2544
2344,4297,2540
2372,4291,2544
2331,4283,2547
2232,4291,2577
2154,4285,2618
2204,4291,2678
2370,4289,2743
2567,4291,2845
2716,4314,2967
2846,4439,3113
3009,4653,3260
3209,4883,3448
3368,5039,3668
3432,5179,3916
3391,5373,4148
3293,5622,4385
3180,5785,4626
3097,5770,4887
3050,5576,5127
3041,5327,5356
3055,5125,5558
3097,5031,5757
3147,4974,5931
3181,4883,6092
3156,4692,6219
3069,4439,6326
2933,4140,6399
2790,3847,6460
2661,3574,6497
2567,3403,6527
2499,3306,6528
2456,3255,6527
2398,3175,6518
2316,3107,6527
2210,3080,6528
2121,3107,6527
2035,3122,6505
1925,3107,6494
1784,3076,6475
1674,3107,6460
1635,3212,6421
1646,3403,6393
1654,3687,6367
1674,4143,6360
1765,4815,6337
1981,5770,6326
2296,7047,6306
2651,8582,6293
2947,9946,6255
3097,10505,6226
3025,9838,6198
2735,8138,6192
2291,5985,6173
1814,3995,6159
1392,2572,6135
1060,1923,6126
783,1928,6096
530,2219,6059
305,2437,5999
167,2515,5958
160,2523,5920
279,2515,5891
446,2489,5830
586,2515,5757
666,2596,5666
725,2663,5590
808,2653,5505
921,2663,5423
996,2733,5319
977,2811,5222
847,2805,5116
670,2811,5021
502,2875,4914
391,2959,4820
340,2965,4726
363,2959,4653
437,3011,4569
530,3107,4485
612,3176,4389
698,3255,4318
810,3390,4259
949,3551,4218
1064,3616,4162
1116,3551,4117
1123,3400,4075
1144,3255,4050
1199,3146,4014
1256,3107,3983
1280,3144,3944
1284,3255,3916
1284,3361,3878
1284,3403,3849
1276,3389,3823
1284,3403,3816
1305,3436,3801
1311,3403,3782
1289,3255,3745
1284,3107,3715
1327,3062,3690
1367,3107,3682
1304,3127,3665
1116,3107,3649
887,3086,3624
725,3107,3615
645,3118,3601
586,3107,3582
503,3086,3542
446,3107,3515
498,3131,3494
698,3107,3481
985,2987,3448
1256,2811,3414
1398,2592,3376
1367,2367,3347
1202,2200,3310
1005,2219,3280
845,2415,3246
725,2663,3213
614,2829,3171
530,2959,3146
528,3102,3129
642,3255,3113
821,3380,3076
977,3551,3046
1028,3782,3025
977,3995,3013
892,4090,2979
865,4143,2946
927,4252,2919
1032,4439,2912
1101,4606,2897
1088,4735,2879
1017,4822,2854
949,4883,2845
932,4889,2831
977,4883,2812
1044,4881,2775
1088,4883,2745
1068,4829,2721
977,4735,2711
831,4633,2694
670,4587,2678
524,4578,2656
419,4587,2644
359,4576,2627
335,4587,2611
299,4633,2588
195,4735,2577
-16,4830,2561
-307,4883,2544
-587,4835,2518
-753,4735,2510
-762,4666,2509
-642,4735,2510
-450,4855,2490
-223,4883,2477
18,4741,2469
251,4587,2477
439,4538,2471
558,4587,2477
601,4600,2495
586,4587,2544
532,4612,2599
474,4735,2678
443,4884,2775
446,5031,2912
433,5168,3066
335,5327,3247
137,5442,3435
-112,5475,3649
-370,5439,3871
-614,5475,4117
-777,5649,4364
-753,5918,4619
-526,6093,4858
-223,6066,5088
25,5859,5283
223,5622,5456
452,5437,5593
725,5327,5724
982,5243,5840
1172,5179,5958
1276,5071,6049
1284,4883,6126
1196,4587,6175
1060,4291,6226
931,4035,6262
837,3847,6293
775,3668,6296
753,3551,6293
779,3513,6273
837,3551,6259
888,3573,6236
893,3551,6226
839,3477,6207
725,3403,6192
568,3353,6155
391,3403,6126
232,3570,6096
140,3847,6092
158,4172,6076
307,4587,6059
565,5206,6018
893,6214,5992
1235,7626,5966
1535,9174,5958
1716,10264,5938
1702,10357,5925
1445,9317,5891
977,7546,5858
413,5617,5811
-112,3995,5791
-532,2921,5773
-837,2515,5757
-996,2675,5708
-949,3107,5657
-719,3446,5601
-446,3551,5556
-267,3491,5489
-195,3403,5423
-171,3285,5348
-167,3107,5289
-198,2906,5209
-251,2811,5121
-291,2811,5013
-307,2811,4920
-314,2763,4829
-307,2811,4753
-267,2966,4666
-195,3107,4586
-144,3105,4496
-167,3107,4418
-290,3230,4330
-474,3403,4251
-640,3455,4171
-725,3403,4117
-731,3329,4063
-698,3255,4017
-630,3148,3958
-502,3107,3916
-335,3209,3878
-223,3403,3849
-247,3527,3808
-391,3551,3782
-573,3537,3762
-725,3551,3749
-797,3560,3713
-753,3551,3682
-602,3534,3655
-419,3551,3649
-277,3570,3631
-195,3551,3615
-160,3473,3592
-167,3403,3582
-212,3380,3563
-251,3403,3548
-243,3410,3517
-195,3403,3481
-145,3395,3437
-112,3403,3414
-84,3362,3398
-56,3255,3381
-35,3131,3342
-28,3107,3314
-37,3175,3293
-56,3255,3280
-67,3267,3246
-56,3255,3213
-19,3214,3189
28,3107,3180
93,2924,3152
195,2811,3113
319,2843,3068
391,2959,3046
345,3034,3027
195,3107,3013
40,3237,2990
-28,3403,2979
23,3499,2965
140,3551,2946
244,3645,2907
279,3847,2879
239,4086,2859
140,4291,2845
-12,4397,2811
-223,4439,2778
-465,4477,2752
-670,4587,2745
-769,4703,2729
-753,4735,2711
-664,4649,2688
-558,4587,2678
-483,4624,2663
-474,4735,2644
-567,4768,2610
-753,4735,2577
-965,4687,2540
-1088,4735,2510
-1061,4806,2483
-921,4883,2477
-786,4880,2476
-753,4883,2477
-850,4855,2458
-1005,4883,2444
-1105,4911,2435
-1060,5031,2444
-885,5231,2444
-670,5622,2444
-484,6090,2428
-307,6658,2410
-60,7405,2384
279,8582,2377
640,10064,2374
921,11541,2377
1093,12914,2357
1200,14500,2343
1288,16381,2332
1367,18347,2343
1461,20488,2360
1591,23230,2410
1715,26234,2480
1758,28260,2577
1751,28657,2679
1814,28260,2812
1925,28117,2967
1842,28260,3146
1382,28323,3312
670,28260,3481
10,27574,3651
-419,25005,3849
-609,20159,4057
-614,14648,4285
-497,10482,4505
-363,7990,4720
-266,6136,4906
-167,4291,5088
-22,2589,5247
140,1184,5389
276,-83,5494
391,-1184,5590
458,-1995,5664
391,-2515,5724
156,-2982,5753
-140,-3403,5791
-376,-3722,5826
-558,-3847,5858
-759,-3916,5855
-977,-3995,5858
-1134,-4153,5868
-1200,-4291,5891
-1234,-4396,5889
-1311,-4439,5891
-1419,-4502,5899
-1479,-4587,5925
-1427,-4674,5927
-1284,-4735,5925
-1112,-4749,5914
-977,-4735,5925
-916,-4748,5925
-949,-4883,5925
-1046,-5102,5904
-1144,-5327,5891
-1206,-5513,5869
-1256,-5770,5858
-1331,-6089,5836
-1423,-6362,5824
-1488,-6507,5794
-1507,-6658,5757
-1469,-6880,5698
-1367,-7102,5657
-1199,-7233,5620
-1005,-7398,5590
-822,-7680,5527
-670,-7990,5456
-546,-8174,5377
-474,-8286,5322
-476,-8425,5267
-558,-8582,5222
-695,-8674,5157
-837,-8730,5088
-908,-8775,4998
-865,-8730,4920
-763,-8499,4837
-753,-8138,4753
-932,-7759,4647
-1256,-7398,4552
-1564,-7031,4462
-1730,-6658,4385
-1702,-6228,4294
-1507,-5622,4218
-1191,-4789,4145
-837,-3847,4084
-531,-2930,4008
-335,-2071,3950
-230,-1269,3896
-167,-592,3849
-124,-56,3787
-140,444,3749
-238,1016,3727
-391,1628,3715
-529,2224,3678
-642,2811,3649
-764,3386,3628
-949,3847,3615
-1192,4163,3577
-1451,4439,3548
-1656,4757,3529
-1758,5031,3515
-1726,5191,3467
-1591,5327,3414
-1405,5542,3370
-1228,5770,3347
-1049,5892,3313
-865,5918,3280
-741,5922,3243
-809,5918,3213
-1094,5894,3174
-1451,5918,3146
-1682,6003,3125
-1730,6066,3113
-1673,6016,3081
-1618,5918,3046
-1597,5836,3007
-1591,5770,2979
-1550,5677,2943
-1451,5622,2912
-1307,5622,2885
-1200,5622,2879
-1195,5543,2876
-1311,5475,2879
-1485,5500,2865
-1646,5622,2845
-1745,5721,2809
-1786,5770,2778
-1789,5770,2752
-1786,5770,2745
-1783,5761,2732
-1786,5770,2711
-1785,5739,2672
-1786,5622,2644
-1784,5394,2624
-1786,5179,2611
-1784,5056,2579
-1786,5031,2544
-1784,4978,2514
-1786,4883,2510
-1784,4810,2510
-1786,4883,2510
-1784,5044,2493
-1786,5179,2477
-1784,5191,2465
-1786,5179,2477
-1784,5221,2494
-1786,5327,2510
-1784,5370,2509
-1786,5327,2510
-1784,5230,2517
-1786,5179,2544
-1784,5166,2573
-1786,5179,2611
-1784,5173,2643
-1786,5179,2678
-1784,5177,2707
-1786,5179,2745
-1784,5165,2779
-1786,5179,2812
-1784,5192,2828
-1786,5179,2845
-1784,5101,2861
-1786,5031,2879
-1784,5000,2881
-1786,5031,2879
-1784,5086,2874
-1786,5179,2879
-1784,5231,2869
-1786,5179,2845
-1784,5009,2805
-1786,4883,2778
-1784,4860,2761
-1786,4883,2745
-1784,4822,2702
-1786,4735,2644
-1784,4694,2584
-1786,4735,2544
-1784,4791,2510
-1786,4883,2477
-1784,5012,2428
-1786,5179,2377
-1784,5326,2321
-1786,5475,2276
-1784,5620,2236
-1786,5770,2209
-1784,5903,2177
-1786,6066,2142
-1784,6243,2099
-1786,6362,2075
-1784,6294,2068
-1786,6066,2075
-1784,5833,2074
-1786,5770,2075
-1784,5812,2073
-1786,5770,2075
-1784,5519,2069
-1786,5179,2075
-1784,4857,2089
-1786,4587,2109
-1784,4314,2110
-1786,4143,2109
-1784,4100,2114
-1786,4143,2142
-1784,4105,2166
-1786,3995,2176
-1784,3882,2169
-1786,3847,2176
-1783,3844,2192
-1786,3847,2209
-1786,3830,2207
-1786,3847,2209
-1781,3932,2221
-1786,4143,2243
-1789,4459,2247
-1786,4883,2243
-1775,5453,2236
-1786,6362,2243
-1797,7773,2244
-1786,9617,2243
-1762,11358,2236
-1786,12281,2243
-1823,11939,2256
-1786,10505,2276
-1660,8506,2282
-1591,6510,2276
-1660,4888,2256
-1786,3847,2243
-1826,3330,2236
-1786,3107,2243
-1761,2938,2245
-1786,2811,2243
-1803,2809,2224
-1786,2959,2209
-1766,3138,2201
-1786,3255,2209
-1805,3279,2213
-1786,3255,2209
-1756,3184,2189
-1786,3107,2176
-1824,3056,2170
-1786,3107,2176
-1721,3197,2175
-1786,3255,2176
-1892,3193,2173
-1730,3107,2176
-1196,3066,2173
-614,3107,2176
-273,3170,2175
-112,3255,2176
-2,3340,2171
-112,3403,2176
-600,3411,2179
-1256,3403,2176
-1680,3393,2155
-1786,3403,2142
-1770,3481,2140
-1786,3699,2142
-1803,3941,2125
-1786,3995,2109
-1769,3787,2101
-1786,3551,2109
-1802,3486,2109
-1786,3551,2109
-1764,3570,2105
-1786,3551,2109
-1815,3591,2107
-1786,3699,2109
-1703,3749,2107
-1674,3699,2109
-1730,3604,2104
-1786,3551,2109
-1793,3538,2121
-1786,3551,2142
-1689,3553,2148
-1311,3551,2142
-617,3545,2131
84,3551,2142
462,3517,2163
530,3403,2176
586,3189,2160
725,2959,2142
659,2774,2134
84,2663,2142
-808,2579,2143
-1507,2515,2142
-1765,2479,2139
-1786,2515,2142
-1722,2590,2140
-1451,2663,2142
-951,2677,2142
-614,2663,2142
-792,2645,2127
-1311,2663,2109
-1694,2707,2097
-1786,2811,2109
-1792,2985,2127
-1786,3255,2142
-1508,3564,2142
-837,3847,2142
-224,3996,2141
-279,3995,2142
-990,3899,2136
-1674,3847,2142
-1861,3884,2156
-1786,3995,2176
-1813,4124,2178
-1786,4291,2176
-1356,4464,2171
-698,4587,2176
-359,4602,2175
-558,4587,2176
-944,4620,2172
-1060,4735,2176
-747,4874,2175
-140,5031,2176
533,5187,2172
1088,5327,2176
1484,5375,2175
1758,5327,2176
1915,5187,2170
1897,5031,2176
1700,4910,2187
1423,4883,2209
1176,4892,2215
977,4883,2209
784,4842,2186
558,4883,2176
310,5021,2169
84,5179,2176
-35,5223,2180
0,5179,2209
96,5098,2249
84,5031,2310
-77,4946,2374
-223,4883,2477
-196,4854,2608
-28,4883,2778
160,4935,2959
307,5031,3180
382,5121,3430
335,5179,3715
178,5209,3997
28,5327,4285
-65,5543,4556
-167,5770,4820
-286,5888,5054
-251,5918,5289
59,5878,5520
502,5770,5757
814,5595,5965
893,5475,6159
827,5458,6328
698,5475,6494
515,5378,6624
279,5179,6728
42,4944,6795
-167,4735,6862
-361,4508,6915
-558,4291,6962
-736,4099,6980
-837,3995,6996
-815,3916,6996
-698,3847,6996
-568,3760,6973
-474,3699,6962
-351,3636,6945
-140,3551,6929
60,3447,6887
28,3403,6862
-335,3405,6841
-893,3403,6828
-1421,3400,6778
-1786,3551,6728
-1937,3913,6680
-1786,4439,6661
-1256,5128,6627
-502,6214,6594
60,7807,6541
56,9617,6494
-468,11000,6434
-1116,11393,6393
-1558,10522,6344
-1786,8582,6293
-1877,6189,6216
-1786,4143,6159
-1458,2851,6106
-1060,2219,6059
-834,1979,5974
-809,2071,5891
-791,2432,5813
-642,2811,5757
-433,2925,5677
-363,2811,5590
-561,2683,5493
-1005,2663,5423
-1486,2667,5352
-1786,2663,5289
-1843,2688,5204
-1786,2811,5121
-1765,2971,5028
-1786,3107,4954
-1801,3135,4879
-1786,3107,4820
-1780,3072,4749
-1786,3107,4686
-1792,3142,4613
-1786,3107,4552
-1786,3001,4490
-1786,2959,4452
-1787,3057,4413
-1786,3255,4385
-1800,3431,4344
-1786,3551,4318
-1664,3631,4294
-1311,3699,4285
-652,3720,4254
335,3699,4218
1557,3670,4171
2846,3699,4151
3974,3776,4133
4772,3847,4117
5189,3824,4078
5330,3699,4050
5339,3524,4028
5330,3403,4017
5326,3371,3985
5330,3403,3950
5330,3419,3909
5330,3403,3883
5327,3380,3847
5330,3403,3816
5328,3433,3777
5330,3403,3749
5329,3269,3712
5330,3107,3682
5330,2995,3644
5330,2959,3615
5325,2914,3578
5330,2811,3548
5332,2651,3510
5330,2515,3481
5311,2423,3445
5330,2367,3414
5367,2293,3375
5330,2219,3347
5008,2175,3322
4353,2219,3314
3569,2339,3299
3153,2515,3280
3460,2684,3244
4325,2811,3213
4931,2841,3187
4576,2811,3180
3422,2808,3166
2456,2959,3146
2370,3245,3108
2930,3551,3079
3389,3741,3056
3460,3847,3046
3380,3959,3028
3460,4143,3013
3698,4326,2992
3962,4439,2979
4122,4450,2959
4158,4439,2946
4106,4473,2926
4102,4587,2912
4196,4698,2891
4325,4735,2879
4330,4671,2861
4158,4587,2845
3881,4511,2820
3627,4439,2812
3441,4346,2810
3348,4291,2812
3427,4281,2795
3711,4291,2778
3951,4276,2759
3711,4291,2745
2848,4351,2721
1786,4439,2711
1133,4504,2708
1144,4587,2711
1616,4679,2694
2204,4735,2678
2631,4679,2658
2735,4587,2644
2466,4543,2619
1897,4587,2611
1107,4617,2618
167,4587,2644
-769,4497,2658
-1451,4439,2678
-1751,4421,2700
-1786,4439,2745
-1770,4439,2796
-1786,4439,2879
-1799,4431,2982
-1786,4439,3113
-1779,4471,3240
-1786,4587,3381
-1791,4782,3521
-1786,5031,3682
-1782,5266,3850
-1786,5475,4050
-1788,5608,4254
-1786,5622,4452
-1785,5487,4617
-1786,5327,4787
-1786,5296,4956
-1786,5475,5121
-1785,5703,5245
-1786,5770,5356
-1784,5557,5455
-1786,5179,5556
-1784,4774,5629
-1786,4439,5690
-1799,4120,5730
-1786,3847,5757
-1763,3637,5755
-1786,3551,5757
-1833,3497,5756
-1786,3403,5757
-1711,3239,5734
-1786,3107,5724
-1910,3066,5720
-1786,3107,5724
-1597,3129,5693
-1786,3107,5657
-2085,3064,5625
-1786,3107,5623
-1299,3327,5610
-1786,3847,5590
-2735,4740,5548
-1786,6066,5523
1770,7757,5500
5330,9617,5490
6275,11208,5458
5330,11985,5423
4839,11499,5377
5330,9765,5356
5625,7294,5336
5330,4883,5322
5137,3128,5286
5330,2219,5255
5450,1960,5217
5330,2071,5188
5251,2302,5147
5330,2515,5121
5373,2628,5089
5330,2663,5054
5303,2656,4987
5330,2663,4920
5339,2707,4859
5330,2811,4820
5324,2912,4760
5330,2959,4686
5324,2938,4593
5330,2959,4519
5324,3027,4449
5330,3107,4385
5324,3112,4299
5330,3107,4218
5326,3109,4139
5330,3107,4084
5321,3078,4019
5330,3107,3950
5329,3238,3870
5330,3403,3816
5316,3461,3776
5330,3403,3749
5336,3306,3699
5330,3255,3649
5305,3238,3600
5330,3255,3582
5353,3308,3565
5330,3403,3548
5274,3456,3510
5330,3403,3481
5429,3245,3456
5330,3107,3448
4860,3067,3429
4269,3107,3414
3927,3123,3392
4018,3107,3381
4377,3129,3361
4799,3255,3347
5120,3391,3326
5302,3403,3314
5340,3259,3294
5330,3107,3280
5317,3060,3259
5330,3107,3247
5325,3129,3228
5330,3107,3213
5335,3083,3192
5330,3107,3180
5232,3130,3162
5051,3107,3146
4850,2990,3123
4772,2811,3113
4840,2622,3099
4995,2515,3079
5084,2492,3040
5051,2515,3013
4895,2514,2993
4716,2515,2979
4612,2552,2944
4688,2663,2912
4902,2806,2887
5134,2959,2879
5224,3099,2860
5162,3255,2845
5009,3407,2827
4883,3551,2812
4820,3683,2778
4827,3847,2745
4821,4014,2717
4744,4143,2711
4573,4211,2709
4409,4291,2711
4328,4383,2697
4353,4439,2678
4406,4425,2651
4437,4439,2644
4415,4516,2644
4381,4587,2644
4353,4543,2625
4353,4439,2611
4318,4345,2605
4186,4291,2611
3912,4255,2599
3572,4291,2577
3253,4378,2551
3041,4439,2544
2919,4421,2541
2846,4439,2544
2753,4524,2530
2623,4587,2510
2458,4523,2484
2316,4439,2477
2226,4417,2475
2204,4439,2477
2208,4421,2459
2204,4439,2444
2152,4518,2432
2065,4587,2444
1956,4531,2447
1870,4439,2444
1803,4404,2427
1758,4439,2444
1710,4445,2483
1674,4439,2544
1640,4437,2597
1618,4439,2678
1604,4410,2791
1618,4439,2946
1648,4600,3105
1674,4883,3280
1666,5144,3467
1646,5327,3682
1641,5460,3896
1674,5622,4117
1711,5761,4330
1730,5770,4552
1730,5581,4759
1758,5327,4954
1830,5207,5112
1925,5327,5255
1982,5499,5374
1981,5475,5490
1939,5160,5579
1897,4735,5657
1858,4339,5708
1814,3995,5757
1753,3649,5791
1702,3403,5824
1666,3286,5840
1646,3255,5858
1625,3179,5859
1618,3107,5858
1628,3085,5838
1646,3107,5824
1644,3103,5803
1618,3107,5791
1576,3122,5768
1535,3107,5757
1492,3052,5739
1451,3107,5724
1405,3338,5686
1367,3699,5657
1358,4161,5628
1423,4883,5623
1590,5934,5608
1870,7250,5590
2221,8724,5550
2567,10209,5523
2782,11119,5496
2762,10653,5490
2475,8620,5472
2009,5918,5456
1513,3720,5420
1116,2515,5389
838,2027,5348
642,1923,5322
508,2069,5288
474,2367,5255
560,2603,5202
725,2663,5155
897,2585,5100
1032,2515,5054
1102,2536,4988
1088,2663,4920
997,2782,4844
893,2811,4787
834,2773,4721
837,2811,4653
856,2909,4563
865,2959,4485
834,2880,4411
753,2811,4351
602,2805,4281
419,2811,4218
274,2775,4147
223,2811,4084
223,2964,4009
195,3107,3950
134,3119,3893
140,3107,3849
277,3173,3794
502,3255,3749
706,3253,3706
865,3255,3682
1019,3334,3648
1200,3403,3615
1367,3347,3573
1479,3255,3548
1531,3234,3525
1563,3255,3515
1594,3240,3495
1618,3255,3481
1603,3339,3461
1535,3403,3448
1433,3344,3427
1339,3255,3414
1279,3237,3395
1256,3255,3381
1266,3202,3358
1311,3107,3347
1376,3026,3332
1423,2959,3314
1418,2868,3276
1367,2811,3247
1322,2813,3224
1339,2811,3213
1413,2699,3193
1479,2515,3180
1460,2339,3164
1339,2219,3146
1162,2124,3110
1005,2071,3079
908,2058,3056
865,2071,3046
819,2065,3026
725,2071,3013
593,2115,2995
474,2219,2979
404,2352,2944
363,2515,2912
312,2671,2887
251,2811,2879
213,2934,2862
223,3107,2845
267,3327,2823
307,3551,2812
306,3712,2794
251,3847,2778
147,3992,2757
28,4143,2745
-68,4201,2728
-112,4143,2711
-119,4031,2687
-140,3995,2678
-223,4054,2674
-363,4143,2678
-497,4167,2664
-558,4143,2644
-542,4118,2621
-502,4143,2611
-482,4202,2595
-474,4291,2577
-448,4375,2552
-391,4439,2544
-301,4449,2543
-167,4439,2544
13,4427,2525
195,4439,2510
292,4440,2502
251,4439,2510
107,4430,2511
-28,4439,2510
-51,4438,2494
56,4439,2477
197,4428,2451
251,4439,2444
162,4445,2440
-28,4439,2444
-251,4374,2434
-446,4291,2444
-543,4240,2466
-474,4291,2510
-256,4380,2550
0,4439,2611
196,4432,2693
335,4439,2812
456,4454,2937
558,4439,3079
620,4388,3222
670,4439,3381
746,4635,3537
837,4883,3715
884,5049,3905
865,5179,4117
814,5329,4320
781,5475,4519
776,5512,4700
781,5475,4887
787,5448,5060
809,5475,5222
855,5456,5346
921,5327,5456
1000,5065,5543
1088,4735,5623
1146,4357,5677
1116,3995,5724
980,3698,5756
809,3551,5791
679,3482,5808
614,3403,5824
583,3240,5824
586,3107,5824
642,3071,5805
753,3107,5791
880,3114,5768
977,3107,5757
1031,3104,5737
1060,3107,5724
1081,3121,5691
1088,3255,5657
1068,3515,5611
1032,3847,5590
1035,4282,5571
1144,5031,5556
1391,6123,5517
1730,7398,5490
2043,8732,5466
2204,10061,5456
2158,10866,5422
1925,10357,5389
1542,8384,5348
1032,5918,5322
449,4074,5284
-112,3107,5255
-572,2573,5219
-893,2219,5188
-1035,2106,5137
-949,2219,5088
-679,2335,5031
-391,2367,4987
-237,2400,4934
-223,2515,4887
-265,2625,4823
-307,2663,4753
-346,2642,4663
