III,V,PLETH,ABP
1130,2492,8750,7187
883,2611,8759,7165
745,2683,8750,7123
706,2727,8759,7082
696,2734,8750,7015
681,2727,8759,6972
662,2721,8750,6939
656,2727,8759,6944
651,2730,8750,6946
656,2727,8759,6972
663,2722,8750,6984
681,2727,8759,6999
692,2733,8750,6982
706,2727,8759,6972
709,2709,8750,6952
706,2698,8759,6944
697,2696,8751,6903
706,2698,8759,6861
722,2692,8750,6813
732,2698,8759,6806
720,2711,8751,6801
706,2727,8759,6806
703,2723,8750,6783
706,2727,8759,6778
692,2745,8753,6771
656,2785,8759,6778
619,2815,8748,6759
605,2843,8759,6750
601,2866,8757,6739
580,2901,8759,6750
531,2938,8725,6738
479,2988,8697,6723
446,3043,8656,6685
429,3104,8634,6667
400,3151,8597,6645
353,3191,8572,6640
298,3220,8517,6619
252,3249,8447,6612
219,3267,8339,6591
202,3278,8259,6584
195,3270,8189,6563
202,3249,8134,6557
218,3208,8039,6544
252,3162,7946,6557
298,3107,7846,6556
353,3046,7758,6557
410,2965,7634,6532
479,2872,7508,6529
562,2767,7371,6522
656,2669,7258,6529
745,2574,7127,6507
832,2495,7008,6501
912,2418,6875,6498
984,2350,6757,6529
1046,2283,6621,6556
1110,2234,6507,6612
1167,2189,6396,6676
1211,2147,6319,6778
1242,2095,6243,6877
1286,2060,6194,6999
1342,2038,6131,7120
1387,2031,6069,7276
1403,2015,5987,7425
1413,2002,5944,7580
1435,1986,5910,7703
1463,1973,5881,7829
1469,1952,5827,7930
1463,1944,5819,8023
1465,1943,5843,8069
1488,1944,5881,8106
1508,1927,5874,8117
1513,1915,5881,8133
1508,1911,5906,8119
1513,1915,5944,8106
1533,1901,5935,8073
1564,1886,5944,8050
1589,1878,5987,8005
1614,1886,6069,7967
1644,1888,6109,7916
1690,1886,6132,7884
1741,1872,6148,7839
1791,1857,6194,7801
1829,1829,6224,7740
1867,1799,6257,7691
1904,1765,6278,7634
1942,1741,6319,7608
1957,1719,6347,7575
1942,1712,6382,7552
1902,1717,6405,7511
1867,1741,6444,7497
1833,1760,6473,7486
1791,1770,6507,7497
1732,1765,6510,7489
1690,1770,6507,7497
1679,1783,6490,7494
1690,1799,6507,7497
1690,1801,6533,7465
1690,1799,6570,7442
1695,1799,6570,7414
1715,1799,6570,7414
1725,1787,6560,7396
1741,1770,6570,7387
1759,1762,6565,7361
1791,1770,6570,7359
1807,1786,6562,7348
1816,1799,6570,7359
1819,1800,6563,7354
1841,1799,6570,7359
1861,1810,6564,7339
1867,1857,6570,7331
1826,1925,6561,7310
1766,1973,6570,7304
1738,1918,6567,7281
1816,1712,6570,7276
2015,1335,6554,7265
2321,841,6570,7276
2707,293,6594,7264
3178,-232,6632,7248
3713,-704,6633,7208
4238,-1102,6632,7193
4628,-1433,6622,7183
4818,-1683,6632,7193
4843,-1852,6627,7177
4818,-1915,6632,7165
4807,-1853,6625,7140
4818,-1625,6632,7138
4832,-1224,6623,7120
4818,-667,6632,7110
4639,-25,6629,7076
4137,638,6632,7055
3312,1250,6616,7026
2422,1770,6632,7027
1745,2155,6658,7022
1362,2408,6695,7027
1151,2542,6691,7006
1009,2611,6695,6999
915,2645,6706,6988
883,2669,6757,6999
880,2684,6791,6995
883,2698,6820,6999
878,2704,6814,6981
883,2698,6820,6972
884,2680,6827,6946
883,2669,6882,6944
873,2669,6942,6937
883,2669,7008,6944
906,2655,7032,6925
933,2640,7070,6916
935,2634,7115,6903
933,2640,7195,6916
938,2640,7256,6916
959,2640,7320,6916
973,2637,7367,6893
984,2640,7446,6889
988,2635,7526,6881
984,2640,7633,6889
969,2648,7722,6872
959,2669,7821,6861
958,2681,7900,6837
959,2698,8009,6833
948,2717,8119,6816
933,2756,8259,6806
914,2798,8380,6773
883,2843,8509,6750
832,2881,8620,6721
782,2930,8759,6723
742,2984,8884,6719
706,3046,9010,6723
657,3094,9097,6700
605,3133,9197,6695
562,3161,9284,6687
530,3191,9385,6695
492,3211,9465,6678
454,3220,9573,6667
428,3200,9668,6645
429,3162,9760,6640
447,3105,9810,6617
479,3046,9886,6612
520,2976,9971,6601
580,2901,10073,6612
653,2812,10113,6606
732,2727,10136,6612
804,2639,10146,6602
883,2553,10198,6612
969,2461,10232,6613
1059,2379,10261,6640
1138,2301,10251,6658
1211,2234,10261,6695
1276,2167,10254,6728
1337,2118,10261,6806
1387,2082,10245,6901
1438,2060,10261,7027
1490,2029,10262,7138
1539,2002,10261,7276
1569,1979,10215,7418
1589,1973,10198,7580
1609,1961,10189,7709
1640,1944,10198,7829
1668,1920,10161,7923
1690,1915,10136,8023
1701,1916,10118,8086
1715,1915,10136,8133
1729,1896,10110,8144
1741,1886,10073,8161
1740,1884,10017,8158
1741,1886,10011,8161
1747,1869,10005,8140
1766,1857,10011,8133
1787,1853,9975,8115
1816,1857,9948,8106
1849,1843,9904,8065
1892,1828,9886,8023
1931,1820,9846,7967
1968,1828,9823,7940
2000,1821,9781,7899
2043,1799,9760,7857
2093,1764,9720,7787
2144,1741,9698,7746
2171,1723,9657,7710
2169,1712,9635,7691
2137,1701,9593,7641
2094,1712,9573,7608
2043,1738,9533,7579
1993,1770,9510,7580
1931,1785,9466,7561
1867,1799,9448,7552
1805,1812,9412,7537
1766,1828,9385,7552
1744,1830,9333,7559
1741,1828,9323,7580
1738,1826,9316,7579
1741,1828,9323,7580
1736,1827,9283,7556
1741,1828,9260,7552
1738,1829,9242,7544
1741,1828,9260,7552
1736,1824,9253,7534
1741,1828,9260,7525
1737,1843,9252,7503
1741,1857,9260,7497
1738,1855,9243,7467
1741,1857,9260,7442
1724,1891,9281,7402
1690,1973,9323,7387
1623,2054,9321,7364
1564,2060,9323,7359
1592,1904,9310,7338
1791,1567,9323,7331
2121,1068,9312,7309
2497,493,9323,7304
2928,-81,9318,7284
3506,-580,9323,7276
4159,-987,9285,7252
4641,-1306,9260,7248
4813,-1577,9239,7230
4818,-1799,9260,7221
4820,-1936,9261,7193
4818,-1915,9260,7193
4783,-1712,9221,7189
4818,-1335,9197,7193
4917,-825,9175,7161
4818,-203,9197,7138
4268,474,9204,7111
3380,1131,9197,7110
2491,1678,9148,7091
1816,2089,9135,7082
1352,2361,9131,7060
1059,2524,9135,7055
912,2599,9091,7032
858,2640,9072,7027
817,2671,9065,7017
782,2698,9072,7027
768,2703,9030,7013
782,2698,9010,6999
785,2696,9001,6971
782,2698,9010,6972
781,2688,8969,6968
807,2669,8947,6972
835,2650,8937,6949
858,2640,8947,6944
865,2637,8907,6936
883,2640,8885,6944
906,2641,8874,6926
933,2640,8885,6916
946,2625,8847,6895
959,2611,8822,6889
972,2601,8809,6865
984,2611,8822,6861
983,2623,8788,6854
984,2640,8759,6861
995,2649,8738,6841
1009,2669,8759,6833
1005,2693,8757,6823
984,2727,8759,6833
956,2753,8746,6820
933,2785,8759,6806
910,2821,8753,6778
883,2872,8759,6778
847,2917,8749,6773
807,2959,8759,6778
765,2995,8751,6758
732,3046,8759,6750
697,3095,8750,6730
656,3133,8759,6723
609,3146,8751,6698
580,3162,8759,6695
573,3181,8750,6688
580,3191,8759,6695
579,3161,8750,6677
580,3104,8759,6667
601,3039,8750,6645
656,2988,8759,6640
721,2926,8750,6616
782,2843,8759,6612
837,2737,8750,6602
908,2640,8759,6612
994,2558,8750,6603
1085,2495,8759,6612
1161,2424,8750,6622
1236,2350,8759,6667
1312,2270,8750,6710
1387,2205,8759,6778
1443,2151,8750,6842
1488,2118,8759,6944
1534,2086,8750,7060
1589,2060,8759,7221
1634,2026,8750,7374
1665,2002,8759,7525
1685,1982,8750,7641
1715,1973,8759,7774
1753,1958,8750,7898
1791,1944,8759,8023
1810,1925,8750,8098
1816,1915,8759,8161
1814,1908,8750,8200
1816,1915,8759,8244
1816,1917,8750,8256
1816,1915,8759,8272
1812,1897,8750,8269
1816,1886,8759,8272
1825,1880,8751,8242
1841,1886,8759,8216
1854,1885,8750,8180
1867,1886,8759,8161
1884,1883,8751,8118
1917,1886,8759,8078
1949,1884,8749,8023
1968,1886,8759,7995
1971,1877,8753,7961
1993,1857,8759,7940
2032,1822,8746,7892
2068,1799,8759,7857
2067,1790,8759,7814
2043,1799,8759,7801
2008,1807,8719,7780
1968,1828,8697,7774
1907,1854,8680,7750
1841,1886,8697,7746
1775,1902,8692,7735
1715,1915,8697,7746
1654,1926,8686,7741
1614,1944,8697,7746
1595,1949,8689,7727
1589,1944,8697,7718
1573,1937,8688,7695
1564,1944,8697,7691
1560,1960,8687,7672
1564,1973,8697,7663
1556,1974,8690,7629
1564,1973,8697,7608
1578,1974,8684,7572
1589,1973,8697,7552
1579,1970,8696,7516
1589,1973,8697,7497
1618,1983,8657,7463
1640,2002,8634,7442
1611,2040,8617,7403
1564,2118,8634,7387
1517,2194,8630,7365
1488,2176,8634,7359
1523,1965,8622,7326
1715,1567,8634,7304
2056,1045,8629,7275
2447,493,8634,7276
2864,-52,8622,7261
3405,-551,8634,7248
4038,-979,8630,7211
4540,-1306,8634,7193
4762,-1564,8617,7170
4818,-1770,8634,7165
4840,-1893,8657,7143
4818,-1828,8697,7138
4763,-1539,8696,7127
4818,-1073,8697,7138
4931,-525,8684,7125
4742,87,8697,7110
4004,744,8690,7072
2977,1393,8697,7055
2110,1924,8687,7032
1564,2292,8697,7027
1200,2509,8689,7005
933,2640,8697,6999
791,2713,8688,6980
757,2756,8697,6972
737,2775,8688,6947
706,2785,8697,6944
692,2786,8689,6929
706,2785,8697,6916
710,2783,8687,6877
706,2785,8697,6861
700,2788,8693,6853
706,2785,8697,6861
711,2771,8665,6833
732,2756,8634,6806
758,2750,8589,6775
782,2756,8572,6778
782,2759,8540,6774
782,2756,8509,6778
789,2740,8442,6760
807,2727,8384,6750
814,2717,8315,6726
807,2727,8259,6723
792,2740,8170,6715
782,2756,8071,6723
779,2763,7941,6707
782,2785,7821,6695
784,2812,7687,6669
782,2843,7571,6667
765,2864,7439,6660
732,2901,7320,6667
689,2954,7187,6651
656,3017,7070,6640
631,3062,6938,6614
605,3104,6820,6612
567,3145,6684,6606
530,3191,6570,6612
500,3222,6458,6594
479,3249,6382,6584
453,3266,6291,6561
429,3278,6194,6557
410,3269,6077,6537
404,3249,6006,6529
405,3213,5965,6506
429,3162,5944,6501
472,3089,5881,6482
530,3017,5819,6474
588,2946,5765,6449
656,2872,5756,6446
737,2774,5747,6437
832,2669,5756,6446
924,2570,5751,6437
1009,2495,5756,6446
1086,2422,5743,6449
1160,2350,5756,6474
1226,2271,5776,6487
1286,2205,5819,6529
1346,2150,5844,6579
1413,2118,5881,6667
1472,2087,5909,6761
1513,2060,5944,6889
1536,2025,5961,7017
1564,2002,6006,7165
1602,1983,6062,7296
1640,1973,6132,7442
1656,1955,6164,7569
1665,1944,6194,7691
1682,1929,6216,7773
1715,1915,6257,7857
1745,1893,6282,7924
1766,1886,6319,7995
1777,1886,6346,8027
1791,1886,6382,8050
1803,1868,6403,8048
1816,1857,6444,8050
1832,1854,6478,8023
1867,1857,6507,7995
1914,1842,6499,7947
1968,1828,6507,7912
2008,1822,6528,7862
2043,1828,6570,7829
2084,1818,6574,7782
2144,1799,6570,7746
2202,1769,6556,7693
2245,1741,6570,7663
2267,1706,6569,7629
2295,1683,6570,7608
2321,1673,6556,7560
2321,1683,6570,7525
2270,1693,6574,7484
2195,1712,6570,7469
2122,1736,6529,7444
2068,1770,6507,7442
2015,1791,6495,7434
1968,1799,6507,7442
1930,1793,6500,7423
1917,1799,6507,7414
1913,1814,6506,7399
1917,1828,6507,7414
1915,1829,6471,7413
1917,1828,6444,7414
1912,1829,6428,7390
1917,1828,6444,7387
1915,1823,6443,7379
1917,1828,6444,7387
1910,1845,6434,7367
1917,1857,6444,7359
1919,1854,6440,7346
1917,1857,6444,7359
1891,1886,6436,7348
1867,1944,6444,7331
1830,2000,6439,7289
1791,2031,6444,7276
1778,1975,6435,7267
1867,1770,6444,7276
2079,1373,6457,7258
2396,841,6507,7248
2797,267,6544,7226
3304,-261,6570,7221
3878,-721,6557,7197
4389,-1102,6570,7193
4702,-1418,6592,7184
4818,-1654,6632,7193
4827,-1810,6649,7177
4818,-1857,6695,7165
4810,-1770,6752,7140
4818,-1509,6820,7138
4839,-1075,6845,7121
4818,-493,6882,7110
4591,158,6932,7075
4036,812,7008,7055
3210,1398,7042,7029
2371,1886,7070,7027
1748,2240,7103,7017
1387,2466,7195,7027
1184,2581,7289,7023
1059,2640,7383,7027
986,2673,7437,7008
959,2698,7508,6999
942,2704,7584,6978
933,2698,7696,6972
928,2692,7790,6950
933,2698,7883,6944
929,2704,7940,6925
933,2698,8009,6916
942,2680,8078,6891
959,2669,8196,6889
958,2669,8318,6882
959,2669,8447,6889
963,2655,8533,6869
984,2640,8634,6861
998,2633,8740,6848
1009,2640,8885,6861
1009,2640,9010,6858
1009,2640,9135,6861
1008,2635,9225,6851
1009,2640,9323,6861
1009,2646,9403,6851
1009,2669,9510,6833
1001,2695,9602,6790
984,2727,9698,6778
957,2750,9755,6773
933,2785,9823,6778
910,2825,9878,6753
883,2872,9948,6750
845,2910,9979,6757
807,2959,10011,6778
770,3014,10026,6761
732,3075,10073,6750
682,3120,10104,6741
631,3162,10136,6750
579,3195,10128,6724
530,3220,10136,6695
481,3223,10128,6663
454,3220,10136,6667
448,3210,10121,6662
454,3191,10136,6667
458,3141,10136,6657
479,3075,10136,6667
528,3000,10091,6663
605,2930,10073,6667
683,2847,10062,6648
757,2756,10073,6640
835,2652,10040,6616
933,2553,10011,6612
1030,2456,9968,6599
1110,2379,9948,6612
1169,2314,9902,6631
1236,2263,9886,6695
1315,2204,9873,6766
1387,2147,9886,6861
1430,2091,9855,6943
1463,2060,9823,7055
1506,2041,9775,7175
1564,2031,9760,7331
1610,2004,9725,7471
1640,1973,9698,7608
1661,1945,9651,7714
1690,1944,9635,7829
1718,1947,9601,7926
1741,1944,9573,8023
1752,1924,9520,8081
1766,1915,9510,8133
1778,1914,9505,8160
1791,1915,9510,8189
1792,1898,9468,8188
1791,1886,9448,8189
1795,1882,9435,8169
1816,1886,9448,8161
1841,1873,9414,8131
1867,1857,9385,8106
1894,1848,9360,8059
1942,1857,9385,8023
1997,1860,9389,7972
2043,1857,9385,7940
2066,1842,9342,7893
2094,1828,9323,7857
2139,1803,9304,7804
2195,1770,9323,7774
2224,1730,9322,7738
2220,1712,9323,7718
2186,1716,9283,7681
2144,1741,9260,7663
2093,1758,9238,7639
2043,1770,9260,7635
1984,1778,9263,7612
1917,1799,9260,7608
1844,1817,9215,7597
1791,1828,9197,7608
1765,1824,9186,7593
1766,1828,9197,7580
1765,1840,9167,7552
1766,1857,9135,7552
1761,1861,9087,7547
1766,1857,9072,7552
1764,1853,9039,7532
1766,1857,9010,7525
1761,1860,8959,7505
1766,1857,8947,7497
1764,1853,8939,7463
1766,1857,8947,7442
1754,1867,8914,7416
1741,1886,8885,7414
1715,1916,8839,7395
1690,1973,8822,7387
1643,2037,8803,7363
1589,2060,8822,7359
1591,1948,8826,7339
1741,1654,8822,7331
2031,1188,8775,7308
2396,638,8759,7304
2824,78,8753,7285
3380,-435,8759,7276
4009,-886,8719,7243
4515,-1247,8697,7221
4757,-1531,8685,7191
4818,-1741,8697,7193
4828,-1878,8662,7188
4818,-1886,8634,7193
4788,-1729,8613,7173
4818,-1393,8634,7165
4897,-915,8632,7145
4818,-319,8634,7138
4355,345,8621,7113
3557,1015,8634,7110
2683,1594,8628,7103
1968,2031,8634,7110
1468,2316,8624,7092
1160,2495,8634,7082
991,2593,8626,7061
908,2640,8634,7055
859,2654,8624,7031
832,2669,8634,7027
823,2688,8626,7018
832,2698,8634,7027
834,2685,8624,7011
832,2669,8634,6999
825,2666,8627,6974
832,2669,8634,6972
843,2657,8623,6955
858,2640,8634,6944
864,2633,8630,6917
883,2640,8634,6916
906,2642,8617,6912
933,2640,8634,6916
946,2636,8657,6894
959,2640,8697,6889
972,2639,8696,6881
984,2640,8697,6889
984,2635,8684,6869
984,2640,8697,6861
986,2646,8690,6850
984,2669,8697,6861
963,2694,8686,6847
933,2727,8697,6833
905,2752,8689,6806
883,2785,8697,6806
857,2821,8687,6799
832,2872,8697,6806
808,2918,8688,6789
782,2959,8697,6778
738,2994,8688,6752
681,3046,8697,6750
622,3097,8688,6744
580,3133,8697,6750
551,3144,8688,6732
530,3162,8697,6723
509,3185,8688,6700
504,3191,8697,6695
513,3153,8688,6674
530,3104,8697,6667
546,3060,8688,6647
580,3017,8697,6640
637,2939,8688,6615
706,2843,8697,6612
768,2748,8688,6602
832,2669,8697,6612
911,2582,8687,6604
1009,2495,8697,6612
1103,2412,8689,6612
1186,2350,8697,6640
1252,2290,8686,6664
1312,2234,8697,6723
1363,2171,8690,6787
1413,2118,8697,6889
1461,2076,8684,6995
1513,2060,8697,7138
1557,2048,8696,7281
1589,2031,8697,7442
1610,1996,8657,7577
1640,1973,8634,7718
1678,1966,8616,7841
1715,1973,8634,7967
1734,1963,8631,8056
1741,1944,8634,8133
1740,1920,8620,8175
1741,1915,8634,8216
1737,1913,8631,8230
1741,1915,8634,8244
1743,1911,8616,8229
1741,1915,8634,8216
1732,1916,8658,8182
1741,1915,8697,8161
1765,1898,8695,8127
1791,1886,8697,8106
1800,1880,8685,8061
1816,1886,8697,8023
1849,1887,8689,7970
1892,1886,8697,7940
1920,1873,8688,7903
1942,1857,8697,7884
1966,1835,8686,7849
1993,1828,8697,7829
2001,1827,8694,7794
1993,1828,8697,7774
1964,1820,8659,7738
1917,1828,8634,7718
1851,1852,8613,7683
1791,1886,8634,7663
1740,1902,8637,7633
1690,1915,8634,7635
1631,1927,8593,7632
1589,1944,8572,7635
1570,1947,8554,7610
1564,1944,8572,7608
1546,1940,8569,7604
1539,1944,8572,7608
1545,1945,8557,7574
1564,1944,8572,7552
1563,1942,8572,7530
1564,1944,8572,7525
1570,1946,8531,7490
1589,1944,8509,7469
1589,1941,8492,7447
1589,1944,8509,7442
1586,1952,8504,7409
1589,1973,8509,7387
1570,2014,8498,7362
1539,2089,8509,7359
1493,2157,8502,7328
1463,2147,8509,7304
1504,1965,8499,7274
1690,1596,8509,7276
2004,1074,8501,7262
2371,493,8509,7248
2780,-78,8500,7210
3304,-580,8509,7193
3909,-1001,8501,7172
4414,-1335,8509,7165
4695,-1612,8500,7132
4818,-1828,8509,7110
4859,-1947,8500,7082
4818,-1886,8509,7082
4754,-1616,8501,7066
4818,-1160,8509,7055
4936,-597,8500,7027
4742,29,8509,7027
4004,676,8502,7024
2977,1306,8509,7027
2094,1840,8499,6996
1513,2234,8509,6972
1115,2474,8503,6944
832,2611,8509,6944
688,2683,8497,6929
656,2727,8509,6916
636,2747,8509,6881
605,2756,8509,6861
591,2756,8471,6835
605,2756,8447,6833
608,2754,8430,6824
605,2756,8447,6833
609,2759,8428,6827
631,2756,8384,6833
643,2742,8304,6825
656,2727,8259,6833
665,2721,8223,6829
681,2727,8196,6833
691,2729,8130,6815
706,2727,8071,6806
719,2721,8004,6784
732,2727,7946,6778
733,2729,7850,6758
732,2727,7758,6750
730,2716,7658,6729
732,2727,7571,6723
732,2753,7446,6701
732,2785,7320,6695
723,2796,7199,6684
706,2814,7133,6695
681,2847,7071,6684
656,2901,7008,6667
631,2946,6905,6626
605,2988,6820,6612
569,3027,6743,6605
530,3075,6695,6612
490,3117,6627,6584
454,3162,6570,6557
415,3205,6501,6526
378,3249,6444,6529
346,3272,6369,6526
328,3278,6319,6529
321,3265,6276,6509
328,3249,6257,6501
344,3215,6219,6480
378,3162,6194,6474
424,3087,6158,6451
479,3017,6132,6446
536,2948,6086,6435
605,2872,6069,6446
686,2771,6062,6441
782,2669,6069,6446
881,2575,6037,6434
984,2495,6006,6446
1078,2406,5984,6451
1160,2321,6006,6474
1225,2248,6032,6485
1286,2205,6069,6529
1349,2164,6074,6582
1413,2118,6069,6667
1465,2063,6048,6748
1513,2031,6069,6861
1562,2014,6102,6983
1614,2002,6132,7138
1657,1971,6121,7275
1690,1944,6132,7414
1713,1924,6158,7533
1741,1915,6194,7663
1768,1897,6188,7767
1791,1886,6194,7857
1802,1882,6216,7900
1816,1886,6257,7940
1837,1874,6256,7962
1867,1857,6257,7995
1891,1836,6272,7999
1917,1828,6319,7995
1940,1822,6330,7961
1968,1828,6319,7940
1997,1831,6297,7907
2043,1828,6319,7884
2096,1810,6350,7838
2144,1799,6382,7801
2178,1797,6378,7752
2220,1799,6382,7718
2271,1777,6377,7669
2321,1741,6382,7635
2349,1701,6369,7589
2371,1683,6382,7552
2383,1677,6405,7498
2371,1683,6444,7469
2316,1690,6448,7444
2245,1712,6444,7442
2178,1740,6431,7420
2119,1770,6444,7414
2051,1785,6443,7402
1993,1799,6444,7414
1955,1811,6432,7408
1942,1828,6444,7414
1927,1832,6445,7405
1917,1828,6444,7414
1910,1822,6425,7408
1917,1828,6444,7414
1915,1843,6475,7398
1917,1857,6507,7387
1913,1861,6498,7359
1917,1857,6507,7359
1912,1853,6530,7355
1917,1857,6570,7359
1917,1867,6568,7327
1917,1886,6570,7304
1895,1918,6582,7277
1867,1973,6632,7276
1824,2032,6663,7258
1791,2060,6695,7248
1795,1988,6714,7225
1892,1770,6757,7221
2093,1382,6784,7201
2396,870,6820,7193
2803,303,6841,7170
3330,-232,6882,7165
3912,-696,6909,7146
4414,-1073,6945,7138
4713,-1385,6966,7113
4818,-1625,7008,7110
4824,-1784,7035,7102
4818,-1828,7070,7110
4814,-1736,7085,7094
4818,-1480,7133,7082
4834,-1070,7187,7056
4818,-522,7258,7055
4608,112,7288,7048
4061,783,7320,7055
3224,1406,7356,7037
2371,1915,7446,7027
1752,2259,7537,7002
1413,2466,7633,6999
1228,2575,7689,6982
1110,2640,7758,6972
1036,2675,7832,6944
1009,2698,7946,6944
993,2712,8044,6940
984,2727,8134,6944
977,2733,8185,6921
984,2727,8259,6916
982,2710,8337,6910
984,2698,8447,6916
982,2696,8535,6895
984,2698,8634,6889
977,2688,8718,6880
984,2669,8822,6889
995,2648,8908,6870
1009,2640,9010,6861
1006,2638,9094,6850
1009,2640,9197,6861
1019,2636,9284,6847
1034,2640,9385,6833
1036,2648,9453,6806
1034,2669,9510,6806
1034,2683,9529,6799
1034,2698,9573,6806
1024,2706,9623,6789
1009,2727,9698,6778
995,2750,9734,6753
984,2785,9760,6750
963,2821,9754,6743
933,2872,9760,6750
897,2928,9749,6734
858,2988,9760,6723
809,3033,9754,6697
757,3075,9760,6695
702,3114,9745,6687
656,3162,9760,6695
614,3198,9762,6688
580,3220,9760,6695
549,3221,9715,6689
530,3220,9698,6695
521,3211,9688,6678
530,3191,9698,6667
548,3141,9663,6635
580,3075,9635,6612
622,2999,9596,6573
681,2930,9573,6557
750,2849,9522,6533
832,2756,9510,6529
918,2648,9505,6515
1009,2553,9510,6529
1098,2472,9466,6544
1186,2408,9448,6584
1264,2336,9440,6613
1337,2263,9448,6667
1401,2193,9406,6723
1463,2147,9385,6806
1516,2113,9376,6884
1564,2089,9385,6999
1602,2057,9344,7124
1640,2031,9323,7276
1676,2009,9313,7409
1715,2002,9323,7552
1752,1989,9282,7685
1791,1973,9260,7829
1814,1950,9250,7936
1816,1944,9260,8023
1806,1944,9220,8066
1816,1944,9197,8106
1844,1926,9186,8118
1867,1915,9197,8133
1865,1911,9159,8126
1867,1915,9135,8133
1887,1902,9121,8129
1917,1886,9135,8133
1929,1876,9101,8106
1942,1886,9072,8078
1971,1890,9052,8029
2018,1886,9072,7995
2057,1868,9051,7947
2094,1857,9010,7912
2129,1844,8950,7861
2169,1828,8947,7829
2204,1797,8948,7789
2245,1770,8947,7774
2281,1748,8901,7743
2295,1741,8885,7718
2267,1736,8878,7668
2220,1741,8885,7635
2168,1750,8844,7596
2119,1770,8822,7580
2057,1784,8810,7554
1993,1799,8822,7552
1934,1809,8789,7545
1892,1828,8759,7552
1858,1844,8719,7534
1841,1857,8697,7525
1835,1858,8649,7509
1841,1857,8634,7525
1839,1855,8628,7526
1841,1857,8634,7525
1838,1857,8593,7490
1841,1857,8572,7469
1837,1857,8561,7445
1841,1857,8572,7442
1839,1856,8535,7421
1841,1857,8509,7414
1829,1863,8491,7393
1816,1886,8509,7387
1791,1931,8502,7363
1766,2002,8509,7359
1717,2063,8506,7342
1665,2060,8509,7331
1683,1914,8470,7293
1867,1596,8447,7276
2191,1114,8430,7256
2573,551,8447,7248
3008,-18,8439,7211
3582,-522,8447,7193
4225,-943,8443,7180
4692,-1276,8447,7193
4840,-1553,8408,7178
4818,-1770,8384,7165
4808,-1903,8366,7140
4818,-1886,8384,7138
4796,-1694,8380,7119
4818,-1335,8384,7110
4896,-844,8372,7086
4818,-232,8384,7082
4343,444,8377,7064
3531,1102,8384,7055
2665,1647,8374,7028
1968,2060,8384,7027
1480,2344,8376,7021
1186,2524,8384,7027
1041,2607,8375,7006
984,2640,8384,6999
941,2655,8375,6989
908,2669,8384,6999
888,2671,8376,6984
883,2669,8384,6972
872,2669,8374,6945
883,2669,8384,6944
908,2657,8377,6938
933,2640,8384,6944
931,2632,8372,6927
933,2640,8384,6916
951,2646,8382,6891
984,2640,8384,6889
998,2621,8347,6881
1009,2611,8321,6889
1020,2608,8300,6873
