I,II,PLETH,RESP
6299,8451,4246,700
6240,8404,4456,691
6210,8389,4663,680
6240,8404,4884,674
6253,8371,5093,672
6240,8329,5312,674
6205,8273,5518,668
6240,8255,5739,656
6314,8238,5953,642
6378,8255,6167,638
6374,8256,6341,640
6378,8255,6488,638
6389,8210,6604,627
6378,8180,6738,621
6292,8159,6876,620
6240,8180,7023,621
6273,8180,7135,611
6378,8180,7237,603
6434,8163,7320,601
6448,8180,7415,603
6437,8182,7489,596
6448,8180,7557,585
6439,8172,7595,580
6448,8255,7629,585
6469,8398,7642,588
6517,8552,7664,585
6525,8612,7666,575
6517,8627,7664,567
6499,8618,7638,564
6517,8627,7629,567
6521,8591,7612,570
6517,8552,7593,567
6509,8521,7538,556
6586,8552,7486,550
6720,8588,7427,549
6864,8627,7379,550
6939,8626,7305,542
7002,8627,7237,532
7068,8594,7159,527
7141,8552,7094,532
7152,8471,7003,535
7141,8404,6916,532
7125,8322,6818,522
7141,8255,6738,514
7140,8186,6645,511
7141,8180,6559,514
7130,8189,6453,516
7141,8180,6345,514
7152,8096,6214,505
7210,8032,6096,496
7300,8010,5978,493
7418,8032,5882,496
7482,8003,5772,499
7488,7957,5668,496
7423,7902,5553,487
7349,7883,5454,479
7252,7864,5345,475
7141,7883,5240,479
6972,7894,5123,481
6794,7883,5026,479
6642,7802,4931,469
6586,7734,4848,461
6579,7684,4751,458
6586,7660,4670,461
6548,7605,4592,462
6517,7585,4527,461
6501,7605,4438,459
6517,7660,4349,461
6514,7667,4260,462
6517,7660,4206,461
6505,7645,4154,459
6517,7660,4100,461
6505,7651,4020,463
6517,7660,3957,461
6507,7656,3909,452
6517,7660,3886,443
6500,7614,3850,440
6517,7585,3814,443
6544,7563,3770,444
6586,7585,3743,443
6574,7629,3717,442
6517,7734,3707,443
6368,7778,3689,443
6101,7660,3672,443
5653,7342,3644,442
5130,6991,3636,443
4740,6629,3634,443
4853,6247,3636,443
5750,5956,3616,443
7488,6173,3600,443
9665,7068,3590,443
11786,8404,3600,443
13561,9699,3600,442
14975,10783,3600,443
15748,11614,3593,443
15391,12122,3600,443
13737,12105,3600,442
11439,11601,3600,443
9382,10789,3592,444
8042,9965,3600,443
7313,9317,3604,435
7002,8998,3600,426
6907,8907,3576,421
6864,8850,3565,426
6729,8645,3562,430
6586,8404,3565,426
6501,8257,3544,414
6448,8255,3529,408
6316,8247,3523,409
6170,8180,3529,408
6088,8072,3514,398
6101,8032,3494,390
6102,8029,3469,390
6101,8032,3458,390
6081,7978,3439,381
6101,7957,3422,372
6114,7972,3400,371
6170,8032,3387,372
6213,8042,3366,366
6240,8032,3351,355
6202,7968,3330,345
6170,7883,3315,337
6153,7767,3294,326
6170,7734,3280,319
6181,7785,3260,318
6240,7883,3244,319
6333,7902,3221,312
6448,7883,3208,301
6500,7855,3191,292
6517,7883,3173,284
6505,7911,3135,274
6517,7957,3101,266
6531,7966,3074,264
6586,7957,3066,266
6649,7920,3050,261
6725,7957,3030,248
6776,8052,3003,235
6864,8180,2994,230
6983,8251,2992,231
7141,8329,2994,230
7259,8423,2977,222
7349,8552,2959,213
7405,8631,2936,209
7488,8701,2923,213
7576,8776,2903,216
7696,8924,2888,213
7816,9092,2867,204
7973,9296,2852,195
8136,9501,2829,191
8320,9742,2816,195
8470,9949,2799,198
8597,10114,2781,195
8672,10214,2753,185
8736,10337,2745,177
8770,10458,2746,176
8805,10560,2745,177
8807,10592,2722,176
8805,10635,2709,177
8789,10679,2707,184
8805,10709,2709,195
8812,10664,2689,199
8805,10635,2674,195
8740,10615,2669,190
8666,10560,2674,195
8568,10363,2656,206
8458,10114,2638,213
8291,9890,2629,211
8112,9742,2638,213
7924,9568,2637,222
7765,9370,2638,230
7587,9155,2637,231
7418,8998,2638,230
7254,8847,2620,238
7141,8701,2602,248
7016,8530,2592,251
6864,8404,2602,248
6665,8286,2607,252
6517,8180,2602,266
6423,8044,2581,279
6378,7957,2567,284
6304,7905,2558,282
6240,7883,2567,284
6187,7807,2570,291
6170,7734,2567,301
6131,7670,2546,310
6101,7660,2531,319
6077,7643,2523,329
6101,7660,2531,337
6129,7684,2534,338
6170,7734,2531,337
6178,7740,2511,341
6170,7734,2495,355
6126,7714,2486,367
6101,7734,2495,372
6086,7738,2501,370
6101,7734,2495,372
6097,7706,2472,381
6101,7734,2460,390
6112,7796,2457,391
6170,7883,2460,390
6219,7922,2443,394
6240,7957,2424,408
6218,7985,2413,420
6240,8032,2424,426
6300,8037,2429,424
6378,8032,2424,426
6412,8015,2402,433
6448,8032,2388,443
6484,8033,2382,446
6517,8032,2388,443
6487,8009,2388,440
6448,8032,2388,443
6426,8086,2385,452
6448,8180,2388,461
6451,8215,2387,463
6448,8180,2388,461
6435,8081,2384,458
6448,8032,2388,461
6446,8023,2388,469
6448,8032,2388,479
6438,7987,2383,481
6448,7957,2388,479
6427,7944,2390,475
6378,7957,2388,479
6291,7940,2378,487
6240,7957,2388,496
6224,7991,2407,499
6240,8032,2424,496
6214,8017,2417,493
6170,8032,2424,496
6116,8090,2451,504
6101,8180,2495,514
6093,8197,2525,522
6101,8180,2567,532
6095,8158,2626,540
6101,8180,2709,550
6094,8181,2779,557
6101,8180,2852,567
6095,8163,2928,577
6101,8180,3030,585
6094,8201,3140,591
6101,8255,3280,603
6096,8292,3432,620
6101,8329,3600,638
6093,8325,3756,647
6101,8329,3921,656
6098,8318,4090,670
6101,8329,4278,691
6090,8339,4455,711
6101,8404,4634,727
6104,8477,4796,736
6101,8552,4955,745
6060,8557,5094,751
6032,8552,5240,762
6017,8556,5382,777
6032,8627,5525,798
6028,8679,5640,816
6032,8701,5739,833
6025,8674,5812,849
6032,8701,5882,869
6023,8763,5934,888
6032,8850,5989,904
6030,8900,6027,913
6032,8998,6060,922
6016,9135,6074,935
6032,9296,6096,957
6046,9378,6113,977
6032,9445,6132,993
5933,9524,6120,1001
5824,9668,6096,1011
5752,9789,6054,1024
5754,9891,6025,1046
5758,9931,5986,1066
5754,9965,5953,1081
5751,9999,5901,1089
5824,10114,5846,1099
5950,10240,5773,1113
6101,10337,5704,1135
6193,10354,5626,1153
6240,10411,5561,1170
6241,10497,5488,1184
6240,10560,5419,1206
6208,10494,5328,1226
6170,10411,5240,1241
6120,10375,5143,1247
6101,10411,5062,1259
6091,10412,4983,1276
6101,10411,4919,1294
6095,10402,4837,1302
6101,10411,4741,1312
6116,10368,4623,1327
6170,10337,4527,1347
6216,10314,4437,1358
6240,10337,4349,1365
6210,10349,4235,1372
6170,10411,4135,1383
6109,10484,4043,1389
6032,10560,3957,1401
5898,10560,3844,1416
5754,10560,3743,1436
5621,10554,3661,1447
5546,10560,3600,1454
5496,10490,3514,1458
5477,10411,3422,1472
5463,10358,3336,1483
5477,10411,3280,1489
5483,10486,3223,1487
5477,10560,3173,1489
5437,10586,3113,1496
5408,10635,3066,1507
5390,10672,3019,1514
5408,10709,2994,1525
5406,10694,2974,1535
5408,10709,2959,1542
5391,10733,2922,1540
5408,10783,2888,1542
5407,10774,2857,1550
5408,10783,2852,1560
5388,10820,2849,1560
5408,10932,2852,1560
5429,11000,2846,1565
5408,11006,2852,1578
5256,10906,2852,1581
4992,10783,2852,1578
4643,10598,2842,1572
4298,10337,2852,1578
4031,9912,2869,1586
4021,9445,2888,1596
4434,9118,2884,1596
5408,9222,2888,1596
6879,9791,2901,1593
8666,10709,2923,1596
10450,11655,2925,1595
11925,12494,2923,1596
12761,13175,2919,1593
12757,13758,2923,1596
11844,14042,2918,1596
10261,13832,2923,1596
8430,13066,2937,1586
6864,12122,2959,1578
5842,11387,2961,1572
5408,11081,2959,1578
5354,11032,2953,1581
5477,11081,2959,1578
5584,11085,2957,1565
5616,11081,2959,1560
5554,11020,2955,1560
5477,10932,2959,1560
5419,10796,2956,1550
5408,10709,2959,1542
5401,10673,2957,1540
5408,10709,2959,1542
5401,10719,2954,1535
5408,10709,2959,1525
5396,10653,2960,1513
5408,10635,2959,1507
5402,10619,2939,1498
5408,10635,2923,1489
5391,10602,2913,1478
5408,10560,2923,1472
5435,10472,2927,1462
5477,10411,2923,1454
5480,10351,2902,1443
5477,10337,2888,1436
5485,10322,2879,1426
5546,10337,2888,1418
5597,10310,2890,1408
5616,10263,2888,1401
5592,10166,2867,1391
5616,10114,2852,1383
5679,10088,2843,1372
5754,10114,2852,1365
5779,10108,2855,1357
5824,10114,2852,1347
5909,10099,2832,1329
6032,10114,2816,1312
6090,10104,2807,1298
6101,10114,2816,1294
6101,10099,2820,1288
6170,10114,2816,1277
6269,10142,2794,1256
6378,10263,2781,1241
6447,10410,2775,1230
6517,10560,2781,1223
6596,10629,2778,1213
6725,10709,2781,1206
6861,10819,2781,1197
7002,11006,2781,1188
7107,11184,2762,1169
7210,11378,2745,1152
7303,11553,2735,1139
7418,11750,2745,1135
7524,11904,2749,1127
7626,12048,2745,1117
7679,12153,2724,1105
7696,12271,2709,1099
7659,12351,2700,1091
7626,12419,2709,1081
7604,12427,2713,1068
7626,12419,2709,1064
7638,12377,2688,1064
7626,12345,2674,1064
7557,12256,2667,1053
7488,12122,2674,1046
7431,11942,2673,1044
7418,11824,2674,1046
7394,11727,2669,1037
7349,11601,2674,1028
7251,11353,2672,1024
7141,11081,2674,1028
7003,10829,2669,1029
6864,10635,2674,1028
6708,10388,2673,1026
6586,10114,2674,1028
6475,9840,2668,1028
6378,9668,2674,1028
6259,9521,2676,1027
6170,9370,2674,1028
6111,9183,2652,1027
6101,9073,2638,1028
6091,9001,2632,1027
6101,8924,2638,1028
6100,8758,2636,1027
6101,8627,2638,1028
6063,8561,2638,1027
6032,8552,2638,1028
6010,8478,2620,1027
6032,8404,2602,1028
6038,8365,2592,1027
6032,8404,2602,1028
6008,8410,2607,1027
6032,8404,2602,1028
6071,8381,2580,1027
6101,8404,2567,1028
6068,8405,2560,1028
6032,8404,2567,1028
6013,8378,2566,1027
6032,8404,2567,1028
6030,8458,2562,1028
6032,8552,2567,1028
6043,8604,2566,1026
6101,8627,2567,1028
6146,8608,2561,1030
6170,8627,2567,1028
6157,8656,2569,1017
6170,8701,2567,1011
6198,8702,2546,1009
6240,8701,2531,1011
6243,8687,2524,1002
6240,8701,2531,993
6229,8695,2531,988
6240,8701,2531,993
6236,8692,2527,995
6240,8701,2531,993
6233,8672,2529,984
6240,8627,2531,975
6232,8561,2528,965
6240,8552,2531,957
6236,8557,2528,948
6240,8552,2531,940
6228,8475,2528,930
6240,8404,2531,922
6245,8368,2527,912
6240,8404,2531,904
6195,8417,2528,895
6170,8404,2531,886
6162,8349,2526,876
6170,8329,2531,869
6137,8318,2539,860
6101,8329,2567,851
6079,8316,2596,840
6101,8329,2638,833
6109,8351,2672,826
6101,8404,2709,816
6058,8416,2737,797
6032,8404,2781,780
6016,8352,2835,768
6032,8329,2923,762
6033,8315,3022,753
6032,8329,3137,745
6015,8323,3250,735
6032,8329,3387,727
6060,8320,3527,716
6101,8329,3672,709
6105,8320,3795,702
6101,8329,3921,691
6087,8322,4043,673
6101,8329,4171,656
6103,8317,4287,644
6101,8329,4420,638
6082,8328,4559,629
6101,8329,4706,621
6133,8286,4829,611
6170,8255,4955,603
6169,8229,5078,592
6170,8255,5205,585
6165,8283,5300,584
6170,8329,5383,585
6156,8335,5450,578
6170,8329,5525,567
6199,8302,5582,556
6240,8329,5632,550
6240,8368,5665,542
6240,8404,5704,532
6233,8387,5726,520
6240,8404,5739,514
6225,8457,5732,513
6240,8552,5739,514
6287,8615,5743,508
6378,8701,5739,496
6434,8802,5702,484
6448,8924,5668,479
6408,8979,5641,478
6378,8998,5632,479
6358,8987,5601,472
6378,8998,5561,461
6401,8991,5504,449
6448,8998,5454,443
6496,8990,5393,443
6586,8998,5347,443
6704,8988,5294,437
6864,8998,5240,426
6993,8978,5162,413
7072,8924,5098,408
7076,8802,5039,407
7072,8701,4991,408
7047,8633,4919,402
7002,8627,4848,390
6915,8616,4772,377
6864,8627,4706,372
6851,8624,4616,373
6864,8627,4527,372
6845,8584,4440,364
6864,8552,4385,355
6942,8529,4331,346
7072,8552,4278,337
7141,8555,4203,326
7141,8552,4135,319
7075,8531,4061,319
7002,8552,3993,319
6904,8563,3912,312
6794,8552,3850,301
6633,8473,3793,291
6448,8404,3743,284
6262,8348,3671,274
6170,8329,3600,266
6153,8284,3534,258
6170,8255,3494,248
6158,8235,3453,237
6170,8255,3422,230
6205,8254,3383,231
6240,8255,3351,230
6208,8241,3309,223
6170,8255,3280,213
6148,8252,3254,204
6170,8255,3244,195
6164,8237,3226,183
6170,8255,3208,177
6162,8257,3182,178
6170,8255,3173,177
6130,8204,3167,168
6101,8180,3173,160
6084,8166,3170,159
6101,8180,3173,160
6086,8171,3169,152
6032,8180,3173,142
5845,8149,3168,139
5477,8032,3173,142
4967,7721,3171,142
4576,7288,3173,142
4506,6847,3165,143
4922,6619,3173,142
5940,6728,3187,133
7626,7288,3208,124
9628,8216,3210,122
11439,9370,3208,124
12863,10478,3202,123
14074,11378,3208,124
14788,11914,3207,132
14282,12048,3208,142
12352,11710,3203,145
9984,11006,3208,142
8275,10137,3208,139
7418,9445,3208,142
6917,9073,3201,144
6586,8998,3208,142
6486,9003,3212,139
6517,8998,3208,142
6416,8928,3184,151
6240,8850,3173,160
6140,8753,3171,162
6101,8701,3173,160
5967,8679,3151,158
5824,8701,3137,160
5782,8701,3133,160
5824,8701,3137,160
5794,8685,3118,158
5754,8701,3101,160
5758,8697,3094,161
5824,8701,3101,160
5830,8681,3089,158
5824,8701,3066,160
5811,8705,3039,162
5824,8701,3030,160
5809,8648,3014,150
5824,8627,2994,142
5856,8619,2967,140
5893,8627,2959,142
5880,8582,2957,142
5893,8552,2959,142
5948,8535,2941,143
6032,8552,2923,142
6047,8540,2902,134
6032,8552,2888,124
6031,8575,2864,120
6101,8627,2852,124
6156,8629,2846,129
6170,8627,2852,124
6162,8608,2839,113
6240,8627,2816,106
6359,8641,2787,107
6448,8701,2781,106
6456,8764,2781,98
6517,8850,2781,89
6653,8905,2762,87
6794,8998,2745,89
6830,9119,2726,89
6864,9296,2709,89
6968,9447,2684,91
7141,9593,2674,89
7278,9719,2672,79
7418,9891,2674,71
7565,10067,2654,70
7696,10263,2638,71
7733,10434,2631,64
7765,10635,2638,53
7845,10825,2636,49
7973,11006,2638,53
8034,11123,2639,57
8042,11230,2638,53
8028,11309,2618,44
8042,11378,2602,35
8040,11386,2595,32
8042,11378,2602,35
8035,11323,2600,39
8042,11230,2602,35
8015,11070,2602,26
7973,10932,2602,18
7899,10796,2584,16
7834,10635,2567,18
7760,10376,2558,18
7696,10114,2567,18
7580,9873,2568,19
7418,9668,2567,18
7216,9429,2560,10
7072,9222,2567,0
6965,9031,2570,-3
6864,8850,2567,0
6709,8609,2546,2
6586,8404,2531,0
6521,8259,2524,-2
6517,8180,2531,0
6483,8045,2531,3
6448,7883,2531,0
6423,7727,2526,-10
6448,7660,2531,-18
6453,7597,2531,-19
6448,7511,2531,-18
6428,7371,2525,-17
6448,7288,2531,-18
6457,7261,2534,-17
6448,7288,2531,-18
6395,7284,2510,-25
6378,7288,2495,-35
6397,7282,2488,-40
6448,7288,2495,-35
6455,7267,2495,-31
6448,7288,2495,-35
6432,7326,2492,-46
6448,7362,2495,-53
6448,7326,2493,-53
6448,7288,2495,-53
6432,7267,2494,-61
6448,7288,2495,-71
6471,7301,2491,-73
6517,7362,2495,-71
6549,7445,2497,-75
6586,7511,2495,-89
6592,7462,2475,-102
6586,7362,2460,-106
6563,7279,2452,-104
6586,7288,2460,-106
6642,7323,2460,-116
6725,7362,2460,-124
6770,7361,2455,-124
6794,7362,2460,-124
6789,7351,2459,-132
6794,7362,2460,-142
6786,7359,2455,-144
6794,7362,2460,-142
6793,7350,2460,-145
6794,7362,2460,-160
6759,7362,2442,-174
6725,7362,2424,-177
6700,7340,2410,-174
6725,7362,2424,-177
6740,7421,2443,-188
6725,7511,2460,-195
6648,7540,2455,-194
6586,7511,2460,-195
6560,7424,2471,-204
6586,7362,2495,-213
6595,7334,2508,-212
6586,7362,2531,-213
6543,7374,2559,-222
6517,7362,2602,-230
6499,7309,2644,-230
6517,7288,2709,-230
6523,7282,2790,-239
6517,7288,2888,-248
6472,7268,2971,-248
6448,7288,3066,-248
6436,7326,3175,-257
6448,7362,3315,-266
6437,7328,3455,-266
6448,7288,3600,-266
6471,7266,3737,-274
6517,7288,3886,-284
6526,7286,4035,-284
6517,7288,4206,-284
6476,7282,4371,-291
6448,7288,4527,-301
6424,7250,4652,-303
6448,7214,4777,-301
6482,7185,4898,-307
6517,7214,5026,-319
6510,7246,5133,-324
6517,7288,5240,-319
6538,7291,5342,-313
6586,7288,5454,-319
6597,7270,5546,-330
6586,7288,5632,-337
6544,7291,5701,-335
6517,7288,5775,-337
6494,7278,5831,-346
6517,7362,5882,-355
6548,7510,5914,-355
6586,7660,5953,-355
6585,7708,5976,-361
6586,7734,5989,-372
6579,7802,5981,-375
6586,7957,5989,-372
6576,8094,5994,-369
6586,8180,5989,-372
6587,8187,5948,-379
6586,8180,5918,-390
6561,8162,5896,-401
6586,8180,5882,-408
6665,8206,5830,-406
6794,8255,5775,-408
6900,8286,5727,-416
7002,8329,5704,-426
7080,8339,5657,-427
7141,8329,5597,-426
7145,8279,5519,-430
7141,8255,5454,-443
7132,8225,5379,-456
7141,8180,5312,-461
7132,8086,5234,-459
7141,8032,5169,-461
7142,8018,5095,-468
7141,8032,5026,-479
7115,7993,4938,-482
7141,7957,4848,-479
7225,7937,4748,-474
7349,7957,4670,-479
7411,7952,4596,-488
7418,7957,4527,-496
7380,7953,4436,-497
7349,7957,4349,-496
7271,7935,4266,-497
7141,7957,4206,-496
6953,7999,4136,-494
6794,8032,4064,-496
6669,7971,3981,-505
6586,7883,3921,-514
6499,7788,3866,-515
6448,7734,3814,-514
6427,7694,3739,-514
6448,7734,3672,-514
6450,7813,3610,-506
6448,7883,3565,-496
6435,7877,3509,-492
6448,7883,3458,-496
6443,7912,3400,-499
6448,7957,3351,-496
6431,7965,3301,-493
6448,8032,3280,-496
6442,8126,3264,-500
6448,8180,3244,-496
6427,8096,3199,-486
6448,8032,3173,-479
6478,8062,3167,-478
6517,8180,3173,-479
6500,8235,3153,-471
6448,8255,3137,-461
6308,8242,3131,-457
6032,8180,3137,-461
5550,7928,3120,-463
4992,7511,3101,-461
4578,7027,3091,-454
4645,6693,3101,-443
5428,6633,3102,-431
7002,6991,3101,-426
9069,7756,3096,-426
11231,8850,3101,-426
13195,10011,3098,-418
14837,11081,3101,-408
15763,11975,3100,-398
15461,12717,3101,-390
13798,13110,3095,-379
11439,12940,3101,-372
9226,12175,3105,-371
7626,11230,3101,-372
6640,10496,3077,-366
6240,10114,3066,-355
6290,9877,3065,-343
6517,9668,3066,-337
6578,9431,3044,-330
6448,9222,3030,-319
6267,9009,3027,-307
6170,8850,3030,-301
6117,8741,3011,-301
6101,8701,2994,-301
6094,8656,2988,-295
6101,8627,2994,-284
6063,8603,2981,-273
6032,8627,2959,-266
6006,8631,2934,-259
6032,8627,2923,-248
6030,8575,2905,-236
6032,8552,2888,-230
6010,8534,2865,-231
6032,8552,2852,-230
6062,8544,2832,-223
6101,8552,2816,-213
6099,8543,2795,-204
6101,8552,2781,-195
6113,8538,2759,-184
6170,8552,2745,-177
6212,8551,2725,-176
6240,8552,2709,-177
6228,8527,2687,-171
6240,8552,2674,-160
6280,8587,2656,-148
6378,8627,2638,-142
6462,8632,2612,-135
6517,8701,2602,-124
6531,8793,2601,-112
6586,8850,2602,-106
6659,8772,2585,-106
6725,8701,2567,-106
6740,8737,2547,-100
6794,8924,2531,-89
6907,9100,2507,-78
7072,9222,2495,-71
7207,9275,2493,-63
7349,9370,2495,-53
7489,9492,2479,-43
7626,9668,2460,-35
7697,9839,2439,-29
7765,10040,2424,-18
7869,10222,2401,0
8042,10411,2388,18
8198,10556,2384,29
8320,10709,2388,35
8387,10867,2374,42
8458,11081,2353,53
8522,11261,2328,70
8597,11378,2317,89
8622,11402,2311,107
8597,11453,2317,124
8515,11544,2319,141
8458,11676,2317,160
8438,11740,2298,179
8458,11750,2281,195
8444,11688,2273,204
8389,11601,2281,213
8265,11454,2285,227
8112,11304,2281,248
7926,11142,2261,269
7765,11006,2246,284
7615,10827,2238,291
7488,10635,2246,301
7323,10422,2249,317
7141,10263,2246,337
6944,10107,2226,355
6794,9965,2210,372
6654,9813,2201,390
6517,9742,2210,408
6355,9704,2215,425
6240,9668,2210,443
6160,9548,2189,462
6101,9445,2175,479
5993,9378,2169,488
5893,9370,2175,496
5827,9326,2174,510
5824,9296,2175,532
5802,9273,2172,553
5754,9296,2175,567
5669,9290,2171,574
5616,9296,2175,585
5592,9285,2176,601
5616,9296,2175,621
5624,9280,2156,637
5616,9296,2139,656
5570,9317,2130,675
5546,9370,2139,691
5535,9395,2143,700
5546,9445,2139,709
5537,9500,2119,724
5546,9593,2103,745
5568,9641,2094,763
5616,9668,2103,780
5628,9672,2109,797
5616,9742,2103,816
5588,9820,2080,827
5616,9891,2068,833
5677,9907,2066,838
5754,9965,2068,851
5791,10041,2050,868
5824,10114,2032,886
5852,10105,2024,898
5893,10114,2032,904
5900,10164,2033,909
5893,10263,2032,922
5876,10285,2028,939
5893,10263,2032,957
5902,10226,2031,967
5893,10263,2032,975
5847,10303,2029,982
5824,10337,2032,993
5815,10324,2030,1001
5824,10337,2032,1011
5813,10336,2029,1018
5824,10337,2032,1028
5830,10309,2030,1036
5824,10337,2032,1046
5775,10377,2028,1055
5754,10411,2032,1064
5757,10385,2031,1069
5754,10411,2032,1081
5684,10483,2025,1098
5616,10560,2032,1117
5588,10509,2043,1127
5616,10411,2068,1135
5620,10348,2093,1141
5616,10411,2139,1152
5604,10494,2190,1161
5616,10560,2246,1170
5612,10556,2289,1177
5616,10560,2353,1188
5610,10549,2434,1198
5616,10560,2531,1206
5606,10547,2615,1205
5616,10560,2709,1206
5617,10555,2819,1209
5616,10560,2959,1223
5594,10537,3098,1235
5616,10560,3244,1241
5676,10591,3382,1238
5754,10635,3529,1241
5772,10624,3667,1250
5754,10635,3814,1259
5729,10655,3956,1258
5754,10709,4100,1259
5789,10711,4224,1265
5824,10709,4349,1277
5823,10691,4469,1278
5824,10709,4599,1277
5814,10702,4712,1274
5824,10709,4813,1277
5837,10696,4883,1276
5893,10709,4955,1277
5962,10698,5049,1276
6032,10709,5205,1277
6043,10698,5388,1274
6032,10709,5561,1277
6011,10715,5670,1278
6032,10783,5739,1277
6062,10857,5779,1265
6101,10932,5811,1259
6105,10954,5813,1258
6101,11006,5811,1259
6085,11052,5794,1249
6101,11081,5775,1241
6107,11031,5734,1238
6101,11006,5704,1241
6070,10998,5670,1235
6101,11006,5632,1223
6208,10975,5560,1210
6378,11006,5490,1206
6506,11065,5428,1199
6586,11081,5383,1188
6637,10939,5314,1169
6725,10783,5240,1152
6793,10699,5160,1140
6794,10709,5098,1135
6691,10678,5026,1127
6586,10635,4955,1117
6543,10583,4865,1105
6586,10560,4777,1099
6610,10486,4678,1093
6586,10411,4599,1081
6541,10325,4523,1061
6586,10263,4456,1046
6693,10168,4368,1037
6794,10114,4278,1028
6807,10089,4180,1010
6794,10114,4100,993
6770,10108,4010,982
6725,10114,3921,975
6596,10107,3822,959
6448,10114,3743,940
6318,10055,3667,925
6240,9965,3600,922
6156,9834,3522,916
6101,9742,3458,904
6078,9673,3398,885
6101,9668,3351,869
6105,9662,3291,856
6101,9668,3244,851
6089,9650,3201,844
6101,9668,3173,833
6099,9674,3133,815
6101,9668,3101,798
6084,9611,3074,785
6101,9593,3066,780
6120,9590,3048,774
6170,9593,3030,762
6179,9515,3004,743
6170,9445,2994,727
6121,9407,2988,716
6101,9445,2994,709
6095,9451,2993,700
6101,9445,2994,691
6039,9422,2988,682
5893,9445,2994,674
5623,9404,3004,663
5269,9222,3030,656
4863,8814,3049,654
4576,8329,3066,656
4627,7941,3064,650
5269,7883,3066,638
6527,8189,3072,625
8250,8850,3101,621
10133,9716,3125,621
11925,10709,3137,621
13313,11652,3130,612
14005,12419,3137,603
13749,12798,3153,598
12618,12717,3173,603
10938,12167,3170,606
9221,11378,3173,603
7845,10583,3184,592
