aVF,V,PLETH
3003,6054,13220
3245,6133,13234
3460,6195,13220
3681,6265,13234
3912,6328,13220
4117,6397,13234
4257,6434,13220
4359,6463,13234
4437,6467,13220
4456,6463,13234
4381,6427,13220
4262,6397,13234
4160,6361,13220
4068,6331,13234
3916,6268,13220
3681,6199,13234
3404,6123,13220
3148,6067,13234
2910,6000,13220
2664,5935,13234
2380,5859,13220
2083,5804,13234
1797,5739,13220
1550,5672,13234
1335,5570,13220
1162,5474,13234
1023,5386,13220
920,5342,13234
821,5304,13220
726,5276,13234
635,5231,13220
581,5210,13234
563,5199,13220
581,5210,13234
603,5206,13220
630,5210,13234
649,5204,13220
678,5210,13234
702,5203,13220
726,5210,13234
744,5208,13220
775,5210,13234
829,5196,13220
920,5210,13234
1036,5253,13220
1162,5342,13234
1272,5435,13220
1356,5540,13234
1425,5619,13220
1501,5672,13234
1571,5659,13220
1598,5606,13234
1563,5507,13220
1501,5408,13234
1458,5316,13220
1453,5276,13234
1459,5250,13220
1453,5210,13234
1404,5134,13220
1308,5078,13234
1163,5065,13220
1017,5078,13234
900,5057,13220
823,5012,13234
769,4961,13220
726,4946,13234
694,4941,13220
678,4946,13234
676,4938,13220
678,4946,13234
659,4943,13220
630,4946,13234
652,4949,13221
823,4946,13234
1177,4742,13220
1695,4155,13234
2352,3184,13221
3148,2110,13234
3978,1125,13220
4553,330,13234
4477,-115,13221
3584,132,13234
2135,1082,13221
726,2308,13234
-128,3304,13208
-291,4023,13182
6,4608,13098
436,5078,13026
763,5296,12931
920,5342,12871
955,5376,12781
969,5474,12715
996,5531,12636
1017,5540,12611
1007,5528,12576
1017,5540,12559
1075,5535,12509
1162,5540,12507
1217,5559,12513
1259,5606,12559
1313,5641,12570
1405,5672,12611
1484,5680,12645
1550,5672,12715
1605,5649,12739
1695,5672,12767
1823,5730,12770
1986,5804,12819
2168,5838,12843
2373,5870,12871
2575,5897,12852
2761,5935,12871
2935,5954,12884
3148,6001,12922
3395,6066,12914
3632,6133,12922
3829,6141,12913
4020,6133,12922
4211,6142,12903
4359,6199,12922
4439,6243,12942
4504,6265,12974
4564,6256,12961
4553,6265,12974
4425,6271,12990
4262,6265,13026
4137,6207,13031
4020,6133,13078
3831,6053,13129
3584,6001,13182
3323,5939,13183
3051,5870,13234
2739,5767,13295
2422,5672,13234
2138,5583,12766
1889,5540,11885
1638,5505,10788
1405,5474,9861
1211,5406,9233
1065,5342,8874
934,5288,8588
823,5276,8356
735,5269,8171
678,5276,8096
624,5269,8040
581,5276,7992
546,5271,7915
533,5276,7888
525,5268,7876
533,5276,7888
549,5273,7857
581,5276,7837
608,5265,7814
630,5276,7837
644,5297,7837
678,5342,7837
737,5372,7799
823,5408,7785
919,5451,7769
1017,5540,7785
1099,5623,7782
1162,5672,7785
1223,5649,7770
1308,5606,7785
1388,5545,7787
1405,5474,7785
1339,5365,7746
1259,5276,7733
1218,5225,7726
1211,5210,7733
1190,5161,7701
1162,5078,7681
1112,4989,7667
1017,4946,7681
862,4937,7660
726,4946,7629
673,4923,7583
678,4880,7577
682,4827,7573
678,4814,7577
669,4814,7548
630,4814,7525
572,4794,7489
581,4814,7473
674,4858,7442
823,4880,7421
1131,4770,7386
1792,4485,7369
2739,3952,7338
3681,3166,7318
4535,2192,7282
5424,1319,7266
6026,855,7235
5570,989,7214
3822,1586,7174
1647,2374,7162
85,3075,7153
-630,3627,7162
-827,4069,7138
-630,4485,7110
-52,4835,7067
581,5078,7058
859,5179,7049
823,5210,7058
790,5207,7049
872,5210,7058
927,5198,7053
920,5210,7058
936,5235,7045
1017,5276,7058
1093,5283,7073
1162,5276,7110
1240,5263,7128
1356,5276,7162
1470,5301,7185
1598,5342,7214
1722,5377,7208
1840,5408,7214
1935,5410,7223
2034,5408,7266
2160,5398,7292
2325,5408,7318
2496,5407,7314
2664,5408,7318
2836,5396,7307
3051,5408,7318
3295,5430,7314
3536,5474,7318
3751,5505,7305
3971,5540,7318
4189,5546,7320
4359,5540,7318
4450,5519,7280
4504,5540,7266
4548,5578,7259
4553,5606,7266
4478,5574,7235
4359,5540,7214
4238,5523,7201
4117,5540,7214
3960,5540,7192
3778,5540,7162
3589,5516,7119
3390,5474,7110
3143,5393,7102
2857,5342,7110
2573,5326,7087
2325,5342,7058
2088,5334,7012
1840,5342,7006
1581,5366,7006
1356,5408,7006
1173,5410,6969
1017,5408,6954
858,5418,6950
726,5474,6954
634,5517,6920
581,5540,6902
528,5529,6896
484,5540,6902
450,5562,6870
436,5606,6850
425,5635,6842
436,5672,6850
459,5701,6821
484,5738,6799
485,5743,6786
484,5738,6799
509,5719,6775
581,5738,6747
688,5783,6724
823,5870,6747
969,5964,6756
1114,6067,6747
1244,6127,6705
1356,6133,6695
1444,6071,6693
1501,6001,6695
1517,5931,6659
1501,5870,6643
1473,5775,6638
1453,5672,6643
1434,5562,6610
1405,5474,6591
1343,5394,6584
1259,5342,6591
1147,5304,6560
1017,5276,6539
895,5234,6529
823,5210,6539
813,5200,6511
823,5210,6487
811,5186,6472
775,5144,6487
740,5088,6469
726,5078,6435
732,5098,6390
775,5144,6383
888,5138,6381
1114,5012,6383
1457,4620,6353
1937,3891,6332
2581,2857,6314
3342,1781,6332
3950,961,6335
4020,659,6332
3347,919,6296
2131,1649,6280
810,2586,6268
-194,3495,6280
-626,4209,6275
-436,4748,6280
133,5137,6272
678,5408,6280
932,5541,6273
969,5606,6280
976,5638,6274
1017,5672,6280
1027,5672,6270
1017,5672,6280
1040,5665,6292
1114,5672,6332
1185,5662,6356
1259,5672,6383
1346,5695,6397
1453,5738,6435
1531,5768,6464
1598,5804,6487
1674,5837,6478
1792,5870,6487
1919,5868,6504
2034,5870,6539
2139,5883,6541
2276,5935,6539
2456,5976,6528
2664,6001,6539
2859,5992,6536
3051,6001,6539
3256,6022,6529
3487,6067,6539
3715,6097,6538
3923,6133,6539
4102,6160,6512
4262,6199,6487
4398,6225,6451
4504,6265,6435
4558,6297,6407
4553,6331,6383
4480,6334,6343
4359,6331,6332
4199,6301,6326
4020,6265,6332
3829,6216,6306
3632,6199,6280
3409,6179,6242
3148,6133,6228
2854,6029,6214
2567,5935,6228
2296,5860,6231
2034,5804,6228
1772,5722,6191
1550,5672,6176
1383,5658,6170
1259,5672,6176
1135,5644,6147
1017,5606,6124
908,5563,6110
823,5540,6124
754,5497,6107
726,5474,6072
724,5464,6025
726,5474,6020
700,5445,6022
678,5408,6020
685,5380,5984
726,5408,5968
759,5444,5963
775,5474,5968
785,5467,5938
823,5474,5916
886,5492,5903
969,5540,5916
1059,5588,5912
1162,5672,5916
1266,5768,5914
1356,5870,5916
1428,5920,5886
1501,5935,5864
1567,5892,5850
1598,5804,5864
1579,5662,5863
1550,5540,5864
1541,5455,5855
1550,5408,5864
1539,5343,5861
1501,5276,5864
1424,5224,5855
1308,5210,5864
1154,5206,5863
1017,5210,5864
928,5205,5850
872,5210,5864
818,5205,5886
775,5210,5916
762,5205,5914
775,5210,5916
781,5202,5912
775,5210,5916
772,5212,5903
823,5210,5916
998,5109,5938
1356,4814,5968
1866,4188,5964
2470,3232,5968
3164,2061,5968
3923,989,5968
4460,317,5934
4310,264,5916
3260,772,5911
1695,1649,5916
329,2626,5885
-339,3561,5864
-325,4347,5856
48,4946,5864
449,5305,5837
726,5474,5813
864,5515,5798
920,5540,5813
929,5565,5810
920,5606,5813
907,5613,5807
920,5606,5813
957,5585,5801
1017,5606,5813
1080,5639,5831
1162,5672,5864
1252,5669,5864
1356,5672,5864
1448,5692,5870
1550,5738,5916
1658,5771,5950
1792,5804,5968
1921,5828,5955
2034,5870,5968
2138,5899,5991
2276,5935,6020
2457,5960,6015
2664,6001,6020
2857,6029,6036
3051,6067,6072
3273,6112,6076
3536,6199,6072
3797,6280,6059
4020,6331,6072
4198,6325,6071
4359,6331,6072
4490,6356,6060
4553,6397,6072
4525,6400,6074
4456,6397,6072
4384,6392,6039
4310,6397,6020
4204,6367,6009
4068,6331,6020
3899,6293,6001
3681,6265,5968
3401,6186,5923
3100,6067,5916
2805,5935,5917
2518,5870,5916
2219,5839,5882
1937,5804,5864
1697,5707,5857
1501,5606,5864
1320,5521,5838
1162,5474,5813
1028,5406,5794
920,5342,5813
812,5286,5817
726,5276,5813
676,5271,5779
678,5276,5761
699,5267,5747
726,5276,5761
745,5273,5760
775,5276,5761
802,5266,5746
823,5276,5761
823,5277,5781
823,5276,5813
834,5257,5813
872,5276,5813
943,5328,5804
1065,5408,5813
1217,5467,5808
1356,5540,5813
1444,5628,5806
1501,5738,5813
1566,5800,5807
1647,5804,5813
1702,5724,5807
1695,5606,5813
1628,5477,5805
1550,5408,5813
1503,5375,5809
1501,5342,5813
1498,5269,5802
1453,5210,5813
1342,5195,5815
1211,5210,5813
1080,5191,5778
969,5144,5761
880,5092,5753
823,5078,5761
807,5072,5734
823,5078,5709
836,5070,5690
823,5078,5709
804,5093,5715
823,5144,5709
863,5194,5674
920,5210,5657
1112,5070,5646
1598,4682,5657
2315,3943,5653
3051,2902,5657
3754,1721,5650
4504,725,5657
5016,186,5652
4649,264,5657
3168,861,5650
1259,1781,5657
-97,2769,5651
-533,3693,5657
-381,4450,5651
-48,5012,5657
290,5335,5650
581,5474,5657
756,5502,5653
823,5540,5657
845,5600,5646
872,5672,5657
880,5686,5672
872,5672,5709
870,5649,5731
920,5672,5761
1009,5705,5779
1114,5738,5813
1187,5739,5834
1259,5738,5864
1340,5735,5883
1453,5738,5916
1553,5711,5938
1647,5672,5968
1747,5640,5986
1889,5672,6020
2067,5735,6045
2276,5804,6072
2491,5832,6071
2712,5870,6072
2928,5923,6063
3148,6001,6072
3364,6046,6069
3584,6067,6072
3802,6062,6063
4020,6067,6072
4210,6062,6069
4359,6067,6072
4466,6061,6061
4553,6067,6072
4607,6063,6075
4601,6067,6072
4521,6044,6037
4407,6001,6020
4289,5925,6013
4165,5870,6020
4008,5828,5993
3826,5804,5968
3622,5743,5950
3390,5672,5968
3110,5592,5973
2809,5540,5968
2523,5476,5935
2276,5408,5916
2036,5323,5903
1792,5276,5916
1550,5257,5918
1356,5276,5916
1214,5278,5885
1114,5276,5864
1012,5262,5849
920,5276,5864
848,5281,5868
823,5276,5864
819,5235,5831
823,5210,5813
818,5198,5801
823,5210,5813
839,5205,5809
872,5210,5813
899,5207,5805
920,5210,5813
935,5195,5808
969,5210,5813
1027,5255,5806
1114,5342,5813
1224,5431,5807
1356,5540,5813
1474,5644,5806
1550,5738,5813
1592,5763,5807
1647,5738,5813
1702,5669,5805
1695,5606,5813
1602,5533,5808
1501,5474,5813
1457,5422,5804
1453,5408,5813
1419,5389,5810
1356,5342,5813
1271,5259,5800
1162,5210,5813
1014,5203,5833
872,5210,5864
779,5175,5865
726,5144,5864
689,5132,5855
678,5144,5864
700,5134,5861
726,5144,5864
724,5171,5858
726,5210,5864
793,5212,5859
969,5210,5864
1262,5136,5860
1695,4880,5864
2260,4313,5858
2906,3495,5864
3504,2553,5863
3875,1715,5864
3789,1220,5837
3100,1319,5813
1874,1959,5793
484,2836,5813
-575,3588,5829
-969,4155,5813
-737,4609,5696
-194,5012,5501
325,5280,5251
678,5408,5034
871,5439,4868
969,5474,4775
1003,5507,4708
1017,5540,4671
1033,5539,4633
1065,5540,4619
1102,5532,4606
1162,5540,4619
1246,5536,4633
1356,5540,4671
1454,5535,4711
1550,5540,4775
1639,5554,4826
1744,5606,4878
1842,5656,4915
1937,5672,4982
2026,5629,5057
2131,5606,5138
2260,5623,5187
2422,5672,5242
2604,5679,5292
2809,5672,5345
3023,5659,5369
3245,5672,5397
3461,5685,5421
3681,5738,5449
3900,5806,5448
4117,5870,5449
4307,5874,5447
4456,5870,5449
4552,5881,5422
4601,5935,5397
4600,5974,5384
4553,6001,5397
4464,6001,5385
4359,6001,5345
4244,5973,5280
4117,5935,5242
3947,5869,5214
3729,5804,5190
3470,5727,5134
3196,5672,5086
2911,5606,5049
2615,5540,5034
2312,5456,4991
2034,5408,4930
1781,5391,4860
1550,5408,4826
1332,5407,4802
1162,5408,4775
1045,5400,4717
969,5408,4671
890,5401,4635
823,5408,4619
766,5405,4588
726,5408,4567
688,5396,4539
678,5408,4515
695,5412,4476
726,5408,4463
733,5385,4462
726,5408,4463
718,5451,4432
726,5474,4411
754,5430,4405
823,5408,4411
921,5447,4385
1017,5540,4359
1089,5605,4345
1162,5672,4359
1256,5759,4359
1356,5870,4359
1425,5911,4353
1453,5870,4359
1445,5763,4355
1405,5672,4359
1332,5593,4357
1259,5540,4359
1217,5491,4350
1211,5474,4359
1188,5454,4379
1114,5408,4411
975,5327,4416
823,5276,4411
687,5267,4400
581,5276,4411
496,5260,4414
436,5276,4411
415,5335,4396
436,5408,4411
469,5418,4439
484,5408,4463
474,5399,4441
484,5408,4411
578,5387,4394
823,5342,4411
1256,5154,4418
1889,4682,4411
2689,3852,4379
3584,2836,4359
4419,1833,4347
4940,1055,4359
4830,700,4363
3923,989,4359
2407,1808,4329
823,2770,4307
-269,3515,4294
-630,4089,4307
-428,4616,4310
0,5078,4307
382,5322,4293
630,5408,4307
758,5460,4331
823,5540,4359
853,5560,4357
872,5540,4359
887,5519,4369
920,5540,4411
961,5543,4455
1017,5540,4515
1076,5531,4565
1162,5540,4619
1254,5538,4659
1356,5540,4723
1445,5537,4796
1550,5540,4878
1664,5531,4931
1792,5540,4982
1911,5560,5028
2034,5606,5086
2180,5640,5131
2373,5672,5190
2591,5674,5242
2809,5672,5294
3004,5656,5316
3196,5672,5345
3403,5697,5371
3632,5738,5397
3847,5762,5393
4020,5804,5397
4149,5840,5413
4262,5870,5449
4356,5864,5456
4407,5870,5449
4401,5873,5435
4359,5870,5449
4286,5826,5455
4165,5804,5449
3983,5802,5415
3778,5804,5397
3569,5746,5390
3342,5672,5397
3062,5596,5375
2761,5540,5345
2489,5465,5308
2276,5408,5294
2085,5365,5270
1889,5342,5242
1670,5299,5185
1453,5276,5138
1243,5268,5098
1065,5276,5086
919,5245,5064
823,5210,5034
760,5186,4976
726,5210,4930
696,5239,4892
678,5276,4878
669,5301,4852
678,5342,4826
680,5356,4791
678,5342,4775
681,5293,4748
726,5276,4723
800,5275,4684
872,5276,4671
918,5251,4666
969,5276,4671
1037,5359,4645
1114,5474,4619
1179,5545,4601
1259,5606,4619
1373,5652,4627
1501,5672,4619
1598,5613,4581
1647,5540,4567
1645,5488,4565
1598,5474,4567
1518,5441,4537
1453,5408,4515
1433,5373,4504
1453,5342,4515
1453,5278,4511
1405,5210,4515
1294,5159,4513
1162,5144,4515
1044,5115,4502
969,5078,4515
921,5048,4540
872,5078,4567
814,5123,4561
775,5144,4567
767,5104,4588
775,5078,4619
780,5092,4616
823,5144,4619
966,5148,4636
1259,5078,4671
1700,4872,4675
2276,4485,4671
2957,3855,4662
3681,3100,4671
4279,2444,4667
4504,2176,4671
4118,2386,4669
3100,2968,4671
1726,3626,4646
484,4155,4619
-235,4491,4585
-339,4748,4567
-49,4968,4537
339,5144,4515
635,5225,4484
823,5276,4463
941,5332,4430
1017,5408,4411
1048,5446,4398
1065,5474,4411
1097,5499,4413
1162,5540,4411
1234,5546,4394
1308,5540,4411
1372,5529,4451
1453,5540,4515
1539,5540,4562
1647,5540,4619
1745,5532,4681
1840,5540,4775
1926,5538,4870
2034,5540,4982
2154,5530,5085
2276,5540,5190
2399,5540,5268
2567,5540,5345
2777,5521,5415
3003,5540,5501
3213,5591,5577
3439,5672,5657
3687,5718,5713
3923,5738,5761
4105,5728,5784
4262,5738,5813
4430,5757,5821
4601,5804,5813
4713,5840,5776
4746,5870,5761
4715,5867,5759
4649,5870,5761
4546,5865,5717
4407,5870,5657
4242,5842,5592
4068,5804,5553
3871,5754,5502
3632,5738,5449
3347,5714,5386
3051,5672,5345
2759,5590,5297
2470,5540,5242
2181,5524,5156
1937,5540,5086
1750,5534,5024
1598,5540,4982
1430,5542,4924
1259,5540,4878
1112,5496,4839
1017,5474,4826
953,5486,4800
920,5540,4775
895,5572,4737
872,5606,4723
825,5634,4713
775,5672,4723
735,5674,4721
726,5672,4723
726,5662,4712
726,5672,4723
731,5682,4739
775,5738,4775
860,5823,4797
969,5935,4826
1067,6029,4846
1162,6133,4878
1259,6217,4899
1356,6265,4930
1438,6240,4951
1501,6199,4982
1528,6142,5002
1501,6067,5034
1426,5950,5057
1356,5870,5086
1334,5849,5089
1356,5870,5086
1358,5852,5072
1308,5804,5086
1196,5737,5107
1065,5672,5138
933,5592,5140
823,5540,5138
752,5521,5128
726,5540,5138
726,5542,5137
726,5540,5138
711,5528,5126
678,5540,5138
630,5536,5158
581,5540,5190
544,5561,5194
581,5606,5190
808,5469,5175
1308,4946,5190
2007,3987,5210
2809,2836,5242
3746,1692,5245
4795,725,5242
5464,171,5227
5037,396,5242
3410,1376,5263
1453,2638,5294
183,3645,5295
-145,4353,5294
27,4925,5283
291,5408,5294
530,5660,5294
726,5738,5294
816,5779,5265
823,5870,5242
830,5922,5222
872,5935,5242
901,5925,5266
920,5935,5294
952,5928,5290
1017,5935,5294
1086,5957,5302
1162,6001,5345
1243,6014,5390
1356,6001,5449
1475,5981,5496
1598,6001,5553
1695,6036,5596
1792,6067,5657
1900,6079,5723
2034,6133,5813
2187,6208,5876
2373,6265,5916
2583,6258,5927
2809,6265,5968
3027,6296,6022
3245,6331,6072
3463,6317,6072
3681,6331,6072
3896,6391,6085
4117,6463,6124
4315,6467,6132
4456,6463,6124
4535,6485,6107
4601,6529,6124
4658,6510,6131
4649,6463,6124
4532,6417,6086
4359,6397,6072
4189,6341,6069
4020,6265,6072
3802,6182,6043
3536,6133,6020
3247,6073,5994
2954,6001,5968
2641,5916,5910
2325,5870,5864
2034,5819,5832
1792,5738,5813
1570,5611,5761
1356,5540,5709
1144,5529,5654
969,5540,5605
829,5481,5527
726,5408,5449
638,5355,5369
581,5342,5294
548,5305,5188
533,5276,5086
506,5260,4995
484,5276,4930
472,5271,4839
484,5276,4723
504,5293,4582
533,5342,4463
556,5373,4353
581,5408,4256
626,5450,4146
726,5540,4048
872,5656,3946
1017,5804,3840
1110,5924,3706
1162,6001,3581
1207,6011,3482
1259,6001,3425
1284,5953,3360
1259,5870,3270
1202,5746,3153
1162,5672,3062
1155,5659,2986
1162,5672,2906
1148,5626,2797
1114,5540,2699
1038,5455,2618
920,5408,2543
775,5371,2439
678,5342,2335
661,5305,2250
678,5276,2180
677,5234,2084
678,5210,1972
704,5196,1861
726,5210,1765
719,5208,1664
726,5210,1557
787,5209,1433
920,5210,1297
1193,5063,1155
1695,4616,1038
2350,3784,939
3003,2704,830
3671,1557,681
4456,594,519
5041,56,374
4746,198,259
3319,964,166
1453,2044,104
130,3054,71
-291,3891,52
-150,4563,24
145,5078,0
435,5362,-8
678,5474,0
805,5503,2
823,5540,0
806,5566,-3
823,5606,0
866,5639,-1
920,5672,0
965,5668,-1
1017,5672,0
1077,5690,-3
1162,5738,0
1237,5772,1
1308,5804,0
1379,5832,-5
1501,5870,0
1648,5880,4
1792,5870,0
1908,5846,-3
2034,5870,52
2190,5925,182
2373,6001,363
2558,6041,544
2761,6067,727
2991,6086,924
3245,6133,1142
3490,6169,1354
3729,6199,1557
3971,6216,1744
4214,6265,1920
4428,6311,2076
4601,6331,2232
4722,6294,2388
4795,6265,2543
4816,6255,2678
4795,6265,2802
4724,6237,2913
4601,6199,3010
4437,6157,3086
4262,6133,3166
4068,6076,3246
3826,6001,3321
3521,5917,3374
3196,5870,3425
2879,5814,3478
2567,5738,3529
2241,5622,3555
1937,5540,3581
1675,5492,3620
1453,5474,3685
1241,5433,3725
1065,5408,3737
929,5397,3722
823,5408,3737
713,5380,3761
630,5342,3789
586,5296,3783
581,5276,3789
577,5240,3803
581,5210,3840
583,5186,3863
581,5210,3892
568,5243,3900
581,5276,3892
624,5272,3864
678,5276,3944
730,5307,4258
823,5408,4878
967,5536,5641
1114,5672,6332
1206,5775,6783
1259,5870,7058
1310,5924,7246
1356,5935,7421
1357,5876,7543
1308,5804,7629
1231,5728,7680
1162,5672,7733
1117,5599,7758
1114,5540,7785
1126,5494,7802
1114,5474,7837
1035,5443,7857
920,5408,7888
793,5367,7910
678,5342,7940
571,5309,7943
484,5276,7940
439,5230,7925
436,5210,7940
445,5200,7959
436,5210,7992
417,5204,7992
436,5210,7992
515,5210,7979
678,5210,7992
996,5127,7989
1550,4880,7992
2281,4323,7976
3051,3429,7992
3819,2314,8010
4601,1319,8044
5141,756,8043
4940,791,8044
3776,1292,8032
2083,2044,8044
557,2826,8039
-387,3561,8044
-717,4186,8032
-533,4682,8044
-42,5008,8040
436,5210,8044
658,5323,8028
678,5408,8044
677,5450,8062
726,5474,8096
774,5469,8093
823,5474,8096
894,5472,8098
969,5474,8148
996,5445,8196
1017,5408,8252
1069,5378,8272
1162,5408,8304
1236,5475,8335
1308,5540,8407
1387,5551,8463
1501,5540,8511
1633,5525,8522
1792,5540,8563
1976,5561,8608
2179,5606,8667
2376,5642,8687
2567,5672,8719
2742,5665,8741
2906,5672,8771
3063,5694,8761
3245,5738,8771
3456,5748,8786
3681,5738,8823
3886,5698,8821
4068,5672,8823
4227,5653,8814
4359,5672,8823
4440,5680,8794
4456,5672,8771
4394,5644,8747
4262,5672,8771
4075,5723,8777
3875,5738,8771
3678,5647,8727
3487,5540,8719
3278,5478,8715
3051,5474,8719
2810,5429,8681
2567,5342,8667
2308,5245,8659
2034,5210,8667
1753,5204,8633
1501,5210,8615
1286,5198,8603
1114,5210,8615
970,5217,8586
872,5210,8563
809,5163,8545
775,5144,8563
742,5162,8544
726,5210,8511
722,5217,8461
726,5210,8459
707,5198,8459
678,5210,8459
659,5208,8420
678,5210,8407
706,5203,8401
726,5210,8407
747,5219,8373
823,5276,8356
961,5365,8344
1114,5474,8356
1226,5546,8326
1308,5606,8304
1382,5644,8285
1453,5672,8304
1506,5650,8300
1550,5606,8304
1586,5537,8291
1598,5474,8304
1574,5397,8297
1550,5342,8304
1545,5299,8294
1550,5276,8304
1518,5241,8296
1453,5210,8304
1361,5174,8295
1259,5144,8304
1138,5103,8295
1017,5078,8304
936,5047,8295
920,5012,8304
932,4961,8295
920,4946,8304
892,4944,8295
920,4946,8304
1021,4943,8294
1162,5012,8304
1366,5104,8296
1744,5078,8304
2322,4755,8294
3003,4155,8304
3690,3384,8297
4359,2638,8304
4831,2093,8291
4746,1978,8304
3881,2356,8302
2470,3100,8304
1021,3881,8269
-48,4485,8252
-567,4845,8236
-533,5078,8252
-129,5253,8246
339,5408,8252
637,5496,8242
775,5540,8252
857,5558,8243
920,5606,8252
929,5648,8245
920,5672,8252
945,5659,8238
1017,5672,8252
1086,5701,8265
1162,5738,8304
1250,5738,8321
1356,5738,8356
1433,5736,8374
1501,5738,8407
1576,5723,8419
1695,5738,8459
1835,5772,8501
1986,5804,8563
2129,5776,8589
2276,5738,8615
2432,5717,8624
2615,5738,8667
2820,5740,8708
3051,5738,8771
3292,5726,8801
3536,5738,8823
3761,5737,8810
3971,5738,8823
4168,5725,8838
4359,5738,8874
4527,5759,8875
4649,5804,8874
4703,5836,8859
4698,5870,8874
4657,5875,8874
4601,5870,8874
4509,5836,8839
4359,5804,8823
4148,5744,8807
3923,5672,8823
3705,5584,8820
3487,5540,8823
3234,5513,8794
2954,5474,8771
2673,5372,8729
2422,5276,8719
2193,5215,8709
1986,5210,8719
1784,5203,8693
1598,5210,8667
1431,5208,8624
1308,5210,8615
1206,5193,8605
1114,5210,8615
1008,5244,8591
920,5276,8563
857,5247,8516
823,5210,8511
792,5190,8508
775,5210,8511
767,5211,8474
775,5210,8459
785,5216,8449
823,5276,8459
900,5361,8429
1017,5474,8407
1141,5573,8388
1259,5672,8407
1360,5760,8405
1453,5870,8407
1532,5959,8393
1598,6001,8407
1638,5952,8404
1647,5870,8407
1625,5784,8391
1598,5738,8407
1586,5699,8424
1598,5672,8459
1611,5619,8458
1598,5540,8459
1512,5431,8445
1356,5342,8459
1164,5289,8456
1017,5276,8459
945,5267,8442
920,5276,8459
897,5280,8477
872,5276,8511
851,5235,8509
823,5210,8511
761,5215,8499
678,5276,8511
603,5345,8504
581,5408,8511
676,5358,8501
969,5078,8511
1477,4409,8503
2179,3363,8511
3057,2106,8502
4020,989,8511
4711,311,8503
4649,264,8511
3670,790,8502
2179,1715,8511
794,2747,8502
-97,3693,8511
-418,4437,8503
-242,5012,8511
215,5417,8502
630,5672,8511
775,5769,8503
726,5804,8511
684,5826,8501
726,5870,8511
771,5879,8505
775,5870,8511
773,5852,8497
823,5870,8511
910,5878,8524
1017,5870,8563
1113,5846,8581
1211,5870,8615
1299,5934,8632
1405,6001,8667
1502,6012,8681
1598,6001,8719
1698,6008,8754
1840,6067,8823
2023,6115,8873
2228,6133,8926
2421,6115,8945
2615,6133,8978
2820,6185,8996
3051,6265,9030
3305,6309,9045
3584,6331,9082
3865,6326,9104
4117,6331,9134
4308,6323,9128
4456,6331,9134
4584,6346,9126
4698,6397,9134
