III,MCL,ABP
1931,2365,3039
1969,2416,3013
1983,2456,2998
1948,2440,2990
1905,2395,2998
1897,2371,3000
1957,2426,2998
2058,2550,2989
2166,2699,2998
2234,2784,3017
2244,2759,3039
2185,2616,3041
2088,2426,3039
1987,2260,3036
1931,2183,3039
1923,2178,3025
1957,2213,2998
2003,2257,2943
2062,2335,2875
2132,2444,2798
2218,2577,2752
2297,2703,2727
2349,2820,2711
2347,2883,2670
2297,2850,2628
2207,2711,2587
2114,2547,2546
2025,2417,2483
1957,2335,2423
1915,2283,2371
1931,2304,2341
1988,2399,2330
2062,2517,2382
2100,2572,2501
2114,2577,2670
2106,2570,2836
2088,2577,2998
2038,2562,3138
1957,2517,3245
1842,2441,3286
1722,2365,3286
1642,2288,3255
1670,2213,3203
1821,2110,3101
2062,1971,2957
2328,1803,2787
2610,1698,2628
2908,1753,2488
3236,2032,2382
3568,2453,2302
3889,2911,2259
4153,3338,2242
4306,3729,2259
4261,3975,2292
3993,3911,2341
3546,3499,2395
3053,2971,2464
2639,2601,2531
2375,2486,2587
2234,2504,2614
2166,2547,2628
2124,2582,2618
2114,2638,2587
2133,2702,2526
2192,2790,2464
2281,2914,2403
2401,3093,2341
2503,3254,2257
2531,3305,2177
2439,3181,2117
2270,2941,2095
2088,2680,2085
1957,2486,2095
1883,2368,2131
1879,2335,2218
1918,2368,2325
1983,2456,2423
2037,2542,2488
2088,2608,2546
2139,2660,2597
2218,2759,2628
2328,2928,2615
2479,3153,2587
2633,3352,2552
2740,3457,2505
2731,3413,2425
2610,3244,2341
2426,2998,2270
2270,2759,2218
2161,2561,2164
2088,2426,2136
2032,2342,2142
2036,2335,2177
2098,2397,2200
2192,2517,2218
2269,2643,2233
2349,2759,2259
2432,2835,2276
2505,2881,2300
2542,2907,2309
2584,2971,2300
2653,3073,2255
2740,3184,2218
2798,3245,2189
2845,3275,2177
2894,3296,2148
2949,3335,2136
2964,3345,2140
2949,3305,2177
2922,3225,2220
2923,3184,2300
2959,3218,2416
3053,3335,2587
3189,3483,2788
3340,3639,3039
3450,3767,3326
3497,3851,3655
3470,3846,3993
3393,3760,4353
3274,3607,4719
3158,3457,5093
3083,3365,5436
3106,3396,5750
3209,3528,6016
3340,3699,6243
3411,3807,6399
3393,3820,6489
3296,3744,6506
3184,3639,6489
3092,3547,6437
3053,3517,6366
3054,3536,6262
3080,3578,6161
3083,3584,6065
3053,3548,5996
2987,3471,5928
2923,3396,5873
2858,3326,5820
2792,3275,5791
2716,3215,5765
2662,3153,5750
2623,3085,5714
2584,3032,5668
2509,2976,5587
2427,2911,5503
2359,2825,5411
2323,2759,5339
2296,2724,5256
2297,2729,5175
2323,2749,5080
2375,2790,5011
2411,2828,4956
2427,2850,4928
2417,2827,4886
2401,2790,4846
2380,2767,4806
2375,2790,4805
2380,2824,4821
2401,2850,4846
2415,2850,4846
2427,2850,4846
2426,2847,4840
2427,2850,4846
2429,2844,4842
2453,2850,4846
2483,2864,4835
2505,2881,4805
2486,2858,4741
2427,2790,4682
2331,2676,4623
2218,2547,4559
2092,2404,4457
1983,2274,4353
1918,2192,4249
1931,2213,4148
2007,2313,4021
2114,2426,3902
2190,2476,3793
2218,2486,3696
2210,2497,3573
2218,2547,3450
2250,2616,3335
2297,2699,3245
2328,2772,3142
2349,2820,3039
2342,2794,2940
2297,2699,2875
2203,2571,2814
2114,2486,2752
2063,2455,2677
2062,2456,2628
2078,2456,2599
2114,2486,2587
2169,2560,2562
2244,2668,2546
2301,2751,2538
2323,2790,2546
2303,2776,2543
2270,2729,2546
2229,2651,2556
2192,2577,2587
2151,2520,2610
2114,2486,2628
2072,2445,2639
2036,2395,2670
2005,2344,2708
2010,2335,2752
2041,2372,2775
2088,2456,2793
2118,2541,2806
2140,2608,2834
2160,2635,2857
2192,2638,2875
2221,2615,2874
2244,2577,2875
2250,2519,2872
2244,2456,2875
2227,2388,2871
2218,2335,2875
2206,2299,2875
2192,2304,2875
2180,2350,2868
2218,2456,2875
2324,2623,2880
2479,2850,2875
2608,3057,2847
2662,3153,2834
2612,3076,2835
2479,2881,2834
2300,2658,2797
2140,2486,2752
2023,2354,2720
1957,2244,2711
1922,2151,2692
1931,2122,2670
1963,2167,2643
2010,2274,2628
2050,2385,2607
2114,2486,2587
2192,2571,2563
2270,2668,2546
2331,2781,2524
2401,2911,2505
2453,3011,2481
2427,3032,2464
2285,2915,2443
2114,2668,2423
2019,2333,2398
2062,2001,2382
2231,1733,2362
2531,1607,2341
2928,1682,2312
3367,2001,2300
3772,2494,2297
4123,3032,2300
4375,3480,2292
4463,3790,2300
4333,3922,2320
4045,3851,2341
3696,3584,2328
3367,3244,2300
3063,2950,2271
2792,2759,2259
2554,2631,2240
2375,2547,2218
2252,2503,2190
2192,2517,2177
2168,2557,2170
2166,2608,2177
2168,2650,2178
2192,2699,2177
2242,2743,2168
2323,2790,2177
2400,2840,2195
2453,2911,2218
2449,2960,2221
2401,2941,2218
2324,2834,2213
2270,2729,2218
2250,2690,2218
2270,2729,2218
2295,2767,2202
2323,2790,2177
2355,2827,2144
2427,2941,2136
2528,3100,2139
2636,3244,2136
2700,3308,2108
2714,3305,2095
2676,3249,2107
2610,3153,2136
2506,2993,2141
2375,2790,2136
2219,2570,2130
2088,2395,2136
2023,2304,2133
2062,2335,2136
2163,2446,2137
2270,2577,2136
2331,2662,2113
2375,2729,2095
2433,2812,2086
2531,2941,2095
2631,3072,2093
2714,3184,2095
2762,3247,2091
2792,3275,2095
2799,3248,2087
2792,3184,2095
2766,3095,2109
2740,3032,2136
2716,2990,2140
2714,2971,2136
2725,2962,2123
2766,3002,2136
2830,3091,2161
2923,3214,2218
3023,3330,2296
3132,3457,2423
3239,3598,2585
3367,3760,2793
3508,3913,3032
3654,4063,3327
3740,4168,3659
3732,4184,4025
3620,4069,4391
3471,3881,4764
3330,3685,5123
3236,3548,5462
3190,3484,5739
3210,3517,5955
3259,3602,6102
3288,3669,6202
3238,3634,6243
3132,3517,6243
3011,3375,6193
2923,3275,6119
2865,3212,6019
2845,3184,5914
2841,3172,5802
2845,3184,5709
2825,3182,5620
2792,3153,5544
2754,3102,5469
2740,3093,5421
2742,3136,5380
2766,3214,5339
2791,3268,5272
2819,3305,5216
2821,3311,5168
2792,3275,5134
2720,3167,5073
2636,3032,5011
2557,2915,4941
2505,2850,4887
2469,2801,4821
2453,2759,4764
2439,2716,4710
2427,2699,4682
2407,2692,4643
2401,2699,4600
2412,2708,4545
2453,2759,4518
2521,2865,4496
2636,3032,4477
2776,3206,4431
2897,3335,4395
2919,3345,4367
2819,3214,4353
2610,2958,4315
2375,2668,4271
2181,2421,4222
2088,2274,4189
2076,2218,4148
2114,2244,4107
2159,2310,4049
2218,2395,3984
2285,2472,3899
2349,2547,3820
2383,2613,3737
2401,2668,3655
2409,2689,3552
2427,2699,3450
2453,2728,3344
2505,2820,3245
2560,2926,3135
2584,2971,3039
2532,2890,2951
2427,2729,2875
2311,2566,2787
2244,2486,2711
2242,2497,2640
2297,2577,2587
2342,2638,2535
2323,2608,2505
2216,2459,2482
2088,2274,2464
1999,2136,2433
1983,2092,2423
2008,2112,2435
2062,2183,2464
2129,2287,2480
2218,2426,2505
2303,2560,2540
2375,2668,2587
2414,2729,2623
2427,2759,2670
2408,2757,2727
2375,2729,2793
2323,2659,2837
2270,2577,2875
2233,2523,2912
2244,2547,2957
2291,2639,2994
2349,2759,3039
2387,2842,3083
2427,2881,3121
2472,2896,3129
2531,2941,3121
2606,3010,3102
2714,3062,3080
2790,3025,3041
2740,2881,2998
2535,2646,2942
2297,2395,2875
2141,2184,2787
2088,2062,2711
2058,2016,2655
2036,2032,2628
2038,2082,2604
2088,2183,2587
2153,2309,2576
2218,2426,2587
2273,2496,2604
2323,2547,2628
2357,2597,2646
2401,2668,2670
2478,2772,2689
2610,2941,2711
2736,3130,2716
2792,3244,2711
2733,3198,2689
2610,3032,2670
2464,2809,2646
2349,2608,2628
2286,2482,2605
2323,2517,2587
2418,2683,2565
2479,2850,2546
2405,2866,2522
2218,2729,2505
1990,2510,2485
1801,2274,2464
1697,2015,2425
1749,1759,2382
1969,1548,2346
2323,1455,2341
2736,1514,2344
3184,1759,2341
3617,2155,2317
3993,2638,2300
4283,3095,2295
4515,3457,2300
4634,3657,2284
4541,3699,2259
4205,3613,2241
3784,3487,2259
3449,3361,2286
3236,3244,2300
3034,3100,2292
2792,2941,2300
2554,2793,2322
2401,2699,2341
2334,2648,2336
2323,2638,2341
2332,2659,2362
2375,2729,2382
2438,2831,2366
2505,2941,2341
2552,3024,2331
2610,3093,2341
2673,3147,2330
2714,3184,2300
2669,3156,2268
2558,3062,2259
2421,2909,2247
2323,2759,2218
2262,2639,2168
2244,2577,2136
2240,2541,2126
2244,2517,2136
2244,2495,2135
2270,2517,2136
2324,2580,2146
2401,2668,2177
2469,2744,2203
2531,2820,2218
2576,2878,2215
2610,2911,2218
2626,2917,2230
2662,2971,2259
2731,3097,2283
2845,3275,2300
2973,3438,2298
3106,3578,2300
3200,3648,2299
3236,3608,2300
3191,3440,2281
3106,3244,2259
3005,3083,2231
2923,2971,2218
2860,2893,2197
2845,2911,2177
2869,3030,2146
2923,3184,2136
2972,3268,2131
3027,3305,2136
3080,3342,2126
3132,3396,2136
3160,3419,2171
3184,3426,2259
3198,3440,2378
3210,3487,2546
3215,3553,2758
3262,3669,3039
3366,3830,3365
3523,4033,3737
3680,4226,4132
3810,4397,4559
3867,4486,4979
3836,4457,5380
3715,4304,5727
3575,4124,6037
3461,3986,6292
3393,3911,6489
3333,3845,6600
3288,3790,6653
3266,3761,6652
3288,3790,6612
3326,3853,6519
3367,3942,6407
3398,4031,6281
3445,4124,6161
3478,4179,6039
3471,4184,5955
3399,4122,5902
3314,4033,5873
3241,3934,5827
3184,3851,5791
3105,3757,5761
3027,3669,5750
2961,3587,5723
2923,3548,5709
2891,3530,5689
2871,3517,5668
2820,3454,5606
2714,3335,5544
2560,3161,5488
2453,3002,5462
2440,2918,5423
2505,2971,5380
2582,3118,5325
2662,3275,5298
2716,3337,5274
2714,3305,5257
2638,3231,5214
2584,3214,5175
2628,3283,5139
2766,3426,5134
2873,3541,5118
2871,3548,5093
2762,3411,5042
2636,3214,5011
2548,3043,4986
2531,2971,4969
2567,2997,4926
2636,3093,4887
2678,3166,4856
2662,3153,4846
2581,3053,4814
2505,2971,4764
2478,2960,4694
2505,3002,4641
2533,3020,4584
2558,3032,4518
2593,3072,4416
2662,3153,4312
2717,3203,4206
2714,3184,4107
2641,3104,3985
2558,3032,3861
2501,2989,3730
2479,2971,3614
2454,2933,3488
2427,2881,3368
2408,2835,3251
2427,2850,3162
2480,2934,3077
2584,3093,2998
2729,3296,2907
2897,3517,2834
3000,3665,2777
2975,3669,2752
2801,3484,2728
2558,3184,2711
2325,2868,2684
2166,2638,2670
2078,2512,2658
2062,2486,2670
2095,2515,2685
2166,2577,2711
2236,2647,2728
2297,2729,2752
2338,2800,2770
2375,2850,2793
2399,2862,2807
2427,2881,2834
2462,2943,2869
2531,3093,2916
2636,3300,2945
2766,3517,2957
2853,3648,2951
2845,3639,2957
2717,3452,2973
2531,3153,2998
2347,2834,3004
2218,2608,2998
2148,2499,2988
2140,2486,2998
2169,2516,3005
2218,2577,2998
2266,2651,2969
2323,2729,2957
2380,2789,2958
2427,2850,2957
2437,2901,2920
2427,2941,2875
2420,2966,2842
2453,3032,2834
2523,3167,2817
2636,3366,2793
2773,3563,2764
2923,3729,2752
3024,3827,2734
3027,3820,2711
2883,3642,2680
2636,3305,2670
2354,2888,2669
2140,2547,2670
2023,2368,2649
2010,2365,2628
2049,2445,2607
2114,2547,2587
2157,2643,2558
2166,2759,2546
2124,2855,2546
2062,2881,2546
2013,2793,2523
2036,2638,2505
2149,2451,2500
2375,2274,2505
2699,2146,2487
3106,2183,2464
3534,2446,2452
3941,2911,2464
4294,3421,2470
4593,3851,2464
4772,4115,2441
4750,4215,2423
4491,4150,2413
4097,3972,2423
3697,3732,2430
3367,3517,2423
3079,3363,2396
2819,3275,2382
2580,3189,2380
2401,3093,2382
2299,3021,2361
2297,3062,2341
2363,3214,2332
2453,3396,2341
2497,3486,2343
2479,3457,2341
2405,3340,2336
2323,3214,2341
2257,3118,2341
2244,3093,2341
2275,3127,2336
2349,3214,2341
2425,3312,2342
2505,3426,2341
2578,3537,2334
2662,3639,2341
2724,3693,2346
2740,3699,2341
2680,3633,2315
2584,3517,2300
2485,3382,2298
2427,3305,2300
2405,3296,2280
2427,3335,2259
2472,3373,2249
2531,3426,2259
2576,3481,2260
2610,3517,2259
2619,3497,2254
2610,3457,2259
2578,3419,2257
2558,3396,2259
2551,3359,2255
2558,3335,2259
2553,3325,2255
2558,3335,2259
2571,3338,2256
2610,3366,2259
2672,3426,2252
2792,3548,2259
2950,3728,2258
3132,4002,2259
3327,4313,2246
3549,4548,2259
3688,4542,2289
3601,4275,2341
3272,3854,2388
2923,3487,2464
2757,3285,2578
2792,3275,2752
2886,3378,2954
2975,3548,3203
3068,3721,3497
3184,3881,3861
3277,3997,4260
3340,4093,4682
3392,4177,5081
3471,4275,5462
3559,4380,5805
3654,4518,6119
3743,4681,6374
3836,4851,6571
3889,4942,6696
3862,4912,6777
3736,4761,6801
3575,4578,6777
3425,4409,6686
3314,4275,6571
3220,4151,6454
3158,4063,6366
3129,4019,6281
3132,4033,6202
3129,4067,6109
3132,4124,6037
3139,4184,5980
3158,4245,5955
3149,4258,5930
3106,4215,5914
3028,4114,5887
2949,4002,5873
2861,3879,5850
2766,3760,5832
2666,3651,5790
2610,3608,5750
2597,3623,5699
2610,3669,5668
2599,3686,5625
2584,3699,5586
2583,3722,5531
2636,3790,5503
2744,3901,5480
2897,4063,5462
2997,4176,5416
2949,4124,5380
2725,3839,5350
2453,3457,5339
2259,3150,5313
2192,3032,5298
2197,3054,5288
2244,3153,5298
2314,3262,5284
2401,3366,5257
2465,3444,5209
2505,3517,5175
2527,3571,5134
2558,3608,5093
2579,3610,5028
2584,3608,4969
2570,3600,4905
2584,3608,4846
2640,3645,4765
2740,3760,4682
2836,3916,4592
2897,4033,4518
2877,4006,4436
2766,3851,4353
2581,3628,4250
2401,3426,4148
2281,3276,4039
2244,3214,3943
2260,3235,3839
2323,3335,3737
2410,3459,3615
2505,3578,3491
2564,3654,3359
2584,3699,3245
2570,3712,3133
2558,3729,3039
2549,3753,2947
2558,3790,2875
2563,3806,2806
2558,3790,2752
2511,3710,2697
2427,3578,2670
2301,3396,2659
2166,3214,2670
2053,3055,2669
2010,2971,2670
2028,2978,2662
2088,3093,2670
2151,3261,2680
2218,3426,2711
2269,3518,2747
2297,3548,2793
2292,3541,2818
2297,3548,2834
2319,3552,2843
2349,3548,2875
2360,3515,2916
2375,3487,2957
2394,3465,2977
2401,3457,2998
2367,3430,3018
2323,3396,3039
2288,3356,3041
2270,3335,3039
2247,3322,3035
2244,3335,3039
2284,3388,3036
2375,3517,3039
2481,3698,3039
2584,3881,3039
2644,3974,3020
2636,3942,2998
2533,3778,2973
2375,3548,2957
2201,3300,2935
2062,3093,2916
1957,2927,2892
1905,2820,2875
1893,2762,2853
1931,2790,2834
1996,2893,2809
2088,3062,2793
2168,3229,2771
2218,3366,2752
2213,3454,2726
2166,3517,2711
2081,3512,2692
1983,3396,2670
1907,3149,2638
1931,2850,2628
2097,2569,2629
2401,2365,2628
2764,2262,2604
3132,2335,2587
3472,2609,2584
3810,3062,2587
4149,3585,2567
4463,4093,2546
4656,4490,2536
4645,4700,2546
4388,4641,2547
3941,4336,2546
3390,3877,2543
2845,3426,2546
2379,3080,2531
2062,2881,2505
1896,2791,2474
1853,2790,2464
1866,2833,2463
1905,2911,2464
1951,2994,2445
2010,3093,2423
2064,3189,2397
2114,3275,2382
2143,3318,2372
2166,3335,2382
2177,3333,2389
2192,3335,2382
2202,3331,2353
2218,3335,2341
2221,3334,2355
2218,3335,2382
2200,3311,2386
2192,3275,2382
2187,3221,2377
2192,3184,2382
2196,3165,2378
2218,3184,2382
2259,3220,2397
2323,3275,2423
2386,3327,2431
2453,3396,2423
2518,3478,2399
2584,3578,2382
2617,3642,2372
2610,3639,2382
2559,3546,2389
2505,3426,2382
2460,3317,2354
2427,3244,2341
2379,3163,2340
2323,3062,2341
2260,2941,2316
2218,2850,2300
2199,2797,2294
2218,2790,2300
2259,2801,2278
2323,2850,2259
2399,2935,2246
2505,3062,2259
2624,3190,2268
2740,3305,2300
2824,3384,2346
2897,3457,2423
2968,3532,2506
3053,3639,2628
3127,3743,2798
3184,3820,3039
3206,3827,3322
3210,3790,3655
3206,3746,4022
3236,3760,4436
3295,3834,4852
3367,3942,5257
3400,3998,5618
3393,3972,5955
3353,3875,6247
3314,3790,6489
3281,3752,6644
3262,3760,6735
3250,3768,6770
3262,3790,6777
3292,3843,6733
3340,3942,6653
3373,4015,6543
3367,4002,6448
3288,3873,6360
3158,3699,6284
3013,3545,6205
2923,3457,6161
2885,3403,6135
2871,3366,6119
2833,3317,6074
2792,3275,6037
2752,3235,6008
2714,3214,5996
2658,3188,5956
2610,3153,5914
2562,3077,5865
2505,2971,5832
2419,2849,5773
2349,2759,5709
2317,2705,5633
2323,2699,5586
2328,2723,5538
2349,2790,5503
2393,2855,5454
2453,2881,5421
2475,2831,5391
2453,2759,5380
2403,2707,5357
2375,2699,5339
2374,2706,5310
2401,2729,5298
2421,2750,5277
2427,2759,5257
2410,2723,5214
2401,2668,5175
2410,2623,5127
2453,2638,5093
2507,2710,5048
2558,2820,5011
2560,2885,4964
2505,2850,4928
2406,2708,4885
2323,2547,4846
2271,2428,4789
2244,2365,4723
2212,2314,4637
2192,2274,4559
2193,2262,4476
2218,2304,4395
2248,2366,4292
2297,2426,4189
2358,2474,4082
2427,2547,3984
2480,2628,3866
2531,2699,3737
2571,2749,3588
2584,2820,3450
2536,2879,3316
2453,2850,3203
2364,2687,3093
2297,2486,2998
2231,2343,2905
2166,2274,2834
2102,2213,2765
2062,2153,2711
2039,2115,2658
2036,2122,2628
2046,2163,2603
2088,2244,2587
2143,2342,2572
2192,2426,2587
2211,2462,2612
2218,2486,2628
2221,2510,2617
2218,2517,2628
2178,2460,2665
2114,2365,2711
2058,2269,2728
2062,2213,2752
2116,2200,2791
2192,2244,2834
2245,2313,2850
2270,2365,2875
2258,2345,2917
2218,2274,2957
2164,2202,2958
2140,2183,2957
2150,2200,2974
2166,2213,2998
2141,2182,2983
2088,2122,2957
2033,2068,2946
2010,2062,2957
2010,2096,2946
2036,2153,2916
2072,2201,2882
2114,2244,2875
2146,2281,2875
2192,2335,2875
2265,2418,2855
2375,2547,2834
2469,2671,2808
2505,2729,2793
2445,2664,2772
2323,2517,2752
2184,2343,2725
2088,2213,2711
2027,2154,2703
1983,2183,2711
1922,2241,2713
1853,2244,2711
1790,2122,2690
1775,1910,2670
1833,1658,2645
2010,1425,2628
2310,1272,2607
2714,1304,2587
3140,1556,2563
3523,1971,2546
3830,2418,2525
4071,2820,2505
4198,3110,2479
4150,3244,2464
3915,3195,2446
3601,3032,2423
3303,2843,2392
3053,2699,2382
2824,2599,2384
2636,2547,2382
2498,2522,2357
2401,2517,2341
2309,2509,2339
2244,2517,2341
2226,2540,2318
2244,2577,2300
2251,2592,2296
2244,2577,2300
2236,2542,2280
2244,2517,2259
2245,2499,2250
2244,2486,2259
2244,2471,2257
2270,2486,2259
2299,2526,2272
2323,2577,2300
2328,2607,2309
2349,2638,2300
2385,2679,2286
2427,2729,2300
2426,2732,2324
2375,2668,2341
2282,2540,2325
2192,2395,2300
2121,2257,2286
2088,2153,2300
2082,2096,2309
2114,2122,2300
2167,2221,2271
2244,2365,2259
2324,2490,2259
2401,2577,2259
2436,2609,2236
2427,2608,2218
2393,2581,2212
2401,2577,2218
2457,2615,2202
2531,2699,2177
2575,2769,2148
2610,2790,2136
2640,2748,2116
2662,2699,2095
2655,2667,2064
2662,2668,2054
2707,2681,2047
2792,2729,2054
2880,2815,2048
2975,2941,2054
3072,3069,2060
3158,3184,2095
3191,3247,2140
3184,3244,2218
3154,3173,2317
3132,3093,2464
3103,3032,2644
3080,3002,2875
3064,2976,3138
3080,2971,3450
3105,2980,3785
3132,3002,4148
3140,3018,4512
3158,3062,4887
3188,3142,5247
3236,3244,5586
3270,3319,5873
3288,3366,6119
3281,3395,6309
3262,3426,6448
3224,3430,6515
3184,3396,6530
3140,3319,6498
3106,3244,6448
3065,3184,6371
3027,3153,6284
2990,3139,6179
2975,3153,6078
2964,3174,5961
2949,3184,5832
2912,3151,5680
2871,3093,5544
2816,3013,5415
2740,2911,5298
2611,2749,5166
2453,2547,5052
2309,2357,4943
2244,2274,4846
2264,2311,4732
2349,2426,4641
2432,2519,4576
2479,2547,4559
2466,2498,4547
2427,2426,4559
2393,2373,4583
2401,2395,4641
2437,2476,4699
2479,2577,4764
2477,2625,4807
2427,2608,4846
2342,2535,4865
2270,2456,4887
2232,2397,4881
2244,2395,4846
2292,2457,4767
2375,2577,4682
2457,2697,4584
2505,2759,4477
2473,2721,4344
2375,2608,4230
2257,2459,4139
2192,2335,4066
2185,2269,3977
2218,2304,3902
2270,2425,3847
2349,2577,3820
2408,2659,3779
2375,2608,3737
2212,2412,3692
2010,2153,3655
1873,1933,3598
1853,1850,3532
1895,1893,3450
1957,2001,3368
2011,2089,3266
2062,2153,3162
2094,2207,3052
2114,2274,2957
2123,2328,2866
2140,2365,2793
2155,2382,2723
2166,2395,2670
2158,2383,2619
2140,2335,2587
2103,2243,2559
2062,2153,2546
2026,2093,2537
2036,2092,2546
2093,2147,2550
2192,2274,2546
2299,2452,2521
2401,2638,2505
2455,2736,2498
2427,2699,2505
2307,2550,2503
2166,2395,2505
2066,2300,2502
2036,2274,2505
2040,2278,2500
2062,2304,2505
2085,2338,2518
2114,2365,2546
2138,2358,2578
2166,2335,2628
2185,2303,2688
2192,2274,2752
2176,2242,2795
2166,2244,2834
2178,2289,2871
2218,2365,2916
2239,2410,2943
2218,2395,2957
2159,2315,2955
2114,2213,2957
2101,2132,2957
2114,2122,2957
2123,2180,2940
2140,2274,2916
2163,2349,2888
2192,2395,2875
2210,2422,2859
2244,2456,2834
2293,2495,2789
2349,2547,2752
2378,2585,2726
2401,2608,2711
2418,2598,2676
2427,2577,2628
2387,2538,2577
2297,2486,2546
2159,2412,2513
2010,2335,2464
1873,2248,2392
1801,2153,2341
1816,2028,2314
1931,1880,2300
2111,1691,2261
2349,1486,2218
2648,1338,2185
3027,1395,2177
3427,1732,2172
3784,2304,2177
4083,2927,2177
4358,3426,2177
4528,3686,2167
4437,3699,2177
4036,3500,2198
3523,3184,2218
3110,2843,2214
2845,2577,2218
2641,2417,2247
2479,2365,2300
2376,2383,2332
2323,2456,2341
2277,2554,2336
2270,2668,2341
2329,2775,2344
2427,2881,2341
2477,2956,2321
2453,2971,2300
2364,2888,2277
2244,2729,2259
2109,2543,2224
2010,2395,2177
1958,2294,2124
1957,2244,2095
1964,2223,2075
1983,2244,2054
2012,2292,2022
2062,2365,2012
2104,2431,2028
2140,2486,2054
2169,2527,2056
2218,2577,2054
2280,2631,2062
2349,2699,2095
2403,2777,2121
2453,2881,2136
2489,2960,2134
2505,2971,2136
2471,2885,2134
2401,2759,2136
2311,2638,2132
2244,2547,2136
2210,2476,2135
2218,2456,2136
2249,2494,2131
2297,2577,2136
2337,2649,2137
2375,2699,2136
2400,2719,2113
2427,2729,2095
2455,2729,2084
2505,2759,2095
2571,2829,2096
2662,2941,2095
2755,3053,2083
2845,3153,2095
2901,3210,2112
2923,3214,2136
2896,3144,2145
2845,3032,2177
2781,2908,2224
2740,2820,2300
2723,2775,2393
2740,2790,2546
2777,2845,2750
2845,2941,2998
2929,3055,3260
3027,3184,3573
3109,3296,3929
3184,3396,4312
3267,3501,4679
3393,3669,5052
3533,3875,5416
3628,4033,5750
3591,4020,6001
3419,3820,6202
3173,3504,6363
2975,3214,6489
2884,3043,6537
2897,3032,6530
2935,3100,6478
2949,3153,6407
2910,3127,6303
2845,3062,6202
2776,3003,6109
2740,2971,6037
2728,2952,5953
2740,2971,5873
2766,3041,5798
2819,3153,5750
2859,3236,5703
2845,3244,5668
2744,3153,5622
2610,3002,5586
2496,2833,5528
2453,2729,5462
2480,2738,5373
2584,2881,5298
2712,3068,5227
2792,3184,5175
2743,3123,5110
2584,2911,5052
2386,2638,4983
2244,2426,4928
2174,2314,4873
2166,2304,4846
2183,2341,4823
2218,2395,4805
2249,2432,4762
2270,2456,4723
2270,2458,4689
2270,2456,4682
2277,2448,4665
2297,2456,4641
2309,2468,4595
2323,2486,4559
2333,2488,4518
2349,2486,4477
2362,2492,4412
2401,2547,4353
2473,2657,4290
2584,2820,4230
2679,2974,4147
2714,3062,4066
2649,3020,3981
2505,2850,3902
2325,2594,3801
2166,2335,3696
2041,2125,3587
1957,2001,3491
1913,1949,3387
1931,1971,3286
1995,2058,3176
2088,2213,3080
2188,2392,2987
2323,2577,2916
2481,2775,2848
2610,3002,2793
2616,3138,2739
2479,3032,2711
2250,2662,2687
2036,2244,2670
1889,1982,2639
1827,1910,2628
1818,1912,2637
1853,1941,2670
1902,2007,2691
1957,2122,2711
2004,2228,2725
2062,2304,2752
2119,2361,2772
2166,2426,2793
2182,2480,2807
2192,2517,2834
2205,2530,2857
2218,2547,2875
2208,2563,2873
2192,2577,2875
2181,2564,2885
2192,2547,2916
2197,2527,2942
2192,2517,2957
2174,2498,2942
2166,2486,2916
2169,2495,2885
2192,2547,2875
2235,2631,2862
2297,2729,2834
2334,2782,2783
2323,2759,2752
2265,2667,2746
2218,2577,2752
2192,2518,2732
2166,2486,2711
2121,2470,2711
2140,2547,2752
2315,2785,2797
2636,3153,2834
2890,3440,2852
2871,3426,2875
2543,3038,2895
2114,2456,2916
1766,1936,2919
1566,1668,2916
1483,1648,2899
