II,MCL,ABP
894,2519,7594
895,2521,7620
875,2519,7638
858,2511,7629
875,2519,7638
905,2521,7652
913,2519,7682
891,2509,7684
875,2519,7682
881,2526,7657
894,2519,7638
887,2499,7606
875,2519,7594
879,2566,7574
894,2592,7550
892,2556,7485
875,2519,7419
857,2513,7345
855,2519,7287
861,2495,7202
875,2482,7111
882,2499,7010
875,2519,6936
851,2508,6853
836,2519,6760
834,2564,6627
836,2592,6497
830,2553,6359
836,2519,6234
851,2531,6080
855,2555,5926
840,2534,5761
836,2519,5619
851,2535,5476
855,2555,5356
824,2526,5234
797,2482,5136
807,2477,5037
836,2519,4960
842,2518,4884
836,2446,4829
835,2397,4761
836,2482,4697
828,2557,4619
836,2446,4565
851,2314,4515
836,2482,4478
795,2719,4425
797,2519,4390
839,2128,4359
836,2482,4346
753,3586,4320
700,4125,4302
757,3263,4276
855,1971,4258
883,1578,4228
855,2008,4214
850,2296,4207
875,2227,4214
876,2265,4197
855,2519,4170
852,2623,4135
875,2519,4126
885,2458,4122
875,2519,4126
860,2531,4119
855,2482,4126
848,2474,4129
836,2519,4126
827,2529,4098
836,2519,4083
844,2518,4077
836,2519,4083
816,2489,4063
816,2482,4039
834,2505,4009
836,2519,3995
804,2481,3981
777,2446,3995
782,2452,4017
797,2482,4039
788,2474,4021
777,2446,3995
785,2432,3978
797,2446,3995
788,2449,4003
777,2446,3995
784,2440,3963
797,2446,3951
794,2443,3949
797,2446,3951
818,2447,3927
836,2446,3907
822,2425,3896
797,2409,3907
783,2413,3906
777,2446,3907
758,2474,3902
739,2482,3907
739,2452,3890
758,2409,3863
772,2373,3828
777,2373,3819
778,2391,3818
777,2409,3819
763,2396,3795
739,2373,3775
712,2368,3764
700,2409,3775
701,2452,3778
700,2446,3775
692,2397,3753
719,2409,3731
758,2473,3702
739,2482,3687
696,2412,3666
758,2409,3644
853,2472,3610
777,2446,3600
633,2356,3600
739,2446,3600
942,2606,3573
777,2482,3556
466,2235,3551
739,2446,3556
1301,2878,3536
875,2519,3512
-579,1326,3486
-1224,767,3468
14,1706,3438
1672,2993,3424
1890,3139,3421
1011,2409,3424
574,2023,3402
875,2227,3380
1050,2330,3368
836,2117,3380
742,1978,3383
913,2044,3380
956,2014,3359
739,1789,3336
510,1539,3305
389,1351,3292
246,1119,3289
39,840,3292
-143,587,3271
-253,402,3248
-329,240,3234
-389,110,3248
-422,26,3256
-408,0,3248
-315,5,3218
-136,37,3205
62,90,3202
214,219,3205
317,450,3182
428,767,3161
547,1062,3149
622,1278,3161
628,1453,3164
641,1716,3161
723,2081,3151
836,2446,3161
879,2674,3166
836,2774,3161
779,2835,3132
777,2920,3117
814,2997,3114
836,3030,3117
830,3025,3095
836,3030,3073
862,3049,3060
875,3066,3073
854,3065,3076
836,3066,3073
850,3071,3063
875,3066,3073
871,3041,3079
855,3030,3073
858,3034,3043
875,3030,3029
878,2989,3027
875,2957,3029
876,2963,3006
875,2993,2985
860,2987,2976
855,2957,2985
868,2935,2983
875,2957,2985
854,2983,2997
836,2993,3029
841,2973,3041
855,2957,3029
849,2949,2996
836,2957,2985
832,2956,2985
836,2957,2985
833,2952,2960
836,2957,2941
843,2954,2933
836,2957,2941
807,2954,2938
797,2957,2941
818,2952,2954
836,2957,2985
818,2956,2996
797,2957,2985
802,2948,2954
816,2957,2941
803,2973,2936
777,2993,2941
768,2992,2935
777,2993,2941
774,3003,2941
758,3030,2941
749,3048,2926
758,3066,2941
758,3080,2977
739,3103,3029
715,3118,3062
719,3139,3117
744,3156,3203
758,3176,3336
746,3189,3464
739,3212,3600
754,3223,3748
777,3212,3951
786,3180,4168
797,3176,4390
818,3187,4595
836,3176,4829
833,3106,5071
836,3030,5312
856,2972,5510
875,2920,5707
872,2842,5902
875,2774,6102
896,2722,6261
913,2665,6409
903,2577,6553
894,2519,6716
905,2512,6855
913,2519,6980
893,2472,7083
875,2409,7199
887,2385,7295
913,2409,7375
919,2410,7416
913,2373,7463
913,2329,7503
913,2336,7550
900,2364,7571
894,2373,7594
906,2345,7609
913,2336,7638
894,2355,7640
875,2373,7638
878,2352,7624
894,2336,7638
896,2348,7643
894,2373,7638
902,2371,7593
913,2373,7550
901,2391,7500
875,2409,7463
860,2390,7397
875,2373,7331
893,2382,7254
894,2409,7199
878,2411,7133
875,2409,7068
886,2411,6977
894,2409,6892
883,2383,6785
875,2373,6672
876,2389,6534
875,2409,6409
860,2392,6276
855,2373,6146
868,2370,5986
875,2373,5838
854,2339,5696
836,2300,5575
842,2281,5438
855,2300,5312
847,2313,5188
836,2300,5092
837,2277,4994
836,2300,4917
819,2328,4840
816,2300,4785
833,2250,4716
836,2300,4653
807,2369,4578
797,2300,4521
821,2186,4465
836,2300,4434
816,2476,4404
816,2300,4390
846,1974,4364
836,2300,4346
754,3279,4318
700,3760,4302
748,2984,4276
836,1789,4258
859,1387,4230
836,1789,4214
839,2153,4190
875,2190,4170
887,2222,4139
875,2373,4126
869,2416,4119
875,2336,4126
861,2312,4123
836,2373,4126
826,2377,4124
836,2336,4126
841,2336,4107
836,2373,4083
830,2365,4049
836,2336,4039
840,2329,4033
836,2336,4039
817,2314,4034
797,2300,4039
782,2312,4036
777,2336,4039
776,2326,4031
777,2300,4039
777,2286,4042
777,2300,4039
776,2305,4010
777,2300,3995
778,2291,3990
777,2300,3995
774,2303,3972
777,2300,3951
781,2289,3939
777,2300,3951
769,2321,3952
777,2336,3951
795,2321,3943
797,2300,3951
773,2289,3951
758,2300,3951
767,2304,3930
777,2300,3907
761,2291,3876
739,2300,3863
734,2305,3856
739,2300,3863
734,2275,3860
739,2263,3863
760,2262,3860
777,2263,3863
764,2243,3845
739,2227,3819
724,2241,3784
719,2300,3775
711,2347,3774
700,2336,3775
701,2287,3752
739,2300,3731
772,2364,3707
739,2373,3687
687,2304,3655
739,2300,3644
816,2360,3642
739,2336,3644
616,2253,3617
739,2336,3600
928,2485,3594
739,2373,3600
425,2154,3579
719,2373,3556
1299,2792,3530
875,2446,3512
-582,1303,3482
-1224,767,3468
18,1661,3465
1672,2884,3468
1875,3013,3445
972,2300,3424
509,1909,3415
797,2081,3424
978,2159,3410
777,1935,3380
683,1789,3344
836,1862,3336
865,1864,3335
661,1679,3336
472,1453,3314
389,1278,3292
257,1077,3278
39,840,3292
-151,596,3300
-253,365,3292
-327,155,3261
-408,37,3248
-460,-3,3248
-408,-37,3248
-221,-92,3223
39,-73,3205
245,58,3199
350,256,3205
405,455,3184
486,694,3161
583,975,3148
641,1241,3161
652,1455,3164
680,1716,3161
758,2066,3152
836,2409,3161
840,2599,3164
777,2665,3161
721,2717,3135
719,2811,3117
751,2887,3107
777,2920,3117
793,2933,3119
816,2957,3117
839,2970,3108
836,2957,3117
808,2927,3122
797,2920,3117
816,2927,3088
836,2920,3073
828,2891,3070
816,2884,3073
824,2905,3050
836,2920,3029
826,2897,3019
816,2884,3029
825,2900,3029
836,2920,3029
825,2899,3025
816,2884,3029
826,2908,3024
836,2957,3029
824,2968,3031
816,2957,3029
827,2947,3004
836,2957,2985
823,2955,2977
816,2957,2985
829,2957,2984
836,2957,2985
812,2934,2982
797,2920,2985
814,2928,2979
836,2957,2985
822,2964,2987
797,2957,2985
791,2945,2959
797,2957,2941
787,2963,2933
777,2957,2941
780,2940,2937
777,2957,2941
754,2995,2953
739,3030,2985
749,3029,2994
758,3030,2985
733,3043,2964
700,3066,2985
691,3066,3026
700,3066,3073
689,3077,3099
661,3103,3161
646,3117,3268
661,3139,3424
680,3162,3572
680,3176,3731
665,3166,3907
661,3176,4126
675,3201,4345
700,3212,4565
718,3186,4772
739,3176,5004
759,3186,5241
777,3176,5487
790,3103,5708
816,3030,5926
852,2991,6123
875,2957,6321
872,2869,6496
875,2774,6672
895,2720,6827
913,2701,6980
905,2655,7107
894,2592,7243
900,2540,7372
913,2519,7507
913,2498,7603
913,2482,7682
924,2464,7738
933,2446,7814
922,2416,7881
913,2409,7946
922,2425,7970
933,2446,7989
923,2432,7999
913,2409,8033
921,2397,8056
933,2409,8077
926,2413,8071
913,2409,8077
911,2400,8073
913,2409,8077
909,2414,8053
913,2409,8033
928,2396,8003
933,2409,7989
912,2434,7949
894,2446,7902
899,2424,7828
913,2409,7770
908,2419,7702
894,2446,7638
889,2450,7546
894,2446,7463
888,2443,7370
875,2446,7287
867,2428,7178
875,2409,7068
879,2400,6934
875,2409,6804
867,2410,6648
875,2409,6497
883,2406,6335
875,2409,6190
848,2406,6030
836,2409,5882
845,2396,5733
855,2373,5619
844,2344,5505
836,2336,5399
844,2345,5278
855,2373,5180
852,2374,5086
855,2336,5004
871,2311,4904
875,2373,4829
850,2420,4770
836,2336,4741
846,2245,4694
855,2373,4653
840,2515,4615
836,2300,4609
849,1983,4593
836,2336,4565
775,3308,4511
739,3760,4478
774,2985,4450
836,1825,4434
849,1454,4402
836,1862,4390
851,2213,4386
894,2227,4390
917,2231,4365
913,2373,4346
903,2432,4335
894,2373,4346
880,2353,4331
875,2409,4302
879,2415,4264
875,2373,4258
849,2356,4258
836,2373,4258
853,2368,4231
875,2373,4214
864,2401,4205
836,2409,4214
819,2352,4212
816,2300,4214
802,2300,4211
777,2336,4214
763,2355,4195
777,2373,4170
796,2397,4138
797,2409,4126
780,2384,4119
777,2373,4126
790,2382,4124
797,2373,4126
784,2320,4120
777,2300,4126
788,2338,4126
797,2373,4126
790,2337,4104
797,2300,4083
824,2322,4053
836,2373,4039
807,2358,4028
777,2300,4039
775,2269,4043
777,2300,4039
755,2333,4010
739,2336,3995
754,2313,3990
777,2300,3995
772,2295,3975
758,2300,3951
764,2298,3923
777,2300,3907
764,2296,3880
739,2300,3863
728,2311,3852
719,2336,3863
694,2353,3866
700,2373,3863
737,2381,3840
739,2373,3819
704,2364,3792
739,2409,3775
801,2441,3751
739,2373,3731
633,2291,3702
739,2373,3687
908,2476,3679
758,2336,3687
508,2148,3688
777,2373,3687
1244,2726,3666
758,2336,3644
-644,1244,3614
-1224,767,3600
18,1642,3579
1710,2847,3556
2061,3064,3521
1283,2482,3512
788,2137,3512
952,2263,3512
1056,2293,3485
816,2044,3468
659,1864,3464
777,1898,3468
889,1909,3445
836,1789,3424
732,1645,3415
641,1533,3424
498,1355,3409
311,1095,3380
131,817,3346
-39,584,3336
-208,377,3332
-330,183,3336
-400,-4,3332
-466,-146,3336
-527,-239,3336
-486,-292,3336
-293,-316,3317
-19,-256,3292
197,-104,3261
311,110,3248
385,352,3242
486,657,3248
594,991,3247
661,1278,3248
690,1502,3243
739,1789,3248
818,2171,3249
875,2519,3248
857,2687,3228
797,2738,3205
762,2805,3175
777,2920,3161
805,3001,3153
816,3030,3161
820,3043,3161
836,3066,3161
854,3073,3152
855,3066,3161
842,3061,3166
836,3066,3161
839,3065,3132
836,3066,3117
825,3067,3114
836,3066,3117
864,3048,3094
875,3030,3073
850,3020,3063
836,3030,3073
855,3033,3073
875,3030,3073
856,3020,3069
836,3030,3073
849,3037,3068
875,3030,3073
865,3000,3075
836,2993,3073
824,3008,3048
836,3030,3029
841,3027,3020
836,3030,3029
832,3045,3028
836,3066,3029
836,3054,3026
836,3030,3029
836,3015,3024
836,3030,3029
831,3036,3031
836,3030,3029
843,3015,3003
836,3030,2985
810,3053,2976
797,3066,2985
806,3056,2982
816,3066,2985
802,3089,2982
777,3103,2985
763,3088,2975
758,3103,2985
741,3146,3002
719,3176,3029
703,3151,3039
700,3139,3073
698,3170,3126
700,3212,3205
702,3210,3276
700,3212,3380
687,3246,3514
680,3285,3687
685,3282,3854
700,3285,4039
708,3322,4238
719,3358,4478
741,3332,4716
777,3285,4960
805,3260,5194
816,3249,5443
819,3200,5672
836,3139,5882
861,3086,6054
875,3030,6234
870,2937,6408
875,2847,6585
895,2784,6732
913,2738,6892
907,2674,7048
894,2628,7199
896,2607,7307
913,2592,7419
925,2548,7528
933,2519,7638
937,2516,7704
933,2519,7770
917,2482,7833
913,2446,7902
925,2436,7926
933,2446,7946
921,2428,7960
913,2409,7989
923,2414,7988
933,2446,7989
922,2455,7981
913,2446,7989
922,2433,7980
933,2446,7989
924,2464,7991
913,2482,7989
913,2495,7945
913,2519,7902
900,2530,7852
894,2519,7814
904,2486,7745
913,2482,7682
902,2503,7611
894,2519,7550
904,2496,7460
913,2482,7375
896,2496,7281
875,2519,7199
876,2506,7090
894,2482,6980
893,2462,6847
875,2446,6716
863,2426,6558
875,2446,6409
886,2484,6250
875,2482,6102
847,2413,5937
836,2373,5795
846,2399,5655
855,2446,5531
845,2438,5389
836,2409,5268
836,2410,5161
836,2446,5092
827,2437,5019
836,2373,4960
862,2337,4890
875,2409,4829
854,2463,4753
836,2373,4697
838,2276,4644
836,2409,4609
815,2566,4559
816,2373,4521
842,2070,4487
836,2409,4478
775,3341,4456
739,3760,4434
777,2989,4400
836,1862,4390
844,1519,4385
836,1935,4390
866,2274,4369
913,2263,4346
918,2254,4315
894,2409,4302
886,2498,4280
894,2446,4258
887,2404,4225
875,2446,4214
873,2467,4209
875,2446,4214
862,2431,4207
855,2446,4214
866,2447,4217
875,2446,4214
857,2447,4186
836,2446,4170
833,2422,4165
836,2409,4170
814,2408,4147
777,2409,4126
760,2400,4114
777,2409,4126
798,2431,4127
797,2446,4126
779,2426,4119
777,2409,4126
791,2408,4125
797,2409,4126
783,2386,4107
777,2373,4083
789,2385,4048
797,2409,4039
790,2409,4037
797,2409,4039
824,2413,4014
836,2409,3995
806,2381,3985
777,2373,3995
783,2382,3993
797,2373,3995
780,2321,3991
758,2300,3995
761,2334,3976
777,2373,3951
777,2345,3918
777,2300,3907
791,2286,3902
797,2300,3907
770,2294,3890
739,2300,3863
736,2347,3827
739,2409,3819
718,2419,3819
719,2409,3819
747,2410,3793
739,2409,3775
699,2389,3768
739,2409,3775
819,2443,3758
777,2409,3731
676,2359,3699
758,2446,3687
897,2532,3668
739,2373,3644
502,2177,3608
777,2409,3600
1231,2770,3600
739,2373,3600
-652,1258,3572
-1224,767,3556
0,1652,3551
1672,2884,3556
2024,3115,3536
1263,2519,3512
775,2148,3485
933,2263,3468
1034,2296,3439
797,2044,3424
646,1854,3419
777,1898,3424
901,1939,3404
836,1825,3380
703,1636,3366
603,1460,3380
475,1258,3387
292,1022,3380
88,776,3351
-97,548,3336
-253,310,3332
-369,73,3336
-453,-135,3318
-505,-256,3292
-501,-303,3261
-408,-329,3248
-236,-356,3241
-19,-292,3248
175,-106,3248
311,146,3248
403,397,3240
505,694,3248
619,1036,3253
700,1351,3248
728,1590,3220
758,1862,3205
821,2228,3202
875,2592,3205
859,2793,3181
797,2847,3161
758,2878,3153
777,2957,3161
817,3033,3144
836,3066,3117
834,3066,3097
836,3066,3117
841,3067,3145
836,3066,3161
824,3061,3141
836,3066,3117
865,3070,3103
875,3066,3117
850,3055,3124
836,3066,3117
854,3090,3088
875,3103,3073
865,3081,3069
855,3066,3073
867,3067,3054
875,3066,3029
852,3038,3011
836,3030,3029
853,3048,3056
875,3066,3073
859,3044,3053
836,3030,3029
839,3043,3016
855,3066,3029
849,3050,3035
836,3030,3029
834,3026,3002
836,3030,2985
822,3005,2977
816,2993,2985
829,3007,2984
836,3030,2985
814,3012,2980
797,2993,2985
806,2999,2983
816,3030,2985
798,3035,2979
777,3030,2985
776,3034,2986
777,3066,2985
755,3088,2961
739,3103,2941
747,3112,2926
758,3139,2941
734,3162,2959
700,3176,2985
689,3171,2997
700,3176,3029
703,3188,3076
700,3212,3161
700,3228,3258
700,3249,3380
688,3267,3501
680,3285,3644
687,3285,3797
700,3285,3995
705,3284,4208
719,3285,4434
748,3269,4643
777,3249,4873
782,3216,5109
777,3176,5356
792,3118,5573
836,3066,5795
871,3014,6011
875,2957,6234
862,2879,6417
875,2811,6585
905,2752,6733
913,2701,6892
887,2638,7028
875,2592,7155
895,2556,7259
913,2519,7375
901,2467,7483
894,2446,7594
916,2449,7669
933,2446,7726
911,2401,7759
894,2373,7814
913,2383,7861
933,2409,7902
914,2394,7900
894,2373,7902
910,2377,7909
933,2409,7946
919,2418,7955
894,2409,7946
896,2400,7908
913,2409,7902
913,2410,7901
913,2409,7902
928,2416,7857
933,2446,7814
902,2461,7764
875,2446,7726
885,2411,7658
913,2409,7594
913,2432,7523
894,2446,7463
886,2422,7373
894,2409,7287
890,2425,7193
875,2446,7111
866,2429,7003
875,2409,6892
880,2407,6759
875,2409,6629
868,2385,6472
875,2373,6321
882,2388,6161
875,2409,6014
850,2393,5852
836,2373,5707
843,2367,5561
855,2373,5443
847,2357,5323
836,2336,5224
835,2335,5123
836,2373,5048
828,2397,4973
836,2373,4917
849,2339,4848
836,2373,4785
811,2391,4708
836,2300,4653
873,2224,4601
836,2373,4565
773,2532,4515
836,2336,4478
948,2033,4443
836,2373,4434
484,3314,4413
292,3760,4390
506,3011,4354
855,1862,4346
956,1467,4343
855,1862,4346
828,2236,4322
913,2263,4302
938,2245,4277
875,2373,4258
842,2457,4226
875,2409,4214
887,2350,4211
855,2373,4214
830,2405,4189
836,2409,4170
840,2402,4161
836,2409,4170
833,2411,4166
836,2409,4170
834,2393,4171
836,2373,4170
841,2358,4143
836,2373,4126
808,2373,4121
777,2336,4126
764,2287,4105
777,2300,4083
794,2353,4069
797,2373,4083
784,2325,4085
777,2300,4083
777,2336,4072
777,2373,4083
772,2339,4086
777,2300,4083
791,2309,4054
797,2336,4039
784,2318,4032
777,2300,4039
787,2317,4022
797,2336,3995
788,2300,3960
777,2263,3951
778,2272,3947
777,2300,3951
758,2283,3944
739,2263,3951
740,2275,3952
758,2300,3951
770,2284,3926
777,2263,3907
782,2262,3884
777,2263,3863
756,2223,3830
739,2190,3819
734,2220,3818
719,2300,3819
689,2340,3792
700,2336,3775
744,2314,3771
739,2300,3775
688,2296,3752
719,2336,3731
795,2360,3722
739,2300,3731
622,2239,3716
719,2336,3687
899,2439,3654
758,2300,3644
493,2127,3625
739,2373,3600
1202,2733,3564
739,2336,3556
-643,1239,3556
-1224,767,3556
0,1645,3529
1672,2847,3512
2007,3061,3506
1224,2482,3512
737,2142,3494
913,2263,3468
1023,2277,3439
777,2008,3424
614,1819,3399
739,1862,3380
859,1883,3368
797,1752,3380
669,1575,3386
564,1424,3380
423,1220,3352
233,949,3336
38,668,3331
-136,438,3336
-291,223,3318
-408,0,3292
-485,-209,3261
-525,-329,3248
-510,-369,3241
-408,-402,3248
-225,-454,3248
0,-402,3248
197,-188,3240
330,110,3248
423,390,3253
525,694,3248
631,1037,3220
700,1351,3205
728,1587,3202
777,1862,3205
862,2235,3181
913,2592,3161
875,2768,3152
797,2811,3161
760,2859,3145
777,2957,3117
808,3021,3095
836,3030,3117
862,3031,3148
875,3066,3161
864,3100,3135
855,3103,3117
866,3079,3113
875,3066,3117
856,3067,3095
836,3066,3073
844,3046,3062
875,3030,3073
886,3024,3073
875,3030,3073
864,3026,3069
875,3030,3073
885,3033,3067
875,3030,3073
853,3003,3076
855,2993,3073
873,3006,3045
875,3030,3029
848,3029,3026
836,3030,3029
856,3031,3007
875,3030,2985
858,3003,2975
836,2993,2985
840,3006,2985
855,3030,2985
849,3027,2981
836,3030,2985
836,3046,2981
836,3066,2985
815,3051,2986
797,3030,2985
803,3020,2961
816,3030,2941
809,3027,2929
797,3030,2941
796,3041,2944
797,3066,2941
777,3070,2928
758,3066,2941
755,3068,2962
758,3103,2985
742,3143,2982
719,3176,2985
705,3179,2995
700,3176,3029
687,3179,3061
680,3212,3117
687,3252,3186
700,3285,3292
701,3289,3421
700,3285,3600
705,3289,3794
719,3322,3995
728,3351,4176
739,3358,4390
755,3325,4627
777,3285,4873
790,3247,5073
797,3212,5268
808,3158,5472
836,3103,5707
863,3046,5914
875,2993,6102
871,2921,6268
875,2847,6453
887,2770,6630
894,2701,6804
889,2634,6942
894,2592,7068
910,2556,7172
913,2519,7287
896,2478,7381
894,2482,7463
917,2511,7518
933,2519,7594
913,2474,7666
894,2446,7726
908,2458,7741
933,2482,7770
929,2464,7810
913,2446,7858
910,2457,7860
913,2482,7858
902,2467,7852
894,2446,7858
904,2451,7832
913,2482,7814
902,2477,7789
894,2446,7770
905,2435,7718
913,2482,7682
895,2528,7655
875,2519,7638
878,2463,7577
894,2446,7507
890,2482,7431
875,2519,7375
868,2492,7291
875,2446,7199
876,2429,7085
875,2446,6980
875,2448,6849
875,2446,6716
863,2446,6572
855,2446,6453
860,2421,6324
875,2409,6190
873,2424,6026
855,2446,5882
835,2432,5745
836,2409,5619
848,2398,5461
855,2409,5312
846,2414,5178
836,2409,5092
833,2399,5004
836,2409,4917
833,2407,4813
836,2373,4741
839,2348,4684
836,2409,4653
827,2457,4607
836,2373,4565
850,2277,4513
836,2409,4478
799,2580,4432
797,2409,4390
832,2104,4335
836,2409,4302
778,3315,4273
739,3760,4258
775,3043,4229
836,1935,4214
847,1565,4204
836,1971,4214
856,2349,4214
894,2373,4214
895,2339,4193
875,2446,4170
869,2521,4137
875,2482,4126
859,2433,4124
836,2446,4126
830,2453,4103
836,2446,4083
827,2453,4070
816,2482,4083
822,2490,4086
836,2482,4083
832,2463,4057
816,2446,4039
802,2431,4025
797,2446,4039
788,2458,4046
777,2446,4039
772,2410,4006
777,2409,3995
780,2446,3996
777,2482,3995
773,2469,3963
777,2446,3951
783,2439,3966
777,2446,3995
762,2428,3981
758,2409,3951
768,2404,3931
777,2409,3951
774,2401,3961
777,2409,3951
792,2432,3918
797,2446,3907
777,2422,3904
758,2409,3907
756,2426,3884
758,2446,3863
745,2428,3849
739,2409,3863
750,2408,3868
758,2409,3863
745,2383,3836
739,2373,3819
752,2381,3797
758,2373,3775
730,2320,3741
700,2300,3731
698,2360,3731
700,2446,3731
682,2462,3705
700,2446,3687
748,2444,3682
739,2446,3687
676,2425,3667
700,2446,3644
782,2482,3618
739,2446,3600
626,2388,3569
719,2482,3556
892,2591,3554
739,2446,3556
457,2247,3530
700,2482,3512
1181,2855,3506
739,2446,3512
-637,1286,3492
-1224,767,3468
-9,1679,3442
1652,2957,3424
1981,3201,3394
1205,2592,3380
739,2226,3377
933,2373,3380
1049,2435,3357
816,2190,3336
683,1999,3327
836,2044,3336
958,2077,3323
875,1935,3292
725,1715,3255
603,1533,3248
442,1341,3250
233,1095,3248
31,818,3223
-136,584,3205
-274,383,3196
-369,183,3205
-433,-12,3203
-486,-110,3205
-505,-108,3202
-428,-110,3205
-247,-171,3186
-19,-146,3161
167,60,3130
292,365,3117
391,636,3110
505,913,3117
607,1231,3117
661,1533,3117
683,1766,3109
739,2044,3117
827,2413,3121
875,2738,3117
838,2867,3089
777,2884,3073
766,2936,3069
797,3030,3073
821,3069,3051
836,3066,3029
858,3090,3017
875,3139,3029
860,3143,3032
836,3103,3029
841,3078,3020
875,3103,3029
891,3134,3033
875,3139,3029
852,3117,3003
855,3103,2985
871,3098,2976
875,3103,2985
859,3098,2986
855,3103,2985
868,3105,2978
875,3103,2985
854,3079,2988
836,3066,2985
846,3064,2961
875,3066,2941
885,3055,2930
875,3066,2941
859,3091,2947
855,3103,2941
860,3076,2914
875,3066,2897
885,3084,2890
875,3103,2897
847,3080,2895
836,3066,2897
847,3082,2895
855,3103,2897
841,3082,2892
836,3066,2897
849,3078,2899
855,3103,2897
832,3096,2873
816,3103,2853
827,3137,2842
836,3176,2853
808,3173,2854
777,3176,2853
772,3208,2844
777,3249,2853
765,3238,2855
758,3212,2853
771,3212,2838
777,3249,2853
753,3272,2888
739,3285,2941
757,3296,2988
777,3322,3073
760,3339,3189
