II,aVF,PLETH,RESP
2628,2419,5920,4106
2644,2434,5913,4102
2678,2456,5920,4106
2687,2444,5914,4102
2678,2419,5920,4106
2651,2406,5916,4102
2628,2419,5920,4106
2612,2425,5911,4102
2628,2419,5920,4106
2658,2408,5921,4102
2678,2419,5920,4106
2657,2439,5894,4102
2628,2456,5887,4106
2614,2444,5885,4102
2628,2419,5887,4106
2634,2400,5853,4102
2628,2419,5821,4106
2602,2448,5793,4102
2579,2456,5788,4106
2563,2430,5760,4102
2579,2419,5723,4106
2605,2434,5666,4102
2628,2456,5624,4106
2624,2453,5571,4102
2628,2456,5525,4106
2673,2492,5469,4102
2777,2566,5427,4106
2878,2631,5375,4102
2926,2676,5328,4106
2905,2689,5260,4102
2876,2676,5196,4106
2867,2624,5124,4102
2876,2566,5065,4106
2873,2538,4994,4102
2876,2566,4933,4106
2880,2604,4862,4102
2876,2603,4802,4106
2846,2546,4730,4102
2827,2493,4670,4106
2826,2476,4600,4102
2827,2493,4539,4106
2785,2489,4475,4102
2727,2456,4440,4106
2672,2400,4407,4102
2628,2346,4374,4106
2573,2298,4316,4102
2529,2273,4276,4106
2502,2257,4250,4102
2479,2236,4243,4106
2431,2196,4212,4102
2380,2163,4177,4106
2342,2142,4135,4102
2331,2126,4111,4106
2321,2098,4087,4102
2331,2090,4078,4106
2337,2094,4063,4102
2331,2090,4045,4106
2296,2057,4006,4102
2281,2053,3980,4106
2298,2076,3958,4102
2331,2090,3947,4106
2338,2076,3913,4102
2331,2090,3881,4106
2304,2093,3844,4102
2231,1980,3815,4106
2077,1734,3775,4102
1884,1503,3749,4106
1739,1343,3728,4102
1736,1173,3716,4106
1949,1018,3684,4102
2430,1136,3651,4106
3150,1668,3613,4102
3967,2383,3585,4106
4656,2933,3548,4102
5008,3263,3519,4106
4902,3515,3485,4102
4364,3703,3453,4106
3570,3636,3411,4102
2777,3226,3388,4106
2142,2602,3371,4102
1686,2016,3355,4106
1332,1595,3316,4102
1041,1320,3289,4106
774,1067,3270,4102
496,770,3256,4106
164,429,3219,4102
-198,110,3190,4106
-561,-162,3171,4102
-893,-367,3157,4106
-1194,-492,3121,4102
-1438,-513,3092,4106
-1610,-449,3071,4102
-1686,-330,3059,4106
-1649,-178,3024,4102
-1388,73,2993,4106
-794,505,2971,4102
149,1136,2960,4106
1185,1807,2928,4102
1984,2309,2894,4106
2367,2530,2868,4102
2479,2566,2861,4106
2549,2552,2845,4102
2678,2566,2828,4106
2788,2585,2807,4102
2827,2603,2796,4106
2818,2619,2777,4102
2827,2639,2763,4106
2853,2643,2743,4102
2876,2639,2730,4106
2879,2637,2710,4102
2876,2639,2697,4106
2877,2627,2678,4102
2876,2603,2664,4106
2857,2577,2644,4102
2827,2566,2631,4106
2810,2563,2614,4102
2827,2566,2598,4106
2843,2565,2575,4102
2827,2566,2565,4106
2785,2563,2563,4102
2777,2566,2565,4106
2804,2564,2551,4102
2827,2566,2532,4106
2803,2563,2510,4102
2777,2566,2500,4106
2771,2554,2492,4102
2777,2529,2500,4106
2751,2496,2504,4102
2727,2493,2500,4106
2735,2510,2477,4102
2777,2529,2467,4106
2794,2526,2465,4102
2777,2529,2467,4106
2742,2547,2448,4102
2727,2566,2434,4106
2724,2554,2429,4101
2727,2529,2434,4106
2709,2506,2419,4103
2678,2493,2401,4106
2640,2470,2390,4101
2628,2456,2401,4106
2630,2453,2406,4105
2628,2456,2401,4106
2601,2440,2380,4084
2579,2419,2368,4058
2571,2399,2362,4020
2579,2383,2368,3993
2562,2350,2367,3960
2529,2309,2368,3929
2491,2267,2365,3885
2479,2236,2368,3848
2478,2200,2366,3805
2479,2163,2368,3768
2458,2121,2365,3722
2430,2090,2368,3687
2411,2054,2366,3652
2430,2016,2368,3623
2461,1972,2365,3580
2479,1943,2368,3542
2471,1923,2366,3505
2479,1906,2368,3478
2506,1870,2365,3439
2529,1833,2368,3398
2510,1805,2367,3349
2479,1796,2368,3317
2465,1781,2363,3284
2479,1760,2368,3253
2484,1731,2370,3203
2479,1723,2368,3156
2470,1734,2349,3109
2479,1760,2335,3076
2485,1768,2328,3035
2479,1760,2335,2995
2452,1744,2335,2945
2430,1760,2335,2898
2419,1795,2332,2850
2430,1833,2335,2818
2448,1859,2333,2786
2479,1906,2335,2753
2506,1977,2333,2703
2529,2053,2335,2657
2543,2095,2332,2612
2579,2126,2335,2576
2627,2169,2334,2529
2678,2236,2335,2480
2704,2296,2329,2427
2727,2346,2335,2383
2751,2382,2338,2334
2777,2419,2335,2287
2792,2452,2314,2235
2827,2493,2302,2190
2877,2531,2298,2141
2926,2566,2302,2093
2935,2584,2295,2041
2926,2603,2302,1997
2917,2621,2315,1953
2926,2639,2335,1916
2926,2640,2341,1874
2926,2639,2368,1836
2922,2636,2420,1794
2926,2639,2500,1755
2923,2636,2565,1711
2926,2639,2631,1675
2924,2640,2708,1640
2926,2639,2828,1610
2919,2631,2967,1571
2926,2639,3124,1530
2930,2648,3278,1486
2926,2639,3453,1449
2897,2608,3640,1409
2876,2603,3848,1369
2869,2625,4046,1325
2876,2639,4243,1288
2873,2605,4421,1253
2876,2566,4604,1224
2879,2553,4780,1191
2876,2566,4966,1159
2849,2566,5137,1126
2827,2566,5295,1095
2818,2568,5416,1062
2827,2566,5525,1031
2824,2540,5620,997
2827,2529,5723,966
2827,2545,5808,933
2827,2566,5887,902
2801,2540,5948,868
2777,2493,6019,837
2765,2467,6074,804
2777,2493,6117,773
2780,2523,6129,739
2777,2529,6150,708
2769,2505,6176,676
2777,2493,6216,644
2782,2502,6232,610
2777,2529,6249,580
2749,2538,6257,554
2727,2529,6282,531
2718,2506,6294,507
2727,2493,6315,483
2728,2485,6324,458
2727,2493,6347,435
2722,2496,6358,410
2727,2493,6380,386
2729,2471,6392,363
2727,2456,6413,338
2705,2450,6412,312
2678,2456,6413,290
2659,2454,6403,273
2678,2456,6413,258
2710,2454,6414,236
2727,2456,6413,209
2703,2451,6388,182
2678,2456,6380,161
2667,2459,6374,143
2678,2456,6380,129
2677,2434,6362,113
2678,2419,6347,97
2676,2415,6325,79
2678,2419,6315,64
2657,2403,6281,50
2628,2383,6249,32
2596,2371,6207,13
2579,2383,6183,0
2553,2377,6139,-3
2529,2346,6084,0
2512,2315,6007,1
2529,2346,5953,0
2555,2415,5901,-1
2579,2456,5854,0
2602,2430,5772,0
2678,2419,5690,0
2800,2494,5610,0
2926,2639,5558,0
2981,2742,5495,0
2975,2749,5427,0
2942,2688,5337,0
2926,2639,5262,0
2919,2626,5186,0
2926,2639,5131,0
2928,2644,5072,0
2926,2639,5032,0
2902,2611,4981,0
2876,2566,4933,0
2848,2514,4872,0
2827,2493,4835,0
2799,2494,4800,0
2777,2493,4769,0
2753,2459,4712,0
2727,2419,4670,0
2681,2384,4642,0
2628,2346,4637,0
2572,2286,4608,0
2529,2236,4572,0
2481,2211,4526,0
2430,2200,4506,0
2370,2164,4486,0
2331,2126,4473,0
2315,2110,4440,0
2331,2126,4407,0
2337,2133,4364,0
2331,2126,4341,0
2299,2102,4321,0
2281,2090,4308,0
2275,2082,4275,0
2281,2090,4243,0
2277,2092,4203,0
2281,2090,4177,0
2286,2085,4141,0
2281,2090,4111,0
2231,2050,4073,0
2132,1906,4045,0
1974,1656,4009,0
1785,1393,3980,0
1658,1206,3941,0
1736,1136,3914,0
2088,1205,3878,0
2678,1466,3848,0
3422,1928,3809,0
4215,2493,3782,0
4851,2992,3749,0
5058,3336,3716,0
4721,3551,3673,0
4017,3666,3651,0
3226,3570,3634,0
2529,3153,3618,0
1958,2499,3579,0
1537,1906,3552,0
1241,1545,3533,0
992,1320,3519,0
692,1029,3482,0
347,660,3453,0
-17,304,3433,0
-397,0,3420,0
-822,-297,3384,0
-1240,-550,3355,0
-1575,-680,3334,0
-1785,-660,3322,0
-1910,-567,3287,0
-1934,-440,3256,0
-1775,-235,3234,0
-1289,147,3223,0
-468,717,3190,0
545,1393,3157,0
1459,1990,3131,0
2083,2383,3124,0
2390,2542,3108,0
2529,2566,3092,0
2626,2552,3070,0
2727,2566,3059,0
2796,2600,3040,0
2827,2639,3026,0
2841,2662,3005,0
2876,2676,2993,0
2914,2678,2974,0
2926,2676,2960,0
2902,2672,2940,0
2876,2676,2927,0
2870,2680,2908,0
2876,2676,2894,0
2877,2657,2874,0
2876,2639,2861,0
2879,2633,2842,0
2876,2639,2828,0
2852,2640,2809,0
2827,2639,2796,0
2814,2635,2777,0
2827,2639,2763,0
2831,2629,2742,0
2827,2603,2730,0
2816,2568,2712,0
2827,2566,2697,0
2834,2586,2675,0
2827,2603,2664,0
2793,2585,2659,0
2777,2566,2664,0
2791,2569,2653,0
2827,2603,2631,0
2838,2628,2603,0
2827,2639,2598,0
2798,2637,2600,0
2777,2639,2598,0
2765,2638,2577,0
2777,2639,2565,0
2786,2627,2563,0
2777,2603,2565,0
2741,2571,2547,0
2727,2566,2532,0
2732,2573,2527,0
2727,2566,2532,0
2677,2526,2518,0
2628,2493,2500,0
2613,2475,2488,0
2628,2456,2500,0
2616,2414,2506,0
2579,2383,2500,0
2539,2368,2477,0
2529,2346,2467,0
2527,2287,2464,0
2529,2236,2467,0
2524,2214,2451,0
2529,2200,2434,0
2530,2146,2423,0
2529,2090,2434,0
2520,2060,2440,0
2529,2053,2434,0
2550,2023,2411,-1
2579,1980,2401,0
2584,1936,2399,1
2579,1906,2401,0
2571,1877,2384,-2
2579,1870,2368,0
2581,1874,2359,8
2579,1870,2368,16
2570,1829,2372,18
2579,1796,2368,16
2585,1799,2349,15
2579,1833,2335,16
2548,1844,2327,17
2529,1833,2335,16
2525,1817,2339,15
2529,1833,2335,16
2521,1865,2315,17
2529,1906,2302,16
2552,1940,2297,15
2579,1980,2302,16
2577,2016,2300,18
2579,2053,2302,16
2595,2082,2300,8
2628,2126,2302,0
2649,2179,2297,-2
2678,2236,2302,0
2720,2285,2305,1
2777,2346,2302,0
2809,2409,2281,-1
2827,2456,2269,0
2841,2472,2266,0
2876,2493,2269,0
2907,2529,2252,0
2926,2566,2236,0
2923,2569,2226,0
2926,2566,2236,0
2926,2576,2246,0
2926,2603,2269,0
2916,2620,2294,0
2926,2639,2335,0
2949,2659,2373,0
2975,2676,2434,0
2976,2674,2513,0
2975,2676,2631,0
2975,2680,2757,0
2975,2676,2894,0
2951,2649,3020,0
2926,2639,3157,0
2913,2655,3295,0
2926,2676,3453,0
2930,2662,3620,0
2926,2639,3815,0
2916,2629,4011,0
2926,2639,4210,0
2932,2629,4387,0
2926,2603,4572,0
2895,2573,4752,0
2876,2566,4933,0
2871,2565,5085,0
2876,2566,5229,0
2856,2560,5359,0
2827,2566,5492,0
2808,2569,5599,0
2827,2566,5690,0
2841,2543,5754,0
2827,2529,5821,0
2785,2535,5881,0
2777,2566,5953,0
2801,2581,6007,0
2827,2566,6051,0
2807,2522,6067,0
2777,2493,6084,0
2766,2484,6095,0
2777,2493,6117,0
2762,2492,6128,0
2727,2493,6150,0
2703,2491,6162,0
2727,2493,6183,0
2764,2476,6191,0
2777,2456,6216,0
2749,2443,6232,0
2727,2456,6249,0
2721,2464,6241,0
2727,2456,6249,0
2722,2439,6258,0
2727,2456,6282,0
2734,2488,6280,0
2727,2493,6282,0
2691,2449,6274,0
2678,2419,6282,0
2699,2431,6276,0
2727,2456,6282,0
2709,2442,6277,0
2678,2419,6282,0
2665,2413,6263,0
2678,2419,6249,0
2664,2401,6224,0
2628,2383,6216,0
2588,2378,6196,0
2579,2383,6183,0
2579,2364,6150,0
2579,2346,6117,0
2557,2342,6064,0
2529,2346,6019,0
2494,2327,5962,0
2479,2309,5920,0
2488,2314,5866,0
2529,2346,5821,0
2563,2357,5756,0
2579,2346,5690,0
2595,2348,5602,0
2678,2419,5525,0
2812,2536,5449,0
2926,2639,5394,0
2949,2677,5327,0
2926,2676,5262,0
2912,2659,5175,0
2926,2639,5098,0
2928,2610,5019,0
2926,2603,4966,0
2925,2620,4912,0
2926,2639,4868,0
2903,2615,4809,0
2876,2566,4769,0
2851,2519,4729,0
2827,2493,4703,0
2777,2460,4665,0
2727,2419,4637,0
2692,2374,4602,0
2678,2346,4572,0
2656,2326,4529,0
2628,2309,4506,0
2584,2278,4486,0
2529,2236,4473,0
2453,2179,4436,0
2380,2126,4407,0
2318,2090,4383,-1
2281,2090,4374,0
2261,2107,4343,6
2281,2126,4308,16
2311,2115,4267,27
2331,2090,4243,32
2308,2060,4209,32
2281,2053,4177,32
2255,2050,4134,38
2231,2053,4111,48
2210,2049,4091,58
2231,2053,4078,64
2277,2058,4046,71
2281,2053,4012,81
2202,1988,3972,91
2083,1833,3947,97
1932,1589,3914,96
1736,1320,3881,97
1580,1102,3838,102
1686,1026,3815,113
2174,1175,3796,122
2926,1576,3782,129
3734,2123,3748,135
4463,2639,3716,145
4949,3030,3680,155
4959,3336,3651,161
4414,3572,3611,165
3570,3629,3585,177
2775,3355,3564,195
2182,2786,3552,209
1722,2133,3520,216
1339,1613,3486,225
1006,1251,3447,242
694,953,3420,258
352,626,3385,265
0,293,3355,274
-346,-6,3327,289
-694,-257,3322,306
-1078,-495,3310,314
-1438,-697,3289,322
-1699,-793,3249,336
-1835,-733,3223,354
-1916,-582,3205,369
-1934,-403,3190,386
-1745,-159,3155,410
-1141,293,3124,435
-165,956,3101,452
893,1650,3092,467
1683,2148,3072,488
2132,2419,3059,515
2362,2542,3042,540
2529,2603,3026,564
2668,2622,2991,586
2777,2639,2960,612
2843,2663,2936,636
2876,2676,2927,660
2878,2654,2910,683
2876,2639,2894,708
2876,2656,2874,732
2876,2676,2861,757
2870,2660,2841,780
2876,2639,2828,805
2901,2649,2811,827
2926,2676,2796,853
2931,2682,2772,883
2926,2676,2763,918
2925,2675,2761,950
2926,2676,2763,982
2907,2656,2746,1012
2876,2639,2730,1047
2841,2634,2711,1080
2827,2639,2697,1111
2822,2633,2674,1134
2827,2639,2664,1159
2824,2647,2661,1188
2827,2639,2664,1224
2824,2607,2648,1256
2827,2603,2631,1288
2822,2626,2612,1318
2827,2639,2598,1353
2827,2611,2576,1385
2827,2603,2565,1417
2820,2639,2562,1445
2827,2676,2565,1481
2817,2637,2550,1521
2777,2566,2532,1562
2724,2544,2521,1593
2727,2603,2532,1626
2769,2654,2539,1662
2777,2639,2532,1707
2716,2581,2508,1748
2678,2566,2500,1787
2700,2593,2500,1819
2727,2603,2500,1852
2684,2551,2479,1881
2628,2493,2467,1916
2617,2467,2465,1948
2628,2456,2467,1981
2587,2406,2447,2009
2529,2346,2434,2045
2508,2313,2431,2078
2529,2309,2434,2109
2534,2283,2415,2130
2529,2236,2401,2158
2525,2189,2398,2188
2529,2163,2401,2222
2519,2130,2375,2244
2529,2090,2335,2270
2556,2044,2294,2300
2579,2016,2269,2335
2571,1995,2246,2359
2579,1980,2236,2383
2608,1948,2234,2405
2628,1906,2236,2431
2600,1859,2221,2446
2579,1833,2204,2464
2595,1825,2193,2482
2628,1833,2204,2512
2615,1833,2210,2536
2579,1833,2204,2560
2560,1829,2181,2580
2579,1833,2171,2609
2588,1831,2169,2633
2579,1833,2171,2657
2550,1830,2154,2670
2529,1833,2138,2689
2516,1839,2129,2708
2529,1870,2138,2737
2551,1916,2139,2760
2579,1980,2138,2786
2596,2048,2132,2806
2628,2126,2138,2834
2660,2182,2140,2856
2678,2200,2138,2882
2668,2194,2119,2902
2678,2236,2105,2931
2718,2329,2096,2954
2777,2419,2105,2979
2808,2449,2108,2992
2827,2456,2105,3011
2844,2483,2085,3029
2876,2529,2072,3059
2901,2553,2064,3083
2926,2566,2072,3108
2933,2581,2073,3120
2926,2603,2072,3140
2907,2614,2062,3159
2926,2639,2072,3188
2978,2668,2094,3211
3025,2676,2138,3237
3014,2648,2180,3256
2975,2639,2236,3285
2939,2661,2303,3308
2926,2676,2401,3333
2917,2650,2507,3346
2926,2639,2631,3365
2934,2662,2762,3384
2926,2676,2927,3414
2888,2636,3104,3435
2876,2603,3289,3462
2897,2614,3452,3482
2926,2639,3618,3510
2924,2621,3779,3531
2926,2603,3947,3559
2935,2617,4102,3579
2926,2639,4276,3607
2868,2610,4455,3627
2827,2566,4637,3655
2837,2551,4789,3676
2876,2566,4933,3703
2869,2566,5066,3723
2827,2566,5196,3752
2785,2571,5298,3778
2777,2566,5394,3816
2773,2522,5477,3842
2777,2493,5558,3865
2791,2513,5609,3874
2827,2566,5657,3897
2843,2584,5700,3918
2827,2566,5756,3945
2786,2536,5792,3957
2777,2529,5821,3977
2799,2539,5832,3996
2827,2566,5854,4026
2811,2579,5867,4040
2777,2566,5887,4058
2757,2531,5887,4069
2777,2529,5887,4090
2792,2557,5876,4098
2777,2566,5887,4106
2736,2513,5898,4102
2727,2456,5920,4106
2750,2449,5919,4102
2777,2493,5920,4106
2762,2514,5910,4102
2727,2493,5920,4106
2692,2444,5929,4102
2678,2419,5953,4106
2683,2434,5956,4102
2727,2493,5953,4106
2774,2537,5928,4102
2777,2529,5920,4106
2718,2476,5914,4102
2678,2456,5920,4106
2691,2477,5903,4102
2727,2493,5887,4106
2716,2455,5862,4102
2678,2419,5854,4106
2644,2426,5836,4102
2628,2456,5821,4106
2598,2447,5787,4102
2579,2419,5756,4106
2588,2417,5704,4102
2628,2456,5657,4106
2657,2485,5599,4102
2678,2493,5558,4106
2695,2494,5508,4102
2727,2529,5460,4106
2766,2583,5389,4102
2827,2639,5328,4106
2885,2667,5260,4102
2926,2676,5196,4106
2928,2672,5110,4102
2926,2676,5032,4106
2925,2665,4956,4102
2926,2639,4900,4106
2915,2616,4832,4102
2926,2639,4769,4106
2955,2677,4697,4102
2975,2676,4637,4106
2938,2615,4566,4102
2876,2566,4506,4106
2831,2561,4445,4102
2827,2566,4407,4106
2816,2520,4369,4102
2777,2456,4341,4106
2715,2420,4303,4102
2678,2419,4276,4106
2659,2397,4239,4102
2628,2346,4210,4106
2557,2285,4171,4102
2479,2236,4144,4106
2418,2181,4109,4102
2380,2126,4078,4106
2344,2086,4036,4102
2331,2090,4012,4106
2328,2110,3993,4102
2331,2126,3980,4106
2317,2108,3945,4102
2331,2090,3914,4106
2362,2090,3877,4102
2380,2126,3848,4106
2351,2145,3808,4102
2331,2126,3782,4106
2350,2090,3762,4102
2380,2090,3749,4106
2344,2083,3716,4102
2231,1980,3684,4106
2066,1742,3647,4102
1884,1466,3618,4106
1737,1260,3578,4102
1736,1173,3552,4106
1989,1224,3531,4102
2529,1466,3519,4106
3276,1901,3487,4102
4066,2419,3453,4106
4678,2865,3416,4102
4909,3189,3388,4106
4685,3431,3351,4102
4116,3593,3322,4106
3388,3545,3288,4102
2678,3189,3256,4106
2077,2598,3214,4102
1636,2016,3190,4106
1316,1601,3173,4102
1041,1320,3157,4106
733,1030,3120,4102
397,697,3092,4106
49,362,3071,4102
-298,73,3059,4106
-658,-180,3024,4102
-992,-367,2993,4106
-1259,-447,2969,4102
-1438,-403,2960,4106
-1567,-301,2941,4102
-1636,-183,2927,4106
-1579,-33,2910,4102
-1240,257,2894,4106
-542,744,2859,4102
446,1393,2828,4106
1430,2018,2804,4102
2132,2456,2796,4106
2459,2642,2778,4102
2579,2676,2763,4106
2668,2666,2743,4102
2777,2676,2730,4106
2847,2683,2709,4102
2876,2676,2697,4106
2896,2664,2682,4102
2926,2676,2664,4106
2935,2700,2628,4102
2926,2713,2598,4106
2918,2697,2575,4102
2926,2676,2565,4106
2930,2669,2547,4102
2926,2676,2532,4106
2920,2678,2514,4102
2926,2676,2500,4106
2931,2672,2478,4102
2926,2676,2467,4106
2915,2675,2462,4102
2926,2676,2467,4106
2937,2672,2454,4102
2926,2676,2434,4106
2885,2674,2409,4102
2876,2676,2401,4106
2903,2673,2399,4102
2926,2676,2401,4106
2901,2673,2387,4102
2876,2676,2368,4106
2874,2674,2344,4102
2876,2676,2335,4106
2843,2672,2332,4102
2827,2676,2335,4106
2847,2676,2323,4102
2876,2676,2302,4106
2856,2670,2275,4102
2827,2676,2269,4106
2819,2681,2271,4102
2827,2676,2269,4106
2802,2652,2248,4102
2777,2639,2236,4106
2771,2638,2234,4102
2777,2639,2236,4106
2753,2620,2219,4102
2727,2603,2204,4106
2719,2587,2197,4102
2727,2566,2204,4106
2709,2523,2202,4102
2678,2493,2204,4106
2646,2477,2205,4102
2628,2456,2204,4106
2601,2400,2185,4102
2579,2346,2171,4106
2567,2318,2166,4102
2579,2309,2171,4106
2583,2279,2157,4102
2579,2236,2138,4106
2567,2194,2127,4102
2579,2163,2138,4106
2603,2123,2144,4102
2628,2090,2138,4106
2629,2065,2115,4102
2628,2053,2105,4106
2626,2022,2103,4102
2628,1980,2105,4106
2622,1943,2089,4102
2628,1943,2072,4106
2634,1941,2062,4102
2628,1906,2072,4106
2597,1846,2078,4102
2579,1833,2072,4106
2577,1870,2051,4102
2579,1906,2039,4106
2551,1890,2035,4102
2529,1870,2039,4106
2523,1880,2036,4102
2529,1906,2039,4106
2521,1903,2041,4102
2529,1906,2039,4106
2553,1948,2020,4102
2579,2016,2006,4106
2573,2058,2001,4102
2579,2090,2006,4106
2616,2134,2003,4102
2678,2200,2006,4106
2712,2255,2008,4103
2727,2309,2006,4106
2741,2364,1985,4101
2777,2419,1973,4106
2806,2456,1971,4103
2827,2493,1973,4106
2842,2531,1955,4100
2876,2566,1940,4106
2908,2581,1934,4102
2926,2603,1940,4090
2919,2638,1936,4050
2926,2676,1940,4009
2947,2684,1951,3965
2975,2676,1973,3929
2979,2668,1983,3879
2975,2676,2006,3832
2971,2677,2043,3785
2975,2676,2105,3752
2971,2671,2163,3711
2975,2676,2236,3671
2979,2676,2320,3625
2975,2676,2434,3591
2946,2671,2564,3550
2926,2676,2730,3510
2919,2678,2907,3457
2926,2676,3092,3414
2920,2655,3262,3369
2926,2639,3453,3333
2931,2631,3660,3284
2926,2639,3881,3237
2892,2642,4079,3183
2876,2639,4276,3140
2878,2622,4460,3090
2876,2603,4637,3043
2842,2578,4775,2991
2827,2566,4900,2947
2847,2560,5023,2897
2876,2566,5164,2850
2858,2565,5287,2797
2827,2566,5394,2753
2813,2562,5473,2710
2827,2566,5558,2673
2827,2565,5639,2629
2827,2566,5723,2592
2826,2561,5778,2552
2827,2566,5821,2512
2801,2567,5847,2460
2777,2566,5887,2415
2769,2548,5919,2372
2777,2529,5953,2335
2759,2507,5966,2290
2727,2493,5986,2254
2705,2481,5997,2220
2727,2493,6019,2190
2761,2514,6028,2147
2777,2529,6051,2109
2753,2514,6066,2075
2727,2493,6084,2045
2716,2481,6080,2003
2727,2493,6084,1964
2730,2498,6080,1928
2727,2493,6084,1900
2721,2472,6074,1866
2727,2456,6084,1836
2729,2447,6096,1804
2727,2456,6117,1771
2704,2461,6114,1728
2678,2456,6117,1691
2659,2442,6113,1657
2678,2456,6117,1626
2710,2482,6096,1585
2727,2493,6084,1546
2703,2468,6074,1511
2678,2456,6084,1481
2668,2460,6072,1441
2678,2456,6051,1401
2676,2425,6012,1364
2678,2419,5986,1336
2678,2445,5950,1305
2678,2456,5920,1272
2653,2413,5868,1237
2628,2383,5821,1208
2602,2397,5764,1181
2579,2419,5723,1159
2543,2386,5671,1136
2529,2346,5624,1111
2543,2347,5556,1078
2579,2383,5492,1047
2601,2398,5419,1018
2628,2419,5361,998
2681,2477,5292,976
2777,2566,5229,950
2869,2632,5155,921
2926,2676,5098,902
2932,2704,5041,887
2926,2713,4999,870
2921,2679,4945,843
2926,2639,4900,821
2923,2623,4846,804
2926,2639,4802,789
2927,2648,4746,764
2926,2639,4703,741
2903,2606,4660,723
2876,2566,4637,708
2848,2521,4604,686
2827,2493,4572,660
2784,2472,4527,639
2727,2456,4506,628
2666,2422,4488,615
2628,2383,4473,596
2602,2341,4434,571
2579,2309,4407,547
2534,2273,4385,528
2479,2236,4374,515
2421,2194,4341,502
2380,2163,4308,483
2348,2138,4270,457
2331,2126,4243,435
2318,2117,4203,418
2331,2126,4177,403
2336,2131,4155,384
2331,2126,4144,370
2313,2111,4112,362
2331,2126,4078,354
2353,2143,4038,338
2331,2126,4012,322
2272,2084,3978,312
2281,2090,3947,306
2347,2116,3907,292
2331,2053,3881,274
2154,1853,3848,256
1934,1613,3815,242
1783,1400,3772,225
1736,1210,3749,209
1837,1067,3731,198
2231,1136,3716,193
2943,1558,3680,188
3769,2236,3651,177
4478,2846,3627,160
5008,3189,3618,145
5301,3413,3588,135
5108,3703,3552,129
4215,3809,3509,121
2926,3373,3486,113
1960,2630,3466,105
1736,2236,3453,97
1778,2139,3423,82
1289,1576,3388,64
208,444,3343,52
-496,-147,3322,48
31,523,3306,44
1388,1576,3289,32
2143,1660,3251,14
1388,733,3223,0
-314,-210,3203,-3
-1636,-587,3190,0
-2007,-636,3156,1
-1934,-623,3124,0
-2002,-502,3099,-1
-1984,-183,3092,0
-1371,292,3075,1
-198,916,3059,0
944,1606,3037,0
1686,2163,3026,0
2082,2424,3007,0
2331,2493,2993,0
2484,2524,2974,0
2579,2566,2960,0
2655,2570,2939,0
2727,2566,2927,0
2761,2593,2911,0
2777,2639,2894,0
2800,2652,2859,0
2827,2639,2828,0
2827,2629,2804,0
2827,2639,2796,0
2831,2645,2780,0
2827,2639,2763,0
2802,2623,2739,0
2777,2603,2730,0
2769,2578,2726,0
2777,2566,2730,0
2780,2565,2717,0
2777,2566,2697,0
2772,2558,2671,0
2777,2566,2664,0
2776,2586,2664,0
2777,2603,2664,0
2773,2587,2647,0
2777,2566,2631,0
2776,2557,2613,0
2777,2566,2598,0
2772,2566,2575,0
2777,2566,2565,0
2777,2563,2564,0
2777,2566,2565,0
2769,2562,2548,0
2777,2566,2532,0
2783,2568,2526,0
2777,2566,2532,0
2746,2555,2522,0
2727,2566,2500,0
2725,2589,2473,0
2727,2603,2467,0
2703,2583,2467,0
2678,2566,2467,0
2668,2564,2449,0
2678,2566,2434,0
2664,2535,2425,0
2628,2493,2434,0
2588,2462,2438,0
2579,2456,2434,0
2581,2444,2414,0
2579,2419,2401,0
2552,2381,2394,0
2529,2346,2401,0
2519,2307,2401,0
2529,2273,2401,0
2531,2234,2396,0
2529,2200,2401,0
2522,2160,2402,0
2529,2126,2401,0
2531,2089,2384,0
2529,2053,2368,0
2519,2010,2358,0
2529,1980,2368,0
2551,1956,2374,0
2579,1943,2368,0
2583,1922,2345,0
2579,1906,2335,0
2571,1887,2334,0
2579,1870,2335,0
2582,1845,2317,0
2579,1833,2302,0
2554,1829,2295,0
2529,1833,2302,0
2514,1818,2301,0
2529,1796,2302,0
2541,1780,2302,0
2529,1796,2302,0
2490,1831,2285,0
