II,aVF,ABP,RESP
763,1342,3383,3357
888,1355,3363,3346
983,1433,3354,3329
962,1485,3363,3313
923,1474,3346,3284
1036,1485,3320,3263
1253,1554,3298,3242
1332,1614,3320,3230
1164,1589,3345,3210
962,1549,3363,3197
978,1583,3354,3179
1184,1678,3363,3164
1342,1739,3380,3136
1332,1743,3407,3114
1237,1729,3414,3092
1184,1743,3451,3081
1205,1788,3529,3062
1258,1872,3669,3048
1285,1961,3815,3028
1258,2001,3975,3015
1198,1952,4145,2994
1184,1872,4368,2981
1287,1836,4605,2964
1481,1872,4848,2948
1609,1921,5075,2920
1555,1936,5329,2899
1393,1925,5591,2878
1332,1936,5853,2866
1415,1973,6072,2846
1481,2001,6290,2832
1435,2000,6507,2815
1406,2001,6727,2799
1486,1990,6894,2771
1555,1936,7032,2750
1491,1863,7154,2730
1406,1872,7294,2716
1431,1962,7415,2691
1481,2001,7513,2667
1386,1895,7564,2644
1184,1743,7600,2634
1045,1657,7607,2618
1036,1614,7600,2601
1082,1527,7559,2574
1110,1420,7513,2551
1079,1328,7447,2523
962,1226,7382,2501
788,1098,7291,2474
666,1033,7207,2451
649,1063,7113,2424
666,1097,7032,2402
617,1062,6936,2374
518,1033,6858,2352
449,1051,6780,2325
444,1033,6727,2302
455,922,6658,2275
444,839,6596,2253
429,864,6518,2226
444,904,6465,2203
461,844,6410,2175
444,775,6377,2153
413,829,6329,2127
444,968,6290,2104
535,1028,6235,2075
592,968,6202,2054
544,879,6169,2030
444,839,6159,2004
380,817,6134,1968
370,775,6115,1938
368,723,6083,1911
370,710,6071,1888
405,739,6049,1854
444,775,6028,1822
392,782,5978,1793
222,775,5940,1772
60,771,5907,1747
74,775,5897,1723
260,773,5861,1697
444,775,5809,1673
486,777,5732,1640
444,775,5678,1607
451,783,5630,1576
518,839,5591,1557
535,907,5523,1535
444,904,5460,1507
327,819,5390,1470
296,775,5329,1441
364,850,5240,1416
444,968,5154,1391
450,991,5071,1356
370,904,5023,1325
249,789,4975,1299
148,710,4936,1275
108,664,4882,1241
148,645,4848,1209
253,644,4817,1182
370,645,4805,1159
436,656,4780,1127
444,710,4761,1093
458,793,4731,1064
518,839,4717,1044
549,814,4704,1020
444,775,4717,994
229,769,4733,966
74,775,4761,944
76,747,4764,920
148,710,4761,894
164,702,4747,867
148,710,4761,845
193,687,4779,822
296,645,4805,795
369,645,4804,760
370,710,4805,729
311,776,4798,702
222,775,4805,679
170,704,4801,653
222,645,4805,629
314,673,4800,611
296,775,4805,596
175,834,4799,575
148,775,4805,547
276,666,4803,517
370,645,4805,497
302,705,4784,481
222,710,4761,464
280,620,4729,440
370,581,4717,414
333,676,4711,388
222,775,4717,364
171,721,4702,339
148,581,4674,315
62,537,4622,290
0,645,4586,265
137,798,4556,233
444,904,4543,199
654,937,4516,168
592,904,4499,149
405,829,4487,135
370,775,4499,116
510,765,4489,90
592,775,4455,66
509,801,4396,49
444,904,4368,33
544,1065,4363,14
666,1162,4368,0
614,1108,4343,-4
444,968,4324,0
330,829,4316,2
296,710,4324,0
275,625,4304,-1
296,645,4281,0
388,763,4265,1
444,839,4281,0
360,769,4286,-1
222,645,4281,0
217,625,4252,0
370,710,4237,0
476,759,4227,0
370,710,4237,0
175,625,4236,0
148,581,4237,0
271,591,4228,0
296,645,4237,0
215,710,4239,0
296,775,4237,0
496,876,4210,0
444,1033,4193,0
156,1066,4183,0
148,839,4193,0
389,557,4193,0
148,581,4193,0
-721,747,4186,0
-1184,516,4193,0
-515,-79,4193,0
518,-258,4193,0
789,368,4171,0
370,1097,4150,0
90,1110,4120,0
148,581,4106,0
158,277,4096,0
74,452,4106,0
239,782,4108,0
740,1097,4106,0
1411,1594,4082,0
2221,2388,4062,0
3220,3313,4037,0
4219,4131,4019,0
4927,4671,3988,0
5108,4712,3975,0
4510,3997,3968,0
2961,2517,3975,0
843,726,3971,0
-962,-710,3975,0
-1878,-1447,3974,0
-2147,-1678,3975,0
-2296,-1767,3951,0
-2443,-1807,3931,0
-2389,-1686,3918,0
-2147,-1420,3931,0
-1995,-1223,3936,0
-2073,-1226,3931,0
-2247,-1360,3903,0
-2369,-1485,3887,0
-2479,-1578,3879,0
-2665,-1678,3887,0
-2880,-1766,3886,0
-2961,-1743,3887,0
-2839,-1599,3881,0
-2591,-1420,3887,0
-2344,-1281,3886,0
-2073,-1097,3887,0
-1692,-790,3880,0
-1184,-387,3887,0
-683,-4,3889,0
-296,323,3887,0
7,609,3864,0
296,839,3844,0
548,994,3818,0
666,1097,3800,0
644,1166,3771,0
592,1162,3756,0
613,1085,3748,0
666,1033,3756,0
656,1075,3754,0
592,1162,3756,0
605,1216,3754,0
740,1226,3756,0
863,1193,3738,0
814,1097,3713,0
676,1000,3680,0
666,1033,3669,0
813,1192,3664,0
888,1291,3669,0
779,1216,3664,0
666,1097,3669,0
721,1092,3669,0
814,1162,3669,0
748,1181,3646,0
592,1162,3625,0
553,1182,3599,0
666,1226,3582,0
800,1213,3552,0
888,1162,3538,0
924,1141,3529,0
888,1162,3538,0
812,1169,3534,0
814,1162,3538,0
890,1174,3534,0
888,1226,3538,0
776,1295,3529,0
740,1355,3538,0
844,1360,3550,0
888,1291,3582,0
760,1210,3610,0
666,1226,3669,0
763,1318,3743,0
888,1355,3844,0
861,1283,3938,0
814,1226,4062,0
909,1274,4213,0
1036,1355,4412,0
1022,1365,4619,0
962,1355,4848,0
1013,1403,5078,0
1110,1485,5329,0
1100,1526,5579,0
1036,1549,5853,0
1047,1570,6119,0
1110,1549,6377,0
1118,1481,6598,0
1110,1485,6814,0
1190,1611,7013,0
1332,1743,7207,0
1395,1729,7365,0
1332,1614,7513,0
1247,1535,7633,0
1258,1549,7731,0
1349,1590,7770,0
1406,1614,7775,0
1359,1620,7751,0
1258,1614,7731,0
1188,1564,7678,0
1184,1485,7600,0
1239,1441,7496,0
1332,1485,7425,0
1392,1555,7363,0
1332,1549,7294,0
1170,1447,7178,0
1036,1355,7076,0
978,1344,6996,0
888,1355,6945,0
694,1290,6860,0
518,1162,6770,0
500,1044,6683,0
592,968,6639,0
636,900,6591,0
592,839,6552,0
533,812,6497,0
518,839,6465,0
546,901,6431,0
592,968,6421,0
579,979,6397,0
444,904,6377,0
265,797,6341,0
222,775,6334,0
327,848,6329,0
370,904,6334,0
227,856,6307,0
74,775,6290,0
134,750,6275,0
370,775,6290,0
561,781,6291,0
592,775,6290,0
504,778,6264,0
370,775,6246,0
252,737,6216,0
222,710,6202,0
288,730,6178,0
370,775,6159,0
409,822,6115,0
444,904,6071,0
484,986,6005,0
444,968,5940,0
290,829,5865,0
148,710,5809,0
154,710,5746,0
296,775,5678,0
466,827,5583,0
592,904,5504,0
622,1009,5431,0
518,1033,5373,0
352,908,5286,0
296,775,5198,0
403,790,5113,0
518,904,5067,0
486,934,5021,0
370,839,4979,0
327,751,4923,0
370,775,4892,0
378,844,4866,0
296,839,4848,0
211,755,4802,0
222,710,4761,0
306,762,4723,0
370,839,4717,0
375,837,4710,0
370,775,4717,0
383,740,4726,0
370,775,4761,0
298,841,4787,0
222,904,4805,0
198,931,4796,0
222,904,4805,0
297,829,4820,0
444,775,4848,0
574,771,4850,0
518,775,4848,0
292,726,4839,0
148,645,4848,0
209,585,4847,0
296,581,4848,0
259,646,4840,0
222,775,4848,0
302,872,4849,0
370,839,4848,0
319,723,4825,0
296,710,4805,0
398,850,4777,0
444,968,4761,0
297,893,4735,0
148,710,4717,0
173,613,4691,0
222,645,4674,0
115,679,4646,0
0,645,4630,0
89,606,4606,0
296,645,4586,0
411,744,4542,0
444,839,4499,0
515,904,4459,0
592,968,4455,0
576,1027,4457,0
518,1033,4455,0
531,965,4427,0
592,904,4412,0
592,930,4405,0
518,1033,4412,0
457,1111,4392,0
444,1097,4368,0
423,987,4336,0
370,839,4324,0
355,745,4314,0
444,775,4324,0
568,870,4328,0
592,904,4324,0
523,851,4294,0
518,839,4281,0
639,932,4277,0
740,1033,4281,0
697,1032,4256,0
592,968,4237,0
546,908,4227,0
518,839,4237,0
422,748,4233,0
296,710,4237,0
228,767,4237,0
222,839,4237,0
219,812,4210,0
222,710,4193,0
300,675,4187,0
444,775,4193,0
479,854,4172,0
296,775,4150,0
89,666,4134,0
148,775,4150,0
311,946,4155,0
222,839,4150,0
42,589,4121,0
296,710,4106,0
739,1058,4097,0
444,839,4106,0
-547,27,4104,0
-888,-258,4106,0
53,548,4100,0
1036,1420,4106,0
821,1280,4103,0
0,581,4106,0
-141,387,4101,0
444,775,4106,0
1042,1216,4104,0
1629,1743,4106,0
2628,2669,4087,0
3849,3744,4062,0
4790,4507,4027,0
5330,4905,4019,0
5359,4869,4016,0
4367,3937,4019,0
2307,2072,4006,0
148,194,4019,0
-1147,-808,4042,0
-1703,-1097,4062,0
-2119,-1331,4041,0
-2443,-1614,4019,0
-2403,-1657,4007,0
-2147,-1485,4019,0
-2038,-1376,4016,0
-2073,-1355,4019,0
-2046,-1290,4017,0
-1999,-1226,4019,0
-2101,-1309,3995,0
-2295,-1485,3975,0
-2441,-1629,3952,0
-2591,-1743,3931,0
-2838,-1844,3897,0
-3035,-1807,3887,0
-2998,-1597,3890,0
-2739,-1355,3887,0
-2406,-1197,3855,0
-1999,-968,3844,0
-1471,-527,3861,0
-888,0,3887,0
-404,360,3869,0
-74,516,3844,0
167,657,3833,0
370,904,3844,0
524,1154,3827,0
592,1226,3800,0
575,1092,3783,0
518,904,3800,0
510,827,3809,0
592,904,3800,0
708,1067,3769,0
740,1226,3756,0
668,1296,3754,0
592,1226,3756,0
625,1090,3735,0
740,1033,3713,0
826,1095,3686,0
814,1162,3669,0
762,1159,3654,0
740,1162,3669,0
731,1215,3695,0
666,1226,3713,0
560,1127,3692,0
518,1033,3669,0
585,1065,3647,0
666,1162,3625,0
639,1170,3575,0
518,1097,3538,0
422,1076,3526,0
444,1162,3538,0
573,1227,3521,0
740,1162,3494,0
866,1042,3476,0
888,1033,3494,0
795,1108,3503,0
666,1097,3494,0
606,978,3459,0
666,968,3451,0
795,1162,3461,0
888,1355,3494,0
862,1343,3510,0
740,1226,3538,0
639,1172,3581,0
666,1162,3669,0
791,1123,3767,0
888,1162,3887,0
881,1341,4019,0
814,1485,4193,0
742,1391,4381,0
666,1162,4586,0
586,1037,4776,0
592,1097,4979,0
781,1246,5187,0
1110,1420,5416,0
1374,1568,5622,-1
1406,1614,5809,0
1252,1525,5973,5
1110,1420,6159,17
1102,1414,6342,32
1184,1485,6508,50
1267,1530,6621,66
1332,1549,6727,83
1372,1615,6831,99
1332,1743,6945,116
1185,1816,7022,132
1036,1743,7076,149
1030,1577,7101,165
1184,1485,7120,182
1356,1528,7104,199
1406,1614,7076,215
1342,1619,7028,231
1258,1549,6989,248
1172,1456,6940,270
1036,1355,6901,298
898,1259,6841,326
888,1226,6770,348
976,1248,6673,362
962,1226,6596,381
790,1118,6524,406
666,1033,6465,431
702,1049,6375,448
740,1097,6290,464
675,1080,6207,480
666,1033,6159,497
767,1006,6109,511
740,968,6071,530
462,885,6020,555
222,839,5984,580
260,877,5935,595
370,904,5897,613
265,801,5844,637
74,645,5809,663
75,603,5776,680
222,710,5766,696
253,807,5743,713
148,775,5722,729
127,685,5687,736
296,710,5678,745
509,878,5673,762
592,1033,5678,779
515,1007,5656,786
370,839,5635,795
273,720,5605,811
296,775,5591,828
412,896,5564,836
518,904,5547,845
527,770,5522,859
444,645,5504,878
338,635,5462,888
296,710,5416,894
369,819,5349,901
518,968,5285,911
601,1086,5211,917
518,1033,5154,928
374,824,5089,942
370,710,5023,961
496,838,4931,971
518,1033,4848,977
347,1026,4771,982
222,839,4717,994
366,712,4651,1003
666,775,4586,1010
843,912,4523,1015
814,968,4499,1027
680,900,4480,1043
518,775,4455,1060
369,669,4401,1069
296,645,4368,1077
288,714,4357,1087
222,839,4368,1110
66,943,4349,1135
0,968,4324,1159
166,912,4304,1176
444,839,4324,1193
605,796,4348,1208
592,775,4368,1226
502,737,4363,1240
444,710,4368,1259
510,760,4366,1280
740,904,4368,1309
983,1035,4357,1333
962,1033,4368,1358
613,881,4387,1379
222,710,4412,1408
76,650,4410,1438
148,710,4412,1474
244,774,4410,1505
296,775,4412,1540
325,766,4387,1577
296,839,4368,1623
197,951,4359,1671
148,968,4368,1723
255,844,4352,1770
444,710,4324,1822
586,713,4289,1870
666,839,4281,1921
709,931,4278,1968
666,904,4281,2021
518,832,4260,2070
370,839,4237,2120
309,903,4207,2160
296,904,4193,2203
297,802,4172,2246
370,710,4150,2302
490,711,4116,2358
518,775,4106,2418
440,853,4103,2473
444,968,4106,2534
592,1089,4084,2595
666,1097,4062,2667
508,946,4035,2733
296,775,4019,2799
268,708,3990,2853
370,710,3975,2915
404,692,3966,2978
370,710,3975,3048
407,850,3972,3105
518,1033,3975,3164
549,1065,3971,3217
444,904,3975,3280
318,722,3969,3339
296,710,3975,3412
366,847,3976,3485
444,968,3975,3561
504,981,3949,3623
592,968,3931,3694
706,1005,3921,3764
740,1033,3931,3843
603,944,3930,3912
370,775,3931,3992
234,667,3926,4064
296,710,3931,4124
471,861,3927,4151
592,1033,3931,4174
527,1113,3929,4196
296,1033,3931,4224
120,859,3923,4227
222,775,3931,4224
489,814,3936,4217
592,839,3931,4224
486,806,3901,4222
444,839,3887,4224
498,908,3886,4219
370,839,3887,4224
130,739,3861,4221
222,904,3844,4224
552,1119,3840,4219
370,775,3844,4224
-452,-25,3819,4220
-888,-258,3800,4224
-195,569,3793,4219
888,1549,3800,4224
1179,1629,3780,4220
666,1033,3756,4224
275,709,3743,4219
444,904,3756,4224
791,1111,3759,4219
888,1033,3756,4224
728,853,3747,4219
444,710,3756,4224
147,537,3759,4219
-74,323,3756,4224
-189,165,3732,4219
-296,65,3713,4224
-432,-49,3700,4219
-518,-194,3713,4224
-551,-345,3718,4219
-666,-516,3713,4224
-886,-698,3684,4219
-1036,-839,3669,4224
-1050,-944,3663,4219
-1110,-1097,3669,4224
-1360,-1340,3663,4219
-1703,-1614,3669,4224
-2046,-1886,3672,4219
-2443,-2195,3669,4224
-2855,-2551,3641,4219
-3035,-2840,3625,4224
-2917,-2969,3622,4219
-2813,-2969,3625,4224
-2976,-2931,3602,4219
-3183,-2840,3582,4224
-3079,-2637,3572,4219
-2665,-2324,3582,4224
-2198,-1973,3579,4219
-1777,-1614,3582,4224
-1337,-1236,3581,4219
-888,-839,3582,4224
-518,-443,3558,4219
-222,-65,3538,4224
56,249,3527,4219
296,452,3538,4224
440,570,3539,4219
518,710,3538,4224
628,922,3531,4219
814,1162,3538,4224
1046,1404,3538,4219
1258,1678,3538,4224
1393,1947,3530,4219
1406,2065,3538,4224
1329,1988,3541,4219
1258,1872,3538,4224
1289,1886,3512,4219
1406,2001,3494,4224
1503,2076,3486,4219
1481,2065,3494,4224
1380,2027,3492,4219
1332,2001,3494,4224
1393,1986,3491,4219
1481,2001,3494,4224
1503,2044,3488,4219
1481,2065,3494,4224
1468,2012,3497,4219
1481,1936,3494,4224
1504,1925,3468,4219
1555,2001,3451,4224
1593,2071,3443,4219
1555,2065,3451,4224
1468,2005,3447,4219
1481,2001,3451,4224
1611,2102,3452,4219
1703,2259,3451,4224
1644,2343,3426,4219
1555,2324,3407,4224
1545,2282,3398,4219
1555,2324,3407,4224
1495,2395,3405,4219
1481,2388,3407,4224
1626,2294,3406,4219
1851,2259,3407,4224
1957,2328,3384,4219
1925,2388,3363,4224
1877,2328,3351,4219
1925,2259,3363,4224
2051,2341,3367,4219
2221,2582,3363,4224
2372,2807,3338,4219
2443,2905,3320,4224
2375,2867,3307,4219
2221,2775,3320,4224
2086,2698,3325,4219
2073,2711,3320,4224
2163,2799,3290,4219
2295,2905,3276,4224
2427,2986,3271,4219
2591,3098,3276,4224
2762,3239,3254,4219
2887,3356,3232,4224
2952,3414,3216,4219
3035,3485,3232,4224
3119,3576,3249,4219
3109,3615,3276,4224
3001,3567,3302,4219
2961,3550,3363,4224
3045,3617,3440,4219
3109,3679,3538,4224
3036,3648,3632,4219
2961,3615,3756,4224
3018,3649,3896,4219
3109,3679,4062,4224
3050,3599,4224,4219
2887,3485,4412,4224
2809,3436,4616,4219
2887,3421,4848,4224
3000,3342,5067,4219
3035,3227,5285,4224
2960,3128,5495,4219
2813,3034,5722,4224
2626,2901,5930,4219
2443,2775,6115,4224
2264,2667,6264,4219
2073,2517,6421,4224
1848,2301,6577,4219
1629,2130,6727,4224
1454,2059,6827,4219
1332,2001,6901,4224
1202,1852,6948,4219
1036,1678,6989,4224
899,1563,6997,4219
888,1485,6989,4224
955,1359,6951,4219
962,1226,6901,4224
891,1161,6817,4219
888,1162,6727,4224
976,1131,6629,4219
962,1033,6552,4224
706,896,6465,4219
370,775,6377,4224
181,669,6266,4219
148,581,6159,4224
124,524,6043,4219
74,516,5940,4224
35,509,5826,4219
0,452,5722,4224
-36,377,5618,4219
0,387,5547,4224
104,473,5479,4219
148,516,5416,4224
72,471,5325,4219
0,452,5242,4224
8,505,5162,4219
0,516,5110,4224
-72,413,5047,4219
-74,323,4979,4224
37,349,4899,4219
74,387,4848,4224
-78,308,4804,4219
-222,194,4761,4224
-157,189,4689,4219
0,258,4630,4224
2,262,4578,4219
-148,194,4543,4224
-249,158,4492,4219
-222,194,4455,4224
-161,242,4413,4219
-148,258,4368,4224
-179,234,4293,4219
-222,194,4237,4224
-227,205,4204,4219
-148,323,4193,4224
-31,461,4151,4219
0,452,4106,4224
-80,276,4079,4219
-148,129,4106,4224
-121,155,4135,4219
-74,258,4150,4224
-95,269,4137,4219
-148,194,4150,4224
-156,156,4172,4219
-148,194,4193,4224
-200,221,4183,4219
-296,194,4193,4224
-338,165,4227,4219
-296,194,4281,4224
-257,248,4303,4219
-296,258,4324,4224
-348,216,4356,4219
-296,194,4412,4224
-162,239,4441,4219
-74,323,4455,4224
-41,397,4462,4219
74,452,4499,4224
281,480,4529,4219
370,452,4543,4224
219,375,4530,4219
0,323,4543,4224
-80,324,4567,4219
-74,323,4586,4224
-150,281,4564,4219
-296,258,4543,4224
-379,295,4535,4220
-370,323,4543,4224
-340,271,4523,4219
-296,194,4499,4224
-196,189,4471,4220
-74,258,4455,4224
-25,316,4426,4219
-74,323,4412,4224
-141,310,4407,4221
-148,323,4412,4224
-89,373,4390,4218
0,452,4368,4224
103,516,4343,4224
222,516,4324,4224
312,449,4280,4204
296,387,4237,4191
161,392,4201,4172
0,452,4193,4158
-82,507,4175,4124
-74,516,4150,4091
-36,469,4102,4053
0,387,4062,4025
40,319,4027,3987
74,323,4019,3959
63,391,4014,3929
0,452,4019,3909
-61,444,4012,3876
-74,387,4019,3843
-44,353,4020,3802
0,387,4019,3777
38,443,3993,3749
74,452,3975,3727
136,446,3964,3692
222,516,3975,3661
226,610,3975,3623
74,581,3975,3594
-78,477,3955,3559
0,516,3931,3528
206,661,3898,3490
222,645,3887,3462
108,521,3885,3427
222,645,3887,3396
440,912,3864,3356
148,710,3844,3329
-616,20,3832,3303
-888,-258,3844,3280
-158,379,3844,3242
740,1162,3844,3213
838,1190,3836,3185
370,710,3844,3164
175,522,3843,3129
370,710,3844,3097
480,791,3835,3063
370,645,3844,3031
299,559,3847,2986
296,581,3844,2948
191,512,3815,2912
0,323,3800,2882
-138,156,3795,2839
-296,0,3800,2799
-585,-241,3781,2762
-888,-516,3756,2733
-1001,-673,3727,2692
-962,-710,3713,2650
-973,-761,3700,2605
-1110,-904,3713,2567
-1266,-1089,3734,2524
-1332,-1226,3756,2485
-1305,-1280,3753,2446
-1258,-1291,3756,2418
-1281,-1344,3771,2386
-1406,-1485,3800,2352
-1596,-1679,3805,2307
-1777,-1872,3800,2269
-1923,-2076,3778,2232
-2073,-2324,3756,2203
-2259,-2560,3724,2168
-2443,-2646,3713,2137
-2551,-2553,3711,2101
-2517,-2388,3713,2070
-2308,-2232,3688,2036
-1925,-2001,3669,2004
-1438,-1618,3661,1969
-962,-1162,3669,1938
-579,-783,3653,1903
-296,-516,3625,1872
-104,-308,3592,1842
0,-129,3582,1822
59,27,3575,1799
148,194,3582,1772
279,376,3580,1735
370,516,3582,1706
375,599,3573,1680
370,710,3582,1656
450,919,3598,1622
592,1162,3625,1590
701,1333,3631,1563
740,1420,3625,1540
765,1485,3600,1507
814,1549,3582,1474
866,1593,3569,1444
888,1614,3582,1424
908,1637,3589,1401
962,1678,3582,1375
1030,1736,3548,1341
1036,1807,3538,1309
958,1865,3553,1278
888,1872,3582,1259
937,1813,3584,1243
1110,1743,3582,1226
1280,1715,3579,1199
1332,1743,3582,1176
1269,1782,3560,1158
1184,1807,3538,1143
1136,1810,3526,1119
1110,1807,3538,1093
1070,1801,3541,1071
1036,1807,3538,1060
1047,1827,3517,1047
1110,1872,3494,1027
1189,1931,3463,999
1258,2001,3451,977
1304,2048,3446,959
1332,2065,3451,944
1355,2056,3445,925
1406,2065,3451,911
1481,2111,3454,902
1555,2195,3451,894
1616,2268,3422,878
1703,2324,3407,861
1800,2374,3403,844
1851,2453,3407,828
1819,2515,3384,809
1777,2517,3363,795
1787,2479,3352,787
1851,2517,3363,779
1921,2667,3361,761
1999,2840,3363,745
2060,2895,3359,735
2073,2840,3363,729
2041,2785,3354,714
2073,2840,3363,696
2227,2970,3379,678
2443,3098,3407,663
2595,3172,3419,644
2665,3227,3451,629
2697,3286,3498,620
2739,3356,3582,613
2796,3417,3673,597
2887,3485,3800,580
2983,3556,3943,567
3035,3615,4106,563
3010,3626,4250,558
2961,3615,4412,547
2924,3606,4591,529
2887,3615,4805,513
2815,3599,5005,502
2739,3550,5198,497
2691,3496,5379,491
2665,3485,5591,480
2626,3483,5809,462
2591,3421,6028,447
2583,3268,6208,437
2591,3098,6377,431
2551,2976,6530,421
2443,2905,6683,414
2310,2821,6802,407
2221,2711,6901,398
2161,2581,6969,380
2073,2453,7032,364
1926,2317,7064,354
1777,2195,7076,348
1661,2092,7054,339
1555,2001,7032,331
1390,1868,6992,325
1184,1678,6945,315
1004,1464,6873,297
888,1291,6814,282
792,1159,6749,274
666,1033,6683,265
507,888,6587,248
370,775,6508,232
300,722,6437,223
296,710,6377,215
284,684,6286,199
222,645,6202,182
151,610,6125,173
148,581,6071,166
178,523,6000,151
148,452,5940,133
68,415,5884,120
74,452,5853,116
181,511,5806,110
222,516,5766,99
87,450,5714,84
-74,387,5678,66
-66,376,5629,48
74,387,5591,33
126,368,5542,24
0,323,5504,17
-171,265,5452,7
-222,194,5416,0
-149,128,5371,-2
-74,129,5329,0
-85,201,5260,1
-148,258,5198,0
-179,238,5140,-1
-148,194,5110,0
-97,206,5070,0
-74,258,5023,0
-96,259,4951,0
-148,194,4892,0
-197,151,4838,0
-222,194,4805,0
-244,242,4759,0
-296,194,4717,0
-342,101,4664,0
-296,129,4630,0
-163,289,4598,0
-74,387,4586,0
-118,293,4563,0
-222,129,4543,0
-260,77,4509,0
-222,129,4499,0
-194,156,4493,0
-222,129,4499,0
-270,113,4491,0
-296,129,4499,0
-298,135,4512,0
-296,129,4543,0
-298,150,4560,0
-296,194,4586,0
-273,210,4606,0
-222,194,4630,0
-166,198,4628,0
-148,258,4630,0
-182,325,4638,0
-222,323,4674,0
-190,249,4700,0
-74,194,4717,0
29,213,4712,0
0,258,4717,0
-156,249,4717,0
-296,194,4717,0
-301,166,4692,0
-222,194,4674,0
-203,221,4661,0
-296,194,4674,0
-396,137,4677,0
-370,129,4674,0
-218,208,4649,0
-74,323,4630,0
-56,373,4604,0
-148,323,4586,0
-233,249,4559,0
-222,258,4543,0
-120,359,4518,0
0,452,4499,0
50,451,4470,0
0,387,4455,0
-73,355,4434,0
-74,387,4412,0
-34,420,4364,0
-74,387,4324,0
-188,305,4292,0
-222,258,4281,0
-131,296,4257,0
-74,387,4237,0
-149,452,4208,0
-222,452,4193,0
-165,413,4181,0
-74,387,4193,0
-91,384,4199,0
-148,387,4193,0
-85,404,4162,0
74,452,4150,0
169,505,4148,0
148,516,4150,0
77,464,4122,0
0,387,4106,0
-67,351,4101,0
-74,387,4106,0
-25,440,4082,0
0,452,4062,0
