II,aVR,ABP
-325,4114,6752
-196,3873,6725
-122,3829,6752
-74,3892,6766
-81,4057,6752
-164,4276,6696
-244,4514,6673
-289,4743,6668
-284,4972,6673
-243,5162,6631
-162,5314,6594
-53,5411,6572
81,5486,6594
219,5530,6596
366,5543,6594
519,5482,6578
691,5372,6594
881,5238,6598
1097,5143,6594
1314,5063,6549
1503,4972,6514
1652,4829,6492
1787,4686,6514
1919,4571,6523
2031,4514,6514
2102,4478,6464
2153,4457,6435
2198,4427,6422
2234,4400,6435
2241,4362,6407
2234,4343,6355
2242,4334,6289
2275,4343,6276
2304,4323,6279
2315,4286,6276
2322,4238,6227
2356,4229,6196
2404,4231,6187
2437,4229,6196
2436,4193,6160
2437,4172,6117
2454,4165,6090
2478,4172,6117
2478,4145,6130
2478,4114,6117
2492,4096,6064
2519,4114,6037
2524,4123,6027
2519,4114,6037
2512,4079,6028
2519,4057,6037
2519,4046,6039
2519,4057,6037
2514,4060,5990
2519,4057,5958
2518,4030,5939
2519,4000,5958
2516,3962,5953
2519,3943,5958
2505,3934,5950
2478,3943,5958
2444,3926,5944
2437,3886,5958
2444,3835,5981
2437,3829,6037
2395,3839,6089
2356,3829,6196
2343,3765,6352
2356,3714,6594
2358,3700,6893
2356,3714,7309
2354,3692,7799
2356,3657,8341
2340,3637,8855
2315,3657,9374
2289,3666,9848
2275,3657,10248
2255,3638,10494
2234,3657,10645
2209,3690,10711
2194,3714,10724
2174,3705,10651
2153,3714,10566
2126,3757,10476
2112,3829,10407
2097,3868,10308
2072,3886,10248
2025,3897,10245
1990,3943,10327
1981,3999,10408
1990,4057,10486
1974,4093,10546
1950,4114,10645
1939,4109,10733
1909,4172,10804
1852,4268,10810
1909,4229,10804
2002,4101,10745
1869,4229,10645
1660,4460,10474
1869,4286,10327
2201,3965,10199
1869,4343,10089
1329,4901,9924
1828,4343,9771
2633,3460,9633
1828,4343,9533
514,5765,9403
1990,4229,9295
5204,957,9199
4712,1943,9136
-206,7854,9023
-2600,10915,8897
1726,6251,8758
7109,-57,8659
6597,-229,8543
2153,4057,8421
196,6006,8254
1625,4514,8103
2499,3600,7956
1544,4629,7865
947,5265,7797
1544,4629,7785
1919,4187,7774
1544,4572,7785
1312,4839,7797
1544,4629,7865
1660,4468,7923
1503,4572,7944
1417,4623,7890
1503,4572,7865
1557,4553,7865
1503,4629,7865
1422,4686,7785
1462,4629,7706
1548,4524,7651
1462,4629,7626
1300,4801,7548
1462,4629,7467
1728,4335,7405
1462,4629,7388
1049,5064,7345
1503,4572,7309
2188,3826,7285
1503,4572,7309
379,5751,7315
1503,4514,7309
3886,2064,7264
3047,3429,7229
-1197,8730,7181
-2600,10915,7150
2218,5940,7103
7759,-343,7070
7518,-726,7022
3168,3314,6991
702,5495,6945
1381,4514,6911
1958,3786,6861
1137,4629,6832
596,5150,6811
1016,4629,6832
1230,4287,6841
772,4629,6832
370,4845,6780
325,4686,6752
214,4611,6741
-81,4743,6752
-298,4725,6742
-366,4514,6752
-410,4273,6758
-406,4057,6752
-302,3829,6700
-162,3714,6673
-87,3766,6667
-81,3943,6673
-138,4144,6628
-203,4343,6594
-249,4534,6581
-244,4743,6594
-186,4943,6558
-81,5143,6514
28,5308,6486
122,5429,6514
206,5477,6527
325,5486,6514
491,5447,6462
691,5372,6435
893,5250,6422
1097,5143,6435
1302,5054,6430
1503,4972,6435
1678,4854,6429
1828,4743,6435
1946,4663,6425
2031,4629,6435
2078,4597,6437
2112,4572,6435
2150,4540,6390
2194,4514,6355
2222,4476,6336
2234,4457,6355
2234,4450,6360
2234,4457,6355
2242,4434,6316
2275,4400,6276
2319,4358,6221
2356,4343,6196
2361,4334,6186
2356,4343,6196
2363,4342,6168
2397,4343,6117
2426,4318,6052
2437,4286,6037
2429,4243,6040
2437,4229,6037
2458,4225,5989
2478,4229,5958
2476,4203,5948
2478,4172,5958
2493,4133,5922
2519,4114,5879
2524,4103,5851
2519,4114,5879
2511,4119,5891
2519,4114,5879
2521,4080,5824
2519,4057,5799
2500,4049,5788
2478,4057,5799
2450,4037,5786
2437,4000,5799
2434,3956,5825
2437,3943,5879
2422,3941,5888
2397,3943,5879
2367,3917,5851
2356,3886,5879
2352,3848,5935
2356,3829,6037
2353,3801,6157
2356,3772,6355
2357,3732,6624
2356,3714,6991
2338,3707,7400
2315,3714,7865
2290,3709,8336
2275,3714,8818
2255,3713,9241
2234,3714,9612
2208,3703,9886
2194,3714,10089
2177,3738,10194
2153,3772,10248
2110,3790,10229
2072,3829,10168
2043,3882,10047
2031,3943,9930
2012,3972,9823
1990,4000,9771
1964,4026,9744
1950,4057,9771
1926,4078,9805
1909,4114,9851
1902,4148,9873
1869,4229,9930
1810,4296,10003
1869,4229,10089
1961,4119,10110
1828,4286,10089
1611,4531,10012
1787,4343,9930
2093,3998,9811
1787,4343,9692
1297,4879,9535
1787,4343,9374
2542,3491,9192
1747,4343,9056
485,5712,8933
1909,4229,8818
4980,1094,8652
4468,2114,8500
-290,7911,8361
-2600,10915,8262
1563,6385,8139
6743,229,8023
6248,24,7891
1950,4172,7785
20,6073,7680
1341,4629,7626
2147,3717,7581
1219,4686,7547
647,5311,7483
1219,4743,7467
1565,4363,7490
1178,4743,7547
927,4986,7553
1137,4800,7547
1261,4707,7531
1137,4857,7547
1090,4882,7545
1219,4743,7547
1329,4643,7515
1341,4686,7467
1324,4730,7377
1422,4629,7309
1556,4453,7255
1503,4514,7229
1362,4685,7182
1544,4514,7150
1832,4209,7108
1584,4514,7070
1177,4991,7010
1625,4514,6991
2293,3752,6990
1584,4514,6991
445,5750,6941
1584,4514,6911
4001,1987,6903
3168,3314,6911
-1124,8684,6868
-2600,10915,6832
2186,5847,6816
7759,-571,6832
7575,-963,6802
3250,3200,6752
753,5503,6692
1381,4572,6673
1924,3850,6661
1097,4686,6673
558,5183,6673
975,4629,6673
1185,4276,6631
731,4629,6594
347,4852,6568
325,4686,6594
223,4605,6607
-81,4743,6594
-299,4732,6536
-325,4514,6514
-296,4263,6513
-244,4057,6514
-148,3847,6465
-41,3714,6435
24,3705,6427
41,3829,6435
-10,4021,6393
-81,4229,6355
-140,4415,6337
-162,4629,6355
-149,4860,6351
-81,5086,6355
20,5248,6354
122,5372,6355
208,5450,6311
325,5486,6276
494,5445,6260
691,5372,6276
873,5284,6250
1056,5200,6196
1258,5085,6131
1462,4972,6117
1636,4871,6117
1787,4800,6117
1922,4716,6073
2031,4629,6037
2099,4547,6017
2153,4514,6037
2203,4508,6042
2234,4514,6037
2233,4490,6019
2234,4457,6037
2255,4434,6049
2275,4457,6037
2270,4476,5983
2275,4457,5958
2311,4386,5955
2356,4343,5958
2365,4335,5913
2356,4343,5879
2362,4312,5867
2397,4286,5879
2425,4278,5844
2437,4286,5799
2435,4258,5772
2437,4229,5799
2436,4215,5812
2437,4229,5799
2435,4227,5748
2437,4229,5720
2435,4228,5705
2437,4229,5720
2436,4199,5716
2437,4172,5720
2434,4158,5709
2437,4172,5720
2437,4174,5713
2437,4172,5720
2432,4146,5710
2437,4114,5720
2441,4072,5713
2437,4057,5720
2415,4055,5708
2397,4057,5720
2379,4029,5735
2356,4000,5799
2313,3970,5887
2275,3943,6037
2250,3885,6229
2234,3829,6514
2198,3799,6866
2153,3829,7309
2117,3852,7795
2112,3829,8341
2114,3755,8874
2112,3714,9374
2103,3711,9768
2112,3714,10089
2133,3677,10317
2153,3657,10486
2153,3676,10556
2153,3714,10566
2155,3713,10497
2153,3714,10407
2119,3750,10299
2072,3829,10248
2023,3889,10230
1990,3943,10248
1964,3994,10238
1950,4057,10248
1933,4092,10288
1909,4114,10407
1872,4137,10533
1869,4172,10645
1897,4176,10691
1869,4229,10724
1767,4311,10728
1787,4286,10724
1891,4195,10657
1787,4343,10566
1576,4553,10437
1747,4343,10327
2055,4007,10200
1747,4400,10089
1245,4986,9959
1747,4457,9851
2524,3587,9724
1706,4457,9612
402,5863,9482
1869,4343,9374
5058,1098,9248
4590,2057,9136
-248,7891,9003
-2600,10915,8897
1674,6302,8778
6987,57,8659
6476,-122,8493
2072,4114,8341
113,6046,8197
1503,4572,8103
2362,3648,8007
1422,4629,7944
833,5237,7883
1422,4629,7865
1794,4235,7848
1422,4629,7865
1188,4864,7863
1422,4629,7865
1558,4485,7846
1422,4629,7865
1338,4699,7875
1422,4629,7865
1489,4576,7782
1462,4629,7706
1407,4681,7646
1462,4629,7626
1554,4529,7583
1462,4629,7547
1291,4777,7500
1462,4572,7467
1754,4261,7413
1503,4572,7388
1074,5043,7378
1503,4572,7388
2181,3825,7354
1503,4572,7309
382,5759,7253
1503,4514,7229
3886,2030,7189
3047,3372,7150
-1199,8693,7095
-2600,10915,7070
2225,5952,7033
7759,-343,6991
7494,-733,6927
3128,3314,6911
662,5500,6912
1341,4514,6911
1898,3783,6860
1056,4629,6832
510,5154,6825
934,4629,6832
1148,4284,6788
691,4629,6752
307,4850,6739
284,4686,6752
168,4605,6718
-162,4743,6673
-402,4737,6644
-447,4514,6673
-439,4236,6687
-406,4000,6673
-316,3795,6619
-203,3714,6594
-135,3758,6583
-122,3886,6594
-178,4040,6584
-244,4229,6594
-272,4440,6595
-244,4686,6594
-188,4922,6548
-122,5143,6514
-51,5312,6498
41,5429,6514
152,5474,6488
284,5486,6435
434,5465,6368
609,5429,6355
806,5350,6358
1016,5257,6355
1223,5143,6307
1422,5029,6276
1599,4903,6262
1747,4800,6276
1859,4707,6268
1950,4629,6276
2021,4551,6278
2072,4514,6276
2095,4508,6229
2112,4514,6196
2144,4486,6183
2194,4457,6196
2229,4441,6188
2234,4457,6196
2223,4461,6201
2234,4457,6196
2261,4428,6146
2275,4400,6117
2264,4361,6112
2275,4343,6117
2317,4334,6073
2356,4343,6037
2356,4324,6025
2356,4286,6037
2388,4238,6003
2437,4229,5958
2450,4233,5931
2437,4229,5958
2427,4191,5971
2437,4172,5958
2440,4170,5907
2437,4172,5879
2432,4138,5864
2437,4114,5879
2437,4109,5875
2437,4114,5879
2434,4085,5868
2437,4057,5879
2434,4047,5873
2437,4057,5879
2437,4036,5868
2437,4000,5879
2420,3961,5872
2397,3943,5879
2369,3915,5866
2356,3886,5879
2351,3850,5897
2356,3829,5958
2356,3799,6022
2356,3772,6117
2352,3736,6232
2356,3714,6435
2357,3686,6707
2356,3657,7070
2338,3617,7474
2315,3600,7944
2288,3594,8424
2275,3600,8897
2270,3592,9285
2275,3600,9612
2264,3619,9868
2234,3657,10089
2186,3683,10214
2153,3714,10248
2132,3740,10177
2112,3772,10089
2071,3791,9996
2031,3829,9930
2003,3879,9844
1990,3943,9771
1969,3979,9704
1950,4000,9692
1922,4020,9706
1909,4057,9771
1907,4067,9844
1869,4114,9930
1800,4175,9976
1869,4114,10009
1980,4003,10007
1828,4172,10009
1579,4427,9977
1787,4229,9930
2145,3879,9822
1787,4286,9692
1218,4881,9523
1787,4286,9374
2661,3371,9209
1747,4343,9056
377,5765,8880
2275,3829,8738
6171,6,8604
5809,971,8500
282,7464,8374
-2600,10915,8262
1971,5960,8135
7759,-743,8023
7033,-714,7890
1990,4114,7785
-202,6261,7686
1422,4572,7626
2415,3525,7566
1341,4629,7547
666,5315,7535
1341,4629,7547
1768,4185,7535
1341,4629,7547
1068,4896,7570
1341,4629,7626
1516,4465,7642
1381,4629,7626
1291,4714,7569
1381,4629,7547
1455,4562,7539
1422,4629,7547
1355,4702,7510
1422,4629,7467
1531,4493,7414
1422,4629,7388
1223,4856,7345
1422,4629,7309
1745,4227,7257
1422,4572,7229
907,5144,7187
1422,4572,7150
2234,3634,7093
1422,4514,7070
57,5996,7060
1422,4514,7070
4582,1334,7039
4225,2514,6991
-426,8450,6927
-2600,10915,6911
1953,5145,6909
7759,-1943,6911
7705,-1926,6868
3209,3200,6832
532,5859,6810
1137,4629,6832
1701,3752,6838
853,4800,6832
305,5423,6786
731,4743,6752
927,4304,6730
447,4743,6752
62,5049,6762
41,4857,6752
-85,4729,6700
-406,4857,6673
-614,4847,6665
-650,4629,6673
-680,4394,6636
-691,4229,6594
-622,4087,6566
-528,4057,6594
-490,4154,6608
-487,4343,6594
-509,4565,6536
-528,4800,6514
-546,5010,6511
-528,5200,6514
-454,5349,6470
-325,5486,6435
-182,5590,6417
-41,5657,6435
96,5651,6431
244,5600,6435
399,5514,6431
569,5429,6435
758,5319,6396
975,5200,6355
1193,5071,6329
1381,4972,6355
1531,4882,6369
1665,4800,6355
1785,4703,6300
1869,4629,6276
1909,4583,6271
1950,4572,6276
2013,4547,6235
2072,4514,6196
2084,4471,6174
2072,4457,6196
2076,4453,6201
2112,4457,6196
2155,4433,6179
2194,4400,6196
2221,4358,6205
2234,4343,6196
2230,4337,6146
2234,4343,6117
2253,4321,6104
2275,4286,6117
2276,4240,6110
2275,4229,6117
2285,4230,6118
2315,4229,6117
2339,4195,6073
2356,4172,6037
2358,4163,6019
2356,4172,6037
2349,4166,6037
2356,4172,6037
2362,4175,6027
2356,4172,6037
2329,4136,6032
2315,4114,6037
2315,4110,6029
2315,4114,6037
2293,4085,6029
2275,4057,6037
2271,4046,6030
2275,4057,6037
2256,4038,6027
2234,4000,6037
2224,3957,6033
2234,3943,6037
2236,3921,6020
2234,3886,6037
2230,3838,6081
2234,3829,6196
2222,3836,6353
2194,3829,6594
2160,3769,6901
2153,3714,7309
2157,3693,7762
2153,3714,8262
2127,3720,8744
2112,3714,9215
2113,3701,9608
2112,3714,9930
2089,3735,10152
2072,3772,10327
2072,3798,10413
2072,3829,10407
2036,3848,10289
1990,3886,10168
1959,3935,10071
1950,4000,10009
1932,4038,9919
1909,4057,9851
1885,4066,9818
1869,4114,9851
1841,4182,9882
1828,4229,9930
1829,4206,9986
1787,4229,10089
1697,4302,10178
1706,4286,10248
1763,4200,10256
1625,4343,10248
1395,4580,10185
1503,4457,10089
1740,4186,9927
1462,4514,9771
1021,5000,9607
1422,4514,9453
2064,3754,9252
1381,4572,9056
288,5894,8868
1503,4629,8738
4158,1799,8611
3737,2686,8500
-420,7979,8369
-2600,10915,8262
779,7057,8137
5240,1486,8023
5086,984,7888
1747,4343,7785
319,5851,7687
1544,4514,7626
2286,3684,7565
1544,4514,7547
1085,5039,7535
1584,4514,7547
1895,4167,7533
1584,4514,7547
1373,4748,7571
1544,4572,7626
1647,4449,7640
1544,4572,7626
1483,4641,7573
1544,4572,7547
1582,4485,7533
1544,4514,7547
1488,4592,7522
1544,4572,7467
1633,4470,7372
1544,4572,7309
1379,4754,7258
1544,4572,7229
1808,4237,7177
1544,4514,7150
1130,4984,7137
1584,4514,7150
2265,3756,7119
1584,4514,7070
475,5748,7007
1625,4514,6991
4021,1987,6987
3168,3314,6991
-1127,8684,6953
-2600,10915,6911
2178,5849,6857
7759,-571,6832
7628,-1006,6814
3412,3029,6832
1071,5115,6837
1909,3943,6832
2727,3023,6784
2234,3714,6752
2059,4089,6736
2844,3429,6752
3395,3027,6749
3209,3429,6752
2962,3795,6746
2925,3829,6752
2698,4002,6720
2234,4457,6673
1869,4791,6612
1706,4857,6594
1593,4797,6589
1503,4743,6594
1472,4680,6557
1462,4629,6514
1417,4559,6460
1341,4514,6435
1232,4538,6417
1137,4629,6435
1077,4703,6442
1056,4743,6435
1052,4744,6385
1056,4743,6355
1055,4734,6343
1056,4743,6355
1053,4748,6347
1056,4743,6355
1055,4707,6358
1056,4686,6355
1053,4681,6308
1056,4686,6276
1057,4657,6264
1056,4629,6276
1050,4613,6245
1056,4629,6196
1074,4632,6138
1097,4629,6117
1103,4602,6104
1097,4572,6117
1089,4530,6120
1097,4514,6117
1104,4510,6074
1097,4514,6037
1072,4488,6015
1056,4457,6037
1054,4421,6046
1056,4400,6037
1052,4368,5988
1056,4343,5958
1064,4310,5940
1056,4286,5958
1016,4249,5956
975,4229,5958
963,4218,5942
975,4229,5958
969,4212,5958
934,4172,5958
887,4118,5936
853,4114,5958
831,4141,5991
812,4172,6037
778,4165,6052
731,4172,6117
681,4195,6257
650,4229,6514
631,4227,6829
609,4229,7229
579,4246,7698
569,4286,8262
582,4309,8831
609,4343,9374
637,4377,9832
691,4400,10248
770,4373,10574
853,4343,10804
913,4330,10884
975,4343,10883
1053,4339,10814
1137,4343,10724
1201,4360,10593
1259,4400,10486
1323,4426,10393
1381,4457,10327
1407,4485,10255
1422,4514,10248
1451,4516,10299
1503,4514,10407
1550,4509,10508
1584,4514,10645
1605,4509,10778
1625,4514,10883
1653,4516,10892
1706,4514,10883
1761,4483,10855
1787,4457,10804
1780,4443,10653
1787,4457,10486
1826,4461,10317
1869,4457,10168
1875,4429,9965
1869,4400,9771
1877,4362,9591
1909,4343,9453
1926,4338,9286
1950,4343,9136
1992,4317,8996
1990,4343,8897
1932,4400,8774
1990,4343,8659
2118,4217,8529
2031,4343,8421
1851,4552,8287
2072,4343,8182
2410,3987,8105
2072,4343,8103
1536,4893,8102
2072,4343,8103
2901,3477,8079
2072,4343,8103
831,5630,8141
2640,3829,8182
6255,319,8151
5768,1314,8103
345,7511,8048
-2600,10915,8023
1566,6441,7956
7068,171,7865
6618,-12,7755
2153,4229,7706
278,6070,7670
1869,4457,7626
2802,3486,7531
1787,4514,7467
1156,5152,7446
1787,4514,7467
2184,4099,7442
1787,4514,7388
1539,4770,7321
1787,4514,7309
1928,4331,7306
1787,4457,7309
1707,4533,7268
1787,4457,7229
1830,4375,7178
1787,4400,7150
1747,4449,7105
1828,4400,7070
1926,4293,7019
1828,4400,6991
1658,4582,6970
1828,4400,6991
2089,4086,7000
1787,4400,6991
1335,4888,6937
1787,4400,6911
2489,3622,6904
1787,4400,6911
631,5660,6871
1787,4400,6832
4267,1832,6808
3453,3200,6832
-949,8674,6838
-2600,10915,6832
2100,5701,6790
7759,-857,6752
7748,-1216,6700
3534,3086,6673
1027,5449,6656
1584,4457,6673
2082,3671,6677
1259,4514,6673
733,5053,6630
1137,4514,6594
1322,4155,6568
853,4514,6594
456,4770,6607
406,4629,6594
272,4537,6536
-41,4629,6514
-237,4573,6514
-244,4343,6514
-226,4112,6464
-203,3943,6435
-131,3780,6429
-41,3714,6435
3,3775,6389
0,3943,6355
-46,4143,6345
-81,4343,6355
-94,4530,6316
-81,4743,6276
-45,4954,6256
41,5143,6276
160,5271,6274
284,5372,6276
393,5427,6272
528,5429,6276
703,5352,6237
894,5257,6196
1070,5166,6170
1259,5086,6196
1481,4973,6210
1706,4857,6196
1876,4755,6142
1990,4686,6117
2076,4619,6111
2153,4572,6117
2203,4534,6077
2234,4514,6037
2266,4481,6014
2315,4457,6037
2353,4443,6047
2356,4457,6037
2340,4461,5990
2356,4457,5958
2402,4427,5940
2437,4400,5958
2434,4365,5964
2437,4343,5958
2474,4312,5912
2519,4286,5879
2525,4249,5859
2519,4229,5879
2530,4217,5885
2559,4229,5879
2565,4232,5833
2559,4229,5799
2565,4198,5778
2600,4172,5799
2628,4155,5808
2640,4172,5799
2636,4181,5750
2640,4172,5720
2642,4132,5705
2640,4114,5720
2619,4113,5715
2600,4114,5720
2589,4082,5711
2600,4057,5720
2606,4050,5710
2600,4057,5720
2574,4034,5716
2559,4000,5720
2554,3964,5702
2559,3943,5720
2556,3910,5749
2559,3886,5799
2560,3858,5823
2559,3829,5879
2538,3770,5965
2519,3714,6117
2510,3671,6305
2519,3657,6594
2509,3632,6978
2478,3600,7467
2440,3559,7976
2437,3543,8500
2449,3537,8991
2437,3543,9453
2388,3536,9816
2356,3543,10089
2356,3560,10242
2356,3600,10327
2316,3630,10339
2275,3657,10327
2252,3674,10262
2234,3714,10168
2188,3766,10033
2153,3829,9930
2149,3865,9859
2153,3886,9851
2116,3899,9865
2072,3943,9930
2050,4006,10005
2072,4057,10089
2089,4041,10128
2031,4057,10168
1933,4123,10201
1990,4114,10248
2103,4058,10233
1950,4229,10168
1698,4443,10041
1909,4229,9930
2270,3892,9809
1909,4286,9692
1320,4871,9529
1869,4343,9374
2760,3483,9206
1869,4343,9056
349,5640,8883
1869,3886,8738
5496,415,8603
5362,1371,8500
303,7492,8374
-2600,10915,8262
1323,6574,8135
6621,400,8023
6198,162,7889
1869,4286,7785
38,6090,7689
1584,4514,7626
2510,3561,7561
1544,4572,7547
936,5220,7542
1544,4629,7547
1925,4236,7523
1544,4629,7547
1308,4864,7590
1544,4629,7626
1663,4486,7585
1503,4629,7547
1411,4700,7532
1503,4629,7547
1579,4576,7512
1544,4629,7467
1476,4666,7419
1544,4572,7388
1656,4439,7311
1544,4572,7229
1340,4783,7159
1544,4572,7150
1886,4200,7148
1584,4514,7150
1075,5035,7112
1584,4514,7070
2391,3676,7013
1584,4514,6991
233,5889,6980
1584,4514,6991
4639,1552,6961
4103,2629,6911
-612,8243,6845
-2600,10915,6832
2147,6087,6833
7759,-229,6832
7188,-443,6782
2437,3829,6752
100,5929,6743
1259,4629,6752
2047,3727,6714
1097,4629,6673
476,5206,6648
975,4629,6673
1217,4243,6681
691,4629,6673
276,4902,6627
284,4743,6594
177,4636,6571
-162,4743,6594
-371,4706,6605
-366,4457,6594
-347,4169,6538
-325,3943,6514
-233,3764,6511
-122,3714,6514
-77,3787,6469
-81,3943,6435
-119,4128,6422
-162,4343,6435
-203,4565,6401
-203,4800,6355
-145,5011,6325
-41,5200,6355
64,5335,6372
162,5429,6355
267,5469,6297
406,5486,6276
577,5452,6275
772,5372,6276
972,5246,6229
1178,5143,6196
1384,5058,6185
1584,4972,6196
1762,4847,6161
1909,4743,6117
2011,4674,6089
2072,4629,6117
2108,4562,6131
2153,4514,6117
2202,4501,6064
2234,4514,6037
2235,4491,6026
2234,4457,6037
2249,4436,6030
2275,4457,6037
2292,4467,6038
2315,4457,6037
2341,4421,5995
2356,4400,5958
2348,4373,5936
2356,4343,5958
2393,4298,5966
2437,4286,5958
2445,4287,5912
2437,4286,5879
2443,4250,5859
2478,4229,5879
2505,4224,5887
2519,4229,5879
2517,4198,5830
2519,4172,5799
2516,4162,5784
2519,4172,5799
2516,4148,5797
2519,4114,5799
2515,4093,5790
2519,4114,5799
2519,4128,5793
2519,4114,5799
2501,4072,5791
2478,4057,5799
2451,4059,5790
2437,4057,5799
2431,4022,5794
2437,4000,5799
2438,3981,5784
2437,3943,5799
2431,3868,5822
2437,3829,5879
2442,3831,5934
2437,3829,6037
2412,3765,6167
2397,3714,6355
2393,3708,6582
2397,3714,6911
2390,3660,7317
2397,3600,7785
2417,3582,8227
2437,3600,8659
2425,3579,9062
2397,3543,9453
2369,3523,9746
2356,3543,9930
2337,3563,9990
2315,3600,10009
2281,3649,9983
2234,3714,9930
2158,3763,9813
2072,3829,9692
1993,3910,9581
1950,4000,9533
1924,4046,9511
1909,4057,9533
1879,4052,9562
1869,4057,9612
1885,4051,9643
1869,4114,9692
1808,4209,9750
1869,4172,9851
1984,4061,9916
1869,4229,9930
1649,4504,9856
1828,4343,9771
2133,4011,9661
1787,4400,9533
1258,4996,9333
1787,4457,9136
2590,3574,8953
1747,4457,8818
520,5785,8660
2356,3943,8500
6012,296,8324
5606,1200,8182
290,7439,8044
-2600,10915,7944
1515,6425,7849
6906,114,7785
6358,-17,7702
1828,4343,7626
-99,6251,7532
1462,4629,7467
2407,3645,7407
1422,4686,7388
801,5332,7372
1422,4686,7388
1813,4266,7386
1422,4686,7388
1178,4943,7370
1422,4686,7388
1558,4505,7396
1422,4629,7388
1357,4699,7332
1462,4629,7309
1523,4572,7305
1462,4629,7309
1385,4689,7260
1462,4629,7229
1595,4511,7221
1503,4629,7229
1310,4824,7185
1503,4629,7150
1822,4296,7135
1503,4629,7150
993,5128,7117
1503,4572,7070
2307,3704,7017
1503,4514,6991
171,5871,6945
1544,4514,6911
4603,1596,6867
4062,2686,6832
-641,8265,6776
-2600,10915,6752
2165,6132,6745
7759,-114,6752
7154,-322,6713
2397,3886,6673
84,5925,6647
1259,4629,6673
2031,3769,6684
1056,4686,6673
431,5236,6621
934,4629,6594
1162,4238,6581
609,4629,6594
185,4898,6587
203,4743,6594
102,4665,6592
-244,4800,6594
-446,4751,6553
-406,4457,6514
-350,4143,6489
-325,3943,6514
-260,3823,6526
-162,3829,6514
-110,3936,6460
-122,4114,6435
-204,4326,6427
-284,4572,6435
-316,4808,6397
-284,5029,6355
-219,5209,6327
-122,5372,6355
-6,5485,6371
122,5543,6355
252,5525,6297
406,5486,6276
585,5433,6275
772,5372,6276
948,5264,6229
1137,5143,6196
1345,5019,6186
1544,4914,6196
1700,4798,6161
1828,4686,6117
1941,4581,6090
2031,4514,6117
2080,4469,6130
2112,4457,6117
2150,4453,6065
2194,4457,6037
2219,4433,6025
2234,4400,6037
2252,4357,6033
2275,4343,6037
2282,4336,6032
2275,4343,6037
2267,4336,6028
2275,4343,6037
2281,4344,6040
2275,4343,6037
2251,4312,5994
2234,4286,5958
2229,4271,5939
2234,4286,5958
2230,4292,5961
2234,4286,5958
2259,4238,5943
2315,4172,5958
2367,4095,5964
2397,4057,5958
2407,4046,5911
2437,4057,5879
2483,4054,5859
2519,4057,5879
2508,4055,5879
2478,4057,5879
2449,4046,5862
2437,4057,5879
2430,4083,5880
2437,4114,5879
2445,4100,5854
2437,4057,5879
2396,4009,5918
2356,4000,5958
2341,3986,5943
2356,3943,5958
2363,3866,6032
2356,3829,6196
2335,3828,6373
2315,3829,6594
2291,3774,6881
2275,3714,7309
2266,3689,7810
